Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,Earning_Date,MCAP,IPO,SMA50,SMA200,SMA10W,SMA30W
6,SNDK,1646.54,16059414.0,Technology,Computer Hardware,99.0,87.0,99.0,99.0,135.8138,122.8488,15586160.0,10267640.0,1861.0,39.44,,243835715584.0,No,1221.27,546.24,1329.91,749.58
32,MU,935.89,72514111.0,Technology,Semiconductors,99.0,97.0,98.0,99.0,78.4707,60.1336,49694563.0,57941680.0,1089.29,103.38,,1055434997760.0,No,640.81,369.12,690.8,460.28
38,BE,259.61,16166746.0,Industrials,Electrical Equipment & Parts,99.0,46.0,97.0,98.0,25.3235,23.1874,10304828.0,9834760.0,322.83,20.93,,73844465664.0,No,241.88,146.3,254.39,170.32
43,LITE,821.76,7935768.0,Technology,Communication Equipment,99.0,13.0,88.0,98.0,91.3898,89.2461,6416687.0,6292220.0,1085.68,80.39,,63932928000.0,No,889.89,485.84,898.47,622.55
45,BAND,63.36,942148.0,Technology,Software - Infrastructure,99.0,97.0,99.0,99.0,5.6091,5.5984,865707.0,1208800.0,75.98,12.5,,2028616704.0,No,40.64,21.51,47.39,25.7
53,VSH,58.58,18746301.0,Technology,Semiconductors,99.0,99.0,99.0,99.0,6.0021,5.5492,4430103.0,9591560.0,66.65,11.77,,7973079552.0,No,34.87,21.01,39.27,24.37
56,VICR,283.48,1012331.0,Technology,Electronic Components,99.0,93.0,96.0,99.0,28.115,24.9378,897919.0,821090.0,361.89,41.76,,12921417728.0,No,252.54,146.17,263.3,181.08
65,VPG,122.66,602428.0,Technology,Scientific & Technical Instruments,99.0,99.0,99.0,99.0,11.4607,11.2078,404084.0,660360.0,136.21,25.49,,1631500672.0,No,78.29,48.39,86.78,57.09
66,INTC,107.92,145647523.0,Technology,Semiconductors,99.0,9.0,98.0,98.0,9.2406,7.7099,124488709.0,120952530.0,132.75,18.97,,542405885952.0,No,91.38,52.13,98.83,61.76
72,MRVL,266.88,92150706.0,Technology,Semiconductors,99.0,99.0,99.0,99.0,30.8536,24.9629,32201650.0,70953610.0,324.2,61.44,,233466626048.0,No,172.61,105.56,187.61,119.88
