Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,Earning_Date,SMA50,SMA200,SMA10W,SMA30W
13,AAOI,188.28,15978995,Technology,Communication Equipment,99.0,93.0,99.0,99.0,11731845.0,11785990.0,208.0,15.06,15108108288.0,No,,129.09,56.45,137.94,72.79
20,LITE,992.37,7306786,Technology,Communication Equipment,99.0,87.0,97.0,99.0,6398156.0,6810440.0,1085.68,71.04,77206388736.0,No,,799.43,409.2,837.76,535.47
23,MXL,91.93,5869948,Technology,Semiconductors,99.0,99.0,99.0,99.0,3165853.0,7212940.0,104.27,10.96,8231960064.0,No,,34.62,21.23,44.47,26.24
26,AEHR,96.72,3664049,Technology,Semiconductor Equipment & Materials,99.0,96.0,99.0,99.0,2835178.0,2952730.0,107.0,8.31,3042158848.0,No,,62.74,34.69,68.43,40.29
27,MRAM,44.01,12741023,Technology,Semiconductors,99.0,99.0,99.0,99.0,1506803.0,6793990.0,44.67,5.49,1031927808.0,No,,13.12,10.28,16.51,12.34
28,NBTX,48.24,128322,Healthcare,Biotechnology,99.0,97.0,98.0,98.0,71461.0,118920.0,54.74,3.33,2339423488.0,No,,33.9,22.32,34.97,26.75
42,MU,766.58,71288236,Technology,Semiconductors,99.0,98.0,98.0,99.0,43009786.0,50707630.0,818.67,90.93,864498352128.0,No,,463.7,297.3,500.05,375.2
49,AGL,69.54,616132,Healthcare,Medical Care Facilities,99.0,99.0,99.0,99.0,385649.0,805750.0,74.4,7.48,1160190464.0,No,,22.25,22.37,27.49,21.04
51,VICR,292.53,1323378,Technology,Electronic Components,99.0,98.0,98.0,99.0,906743.0,856830.0,313.53,40.54,13333928960.0,No,,207.41,122.35,214.03,155.05
52,STRO,40.91,223830,Healthcare,Biotechnology,99.0,98.0,99.0,99.0,210490.0,244580.0,41.88,6.7,677792256.0,No,,28.68,15.29,29.95,18.63
56,INTC,120.61,170677671,Technology,Semiconductors,99.0,99.0,99.0,99.0,111150871.0,170634550.0,132.75,18.97,606185848832.0,No,,65.29,43.37,74.17,52.5
60,CELC,124.68,1075260,Healthcare,Biotechnology,99.0,63.0,88.0,95.0,826703.0,1406390.0,151.02,9.51,6026616832.0,No,,118.47,89.04,118.09,106.21
69,BAND,49.44,830561,Technology,Software - Infrastructure,99.0,99.0,99.0,99.0,720216.0,1850680.0,53.21,12.5,1582935680.0,No,,23.38,17.0,27.31,18.87
78,ICHR,73.28,970533,Technology,Semiconductor Equipment & Materials,99.0,92.0,97.0,99.0,862090.0,1297900.0,78.0,13.12,2546502912.0,No,,56.04,31.09,58.79,37.3
91,ANAB,65.58,853308,Healthcare,Biotechnology,99.0,97.0,98.0,98.0,838389.0,669520.0,72.36,11.4,1908437248.0,No,,49.05,30.58,51.38,37.41
94,ELVR,97.81,103438,Basic Materials,Other Industrial Metals & Mining,99.0,98.0,98.0,99.0,83516.0,92010.0,101.5,15.54,1772458240.0,No,,66.66,,72.68,54.54
98,TTMI,163.36,2066627,Technology,Electronic Components,98.0,95.0,97.0,98.0,2000990.0,2900920.0,180.0,28.12,16964944896.0,No,,117.62,80.01,125.15,95.32
102,SITM,847.19,656451,Technology,Semiconductors,98.0,99.0,98.0,98.0,450171.0,517770.0,901.81,186.49,22363127808.0,No,,456.59,345.84,505.88,400.34
111,SIMO,258.71,1021984,Technology,Semiconductors,98.0,99.0,98.0,98.0,744253.0,1762240.0,272.0,56.6,8772295680.0,No,,148.84,109.84,163.77,124.76
120,WOLF,53.72,10791034,Technology,Semiconductors,98.0,99.0,99.0,99.0,3253751.0,7854460.0,53.98,8.05,2596751872.0,No,,24.47,,28.3,22.29
123,POWL,308.05,868438,Industrials,Electrical Equipment & Parts,98.0,96.0,97.0,98.0,677635.0,847310.0,328.0,54.75,11222768640.0,No,,218.79,142.7,231.9,167.57
126,FORM,132.02,4168458,Technology,Semiconductor Equipment & Materials,98.0,60.0,95.0,98.0,1659770.0,2495640.0,159.09,26.08,10291589120.0,No,,116.55,68.77,121.66,85.49
134,STRL,851.35,699069,Industrials,Engineering & Construction,98.0,99.0,98.0,98.0,558455.0,855510.0,888.95,176.15,26124486656.0,No,,488.88,377.22,527.23,415.2
