Section,Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO
Leading Stocks (RS > 90),1,CIEN,242.37,8523493.0,Technology,Communication Equipment,98.0,92.0,97.0,98.0,2903439.0,2735010.0,248.0,49.21,34263171072.0,No
Leading Stocks (RS > 90),2,BLTE,150.24,554623.0,Healthcare,Biotechnology,97.0,97.0,98.0,97.0,138923.0,345740.0,161.32,49.0,5636198400.0,No
Leading Stocks (RS > 90),3,SATS,104.39,8839462.0,Communication Services,Telecom Services,98.0,97.0,94.0,98.0,4377984.0,7666020.0,109.53,14.9,30051407872.0,No
Leading Stocks (RS > 90),4,LYEL,33.41,92373.0,Healthcare,Biotechnology,97.0,98.0,98.0,98.0,48461.0,65500.0,34.43,7.65,709760512.0,No
Leading Stocks (RS > 90),5,IDR,43.43,939844.0,Basic Materials,Gold,97.0,97.0,94.0,97.0,622409.0,383940.0,54.7,9.67,677176832.0,No
Leading Stocks (RS > 90),6,PLAB,39.67,4112186.0,Technology,Semiconductor Equipment & Materials,95.0,98.0,97.0,95.0,1017565.0,2399200.0,39.67,16.46,2386170624.0,No
Leading Stocks (RS > 90),7,SRZN,23.81,136790.0,Healthcare,Biotechnology,96.0,98.0,97.0,97.0,64698.0,134130.0,24.54,5.9,204085536.0,No
Leading Stocks (RS > 90),8,COHN,20.2,33937.0,Financial Services,Capital Markets,96.0,98.0,96.0,97.0,18109.0,30960.0,20.2,6.1,41124456.0,No
Leading Stocks (RS > 90),9,PPTA,29.15,5089698.0,Basic Materials,Other Precious Metals & Mining,96.0,96.0,96.0,96.0,3367800.0,1828130.0,31.65,7.81,3552588544.0,No
Leading Stocks (RS > 90),10,TYRA,22.81,568670.0,Healthcare,Biotechnology,95.0,98.0,97.0,96.0,329930.0,503510.0,24.05,6.42,1217417472.0,No
Leading Stocks (RS > 90),11,TSAT,35.01,198309.0,Technology,Communication Equipment,95.0,97.0,96.0,95.0,117745.0,84180.0,36.85,14.31,1784329856.0,No
Leading Stocks (RS > 90),12,IESC,477.77,256217.0,Industrials,Engineering & Construction,94.0,94.0,91.0,93.0,158717.0,165490.0,482.35,146.51,9485924352.0,No
Leading Stocks (RS > 90),13,ERO,25.95,1571042.0,Basic Materials,Copper,94.0,92.0,95.0,92.0,1037716.0,1242540.0,26.77,9.3,2702800640.0,No
Leading Stocks (RS > 90),14,AAOI,36.32,11879385.0,Technology,Communication Equipment,93.0,98.0,93.0,96.0,5231852.0,4720070.0,41.27,9.71,2479925504.0,No
Leading Stocks (RS > 90),15,ENVA,157.92,553448.0,Financial Services,Credit Services,92.0,95.0,93.0,93.0,253033.0,201250.0,161.29,79.41,3949991680.0,No
