Section,Industry,RS,1 M_RS,3M_RS,6M_RS
🔹 RS > 80: Leading Sectors,REIT - Hotel & Motel,90,92,91,90
🔹 RS > 80: Leading Sectors,Textile Manufacturing,88,93,94,86
🔹 RS ≥ 80: Breakout Sectors,Aluminum,90,11,39,68
🕵️ Improving Watchlist (RS < 75),Biotechnology,68,66,59,56
