Section,Industry,RS,1 M_RS,3M_RS,6M_RS
🔹 RS > 80: Leading Sectors,Oil & Gas Drilling,96,95,90,96
🔹 RS > 80: Leading Sectors,Semiconductors,91,87,93,89
🔹 RS > 80: Leading Sectors,Oil & Gas Midstream,82,81,81,84
🔹 RS ≥ 80: Breakout Sectors,Copper,86,12,16,78
🔹 RS ≥ 80: Breakout Sectors,Other Precious Metals & Mining,83,15,20,69
🔹 RS ≥ 80: Breakout Sectors,Uranium,80,12,14,60
