Section,Industry,RS,1 M_RS,3M_RS,6M_RS
🔹 RS > 80: Leading Sectors,Aluminum,95,96,96,94
🔹 RS > 80: Leading Sectors,Other Precious Metals & Mining,95,81,88,93
🔹 RS > 80: Leading Sectors,Copper,95,96,91,94
🔹 RS > 80: Leading Sectors,Silver,94,92,87,93
🕵️ Improving Watchlist (RS < 75),Metal Fabrication,74,69,66,65
