Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,Earning_Date,MCAP,IPO,SMA50,SMA200,SMA10W,SMA30W
24,AAOI,202.85,13043195.0,Technology,Communication Equipment,99.0,89.0,97.0,99.0,22.3666,21.9731,12310404.0,11206010.0,233.67,15.29,,16279748608.0,No,155.49,69.36,164.16,87.68
32,MU,996.0,52385678.0,Technology,Semiconductors,99.0,98.0,98.0,99.0,68.3829,54.3443,48323617.0,52037290.0,1089.29,103.38,,1123223076864.0,No,607.72,357.14,647.03,441.71
38,PL,43.53,14913594.0,Industrials,Aerospace & Defense,99.0,92.0,97.0,99.0,4.4111,4.1883,13505277.0,12756130.0,51.76,4.9,2026-06-04,15512975360.0,No,38.75,22.66,40.1,27.88
42,BAND,73.19,1598632.0,Technology,Software - Infrastructure,99.0,98.0,99.0,99.0,4.9977,4.987,818530.0,1077820.0,73.73,12.5,,2343346944.0,No,37.58,20.7,42.96,24.1
53,MRVL,316.43,80442663.0,Technology,Semiconductors,99.0,99.0,99.0,99.0,23.0557,19.5336,30691420.0,51396420.0,324.2,61.44,,277051277312.0,No,162.05,102.53,176.93,115.63
61,VSH,63.78,9927818.0,Technology,Semiconductors,99.0,99.0,99.0,99.0,4.6721,4.32,4050931.0,8657000.0,66.24,11.77,,8691718144.0,No,32.47,20.36,35.92,23.07
73,VPG,128.62,668898.0,Technology,Scientific & Technical Instruments,99.0,99.0,99.0,99.0,10.8143,10.6571,382388.0,644600.0,136.21,25.49,,1709311488.0,No,73.68,47.0,80.03,54.41
76,CIEN,535.26,7234215.0,Technology,Communication Equipment,99.0,26.0,97.0,98.0,43.8164,36.235,2688804.0,2224950.0,637.51,70.77,2026-06-04,75684929536.0,No,516.01,292.21,530.91,355.08
81,PENG,71.16,2628381.0,Technology,Information Technology Services,99.0,99.0,99.0,99.0,5.6835,5.4301,2268411.0,3244760.0,73.24,16.04,,3740180992.0,No,36.2,25.09,40.36,26.32
99,STRL,991.39,721055.0,Industrials,Engineering & Construction,99.0,94.0,98.0,98.0,56.8629,52.6107,577144.0,676380.0,1005.68,191.0,,30427271168.0,No,621.05,420.86,663.74,463.54
107,WOLF,67.37,7316986.0,Technology,Semiconductors,98.0,99.0,99.0,98.0,11.0138,10.4813,5762098.0,9868860.0,80.82,8.05,,3251769856.0,No,39.11,,43.92,26.65
113,VSAT,72.93,2154481.0,Technology,Communication Equipment,98.0,88.0,95.0,97.0,6.5707,5.9236,1909941.0,3298540.0,89.79,8.78,,9959973888.0,No,64.05,44.34,66.75,49.54
115,DELL,419.81,10603180.0,Technology,Computer Hardware,98.0,99.0,99.0,98.0,29.57,21.2979,8808695.0,16272660.0,469.47,109.17,,272818667520.0,No,237.62,160.2,261.54,175.5
126,ARM,393.44,10663472.0,Technology,Semiconductors,98.0,99.0,99.0,98.0,33.593,28.3085,9836884.0,14716890.0,427.99,100.02,,420224925696.0,No,220.09,156.12,238.64,161.74
162,STM,78.32,11314292.0,Technology,Semiconductors,98.0,96.0,98.0,98.0,4.0471,3.0046,10981231.0,12016390.0,81.42,21.11,,69637013504.0,No,52.45,34.11,55.93,37.71
170,IREN,61.87,43948199.0,Financial Services,Capital Markets,98.0,89.0,95.0,92.0,5.2549,4.5699,42454177.0,52259400.0,76.87,8.82,,22111019008.0,No,49.63,46.6,51.49,46.43
172,ACMR,90.03,1466113.0,Technology,Semiconductor Equipment & Materials,98.0,98.0,97.0,98.0,7.0031,6.6559,1369280.0,1984050.0,94.21,23.03,,6232985088.0,No,58.62,46.43,62.11,51.82
176,INOD,121.5,2844549.0,Technology,Information Technology Services,98.0,99.0,99.0,97.0,10.2329,9.9907,1724273.0,1881900.0,125.14,34.23,,3967625984.0,No,63.48,59.15,71.03,57.87
182,AMBQ,85.02,626602.0,Technology,Semiconductors,98.0,99.0,99.0,99.0,6.256,6.1731,570139.0,739460.0,85.77,22.12,,1818649216.0,No,48.01,34.93,52.91,36.8
192,ENLT,95.02,227303.0,Utilities,Utilities - Renewable,98.0,75.0,87.0,97.0,5.5562,3.7544,189390.0,291980.0,108.65,18.22,,13238263808.0,No,85.42,55.37,87.63,65.48
201,HPE,53.84,30386016.0,Technology,Communication Equipment,97.0,98.0,98.0,98.0,3.5281,2.656,23133823.0,52322880.0,64.25,17.49,,71295115264.0,No,31.07,25.0,33.15,26.02
216,CEVA,49.58,1339036.0,Technology,Semiconductors,97.0,97.0,98.0,97.0,2.9755,2.7819,673269.0,955180.0,51.25,17.02,,1381267456.0,No,30.32,24.97,32.73,25.08
222,AMKR,73.81,5503795.0,Technology,Semiconductor Equipment & Materials,97.0,20.0,96.0,95.0,5.27,4.9286,4408296.0,5370090.0,79.5,18.65,,18288033792.0,No,65.34,45.1,67.73,51.82
223,CDNL,63.22,564322.0,Industrials,Engineering & Construction,97.0,89.0,97.0,,4.502,4.457,458900.0,484960.0,66.83,21.98,,966822464.0,No,49.39,,51.26,
230,VECO,63.51,1694204.0,Technology,Semiconductor Equipment & Materials,97.0,96.0,97.0,97.0,3.665,3.53,1309273.0,906320.0,65.43,19.29,,3883255296.0,No,49.6,34.67,51.82,37.89
