Section,Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,Earning_Date,SMA50,SMA200,SMA10W,SMA30W
Leading Stocks (RS > 90),1,WOLF,62.6,33650550,Technology,Semiconductors,99.0,99.0,99.0,99.0,3422601.0,8553810.0,73.54,8.05,3025998848.0,No,,25.3,,29.19,22.59
Leading Stocks (RS > 90),2,MRAM,41.46,15282949,Technology,Semiconductors,99.0,99.0,99.0,99.0,1731796.0,8101850.0,51.5,5.49,972136448.0,No,,13.73,10.46,16.25,12.26
Leading Stocks (RS > 90),3,VELO,21.01,16056270,Technology,Computer Hardware,98.0,99.0,97.0,99.0,2326926.0,1798090.0,23.84,2.81,625851136.0,No,,12.72,9.3,13.33,11.63
Leading Stocks (RS > 90),4,VPG,99.6,1419293,Technology,Scientific & Technical Instruments,98.0,99.0,98.0,99.0,247703.0,381820.0,104.48,24.89,1324779520.0,No,,51.79,40.34,55.88,45.82
Leading Stocks (RS > 90),5,QUIK,21.83,1431574,Technology,Semiconductors,99.0,99.0,99.0,99.0,372923.0,782550.0,22.1,4.8,386837120.0,No,,12.13,7.97,13.2,9.17
Leading Stocks (RS > 90),6,AIP,35.55,2955005,Technology,Semiconductors,98.0,98.0,99.0,98.0,592648.0,909160.0,36.17,6.88,1638592512.0,No,,21.21,15.36,22.9,17.83
Leading Stocks (RS > 90),7,TSEM,270.77,6079470,Technology,Semiconductors,99.0,94.0,98.0,99.0,2793975.0,2124490.0,271.92,37.48,32218656768.0,No,2026-05-13,185.21,116.61,198.84,142.49
Leading Stocks (RS > 90),8,PENG,48.27,9070081,Technology,Information Technology Services,97.0,99.0,99.0,97.0,1662210.0,3474200.0,53.27,16.04,2537078784.0,No,,25.03,22.72,27.71,22.58
Leading Stocks (RS > 90),9,SILC,46.93,276131,Technology,Communication Equipment,98.0,99.0,99.0,99.0,78921.0,201740.0,48.92,13.34,267789248.0,No,,26.85,19.16,29.55,20.78
Leading Stocks (RS > 90),10,MXL,87.73,5699409,Technology,Semiconductors,99.0,99.0,99.0,99.0,3249908.0,7237110.0,104.27,10.96,7855867392.0,No,,36.03,21.59,44.05,26.1
Leading Stocks (RS > 90),11,AAOI,223.1,18095788,Technology,Communication Equipment,99.0,97.0,99.0,99.0,11959831.0,12712630.0,233.67,15.06,17902161920.0,No,,131.65,57.44,141.42,73.95
Leading Stocks (RS > 90),12,INBX,117.95,568837,Healthcare,Biotechnology,99.0,97.0,95.0,92.0,370131.0,636700.0,155.29,10.84,1722929280.0,No,,88.51,65.66,92.52,82.67
Leading Stocks (RS > 90),13,ASRT,23.32,1390098,Healthcare,Drug Manufacturers - Specialty & Generic,96.0,95.0,98.0,97.0,227123.0,555760.0,23.36,8.61,150698032.0,No,,17.32,13.13,18.19,13.58
Leading Stocks (RS > 90),14,VSH,38.5,11833755,Technology,Semiconductors,97.0,98.0,98.0,98.0,2659076.0,4704990.0,40.06,11.77,5240051200.0,No,2026-05-13,23.1,17.87,24.84,19.29
Leading Stocks (RS > 90),15,NBIS,207.27,38520894,Communication Services,Internet Content & Information,98.0,95.0,99.0,96.0,16195186.0,15718670.0,217.34,34.45,52625477632.0,No,2026-05-13,135.66,104.15,142.83,111.7
Leading Stocks (RS > 90),16,HIMX,20.58,8913327,Technology,Semiconductors,98.0,99.0,99.0,98.0,4061831.0,7664540.0,21.8,6.85,3590557440.0,No,,10.59,8.85,11.75,9.35
Leading Stocks (RS > 90),17,AMBQ,71.29,1647043,Technology,Semiconductors,97.0,99.0,99.0,98.0,432053.0,782670.0,72.48,22.12,1523104768.0,No,,32.66,,35.68,31.57
Leading Stocks (RS > 90),18,ELVR,89.67,168986,Basic Materials,Other Industrial Metals & Mining,98.0,97.0,96.0,99.0,82910.0,70180.0,101.5,15.54,1624949632.0,No,,68.25,,71.86,54.27
Leading Stocks (RS > 90),19,FLEX,143.8,6759022,Technology,Electronic Components,98.0,98.0,98.0,98.0,4250798.0,8169550.0,147.34,40.15,52871512064.0,No,,81.75,65.41,88.61,71.41
Leading Stocks (RS > 90),20,ON,115.71,21513260,Technology,Semiconductors,97.0,98.0,96.0,98.0,9384006.0,14349350.0,115.99,40.62,45347119104.0,No,,76.5,60.01,81.03,65.12
Leading Stocks (RS > 90),21,STM,63.39,16005699,Technology,Semiconductors,97.0,98.0,97.0,98.0,9712443.0,12060950.0,63.73,21.11,56340660224.0,No,,41.72,30.88,44.31,33.05
Leading Stocks (RS > 90),22,LINC,52.02,874668,Consumer Defensive,Education & Training Services,97.0,95.0,98.0,98.0,544128.0,639270.0,53.5,17.29,1650112256.0,No,,40.69,27.6,41.73,30.59
Leading Stocks (RS > 90),23,MTSI,381.55,1782910,Technology,Semiconductors,97.0,97.0,96.0,97.0,1176595.0,1518480.0,384.58,118.16,29110652928.0,No,,260.21,190.62,274.88,220.09
Leading Stocks (RS > 90),24,BRUN,21.0,1534384,Technology,Software - Infrastructure,96.0,98.0,98.0,95.0,482488.0,809860.0,23.7,10.09,1024352128.0,No,,13.47,12.09,14.34,12.72
Leading Stocks (RS > 90),25,AKAM,161.14,10818395,Technology,Software - Infrastructure,96.0,99.0,97.0,96.0,5466488.0,7807010.0,165.45,69.78,23427411968.0,No,,109.55,90.55,114.59,98.36
Leading Stocks (RS > 90),26,ALMU,31.49,2429482,Technology,Semiconductors,96.0,99.0,98.0,97.0,1327910.0,1934640.0,31.79,10.2,568372672.0,No,2026-05-13,17.25,17.26,18.13,16.82
Leading Stocks (RS > 90),27,GTX,31.35,4288951,Consumer Cyclical,Auto Parts,96.0,98.0,95.0,96.0,2505410.0,3879230.0,31.58,9.57,5868359168.0,No,,20.54,17.07,21.73,19.16
Leading Stocks (RS > 90),28,AOSL,41.59,1427595,Technology,Semiconductors,95.0,96.0,98.0,97.0,662780.0,1353440.0,49.97,17.01,1244771200.0,No,,29.78,25.75,31.4,24.96
Leading Stocks (RS > 90),29,LFUS,481.02,583865,Technology,Electronic Components,95.0,94.0,93.0,97.0,289340.0,372600.0,481.32,201.19,12164468736.0,No,,372.27,298.54,385.13,319.01
Leading Stocks (RS > 90),30,SYNA,131.06,1473681,Technology,Semiconductors,95.0,98.0,95.0,97.0,786566.0,1147970.0,134.27,57.54,5063854592.0,No,,83.62,76.18,88.86,81.01
Leading Stocks (RS > 90),31,PBT,28.86,241016,Energy,Oil & Gas Midstream,95.0,96.0,95.0,91.0,150480.0,262450.0,29.4,10.21,1345129856.0,No,,22.0,18.83,22.37,19.78
Leading Stocks (RS > 90),32,RELY,23.75,23148788,Technology,Software - Infrastructure,92.0,96.0,97.0,96.0,4311688.0,5707600.0,24.92,12.08,5000825344.0,No,,18.66,16.28,19.02,15.87
Leading Stocks (RS > 90),33,DGII,65.33,461889,Technology,Communication Equipment,94.0,91.0,94.0,96.0,300860.0,328550.0,69.81,30.69,2463084800.0,No,,53.5,43.28,54.84,47.08
Leading Stocks (RS > 90),34,CEVA,38.15,1025565,Technology,Semiconductors,93.0,98.0,96.0,91.0,584656.0,1264870.0,39.94,17.02,1062834944.0,No,,23.62,23.55,25.5,23.55
Leading Stocks (RS > 90),35,OSCR,23.62,11011850,Healthcare,Healthcare Plans,93.0,98.0,97.0,94.0,7005325.0,9334990.0,24.28,10.69,6280605696.0,No,,15.39,16.2,15.94,15.62
Leading Stocks (RS > 90),36,FSTR,40.92,126482,Industrials,Railroads,93.0,96.0,92.0,91.0,84053.0,141310.0,42.53,18.18,427969152.0,No,,31.04,28.24,31.71,29.59
Leading Stocks (RS > 90),37,AVT,86.22,1781721,Technology,Electronics & Computer Distribution,92.0,92.0,92.0,96.0,1089045.0,1566520.0,86.37,44.25,7072116224.0,No,,69.35,57.12,70.81,59.42
Leading Stocks (RS > 90),38,ST,48.19,3892191,Technology,Scientific & Technical Instruments,91.0,93.0,92.0,93.0,2003511.0,2303030.0,49.36,24.69,7008370176.0,No,,38.2,34.21,39.35,35.75
"Top Movers (RS ≥ 85, Improving)",1,NAMS,37.75,1735180,Healthcare,Biotechnology,87.0,84.0,80.0,25.0,1063726.0,1858050.0,42.2,16.79,4413125120.0,No,,32.01,32.18,32.46,34.38
