Section,Industry,RS,1 M_RS,3M_RS,6M_RS
🔹 RS > 80: Leading Sectors,Movies/Entertainment,95,86,94,94
🔹 RS > 80: Leading Sectors,Medical specialties,90,97,92,89
🔹 RS > 80: Leading Sectors,REIT - Hotel & Motel,89,90,90,89
🔹 RS > 80: Leading Sectors,Textile Manufacturing,87,93,91,91
🔸 RS ≥ 75: Top Moving Sectors,Biotechnology,76,75,64,59
🔹 RS ≥ 80: Breakout Sectors,Shell Companies,91,49,67,32
