Section,Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO
Leading Stocks (RS > 90),1,RAPT,57.74,9888405.0,Healthcare,Biotechnology,98.0,98.0,98.0,98.0,1714793.0,4607580.0,57.86,5.66,1672183936.0,No
Leading Stocks (RS > 90),2,ICHR,45.27,5406005.0,Technology,Semiconductor Equipment & Materials,97.0,98.0,98.0,97.0,788767.0,965710.0,47.46,13.12,1556574208.0,No
Leading Stocks (RS > 90),3,NBTX,26.43,115034.0,Healthcare,Biotechnology,98.0,96.0,91.0,98.0,34503.0,13960.0,30.35,2.95,1278893568.0,No
Leading Stocks (RS > 90),4,PRE,21.43,402537.0,Healthcare,Diagnostics & Research,98.0,97.0,97.0,97.0,187008.0,281830.0,21.84,3.1,360633440.0,No
Leading Stocks (RS > 90),5,ENLT,61.94,154029.0,Utilities,Utilities - Renewable,97.0,94.0,97.0,97.0,58022.0,120680.0,62.94,14.01,8475414528.0,No
Leading Stocks (RS > 90),6,GOLD,62.59,1251133.0,Financial Services,Capital Markets,97.0,98.0,98.0,97.0,690557.0,1350830.0,66.7,19.39,1583338752.0,No
Leading Stocks (RS > 90),7,UCTT,54.33,2595692.0,Technology,Semiconductor Equipment & Materials,96.0,98.0,98.0,97.0,761396.0,1058320.0,58.7,16.66,2465880576.0,No
Leading Stocks (RS > 90),8,TAYD,83.55,51517.0,Industrials,Specialty Industrial Machinery,96.0,95.0,97.0,94.0,22070.0,49820.0,86.0,29.5,263443024.0,No
Leading Stocks (RS > 90),9,ASA,71.47,252946.0,Financial Services,Asset Management,96.0,91.0,96.0,95.0,112349.0,173000.0,78.21,23.93,1342775296.0,No
Leading Stocks (RS > 90),10,VPG,53.59,437632.0,Technology,Scientific & Technical Instruments,96.0,96.0,96.0,96.0,229298.0,504870.0,56.25,18.57,711626176.0,No
Leading Stocks (RS > 90),11,GLW,128.1,11703296.0,Technology,Electronic Components,96.0,98.0,95.0,95.0,7323331.0,14275160.0,132.5,37.31,109827866624.0,No
Leading Stocks (RS > 90),12,COHR,228.37,7502486.0,Technology,Scientific & Technical Instruments,96.0,96.0,95.0,95.0,4783039.0,7095200.0,247.15,45.58,42815229952.0,No
Leading Stocks (RS > 90),13,VAL,79.81,4649748.0,Energy,Oil & Gas Equipment & Services,94.0,98.0,95.0,93.0,1268662.0,2624230.0,84.37,27.15,5683546624.0,No
Leading Stocks (RS > 90),14,GHM,89.11,167603.0,Industrials,Specialty Industrial Machinery,95.0,96.0,94.0,94.0,107642.0,133050.0,90.65,24.78,986695424.0,No
Leading Stocks (RS > 90),15,THR,50.25,575552.0,Industrials,Specialty Industrial Machinery,94.0,96.0,95.0,95.0,325495.0,476330.0,52.06,23.05,1650630656.0,No
Leading Stocks (RS > 90),16,TIGO,65.69,1724097.0,Communication Services,Telecom Services,94.0,97.0,93.0,91.0,1032437.0,1150830.0,68.93,25.5,10975813632.0,No
Leading Stocks (RS > 90),17,SLAB,206.42,1109793.0,Technology,Semiconductors,93.0,98.0,96.0,92.0,506586.0,1644910.0,208.84,82.82,6802762752.0,No
Leading Stocks (RS > 90),18,STRS,29.5,17658.0,Real Estate,Real Estate - Diversified,93.0,92.0,96.0,94.0,11291.0,14300.0,31.35,15.1,238323280.0,No
Leading Stocks (RS > 90),19,ENTG,133.44,7033043.0,Technology,Semiconductor Equipment & Materials,92.0,97.0,95.0,94.0,3053532.0,4015480.0,137.05,60.75,20229505024.0,No
Leading Stocks (RS > 90),20,XPO,200.1,2908997.0,Industrials,Trucking,92.0,97.0,94.0,93.0,1619829.0,2957290.0,207.04,85.06,23488591872.0,No
Leading Stocks (RS > 90),21,EZPW,24.74,1779827.0,Financial Services,Credit Services,92.0,91.0,93.0,92.0,1043862.0,1292520.0,26.35,12.85,1526389248.0,No
Leading Stocks (RS > 90),22,FLXS,56.3,49877.0,Consumer Cyclical,"Furnishings, Fixtures & Appliances",92.0,98.0,96.0,92.0,32859.0,60470.0,59.95,29.38,300952256.0,No
Leading Stocks (RS > 90),23,OCS,28.89,360174.0,Healthcare,Biotechnology,91.0,96.0,95.0,92.0,190240.0,323860.0,29.36,14.0,1670041600.0,No
Leading Stocks (RS > 90),24,NE,41.93,2816737.0,Energy,Oil & Gas Drilling,91.0,97.0,94.0,92.0,1785711.0,2389980.0,42.36,17.4,6660443136.0,No
