Section,Industry,RS,1 M_RS,3M_RS,6M_RS
🔹 RS > 80: Leading Sectors,REIT - Hotel & Motel,89,94,92,90
🔹 RS > 80: Leading Sectors,Trucking,88,96,94,90
🔹 RS > 80: Leading Sectors,Textile Manufacturing,83,90,90,90
🔹 RS ≥ 80: Breakout Sectors,Silver,86,4,36,68
