Rank,Ticker,Type,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,Latest Volume,9M+ Volume,History_Days,Gap (%),HVE,HVE Date,HVE Volume,IPO,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,SMA50,SMA200,SMA10W,SMA30W
332,CRAK,ETF,64.03,1462085.0,ETF,ETF,94.0,87.0,95.0,88.0,1464433.0,NO,2788,0.0,YES,2026-09-22,1464433.0,NO,1.3725,1.2011,393304.0,758560.0,66.59,35.5,0,59.04,48.78,60.4,52.36
354,FLTW,ETF,111.31,12337544.0,ETF,ETF,94.0,93.0,78.0,94.0,12337544.0,YES,2201,0.0,YES,2026-09-22,12337544.0,NO,2.0663,1.2608,398182.0,183730.0,111.77,56.57,0,100.55,83.83,102.62,92.22
519,BOAT,ETF,51.9,262525.0,ETF,ETF,92.0,86.0,91.0,85.0,262525.0,NO,1289,0.0,YES,2026-09-22,262525.0,NO,1.0504,0.8801,42866.0,96250.0,53.99,29.12,0,47.02,40.66,48.52,43.3
1031,MEIB,ETF,30.45,3311.0,ETF,ETF,85.0,97.0,,,3311.0,NO,39,0.0,YES,2026-09-22,3311.0,NO,0.7362,0.3119,528.0,1250.0,31.01,22.66,0,,,,
1702,MTUM,ETF,317.9,15570980.0,ETF,ETF,76.0,85.0,23.0,85.0,15570980.0,YES,3378,0.0,YES,2026-09-22,15570980.0,NO,5.4082,4.0196,1456953.0,680760.0,345.59,229.42,0,306.17,282.36,307.68,294.79
1812,SDP,ETF,26.73,159646.0,ETF,ETF,75.0,92.0,90.0,74.0,159646.0,NO,4913,0.04,YES,2026-09-22,159646.0,NO,0.6746,0.5996,6590.0,13540.0,27.52,19.78,0,23.37,22.83,23.94,22.44
1847,MSBT,ETF,24.73,3920358.0,ETF,ETF,74.0,94.0,94.0,,3920358.0,NO,117,0.0,YES,2026-09-22,3920358.0,NO,0.7671,0.5193,599363.0,583940.0,25.2,16.64,0,20.37,,21.05,
2007,CORO,ETF,37.25,130910852.0,ETF,ETF,72.0,68.0,59.0,67.0,130910852.0,YES,448,0.0,YES,2026-09-22,130910852.0,NO,0.4875,0.3499,789422.0,713080.0,37.66,29.76,0,36.5,34.52,36.76,35.35
2101,INRO,ETF,37.27,4974459.0,ETF,ETF,71.0,77.0,64.0,76.0,4974459.0,NO,623,0.0,YES,2026-09-22,4974459.0,NO,0.3438,0.2039,2807.0,5880.0,37.9,29.63,0,36.5,34.19,36.68,35.01
2227,ACWX,ETF,77.84,79993851.0,ETF,ETF,69.0,64.0,63.0,63.0,79993851.0,YES,4649,0.3,YES,2026-09-22,79993851.0,NO,0.8789,0.5918,1912174.0,2577030.0,78.78,63.87,0,76.51,73.08,77.01,74.38
2304,PQUS,ETF,28.9,2525793.0,ETF,ETF,68.0,76.0,72.0,73.0,2525793.0,NO,144,0.0,YES,2026-09-22,2525793.0,NO,0.2711,0.1796,95279.0,250200.0,29.4,23.45,0,28.3,,28.46,27.11
3703,AIMG,ETF,20.62,13063.0,ETF,ETF,50.0,,,,13063.0,NO,9,0.0,YES,2026-09-22,13063.0,NO,,,6875.0,6875.0,20.71,18.41,0,,,,
4131,CSEN,ETF,25.47,952260.0,ETF,ETF,44.0,45.0,69.0,,952260.0,NO,69,0.0,YES,2026-09-22,952260.0,NO,0.3743,0.2986,36844.0,11270.0,26.74,23.24,0,25.34,,25.52,
4232,SCC,ETF,15.69,227974.0,ETF,ETF,43.0,92.0,51.0,10.0,227974.0,NO,4940,0.0,YES,2026-09-22,227974.0,NO,0.4171,0.3107,13507.0,21460.0,18.3,13.12,0,14.99,14.88,15.04,15.17
4356,IQGR,ETF,25.72,49270.0,ETF,ETF,41.0,,,,49270.0,NO,5,0.43,YES,2026-09-22,49270.0,NO,,,18250.0,18250.0,25.72,24.97,0,,,,
4593,MNGZ,ETF,29.08,428.0,ETF,ETF,38.0,,,,428.0,NO,2,0.0,YES,2026-09-22,428.0,NO,,,514.0,514.0,31.5,26.32,0,,,,
4714,HXF,ETF,25.35,40630.0,ETF,ETF,37.0,,,,40630.0,NO,13,0.0,YES,2026-09-22,40630.0,NO,,,5016.0,5710.0,25.64,24.87,0,,,,
4759,TSEE,ETF,25.44,3077.0,ETF,ETF,36.0,,,,3077.0,NO,4,0.0,YES,2026-09-22,3077.0,NO,,,300.0,300.0,25.55,25.07,0,,,,
4868,TDNA,ETF,25.59,3919.0,ETF,ETF,35.0,,,,3919.0,NO,4,0.0,YES,2026-09-22,3919.0,NO,,,1366.0,1366.0,25.68,24.97,0,,,,
4877,LBOX,ETF,25.09,10760.0,ETF,ETF,35.0,,,,10760.0,NO,20,0.0,YES,2026-09-22,10760.0,NO,0.0164,0.0146,1572.0,1499.0,25.1,25.0,0,,,,
4891,ILS,ETF,20.45,104506.0,ETF,ETF,34.0,,,,104506.0,NO,3,0.0,YES,2026-09-22,104506.0,NO,,,47532.0,87570.0,20.53,19.64,0,,,,
4937,SECA,ETF,25.47,15985.0,ETF,ETF,34.0,,,,15985.0,NO,2,0.0,YES,2026-09-22,15985.0,NO,,,11500.0,11500.0,25.51,25.24,0,,,,
4968,CLOI,ETF,52.9,2440239.0,ETF,ETF,33.0,65.0,43.0,31.0,2440239.0,NO,1066,0.0,YES,2026-09-22,2440239.0,NO,0.0429,0.0415,249969.0,361740.0,53.15,52.36,0,52.88,52.82,52.91,52.79
4972,TIZE,ETF,34.07,90010.0,ETF,ETF,33.0,,,,90010.0,NO,7,0.0,YES,2026-09-22,90010.0,NO,,,2233.0,2233.0,34.14,33.98,0,,,,
5420,GINC,ETF,49.35,624211.0,ETF,ETF,28.0,48.0,,,624211.0,NO,31,0.0,YES,2026-09-22,624211.0,NO,0.1271,0.0943,8370.0,11640.0,50.25,49.17,0,,,,
5496,CGSD,ETF,25.5,3743278.0,ETF,ETF,27.0,56.0,37.0,23.0,3743278.0,NO,978,0.06,YES,2026-09-22,3743278.0,NO,0.0432,0.0346,588590.0,1117680.0,26.15,25.44,0,25.66,25.85,25.62,25.75
5585,VSDM,ETF,75.11,1120360.0,ETF,ETF,25.0,48.0,32.0,22.0,1121040.0,NO,458,0.0,YES,2026-09-22,1121040.0,NO,0.1434,0.1314,149609.0,213330.0,77.64,75.09,0,75.96,76.44,75.83,76.23
5617,SECU,ETF,48.89,4654914.0,ETF,ETF,25.0,48.0,34.0,24.0,4654914.0,NO,165,0.0,YES,2026-09-22,4654914.0,NO,0.1388,0.1295,130026.0,45490.0,50.87,48.83,0,49.46,,49.35,49.62
5675,PJSM,ETF,49.66,3581.0,ETF,ETF,24.0,,,,3581.0,NO,13,0.0,YES,2026-09-22,3581.0,NO,,,1808.0,2160.0,50.95,49.3,0,,,,
5848,CAM,ETF,24.42,1111970.0,ETF,ETF,22.0,44.0,27.0,20.0,1111970.0,NO,242,0.0,YES,2026-09-22,1111970.0,NO,0.075,0.0664,107480.0,147510.0,25.61,24.39,0,24.77,25.04,24.71,24.93
5918,MUNH,ETF,97.14,513.0,ETF,ETF,21.0,,,,513.0,NO,18,0.0,YES,2026-09-22,513.0,NO,0.2759,0.007,48.0,68.0,100.2,97.51,0,,,,
6168,MBB,ETF,91.45,60949131.0,ETF,ETF,18.0,44.0,25.0,16.0,60949131.0,YES,4911,0.0,YES,2026-09-22,60949131.0,NO,0.4075,0.3018,2302341.0,2907670.0,96.97,91.02,0,92.87,94.47,92.56,93.87
6174,INMU,ETF,23.23,3914523.0,ETF,ETF,18.0,39.0,22.0,16.0,3914523.0,NO,1384,0.0,YES,2026-09-22,3914523.0,NO,0.0942,0.0871,232487.0,390860.0,24.58,23.19,0,23.7,24.04,23.61,23.93
6177,MBBA,ETF,47.99,10582297.0,ETF,ETF,18.0,45.0,24.0,16.0,10582297.0,YES,165,0.0,YES,2026-09-22,10582297.0,NO,0.3195,0.2752,8266.0,7660.0,54.68,47.63,0,48.76,,48.59,49.29
6294,BMOP,ETF,23.95,637564.0,ETF,ETF,16.0,34.0,20.0,19.0,637564.0,NO,175,0.0,YES,2026-09-22,637564.0,NO,0.1218,0.1057,109546.0,167930.0,25.28,23.94,0,24.58,,24.46,24.74
6540,SZK,ETF,22.08,174276.0,ETF,ETF,13.0,90.0,50.0,12.0,174276.0,NO,4941,0.0,YES,2026-09-22,174276.0,NO,0.3769,0.2369,2163.0,4260.0,27.72,18.4,0,21.18,22.12,21.33,21.75
7020,TLTX,ETF,20.99,166616.0,ETF,ETF,7.0,40.0,14.0,7.0,166616.0,NO,299,0.0,YES,2026-09-22,166616.0,NO,0.1676,0.1311,10241.0,12350.0,27.74,20.93,0,21.51,23.14,21.39,22.5
