Rank,Ticker,Type,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,Latest Volume,9M+ Volume,History_Days,Gap (%),HVE,HVE Date,HVE Volume,IPO,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,SMA50,SMA200,SMA10W,SMA30W
1363,VPX,ETF,31.02,57816.0,ETF,ETF,81.0,64.0,70.0,,57819.0,NO,121,0.1,YES,2026-09-02,57819.0,NO,0.2164,0.1496,8749.0,9330.0,31.56,23.4,0,30.27,,30.4,
1516,COPY,ETF,15.92,1183629.0,ETF,ETF,79.0,60.0,75.0,69.0,1184999.0,NO,420,0.44,YES,2026-09-02,1184999.0,NO,0.1084,0.0991,137452.0,125280.0,16.02,11.86,0,15.45,14.22,15.57,14.73
4217,NTAL,ETF,29.1,11850.0,ETF,ETF,43.0,6.0,,,13483.0,NO,37,0.0,YES,2026-09-02,13483.0,NO,1.4971,1.0135,2008.0,2650.0,38.87,23.29,0,,,,
4478,HPEL,ETF,15.73,1304498.0,ETF,ETF,40.0,18.0,,,1517527.0,NO,51,0.0,YES,2026-09-02,1517527.0,NO,1.4104,1.3654,83794.0,81470.0,23.69,10.45,0,15.09,,15.16,
5078,HWGV,ETF,25.05,25098.0,ETF,ETF,32.0,,,,25098.0,NO,3,0.0,YES,2026-09-02,25098.0,NO,,,4774.0,4774.0,25.14,24.95,0,,,,
5444,VTES,ETF,100.35,968802.0,ETF,ETF,27.0,61.0,35.0,29.0,968930.0,NO,875,0.0,YES,2026-09-02,968930.0,NO,0.1356,0.1154,206566.0,324250.0,102.71,100.29,0,100.87,101.39,100.8,101.21
5450,NBSD,ETF,50.42,1107719.0,ETF,ETF,27.0,39.0,43.0,27.0,1110277.0,NO,550,0.0,YES,2026-09-02,1110277.0,NO,0.0661,0.045,202368.0,277640.0,51.57,50.38,0,50.58,50.9,50.58,50.76
5496,OTAX,ETF,49.82,68949.0,ETF,ETF,26.0,,,,68949.0,NO,3,0.0,YES,2026-09-02,68949.0,NO,,,2522.0,2522.0,50.72,49.67,0,,,,
6683,ZINN,ETF,39.05,187636.0,ETF,ETF,10.0,,,,187639.0,NO,12,0.0,YES,2026-09-02,187639.0,NO,,,5266.0,5000.0,42.08,39.05,0,,,,
6866,ZDIS,ETF,57.73,10161.0,ETF,ETF,8.0,,,,10165.0,NO,12,0.0,YES,2026-09-02,10165.0,NO,,,3275.0,3060.0,64.0,57.41,0,,,,
