Rank,Ticker,Type,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,Latest Volume,9M+ Volume,History_Days,Gap (%),HVE,HVE Date,HVE Volume,IPO,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,SMA50,SMA200,SMA10W,SMA30W
355,TEMC,ETF,32.71,6596.0,ETF,ETF,94.0,98.0,,,6596.0,NO,50,0.0,YES,2026-09-18,6596.0,NO,2.4578,1.6214,659.0,360.0,35.07,10.77,0,19.96,,20.55,
506,SLON,ETF,39.38,319689.0,ETF,ETF,92.0,98.0,98.0,88.0,319689.0,NO,298,10.04,YES,2026-09-18,319689.0,NO,2.9652,2.0967,76706.0,161150.0,362.19,13.0,0,23.99,36.04,25.18,24.4
1681,LITG,ETF,17.41,45714.0,ETF,ETF,76.0,95.0,,,45714.0,NO,28,0.0,YES,2026-09-18,45714.0,NO,1.9857,1.5525,10022.0,13610.0,21.98,13.6,0,,,,
3913,EDGQ,ETF,27.42,43753.0,ETF,ETF,47.0,70.0,22.0,58.0,43753.0,NO,148,0.0,YES,2026-09-18,43753.0,NO,0.296,0.2225,12288.0,12930.0,30.54,23.23,0,27.31,,27.33,26.92
3976,KCHP,ETF,24.54,11405.0,ETF,ETF,46.0,,,,11405.0,NO,4,0.0,YES,2026-09-18,11405.0,NO,,,10566.0,10566.0,27.02,23.74,0,,,,
4026,PRXI,ETF,25.15,32489.0,ETF,ETF,45.0,45.0,,,32489.0,NO,61,0.0,YES,2026-09-18,32489.0,NO,0.2171,0.019,2971.0,120.0,26.28,24.28,0,25.48,,25.55,
4448,HXF,ETF,25.36,23993.0,ETF,ETF,40.0,,,,23993.0,NO,11,0.0,YES,2026-09-18,23993.0,NO,,,3370.0,3370.0,25.64,24.87,0,,,,
4690,NUIB,ETF,25.07,1394983.0,ETF,ETF,37.0,,,,1394983.0,NO,4,0.0,YES,2026-09-18,1394983.0,NO,,,133600.0,133600.0,25.14,25.02,0,,,,
4827,CGFS,ETF,25.13,449.0,ETF,ETF,35.0,,,,449.0,NO,2,0.0,YES,2026-09-18,449.0,NO,,,400.0,400.0,25.24,25.13,0,,,,
5303,VAVX,ETF,17.3,36556.0,ETF,ETF,29.0,97.0,93.0,7.0,36556.0,NO,164,6.41,YES,2026-09-18,36556.0,NO,0.6041,0.3429,4904.0,9110.0,25.0,12.54,0,14.37,,14.57,16.61
5355,EVPF,ETF,49.27,161259.0,ETF,ETF,28.0,62.0,37.0,26.0,161259.0,NO,137,0.0,YES,2026-09-18,161259.0,NO,0.2482,0.1918,6793.0,3930.0,51.1,48.9,0,49.76,,49.75,
5454,AFDM,ETF,90.5,29602.0,ETF,ETF,27.0,,,,29602.0,NO,9,0.0,YES,2026-09-18,29602.0,NO,,,5354.0,3220.0,93.73,75.28,0,,,,
5482,IBHL,ETF,24.95,59879.0,ETF,ETF,26.0,52.0,40.0,26.0,59879.0,NO,367,0.0,YES,2026-09-18,59879.0,NO,0.1432,0.1219,7616.0,7000.0,25.92,24.81,0,25.26,25.46,25.24,25.31
5708,PMIO,ETF,49.6,36507.0,ETF,ETF,23.0,54.0,31.0,20.0,36507.0,NO,438,0.0,YES,2026-09-18,36507.0,NO,0.1352,0.0871,4151.0,10180.0,52.12,49.43,0,50.3,50.88,50.22,50.72
6235,JTNY,ETF,47.94,93532.0,ETF,ETF,16.0,39.0,,,93532.0,NO,67,0.0,YES,2026-09-18,93532.0,NO,0.2521,0.1807,20946.0,32790.0,50.37,47.02,0,49.13,,49.03,
7195,COHQ,ETF,25.13,37062.0,ETF,ETF,4.0,,,,37062.0,NO,23,0.0,YES,2026-09-18,37062.0,NO,3.8629,2.4421,12222.0,16040.0,41.74,24.98,0,,,,
7392,SMRX,ETF,17.07,6362.0,ETF,ETF,1.0,0.0,,,6362.0,NO,50,0.0,YES,2026-09-18,6362.0,NO,2.6103,1.1292,324.0,1000.0,33.52,16.7,0,23.05,,22.0,
