Rank,Ticker,Type,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,Latest Volume,9M+ Volume,History_Days,Gap (%),HVE,HVE Date,HVE Volume,IPO,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,SMA50,SMA200,SMA10W,SMA30W
2005,TIER,ETF,32.58,75156,ETF,ETF,71.0,54.0,64.0,67.0,75173,NO,257,1.52,YES,2026-07-06,75173.0,NO,0.4112,0.1954,2726.0,1450.0,34.49,25.03,0,31.69,29.42,31.91,30.32
2269,FEAC,ETF,32.4,187627,ETF,ETF,67.0,31.0,70.0,58.0,187627,NO,403,0.0,YES,2026-07-06,187627.0,NO,0.3802,0.2679,11790.0,8790.0,32.82,26.11,0,31.69,29.55,31.93,30.09
3363,AMDC,ETF,26.41,28338,ETF,ETF,52.0,,,,28338,NO,6,13.14,YES,2026-07-06,28338.0,NO,,,5340.0,5340.0,29.83,22.15,0,,,,
4615,LASC,ETF,23.6,16552,ETF,ETF,35.0,,,,16552,NO,8,0.0,YES,2026-07-06,16552.0,NO,,,2614.0,2614.0,27.16,19.99,0,,,,
4740,QNDX,ETF,24.47,671507,ETF,ETF,33.0,,,,671507,NO,8,0.99,YES,2026-07-06,671507.0,NO,,,290828.0,290828.0,24.98,23.8,0,,,,
4940,FREI,ETF,25.09,12684,ETF,ETF,30.0,,,,12684,NO,11,0.0,YES,2026-07-06,12684.0,NO,,,500.0,500.0,25.14,24.86,0,,,,
5158,FECM,ETF,25.09,1046,ETF,ETF,27.0,,,,1046,NO,3,0.08,YES,2026-07-06,1046.0,NO,,,400.0,400.0,25.09,25.03,0,,,,
5258,DFGP,ETF,54.49,5502652,ETF,ETF,26.0,39.0,29.0,32.0,5502652,NO,664,0.09,YES,2026-07-06,5502652.0,NO,0.1666,0.1103,189842.0,271030.0,56.17,53.3,0,54.43,54.67,54.47,54.38
6097,HYPG,ETF,25.33,403202,ETF,ETF,14.0,,,,403202,NO,22,3.84,YES,2026-07-06,403202.0,NO,1.6729,1.1129,107595.0,73310.0,27.08,18.99,0,,,,
6193,SIMX,ETF,24.4,20705,ETF,ETF,13.0,,,,20705,NO,8,0.0,YES,2026-07-06,20705.0,NO,,,10514.0,10514.0,29.0,19.83,0,,,,
6305,STBQ,ETF,21.72,17048,ETF,ETF,11.0,80.0,52.0,8.0,17048,NO,132,0.0,YES,2026-07-06,17048.0,NO,0.5419,0.3911,1626.0,2180.0,27.65,18.46,0,21.15,,21.03,
6665,XQTM,ETF,22.74,2109,ETF,ETF,6.0,,,,2109,NO,4,0.0,YES,2026-07-06,2109.0,NO,,,233.0,233.0,26.22,22.4,0,,,,
6795,UGLD,ETF,20.76,57131,ETF,ETF,5.0,,,,57131,NO,25,0.0,YES,2026-07-06,57131.0,NO,0.8221,0.5136,17866.0,19160.0,25.69,18.9,0,,,,
