Rank,Ticker,Type,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,Latest Volume,9M+ Volume,History_Days,Gap (%),HVE,HVE Date,HVE Volume,IPO,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,SMA50,SMA200,SMA10W,SMA30W
83,PUL,ETF,53.38,26189.0,ETF,ETF,97.0,98.0,,,26189.0,NO,56,11.86,YES,2026-09-24,26189.0,NO,4.3236,2.2536,1587.0,1550.0,64.43,18.75,0,34.72,,37.54,
675,MEIB,ETF,32.16,7586.0,ETF,ETF,90.0,98.0,,,7586.0,NO,40,3.18,YES,2026-09-24,7586.0,NO,0.7904,0.3503,592.0,1320.0,32.22,22.66,0,,,,
711,LTCC,ETF,17.4,387330.0,ETF,ETF,89.0,98.0,97.0,85.0,387330.0,NO,227,13.83,YES,2026-09-24,387330.0,NO,0.8659,0.4699,21444.0,49730.0,26.94,9.61,0,11.98,13.67,12.51,12.48
1240,XLEX,ETF,28.34,14667.0,ETF,ETF,82.0,52.0,94.0,,14667.0,NO,78,0.0,YES,2026-09-24,14667.0,NO,0.85,0.54,2047.0,1940.0,31.31,20.75,0,27.64,,28.03,
1587,FDRS,ETF,26.26,1004758.0,ETF,ETF,78.0,91.0,88.0,85.0,1004758.0,NO,184,0.0,YES,2026-09-24,1004758.0,NO,0.3718,0.21,64293.0,14370.0,26.3,19.37,0,24.22,,24.47,23.13
1820,MSEP,ETF,32.93,17863.0,ETF,ETF,75.0,75.0,63.0,,17863.0,NO,75,0.0,YES,2026-09-24,17863.0,NO,0.1436,0.0686,1092.0,2680.0,33.18,27.55,0,32.62,,32.69,
1875,GDMN,ETF,89.19,388059.0,ETF,ETF,74.0,3.0,92.0,35.0,388059.0,NO,1196,0.0,YES,2026-09-24,388059.0,NO,3.749,2.5862,46514.0,31580.0,147.27,67.12,0,88.12,97.91,90.6,92.08
2013,INRO,ETF,36.96,1783294.0,ETF,ETF,72.0,78.0,66.0,77.0,1783294.0,NO,624,0.0,YES,2026-09-24,1783294.0,NO,0.3284,0.2,95782.0,589640.0,37.9,29.63,0,36.5,34.21,36.65,35.0
3494,MCVT,ETF,27.45,114491.0,ETF,ETF,53.0,43.0,41.0,,114491.0,NO,126,0.0,YES,2026-09-24,114491.0,NO,0.2229,0.1657,9685.0,25740.0,28.96,24.41,0,28.15,,28.07,
4282,MNGB,ETF,24.95,208.0,ETF,ETF,42.0,,,,208.0,NO,3,0.0,YES,2026-09-24,208.0,NO,,,100.0,100.0,25.4,24.5,0,,,,
4533,XVPT,ETF,31.31,327.0,ETF,ETF,39.0,,,,327.0,NO,2,0.1,YES,2026-09-24,327.0,NO,,,100.0,100.0,31.36,31.14,0,,,,
4650,TRUM,ETF,24.7,2682.0,ETF,ETF,37.0,21.0,,,2682.0,NO,55,0.0,YES,2026-09-24,2682.0,NO,0.2229,0.0679,334.0,470.0,26.52,24.46,0,25.42,,25.43,
