Rank,Ticker,Type,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,Latest Volume,9M+ Volume,History_Days,Gap (%),HVE,HVE Date,HVE Volume,IPO,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,SMA50,SMA200,SMA10W,SMA30W
1082,EMDM,ETF,39.5,112075,ETF,ETF,84.0,9.0,32.0,81.0,112075,NO,847,0.0,YES,2026-07-20,112075,NO,1.1309,0.7123,12367.0,18690.0,45.03,24.85,0,42.0,35.83,41.72,38.36
1106,GSIB,ETF,61.97,122911,ETF,ETF,83.0,65.0,81.0,78.0,122911,NO,648,0.0,YES,2026-07-20,122911,NO,0.9816,0.7372,6831.0,5870.0,64.46,43.61,0,58.99,53.5,59.88,55.54
1698,ITAN,ETF,41.65,259376,ETF,ETF,75.0,55.0,76.0,65.0,259376,NO,1269,0.0,YES,2026-07-20,259376,NO,0.2635,0.186,8277.0,8160.0,43.07,31.75,0,41.54,38.05,41.88,39.15
3147,TEMR,ETF,26.98,11430,ETF,ETF,56.0,12.0,46.0,,11430,NO,89,0.0,YES,2026-07-20,11430,NO,0.5008,0.1129,1329.0,1810.0,30.28,23.18,0,28.49,,28.23,
3880,CTWO,ETF,18.38,33514,ETF,ETF,46.0,84.0,81.0,10.0,33514,NO,271,0.0,YES,2026-07-20,33514,NO,0.5079,0.4071,539.0,2380.0,23.3,15.5,0,17.08,18.14,17.3,17.93
4543,DRMY,ETF,45.4,20515,ETF,ETF,37.0,,,,20515,NO,3,0.0,YES,2026-07-20,20515,NO,,,6250.0,6250.0,47.5,42.72,0,,,,
5116,TRUM,ETF,24.46,826,ETF,ETF,29.0,,,,826,NO,9,0.0,YES,2026-07-20,826,NO,,,200.0,200.0,25.09,24.46,0,,,,
5236,BNDD,ETF,97.08,328733,ETF,ETF,27.0,17.0,41.0,28.0,328733,NO,1211,0.0,YES,2026-07-20,328733,NO,1.2165,1.1111,23163.0,48850.0,102.28,94.64,0,98.83,98.44,99.12,98.05
5859,RUNN,ETF,33.07,1676355,ETF,ETF,19.0,72.0,26.0,18.0,1676355,NO,780,0.0,YES,2026-07-20,1676355,NO,0.3924,0.3368,56632.0,45900.0,35.19,31.45,0,32.59,33.36,32.75,33.25
5926,XLEX,ETF,24.84,9764,ETF,ETF,18.0,91.0,,,9764,NO,32,0.0,YES,2026-07-20,9764,NO,0.6007,0.2371,1206.0,860.0,26.23,20.75,0,,,,
7039,MINY,ETF,34.9,36361,ETF,ETF,3.0,5.0,3.0,,36361,NO,98,0.0,YES,2026-07-20,36361,NO,0.8993,0.5986,5496.0,3980.0,51.4,34.3,0,40.63,,39.15,
7100,WDCC,ETF,17.25,10795,ETF,ETF,2.0,,,,10795,NO,7,0.0,YES,2026-07-20,10795,NO,,,1783.0,1783.0,25.38,13.53,0,,,,
7105,TEMC,ETF,15.1,554,ETF,ETF,2.0,,,,554,NO,7,0.0,YES,2026-07-20,554,NO,,,200.0,200.0,22.53,15.1,0,,,,
