Rank,Ticker,Type,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,Latest Volume,9M+ Volume,History_Days,Gap (%),HVE,HVE Date,HVE Volume,IPO,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,SMA50,SMA200,SMA10W,SMA30W
814,UMAL,ETF,27.71,219519,ETF,ETF,88.0,98.0,,,219519,NO,40,31.15,YES,2026-08-14,219519.0,NO,3.4407,3.0036,60328.0,69030.0,28.52,7.21,0,,,,
1865,LITC,ETF,30.27,11545,ETF,ETF,74.0,,,,11545,NO,23,0.0,YES,2026-08-14,11545.0,NO,3.5614,1.8828,1860.0,2560.0,31.82,13.85,0,,,,
1993,YSAG,ETF,65.09,11566,ETF,ETF,72.0,,,,11566,NO,22,0.86,YES,2026-08-14,11566.0,NO,1.4243,0.4914,895.0,1000.0,65.99,55.63,0,,,,
2510,SITX,ETF,26.59,19905,ETF,ETF,65.0,,,,19905,NO,4,2.62,YES,2026-08-14,19905.0,NO,,,5866.0,5866.0,26.74,23.38,0,,,,
3484,YSAU,ETF,43.74,33762,ETF,ETF,53.0,,,,33762,NO,22,0.0,YES,2026-08-14,33762.0,NO,0.6643,0.315,2480.0,3710.0,44.23,39.79,0,,,,
3507,GSEU,ETF,50.46,442341,ETF,ETF,52.0,67.0,54.0,45.0,442341,NO,2624,0.0,YES,2026-08-14,442341.0,NO,0.3472,0.2279,6000.0,4540.0,50.66,41.98,0,48.95,46.98,49.18,47.91
3650,LUMA,ETF,26.31,50041,ETF,ETF,50.0,,,,50041,NO,20,0.35,YES,2026-08-14,50041.0,NO,1.3439,0.8618,12554.0,20660.0,26.92,19.12,0,,,,
4095,BAGX,ETF,102.65,9238,ETF,ETF,45.0,,,,9238,NO,15,0.0,YES,2026-08-14,9238.0,NO,1.1772,0.7172,3264.0,2950.0,102.86,94.36,0,,,,
4570,NQLT,ETF,25.9,10146,ETF,ETF,38.0,,,,10146,NO,22,0.0,YES,2026-08-14,10146.0,NO,0.1778,0.0485,604.0,170.0,26.01,24.52,0,,,,
4833,TRUR,ETF,25.58,1010,ETF,ETF,35.0,,,,1010,NO,25,0.0,YES,2026-08-14,1010.0,NO,0.18,0.0094,148.0,100.0,26.01,24.85,0,,,,
5158,MPIA,ETF,25.39,31498,ETF,ETF,31.0,,,,31498,NO,3,0.0,YES,2026-08-14,31498.0,NO,,,4100.0,4100.0,25.58,25.22,0,,,,
5205,MPIM,ETF,25.19,74489,ETF,ETF,30.0,,,,74489,NO,3,0.0,YES,2026-08-14,74489.0,NO,,,2950.0,2950.0,25.27,25.07,0,,,,
5206,ARMS,ETF,25.16,1194963,ETF,ETF,30.0,,,,1194963,NO,12,0.0,YES,2026-08-14,1194963.0,NO,,,1700.0,1270.0,25.18,25.01,0,,,,
5238,GCPB,ETF,50.09,28282,ETF,ETF,30.0,,,,28282,NO,5,0.0,YES,2026-08-14,28282.0,NO,,,8531.0,8531.0,50.5,49.9,0,,,,
5262,BSTS,ETF,25.09,26515,ETF,ETF,29.0,27.0,,,26515,NO,46,0.0,YES,2026-08-14,26515.0,NO,0.0314,0.0164,2115.0,4020.0,25.15,24.93,0,,,25.06,
5266,BSGR,ETF,25.08,33527,ETF,ETF,29.0,27.0,,,33527,NO,46,0.0,YES,2026-08-14,33527.0,NO,0.0214,0.012,1884.0,1400.0,25.12,24.97,0,,,25.05,
5284,ARCP,ETF,25.09,1193718,ETF,ETF,29.0,,,,1193718,NO,12,0.0,YES,2026-08-14,1193718.0,NO,,,1190.0,1010.0,25.18,24.98,0,,,,
5315,BSGT,ETF,25.08,33585,ETF,ETF,29.0,25.0,,,33585,NO,46,0.0,YES,2026-08-14,33585.0,NO,0.0429,0.0279,3600.0,6820.0,25.24,24.92,0,,,25.07,
5391,BSTU,ETF,25.05,34209,ETF,ETF,28.0,24.0,,,34209,NO,46,0.0,YES,2026-08-14,34209.0,NO,0.0579,0.0314,1588.0,1000.0,25.21,24.87,0,,,25.07,
5444,BSTV,ETF,25.02,36520,ETF,ETF,27.0,22.0,,,36520,NO,46,0.0,YES,2026-08-14,36520.0,NO,0.06,0.0286,1397.0,1330.0,25.27,24.84,0,,,25.08,
5498,DANA,ETF,25.14,90278,ETF,ETF,26.0,32.0,39.0,24.0,90278,NO,175,0.0,YES,2026-08-14,90278.0,NO,0.0673,0.053,4048.0,3540.0,25.6,24.93,0,25.09,,25.1,25.19
5776,JMUB,ETF,49.92,6193599,ETF,ETF,23.0,20.0,25.0,25.0,6193599,NO,1951,0.0,YES,2026-08-14,6193599.0,NO,0.1306,0.0931,1032956.0,985770.0,51.34,49.33,0,50.22,50.48,50.19,50.4
7251,CIEX,ETF,17.36,15399,ETF,ETF,3.0,89.0,,,15399,NO,32,0.0,YES,2026-08-14,15399.0,NO,1.9215,1.2801,4016.0,5850.0,23.96,10.5,0,,,,
