Rank,Ticker,Type,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,Latest Volume,9M+ Volume,History_Days,Gap (%),HVE,HVE Date,HVE Volume,IPO,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,SMA50,SMA200,SMA10W,SMA30W
522,PUR,ETF,25.83,489203,ETF,ETF,92.0,98.0,,,489203,NO,29,4.57,YES,2026-08-20,489203,NO,1.9125,1.6004,7980.0,11400.0,26.76,9.66,0,,,,
1693,TEMC,ETF,26.15,4041,ETF,ETF,76.0,98.0,,,4041,NO,29,8.15,YES,2026-08-20,4041,NO,1.7625,0.7532,341.0,450.0,27.16,10.77,0,,,,
2520,NPFE,ETF,28.52,113226,ETF,ETF,65.0,74.0,73.0,,113226,NO,110,0.0,YES,2026-08-20,113226,NO,0.2307,0.1057,6400.0,3430.0,28.88,23.55,0,27.51,,27.67,
3185,BFXU,ETF,23.6,11360,ETF,ETF,57.0,56.0,49.0,,11360,NO,91,0.0,YES,2026-08-20,11360,NO,0.1707,0.0221,312.0,110.0,24.17,20.7,0,23.26,,23.28,
3404,ROPE,ETF,30.4,303111,ETF,ETF,54.0,46.0,50.0,46.0,303111,NO,417,0.0,YES,2026-08-20,303111,NO,0.1566,0.0805,4546.0,18490.0,31.01,25.58,0,30.11,28.59,30.18,29.3
4124,GIEQ,ETF,42.78,90518,ETF,ETF,44.0,69.0,,,90518,NO,62,0.0,YES,2026-08-20,90518,NO,0.2137,0.0479,341.0,920.0,43.32,39.92,0,41.7,,41.91,
4690,SPYH,ETF,56.6,204440,ETF,ETF,37.0,48.0,38.0,42.0,204440,NO,346,0.0,YES,2026-08-20,204440,NO,0.2791,0.2289,11016.0,11190.0,57.16,51.56,0,56.0,55.27,56.09,55.28
5003,LCTO,ETF,25.13,2709,ETF,ETF,33.0,51.0,,,2709,NO,30,0.0,YES,2026-08-20,2709,NO,0.1816,0.0553,450.0,410.0,25.72,24.08,0,,,,
5131,CGOV,ETF,25.08,207894,ETF,ETF,31.0,29.0,,,207894,NO,51,0.0,YES,2026-08-20,207894,NO,0.0186,0.0086,18084.0,1500.0,25.24,25.0,0,25.07,,25.08,
5260,XCSH,ETF,100.07,7790,ETF,ETF,29.0,,,,7790,NO,3,0.0,YES,2026-08-20,7790,NO,,,1950.0,1950.0,100.37,100.06,0,,,,
5362,TIH,ETF,24.81,29875,ETF,ETF,28.0,,,,29875,NO,10,0.0,YES,2026-08-20,29875,NO,,,5250.0,5250.0,25.34,24.81,0,,,,
5746,METQ,ETF,26.96,11943,ETF,ETF,23.0,,,,11943,NO,3,0.0,YES,2026-08-20,11943,NO,,,9000.0,9000.0,27.75,25.86,0,,,,
5800,EXPN,ETF,25.22,12626,ETF,ETF,22.0,,,,12626,NO,6,0.0,YES,2026-08-20,12626,NO,,,1060.0,1060.0,25.92,25.22,0,,,,
5926,YLDY,ETF,24.81,5038,ETF,ETF,20.0,,,,5038,NO,6,0.0,YES,2026-08-20,5038,NO,,,120.0,120.0,25.12,24.81,0,,,,
6057,CGMS,ETF,27.13,6478940,ETF,ETF,19.0,23.0,25.0,22.0,6478940,NO,953,0.0,YES,2026-08-20,6478940,NO,0.0868,0.0571,1058687.0,986270.0,28.08,26.95,0,27.28,27.52,27.27,27.42
7167,LWLX,ETF,16.43,5118,ETF,ETF,4.0,,,,5118,NO,3,0.0,YES,2026-08-20,5118,NO,,,3000.0,3000.0,23.0,16.43,0,,,,
7372,WMTI,ETF,19.09,217935,ETF,ETF,1.0,7.0,1.0,1.0,217935,NO,198,0.0,YES,2026-08-20,217935,NO,0.4739,0.3619,36912.0,13540.0,30.34,18.89,0,21.89,,21.46,25.1
7490,XRPT,ETF,28.75,1203535,ETF,ETF,0.0,89.0,1.0,1.0,1203535,NO,313,26.13,YES,2026-08-20,1203535,NO,1.6735,1.1609,128135.0,156080.0,400.4,18.96,0,23.56,65.21,23.32,37.0
7495,XXRP,ETF,27.02,1683141,ETF,ETF,0.0,89.0,1.0,0.0,1683141,NO,344,24.56,YES,2026-08-20,1683141,NO,1.5446,1.1085,245247.0,201330.0,421.7,17.91,0,22.23,64.25,21.95,35.16
