Rank,Ticker,Type,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,Latest Volume,9M+ Volume,History_Days,Gap (%),HVE,HVE Date,HVE Volume,IPO,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,SMA50,SMA200,SMA10W,SMA30W
26,SNDU,ETF,38.1,6113514,ETF,ETF,98.0,5.0,98.0,,6113514,NO,78,0.0,YES,2026-07-02,6113514.0,NO,13.5043,9.97,2418060.0,2519600.0,79.0,5.72,0,40.62,,43.08,
53,BEX,ETF,47.17,2727234,ETF,ETF,98.0,1.0,98.0,98.0,2727234,NO,158,0.0,YES,2026-07-02,2727234.0,NO,14.2797,12.6655,927968.0,1324160.0,86.12,7.2,0,59.29,,58.0,33.94
123,KLAG,ETF,43.89,400298,ETF,ETF,97.0,91.0,97.0,97.0,400298,NO,134,0.0,YES,2026-07-02,400298.0,NO,9.8975,8.0117,66952.0,152990.0,77.55,15.95,0,39.54,,39.86,
187,AIS,ETF,74.23,1489862,ETF,ETF,96.0,11.0,95.0,96.0,1489862,NO,395,0.0,YES,2026-07-02,1489862.0,NO,4.9888,3.3751,584824.0,865900.0,88.8,27.39,0,72.11,48.51,73.16,53.37
318,ASMH,ETF,121.06,22866,ETF,ETF,94.0,74.0,87.0,94.0,22866,NO,324,0.0,YES,2026-07-02,22866.0,NO,7.0265,4.4759,2196.0,2270.0,136.23,46.74,0,111.78,89.15,114.06,97.81
618,MCHS,ETF,47.31,155537,ETF,ETF,89.0,62.0,86.0,91.0,155537,NO,496,0.0,YES,2026-07-02,155537.0,NO,1.8929,0.7574,10500.0,10520.0,53.25,29.2,0,46.21,38.11,46.39,39.94
853,DTCR,ETF,28.46,9150830,ETF,ETF,85.0,8.0,74.0,87.0,9150830,YES,1424,0.0,YES,2026-07-02,9150830.0,NO,0.9357,0.7743,1334578.0,2009500.0,32.79,18.13,0,30.41,24.84,30.39,26.36
2037,QNXT,ETF,31.18,306997,ETF,ETF,67.0,27.0,76.0,63.0,306997,NO,422,0.0,YES,2026-07-02,306997.0,NO,0.4126,0.2669,1763.0,2190.0,32.18,25.51,0,30.3,28.28,30.53,28.54
3059,EGGY,ETF,38.1,165061,ETF,ETF,51.0,10.0,82.0,49.0,165061,NO,378,0.0,YES,2026-07-02,165061.0,NO,2.4779,1.8693,59022.0,107880.0,45.95,29.14,0,39.97,37.09,39.8,36.07
3551,ODTE,ETF,26.72,18525,ETF,ETF,44.0,22.0,,,18525,NO,63,0.0,YES,2026-07-02,18525.0,NO,0.3457,0.2743,5178.0,10180.0,27.94,24.81,0,27.12,,27.09,
4270,WYFL,ETF,19.58,260822,ETF,ETF,32.0,,,,260822,NO,20,0.0,YES,2026-07-02,260822.0,NO,9.6846,9.1868,64894.0,100600.0,46.76,12.08,0,,,,
4299,DFAL,ETF,50.16,53220,ETF,ETF,32.0,,,,53220,NO,8,0.0,YES,2026-07-02,53220.0,NO,,,5228.0,5228.0,50.6,49.38,0,,,,
4347,IBMV,ETF,25.39,26064,ETF,ETF,31.0,56.0,29.0,,26064,NO,68,0.16,YES,2026-07-02,26064.0,NO,0.0664,0.0451,2773.0,2340.0,25.52,25.0,0,25.32,,25.3,
4505,LADM,ETF,32.15,107,ETF,ETF,29.0,,,,107,NO,5,0.0,YES,2026-07-02,107.0,NO,,,100.0,100.0,32.21,32.02,0,,,,
5720,MWHS,ETF,21.0,7204,ETF,ETF,10.0,,,,7204,NO,4,0.0,YES,2026-07-02,7204.0,NO,,,33.0,33.0,36.14,20.05,0,,,,
5916,MUYY,ETF,22.57,202819,ETF,ETF,7.0,10.0,,,202819,NO,56,0.0,YES,2026-07-02,202819.0,NO,0.5079,0.367,47543.0,84220.0,26.81,22.54,0,25.06,,24.59,
6210,CBRZ,ETF,19.57,687839,ETF,ETF,2.0,,,,687839,NO,24,0.0,YES,2026-07-02,687839.0,NO,5.5628,5.2285,156730.0,255360.0,37.43,16.02,0,,,,
6368,LITU,ETF,15.49,235382,ETF,ETF,0.0,0.0,,,235382,NO,29,0.0,YES,2026-07-02,235382.0,NO,3.6829,3.2629,111696.0,116860.0,34.1,14.65,0,,,,
