Rank,Ticker,Type,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,Latest Volume,9M+ Volume,History_Days,Gap (%),HVE,HVE Date,HVE Volume,IPO,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,SMA50,SMA200,SMA10W,SMA30W
75,LRCU,ETF,48.07,378686.0,ETF,ETF,98.0,0.0,86.0,75.0,378686.0,NO,238,0.0,YES,2026-07-30,378686.0,NO,8.7312,6.7197,127408.0,118390.0,113.66,7.68,0,69.35,41.58,68.23,50.19
1219,PATN,ETF,34.29,400695.0,ETF,ETF,82.0,13.0,74.0,79.0,400695.0,NO,468,2.67,YES,2026-07-30,400695.0,NO,0.8426,0.5914,94388.0,108820.0,38.85,23.01,0,35.82,30.8,35.73,32.34
3726,AAOZ,ETF,33.24,287725.0,ETF,ETF,49.0,,,,287725.0,NO,12,0.0,YES,2026-07-30,287725.0,NO,,,141500.0,150520.0,51.05,22.7,0,,,,
4241,TRUR,ETF,25.6,859.0,ETF,ETF,42.0,,,,859.0,NO,17,0.0,YES,2026-07-30,859.0,NO,0.1671,0.0097,131.0,110.0,26.01,24.92,0,,,,
4684,SGVA,ETF,100.46,1436046.0,ETF,ETF,36.0,56.0,,,1436046.0,NO,34,0.0,YES,2026-07-30,1436046.0,NO,0.0864,0.0843,40115.0,9100.0,101.45,100.01,0,,,,
5067,BRSV,ETF,44.36,284885.0,ETF,ETF,31.0,,,,284885.0,NO,4,0.0,YES,2026-07-30,284885.0,NO,,,16233.0,16233.0,44.84,44.05,0,,,,
5297,XSPI,ETF,48.74,285632.0,ETF,ETF,28.0,31.0,38.0,,285632.0,NO,123,1.13,YES,2026-07-30,285632.0,NO,0.6836,0.5686,62249.0,43940.0,51.17,42.7,0,49.35,,49.19,
5900,XLKI,ETF,25.58,64506.0,ETF,ETF,19.0,13.0,17.0,24.0,64506.0,NO,252,3.84,YES,2026-07-30,64506.0,NO,0.6899,0.532,12411.0,15170.0,28.26,22.82,0,26.64,25.87,26.42,25.78
6246,MUSQ,ETF,25.83,60022.0,ETF,ETF,15.0,75.0,49.0,14.0,60022.0,NO,769,0.0,YES,2026-07-30,60022.0,NO,0.1884,0.0673,727.0,280.0,30.45,23.22,0,25.55,26.66,25.46,26.04
6642,AMZO,ETF,18.3,218152.0,ETF,ETF,10.0,62.0,87.0,,218152.0,NO,89,0.0,YES,2026-07-30,218152.0,NO,0.8707,0.6205,9822.0,15180.0,27.58,13.8,0,17.23,,17.57,
6899,MSFL,ETF,20.9,7358826.0,ETF,ETF,6.0,98.0,64.0,6.0,7358826.0,NO,594,23.47,YES,2026-07-30,7358826.0,NO,1.2767,0.9404,1843745.0,1402670.0,36.97,12.96,0,16.96,21.53,17.1,18.41
6973,MSFU,ETF,31.38,23349871.0,ETF,ETF,5.0,98.0,60.0,6.0,23349871.0,YES,977,23.02,YES,2026-07-30,23349871.0,NO,1.93,1.4307,7776803.0,6392140.0,61.16,19.47,0,25.56,33.34,25.76,27.88
6979,MSFX,ETF,20.73,1277586.0,ETF,ETF,5.0,98.0,59.0,6.0,1277586.0,NO,639,23.28,YES,2026-07-30,1277586.0,NO,1.2562,0.9137,292657.0,268510.0,40.87,12.9,0,16.88,22.19,17.0,18.39
7097,RAMZ,ETF,22.41,250869.0,ETF,ETF,3.0,,,,250869.0,NO,3,0.0,YES,2026-07-30,250869.0,NO,,,155700.0,155700.0,33.47,22.28,0,,,,
7122,SOFC,ETF,18.93,3765.0,ETF,ETF,3.0,,,,3765.0,NO,15,4.02,YES,2026-07-30,3765.0,NO,1.5248,0.3463,164.0,190.0,25.47,16.02,0,,,,
7178,UUUC,ETF,18.14,709.0,ETF,ETF,2.0,,,,709.0,NO,15,5.42,YES,2026-07-30,709.0,NO,1.5559,0.2188,114.0,110.0,25.88,15.3,0,,,,
7390,SNDQ,ETF,28.93,34190617.0,ETF,ETF,0.0,98.0,0.0,,34190617.0,YES,68,0.0,YES,2026-07-30,34190617.0,NO,10.1843,7.7214,9187348.0,22299978.0,276.5,19.4,0,43.24,,37.34,
7391,NBIZ,ETF,19.54,9463168.0,ETF,ETF,0.0,26.0,0.0,0.0,9463168.0,YES,131,0.0,YES,2026-07-30,9463168.0,NO,8.8791,7.3452,1208888.0,1945926.0,1200.0,15.41,0,31.77,,29.52,
