Rank,Ticker,Type,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,Latest Volume,9M+ Volume,History_Days,Gap (%),HVE,HVE Date,HVE Volume,IPO,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,SMA50,SMA200,SMA10W,SMA30W
5,ZCSH,ETF,120.09,1476754.0,ETF,ETF,98.0,98.0,98.0,98.0,1485963.0,NO,1234,5.19,YES,2026-09-17,1485963.0,NO,9.4648,6.4812,191343.0,712350.0,120.55,4.12,0,53.15,33.26,59.46,37.97
1238,VPX,ETF,30.99,135069.0,ETF,ETF,82.0,69.0,77.0,84.0,135069.0,NO,131,0.0,YES,2026-09-17,135069.0,NO,0.2771,0.2023,12275.0,22460.0,31.56,23.4,0,30.6,,30.72,
3021,SLVY,ETF,22.08,8248.0,ETF,ETF,59.0,82.0,,,8248.0,NO,50,0.0,YES,2026-09-17,8248.0,NO,0.5529,0.1993,973.0,2740.0,23.4,19.18,0,21.36,,21.51,
3133,KCHP,ETF,25.41,10965.0,ETF,ETF,57.0,,,,10965.0,NO,3,0.0,YES,2026-09-17,10965.0,NO,,,10350.0,10350.0,27.02,23.74,0,,,,
3627,HIS,ETF,26.12,571671.0,ETF,ETF,51.0,58.0,71.0,,571675.0,NO,84,0.0,YES,2026-09-17,571675.0,NO,0.2471,0.1875,25204.0,83400.0,26.74,24.4,0,25.93,,25.99,
3846,MXLL,ETF,15.89,47818.0,ETF,ETF,48.0,42.0,,,47972.0,NO,27,13.57,YES,2026-09-17,47972.0,NO,1.7964,1.3014,15934.0,19780.0,24.8,9.48,0,,,,
3899,AIFR,ETF,25.04,4116.0,ETF,ETF,47.0,,,,4116.0,NO,6,5.19,YES,2026-09-17,4116.0,NO,,,1580.0,1580.0,25.16,23.17,0,,,,
3920,BKGI,ETF,44.02,6923073.0,ETF,ETF,47.0,53.0,35.0,25.0,6923073.0,NO,969,0.55,YES,2026-09-17,6923073.0,NO,0.4111,0.3902,363696.0,350290.0,46.84,38.14,0,44.76,44.02,44.75,44.95
4359,IQGR,ETF,25.36,29795.0,ETF,ETF,41.0,,,,29795.0,NO,2,1.56,YES,2026-09-17,29795.0,NO,,,14200.0,14200.0,25.39,24.97,0,,,,
4920,TXS,ETF,42.13,3235.0,ETF,ETF,34.0,,,,3235.0,NO,2,0.0,YES,2026-09-17,3235.0,NO,,,3391.0,3480.0,42.79,34.46,0,,,,
5031,CUST,ETF,24.85,234208.0,ETF,ETF,32.0,56.0,42.0,,234208.0,NO,73,0.12,YES,2026-09-17,234208.0,NO,0.0329,0.0121,1172.0,130.0,25.11,24.79,0,25.0,,24.99,
5079,HIAI,ETF,25.25,613596.0,ETF,ETF,31.0,,,,613596.0,NO,19,1.04,YES,2026-09-17,613596.0,NO,0.2117,0.1445,37133.0,61610.0,26.0,24.81,0,,,,
5138,AFDM,ETF,91.48,12702.0,ETF,ETF,31.0,,,,12702.0,NO,8,0.0,YES,2026-09-17,12702.0,NO,,,2007.0,2007.0,92.92,90.5,0,,,,
5279,PSH,ETF,49.51,389046.0,ETF,ETF,29.0,59.0,40.0,27.0,389046.0,NO,688,0.0,YES,2026-09-17,389046.0,NO,0.1496,0.1335,26941.0,20080.0,51.51,49.38,0,49.79,50.09,49.76,49.91
5525,PJSM,ETF,49.67,3107.0,ETF,ETF,26.0,,,,3107.0,NO,10,0.0,YES,2026-09-17,3107.0,NO,,,763.0,763.0,50.95,49.67,0,,,,
5582,AVGB,ETF,50.08,787682.0,ETF,ETF,25.0,43.0,34.0,24.0,787682.0,NO,356,0.3,YES,2026-09-17,787682.0,NO,0.1271,0.0439,2067.0,3790.0,52.07,49.89,0,50.82,50.99,50.76,50.91
5649,MUNH,ETF,97.45,513.0,ETF,ETF,24.0,,,,513.0,NO,15,0.0,YES,2026-09-17,513.0,NO,0.2759,0.007,58.0,68.0,100.2,97.51,0,,,,
5876,BSMU,ETF,21.28,645068.0,ETF,ETF,21.0,39.0,26.0,17.0,645068.0,NO,1490,0.0,YES,2026-09-17,645068.0,NO,0.0844,0.0827,66259.0,86400.0,22.31,21.17,0,21.66,21.92,21.62,21.83
6050,CATF,ETF,48.37,618252.0,ETF,ETF,19.0,39.0,22.0,16.0,618252.0,NO,544,0.0,YES,2026-09-17,618252.0,NO,0.2556,0.2018,7869.0,17110.0,51.09,47.85,0,49.33,50.01,49.2,49.85
6162,IBMW,ETF,24.18,75570.0,ETF,ETF,17.0,36.0,21.0,,75570.0,NO,113,0.42,YES,2026-09-17,75570.0,NO,0.1129,0.0879,6954.0,8230.0,25.47,24.05,0,24.74,,24.66,
6357,IBMX,ETF,23.83,73516.0,ETF,ETF,15.0,34.0,18.0,,73516.0,NO,107,0.0,YES,2026-09-17,73516.0,NO,0.1175,0.0811,4951.0,10820.0,25.23,23.69,0,24.48,,24.38,
7498,CRWG,ETF,15.53,7567484.0,ETF,ETF,0.0,0.0,0.0,0.0,7620880.0,NO,278,0.0,YES,2026-09-17,7620880.0,NO,2.3581,1.934,1497817.0,1335970.0,165.95,10.66,0,19.76,33.46,18.98,29.65
