Rank,Ticker,Type,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,Latest Volume,9M+ Volume,History_Days,Gap (%),HVE,HVE Date,HVE Volume,IPO,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,SMA50,SMA200,SMA10W,SMA30W
149,SNDU,ETF,17.79,19772320,ETF,ETF,97.0,0.0,72.0,,19772320,YES,94,0.0,YES,2026-07-27,19772320,NO,7.1814,5.8236,4126236.0,9603980.0,79.0,5.72,0,42.1,,40.88,
295,TSXU,ETF,52.71,292595,ETF,ETF,95.0,3.0,93.0,94.0,292595,NO,205,0.0,YES,2026-07-27,292595,NO,4.8156,4.0282,28903.0,38620.0,72.42,21.4,0,59.07,39.41,58.38,43.3
339,SKDD,ETF,17.1,26314536,ETF,ETF,94.0,,,,26314536,YES,10,0.0,YES,2026-07-27,26314536,NO,,,15009311.0,15009311.0,20.66,11.22,0,,,,
2681,AAUA,ETF,56.41,149555,ETF,ETF,63.0,60.0,64.0,,149555,NO,89,0.0,YES,2026-07-27,149555,NO,0.3007,0.0642,924.0,640.0,57.83,47.04,0,56.68,,56.66,
3603,ROCY,ETF,54.01,1782229,ETF,ETF,50.0,60.0,52.0,,1782229,NO,89,0.0,YES,2026-07-27,1782229,NO,0.4229,0.3593,114896.0,156640.0,54.88,48.34,0,54.06,,54.02,
3728,YSAG,ETF,58.54,3160,ETF,ETF,49.0,,,,3160,NO,8,0.0,YES,2026-07-27,3160,NO,,,557.0,557.0,59.65,55.63,0,,,,
3818,MLPI,ETF,54.49,690051,ETF,ETF,48.0,22.0,38.0,55.0,690051,NO,150,0.0,YES,2026-07-27,690051,NO,0.6965,0.6349,333804.0,389290.0,58.47,49.15,0,55.84,,55.36,55.1
4704,EQQQ,ETF,38.76,5610,ETF,ETF,36.0,,,,5610,NO,2,0.0,YES,2026-07-27,5610,NO,,,6850.0,6850.0,39.1,38.08,0,,,,
4856,LEND,ETF,25.04,270572,ETF,ETF,34.0,41.0,,,270572,NO,48,0.0,YES,2026-07-27,270572,NO,0.0836,0.0807,72017.0,101920.0,25.29,24.89,0,,,25.1,
5078,TMNS,ETF,49.86,5516,ETF,ETF,31.0,41.0,37.0,33.0,5516,NO,168,0.0,YES,2026-07-27,5516,NO,0.0595,0.0142,491.0,1140.0,50.7,49.74,0,50.02,,50.03,50.19
5082,AAUB,ETF,49.16,8759,ETF,ETF,31.0,,,,8759,NO,3,0.0,YES,2026-07-27,8759,NO,,,150.0,150.0,49.49,48.45,0,,,,
5207,DRMY,ETF,44.76,32211,ETF,ETF,29.0,,,,32211,NO,7,0.0,YES,2026-07-27,32211,NO,,,15300.0,15300.0,51.25,42.72,0,,,,
5634,VTP,ETF,74.95,105735,ETF,ETF,23.0,23.0,23.0,32.0,105735,NO,263,0.0,YES,2026-07-27,105735,NO,0.1679,0.1393,28265.0,36280.0,79.36,74.94,0,76.19,76.41,76.05,76.31
6042,LQDM,ETF,24.11,51469,ETF,ETF,18.0,21.0,,,51469,NO,67,0.0,YES,2026-07-27,51469,NO,0.0729,0.0486,3329.0,2540.0,25.05,23.98,0,24.53,,24.46,
6169,IGLB,ETF,48.3,9607372,ETF,ETF,16.0,16.0,18.0,18.0,9607372,YES,4180,0.0,YES,2026-07-27,9607372,NO,0.2736,0.2161,1542575.0,1597120.0,52.6,48.02,0,49.49,50.39,49.42,49.92
6333,CHNL,ETF,19.77,11379,ETF,ETF,14.0,95.0,12.0,,11379,NO,79,0.0,YES,2026-07-27,11379,NO,0.375,0.0353,273.0,980.0,24.55,16.35,0,19.22,,18.45,
6458,LUMA,ETF,22.35,11676,ETF,ETF,12.0,,,,11676,NO,9,0.0,YES,2026-07-27,11676,NO,,,5062.0,5062.0,24.86,21.17,0,,,,
6705,EGGY,ETF,32.96,199571,ETF,ETF,9.0,2.0,10.0,15.0,199571,NO,393,0.0,YES,2026-07-27,199571,NO,2.3934,1.7944,79704.0,114490.0,45.95,29.14,0,39.58,36.78,38.58,36.01
6944,AMKX,ETF,17.92,12501,ETF,ETF,6.0,,,,12501,NO,15,0.0,YES,2026-07-27,12501,NO,2.0507,0.655,1914.0,1560.0,26.3,17.1,0,,,,
7407,TXXS,ETF,21.0,36144,ETF,ETF,0.0,84.0,0.0,0.0,36144,NO,160,0.0,YES,2026-07-27,36144,NO,1.455,0.7271,8461.0,3930.0,307.0,18.3,0,30.78,,24.24,61.61
