Rank,Ticker,Type,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,Latest Volume,9M+ Volume,History_Days,Gap (%),HVE,HVE Date,HVE Volume,IPO,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,SMA50,SMA200,SMA10W,SMA30W
94,SNDU,ETF,20.98,15712654,ETF,ETF,97.0,0.0,95.0,,15712654,YES,88,0.0,YES,2026-07-17,15712654,NO,10.1882,8.1918,3223040.0,6427110.0,79.0,5.72,0,43.25,,43.38,
226,DRAM,ETF,52.72,135433208,ETF,ETF,95.0,2.0,96.0,,135433208,YES,73,0.0,YES,2026-07-17,135433208,NO,5.3704,3.6089,46406498.0,78341150.0,81.34,26.14,0,61.56,,61.29,
461,SKDD,ETF,16.5,22570041,ETF,ETF,92.0,,,,22570041,YES,4,0.0,YES,2026-07-17,22570041,NO,,,15109800.0,15109800.0,20.66,11.22,0,,,,
1639,PDBC,ETF,17.25,64652819,ETF,ETF,77.0,75.0,32.0,86.0,64652819,YES,2938,1.12,YES,2026-07-17,64652819,NO,0.2338,0.1853,6359926.0,5338530.0,18.95,12.87,0,17.29,15.44,17.09,16.19
2495,AAOZ,ETF,35.07,158889,ETF,ETF,65.0,,,,158889,NO,3,0.0,YES,2026-07-17,158889,NO,,,87000.0,87000.0,42.81,25.67,0,,,,
2999,TFNS,ETF,28.85,23347,ETF,ETF,58.0,77.0,74.0,55.0,23347,NO,275,0.0,YES,2026-07-17,23347,NO,0.2346,0.0541,783.0,1770.0,29.09,24.3,0,27.2,26.59,27.38,26.7
3188,ORCZ,ETF,25.15,35170,ETF,ETF,56.0,,,,35170,NO,3,0.0,YES,2026-07-17,35170,NO,,,12900.0,12900.0,26.97,23.05,0,,,,
3435,TEMR,ETF,26.86,11430,ETF,ETF,53.0,11.0,47.0,,11430,NO,88,0.0,YES,2026-07-17,11430,NO,0.5165,0.1286,1144.0,760.0,30.28,23.18,0,28.53,,28.3,
4432,FREI,ETF,25.37,441123,ETF,ETF,39.0,,,,441123,NO,20,0.16,YES,2026-07-17,441123,NO,0.2986,0.2664,9784.0,18240.0,27.81,24.84,0,,,,
4642,YSAU,ETF,40.26,3422,ETF,ETF,37.0,,,,3422,NO,2,0.0,YES,2026-07-17,3422,NO,,,458.0,458.0,40.74,39.79,0,,,,
