Rank,Ticker,Type,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,Latest Volume,9M+ Volume,History_Days,Gap (%),HVE,HVE Date,HVE Volume,IPO,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,SMA50,SMA200,SMA10W,SMA30W
44,BEX,ETF,59.81,1944613,ETF,ETF,98.0,19.0,98.0,98.0,1944613,NO,156,2.83,YES,2026-06-30,1944613,NO,13.2268,11.573,902532.0,1028180.0,86.12,7.2,0,58.9,,59.27,34.36
50,KLAG,ETF,75.5,272845,ETF,ETF,98.0,98.0,98.0,98.0,272845,NO,132,3.04,YES,2026-06-30,272845,NO,8.5283,6.8267,56783.0,135740.0,77.55,15.95,0,38.73,,43.02,
189,AMAU,ETF,35.98,671833,ETF,ETF,96.0,98.0,,,671833,NO,33,1.06,YES,2026-06-30,671833,NO,3.9557,2.8879,216281.0,353360.0,37.41,11.96,0,,,,
614,ACMM,ETF,39.99,54879,ETF,ETF,90.0,,,,54879,NO,5,0.99,YES,2026-06-30,54879,NO,,,5775.0,5775.0,39.99,24.97,0,,,,
863,UCTX,ETF,34.32,47181,ETF,ETF,87.0,,,,47181,NO,3,5.89,YES,2026-06-30,47181,NO,,,8000.0,8000.0,34.65,22.68,0,,,,
872,ASTG,ETF,21.01,10171,ETF,ETF,87.0,,,,10171,NO,6,0.0,YES,2026-06-30,10171,NO,,,914.0,914.0,21.36,14.88,0,,,,
958,ONTX,ETF,35.38,112092,ETF,ETF,86.0,,,,112092,NO,5,4.43,YES,2026-06-30,112092,NO,,,7475.0,7475.0,43.14,24.0,0,,,,
1065,HYP,ETF,32.02,552556,ETF,ETF,84.0,74.0,87.0,86.0,552556,NO,193,0.42,YES,2026-06-30,552556,NO,1.2828,0.9466,23230.0,93150.0,32.16,21.06,0,29.44,,29.92,27.05
1313,BOTT,ETF,50.78,128781,ETF,ETF,81.0,13.0,59.0,79.0,128781,NO,549,3.55,YES,2026-06-30,128781,NO,1.7039,1.0733,29175.0,25400.0,70.07,30.29,0,52.57,47.81,52.43,51.14
1795,APHG,ETF,18.46,25485,ETF,ETF,75.0,,,,25485,NO,10,3.91,YES,2026-06-30,25485,NO,,,10244.0,10244.0,18.76,14.59,0,,,,
2504,SNDC,ETF,22.96,16865,ETF,ETF,65.0,,,,16865,NO,3,6.35,YES,2026-06-30,16865,NO,,,10550.0,10550.0,23.29,16.23,0,,,,
2751,RND,ETF,31.97,90565,ETF,ETF,62.0,24.0,72.0,44.0,90565,NO,542,1.31,YES,2026-06-30,90565,NO,0.3994,0.1192,1096.0,360.0,32.68,26.25,0,31.37,30.07,31.55,30.1
2977,EUVX,ETF,27.85,138806,ETF,ETF,59.0,,,,138806,NO,19,1.58,YES,2026-06-30,138806,NO,2.6764,2.17,15700.0,19210.0,29.0,18.77,0,,,,
4382,BILT,ETF,28.03,1788204,ETF,ETF,40.0,18.0,13.0,55.0,1788204,NO,230,0.0,YES,2026-06-30,1788204,NO,0.3999,0.2634,6370.0,4740.0,29.8,23.96,0,28.9,27.47,28.86,28.16
4566,MIC,ETF,22.56,32618,ETF,ETF,37.0,,,,32618,NO,3,1.31,YES,2026-06-30,32618,NO,,,8100.0,8100.0,24.0,18.67,0,,,,
4610,QNDX,ETF,24.94,495593,ETF,ETF,37.0,,,,495593,NO,5,0.2,YES,2026-06-30,495593,NO,,,219075.0,219075.0,24.98,23.8,0,,,,
4949,DFAL,ETF,50.35,10968,ETF,ETF,32.0,,,,10968,NO,6,0.34,YES,2026-06-30,10968,NO,,,709.0,709.0,50.35,49.44,0,,,,
5200,JELM,ETF,25.3,522429,ETF,ETF,29.0,43.0,,,522429,NO,48,0.0,YES,2026-06-30,522429,NO,0.0986,0.09,16106.0,63830.0,25.51,24.92,0,,,25.25,
5334,FSTB,ETF,20.04,4943,ETF,ETF,27.0,,,,4943,NO,8,0.0,YES,2026-06-30,4943,NO,,,714.0,714.0,20.11,19.92,0,,,,
5454,CBIL,ETF,25.04,249015,ETF,ETF,26.0,,,,249015,NO,18,0.0,YES,2026-06-30,249015,NO,0.025,0.0193,41223.0,2750.0,25.08,25.0,0,,,,
5504,JTNY,ETF,50.18,32400,ETF,ETF,25.0,,,,32400,NO,11,0.0,YES,2026-06-30,32400,NO,,,16070.0,16070.0,50.37,49.9,0,,,,
6850,CBTY,ETF,19.56,324491,ETF,ETF,7.0,44.0,15.0,11.0,324491,NO,247,0.0,YES,2026-06-30,324491,NO,0.0272,0.0197,3561.0,2980.0,27.08,19.5,0,19.75,21.8,19.67,20.44
7161,UMAL,ETF,15.61,163392,ETF,ETF,3.0,,,,163392,NO,8,16.4,YES,2026-06-30,163392,NO,,,22942.0,22942.0,20.85,11.0,0,,,,
7258,ARMA,ETF,26.77,9066,ETF,ETF,1.0,0.0,0.0,0.0,9066,NO,1479,0.0,YES,2026-06-30,9066,NO,2.8424,0.3589,,,27.29,26.77,0,49.98,42.11,50.72,41.59
