Rank,Ticker,Type,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,Latest Volume,9M+ Volume,History_Days,Gap (%),HVE,HVE Date,HVE Volume,IPO,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,SMA50,SMA200,SMA10W,SMA30W
1270,UUUC,ETF,30.88,4257.0,ETF,ETF,82.0,98.0,,,4257,NO,34,0.0,YES,2026-08-26,4257.0,NO,2.2933,0.785,306.0,590.0,31.94,15.3,0,,,,
1489,CXRN,ETF,21.96,102614.0,ETF,ETF,79.0,92.0,88.0,81.0,102614,NO,379,1.66,YES,2026-08-26,102614.0,NO,0.7497,0.6014,8787.0,7750.0,22.09,14.22,0,17.03,18.56,17.53,18.36
3550,LPRE,ETF,30.08,328033.0,ETF,ETF,52.0,18.0,51.0,54.0,328033,NO,350,0.0,YES,2026-08-26,328033.0,NO,0.2886,0.2194,22541.0,39980.0,30.85,25.25,0,30.06,28.09,30.19,28.79
3884,CVGD,ETF,26.94,73262.0,ETF,ETF,48.0,48.0,70.0,,73262,NO,70,0.0,YES,2026-08-26,73262.0,NO,0.1557,0.0514,2244.0,1960.0,27.09,24.77,0,25.99,,26.2,
4169,HSMV,ETF,39.07,778688.0,ETF,ETF,44.0,17.0,62.0,43.0,778688,NO,1605,0.0,YES,2026-08-26,778688.0,NO,0.2055,0.1439,6025.0,3340.0,39.82,35.0,0,38.8,37.33,39.01,37.89
4423,SHDG,ETF,33.29,182744.0,ETF,ETF,40.0,51.0,52.0,40.0,182744,NO,962,0.0,YES,2026-08-26,182744.0,NO,0.1319,0.0795,5190.0,5370.0,33.79,30.62,0,32.97,32.39,33.02,32.4
4457,CVSM,ETF,26.43,45716.0,ETF,ETF,40.0,17.0,54.0,,45716,NO,70,0.53,YES,2026-08-26,45716.0,NO,0.1471,0.0586,1782.0,1740.0,26.96,24.98,0,26.27,,26.38,
4633,TILC,ETF,26.11,5680.0,ETF,ETF,38.0,66.0,,,5680,NO,51,0.0,YES,2026-08-26,5680.0,NO,0.1679,0.0871,380.0,1160.0,27.0,24.82,0,25.5,,25.58,
5178,HBIL,ETF,20.03,151136.0,ETF,ETF,31.0,,,,151136,NO,10,0.0,YES,2026-08-26,151136.0,NO,,,7188.0,7188.0,20.04,20.0,0,,,,
5453,EXPN,ETF,25.37,3265550.0,ETF,ETF,27.0,,,,3265550,NO,10,0.0,YES,2026-08-26,3265550.0,NO,,,2022.0,2022.0,25.92,25.11,0,,,,
5618,VGSH,ETF,58.16,33636663.0,ETF,ETF,25.0,33.0,36.0,29.0,33636663,YES,4214,0.0,YES,2026-08-26,33636663.0,NO,0.05,0.0329,3418003.0,5039620.0,59.01,57.95,0,58.09,58.46,58.11,58.34
5698,YLDY,ETF,24.89,817426.0,ETF,ETF,24.0,,,,817426,NO,10,0.0,YES,2026-08-26,817426.0,NO,,,655.0,655.0,25.12,24.81,0,,,,
5949,COOL,ETF,20.11,32786.0,ETF,ETF,20.0,,,,32786,NO,10,2.82,YES,2026-08-26,32786.0,NO,,,1677.0,1677.0,21.89,19.0,0,,,,
5977,XVTS,ETF,30.82,7410.0,ETF,ETF,20.0,,,,7410,NO,6,0.0,YES,2026-08-26,7410.0,NO,,,1340.0,1340.0,32.3,30.28,0,,,,
6433,HFMF,ETF,21.23,195140.0,ETF,ETF,14.0,15.0,14.0,9.0,195140,NO,282,0.38,YES,2026-08-26,195140.0,NO,0.2296,0.1256,7963.0,14420.0,24.92,20.2,0,21.57,22.24,21.52,22.5
6553,ZINN,ETF,40.35,14165.0,ETF,ETF,13.0,,,,14165,NO,8,0.0,YES,2026-08-26,14165.0,NO,,,3000.0,3000.0,42.08,40.07,0,,,,
6657,BFOC,ETF,17.06,326655.0,ETF,ETF,11.0,41.0,40.0,27.0,326655,NO,226,0.0,YES,2026-08-26,326655.0,NO,0.089,0.0741,3922.0,4190.0,20.7,16.78,0,16.96,17.5,16.98,17.1
6987,CROB,ETF,22.97,34809.0,ETF,ETF,7.0,,,,34809,NO,7,0.0,YES,2026-08-26,34809.0,NO,,,14466.0,14466.0,33.01,22.3,0,,,,
7053,METQ,ETF,24.03,92889.0,ETF,ETF,6.0,,,,92889,NO,7,0.0,YES,2026-08-26,92889.0,NO,,,10966.0,10966.0,27.75,22.51,0,,,,
7320,CRWC,ETF,24.25,15660.0,ETF,ETF,2.0,74.0,,,15660,NO,32,0.0,YES,2026-08-26,15660.0,NO,1.8321,1.2479,2290.0,2670.0,34.92,22.3,0,,,,
