Rank,Ticker,Type,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,Latest Volume,9M+ Volume,History_Days,Gap (%),HVE,HVE Date,HVE Volume,IPO,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,SMA50,SMA200,SMA10W,SMA30W
644,AMAA,ETF,34.73,14927.0,ETF,ETF,90.0,,,,14927.0,NO,25,19.99,YES,2026-07-31,14927.0,NO,2.0471,1.0521,1229.0,910.0,34.73,23.51,0,,,,
1157,ROKT,ETF,110.17,287401.0,ETF,ETF,83.0,13.0,31.0,59.0,287401.0,NO,1952,1.13,YES,2026-07-31,287401.0,NO,2.955,2.675,45690.0,15420.0,137.63,66.24,0,117.11,101.04,116.38,109.47
1376,AMZG,ETF,17.93,441513.0,ETF,ETF,80.0,,,,441513.0,NO,19,25.43,YES,2026-07-31,441513.0,NO,1.01,0.5814,32138.0,51730.0,18.18,12.72,0,,,,
2362,XOEX,ETF,40.26,2216281.0,ETF,ETF,67.0,44.0,70.0,66.0,2216281.0,NO,932,0.0,YES,2026-07-31,2216281.0,NO,0.2656,0.1573,15877.0,900.0,40.81,32.64,0,40.09,37.5,40.19,38.1
4034,NVIB,ETF,25.6,6058.0,ETF,ETF,44.0,,,,6058.0,NO,2,0.63,YES,2026-07-31,6058.0,NO,,,989.0,989.0,25.6,24.09,0,,,,
4150,DUSG,ETF,51.83,91017.0,ETF,ETF,43.0,34.0,,,91017.0,NO,60,0.0,YES,2026-07-31,91017.0,NO,0.3886,0.25,903.0,750.0,53.03,48.24,0,51.19,,51.41,
4322,BENJ,ETF,52.99,1191402.0,ETF,ETF,41.0,56.0,46.0,42.0,1191402.0,NO,382,0.03,YES,2026-07-31,1191402.0,NO,0.0285,0.0256,26241.0,14530.0,53.01,50.07,0,52.76,52.2,52.79,52.43
4360,AIHY,ETF,20.3,12490.0,ETF,ETF,40.0,,,,12490.0,NO,9,4.58,YES,2026-07-31,12490.0,NO,,,3537.0,3537.0,20.3,18.54,0,,,,
4574,PLIB,ETF,24.97,221.0,ETF,ETF,37.0,,,,221.0,NO,2,0.0,YES,2026-07-31,221.0,NO,,,135.0,135.0,25.0,24.38,0,,,,
4593,BROL,ETF,25.18,46514.0,ETF,ETF,37.0,35.0,,,46514.0,NO,46,0.04,YES,2026-07-31,46514.0,NO,0.2188,0.1188,3668.0,2110.0,25.92,24.26,0,,,25.19,
4697,AAUB,ETF,49.62,27376.0,ETF,ETF,36.0,,,,27376.0,NO,7,0.0,YES,2026-07-31,27376.0,NO,,,7216.0,7216.0,49.62,48.12,0,,,,
4788,SDUR,ETF,25.03,5009.0,ETF,ETF,34.0,,,,5009.0,NO,2,0.0,YES,2026-07-31,5009.0,NO,,,,,25.04,25.03,0,,,,
5597,JTNY,ETF,49.23,70736.0,ETF,ETF,24.0,31.0,,,70736.0,NO,33,0.0,YES,2026-07-31,70736.0,NO,0.3279,0.27,16456.0,15020.0,50.37,47.02,0,,,,
5805,LGDS,ETF,47.92,334571.0,ETF,ETF,21.0,,,,334571.0,NO,15,0.91,YES,2026-07-31,334571.0,NO,1.1821,0.9893,53378.0,48000.0,49.97,46.05,0,,,,
5835,AOTS,ETF,23.25,103522.0,ETF,ETF,20.0,68.0,54.0,27.0,103522.0,NO,151,0.0,YES,2026-07-31,103522.0,NO,0.304,0.1271,2009.0,5800.0,25.44,20.29,0,22.9,,22.86,22.64
6354,MUIB,ETF,25.23,8948.0,ETF,ETF,13.0,,,,8948.0,NO,2,0.0,YES,2026-07-31,8948.0,NO,,,1504.0,1504.0,27.96,22.27,0,,,,
6951,WDCC,ETF,20.6,14063.0,ETF,ETF,5.0,,,,14063.0,NO,16,0.0,YES,2026-07-31,14063.0,NO,3.26,2.1093,4546.0,6300.0,25.38,12.29,0,,,,
6991,RAMZ,ETF,23.69,542321.0,ETF,ETF,5.0,,,,542321.0,NO,4,0.0,YES,2026-07-31,542321.0,NO,,,187400.0,187400.0,33.47,19.29,0,,,,
7256,MPWX,ETF,17.2,84555.0,ETF,ETF,1.0,91.0,1.0,,84702.0,NO,68,0.0,YES,2026-07-31,84702.0,NO,1.9404,1.4103,24064.0,19760.0,28.0,13.29,0,19.07,,18.2,
7283,BTDL,ETF,16.56,35205.0,ETF,ETF,1.0,,,,35205.0,NO,14,0.0,YES,2026-07-31,35205.0,NO,,,6561.0,7230.0,27.37,12.0,0,,,,
7354,TACK,ETF,31.83,301118.0,ETF,ETF,0.0,63.0,54.0,0.0,301118.0,NO,1093,0.0,YES,2026-07-31,301118.0,NO,0.2636,0.2389,18412.0,16590.0,318.5,30.49,0,31.58,206.21,31.65,169.71
