Rank,Ticker,Type,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,Latest Volume,9M+ Volume,History_Days,Gap (%),HVE,HVE Date,HVE Volume,IPO,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,SMA50,SMA200,SMA10W,SMA30W
2041,HLTH,ETF,29.19,110371.0,ETF,ETF,72.0,,,,110371,NO,25,0.0,YES,2026-08-24,110371,NO,0.7451,0.6223,9033.0,13950.0,31.0,24.88,0,,,,
2895,AINT,ETF,29.45,65565.0,ETF,ETF,60.0,81.0,25.0,85.0,65565,NO,137,0.0,YES,2026-08-24,65565,NO,0.6996,0.4261,1861.0,4860.0,33.05,23.43,0,29.41,,29.53,27.69
3177,UUUC,ETF,27.94,3814.0,ETF,ETF,57.0,98.0,,,3814,NO,32,0.0,YES,2026-08-24,3814,NO,2.1379,0.7285,180.0,170.0,29.97,15.3,0,,,,
4110,GIEQ,ETF,43.12,298434.0,ETF,ETF,44.0,69.0,,,298434,NO,65,0.0,YES,2026-08-24,298434,NO,0.1975,0.0589,2696.0,15630.0,43.32,39.92,0,41.85,,42.11,
4536,KEO,ETF,25.58,10045.0,ETF,ETF,39.0,,,,10045,NO,14,0.0,YES,2026-08-24,10045,NO,,,2423.0,2570.0,26.26,24.59,0,,,,
4579,INDZ,ETF,25.34,98472.0,ETF,ETF,38.0,56.0,61.0,,98472,NO,129,0.0,YES,2026-08-24,98472,NO,0.1204,0.0397,817.0,590.0,26.99,21.28,0,25.2,,25.27,
5102,TIH,ETF,25.02,32583.0,ETF,ETF,31.0,,,,32583,NO,13,0.0,YES,2026-08-24,32583,NO,,,6908.0,5620.0,25.34,24.81,0,,,,
5140,UGLD,ETF,25.45,190109.0,ETF,ETF,31.0,95.0,,,190109,NO,60,0.0,YES,2026-08-24,190109,NO,0.8739,0.5604,30566.0,67270.0,25.75,18.79,0,20.9,,21.41,
5286,XCSH,ETF,100.11,12997.0,ETF,ETF,29.0,,,,12997,NO,5,0.0,YES,2026-08-24,12997,NO,,,5575.0,5575.0,100.41,100.05,0,,,,
5665,JPRF,ETF,49.8,447431.0,ETF,ETF,24.0,26.0,,,447431,NO,31,0.0,YES,2026-08-24,447431,NO,0.1157,0.0964,144440.0,168520.0,50.34,49.57,0,,,,
6240,OBND,ETF,25.44,989810.0,ETF,ETF,16.0,33.0,24.0,21.0,989810,NO,1231,0.24,YES,2026-08-24,989810,NO,0.0759,0.0537,8088.0,19960.0,26.48,25.29,0,25.56,25.86,25.52,25.71
6724,IDRV,ETF,37.06,902268.0,ETF,ETF,10.0,76.0,6.0,13.0,902268,NO,1847,0.0,YES,2026-08-24,902268,NO,0.5177,0.3144,28733.0,17910.0,45.64,34.35,0,37.27,39.23,36.75,39.39
6738,METQ,ETF,25.7,16641.0,ETF,ETF,10.0,,,,16641,NO,5,0.0,YES,2026-08-24,16641,NO,,,8700.0,8700.0,27.75,25.54,0,,,,
6780,AINF,ETF,18.02,6960.0,ETF,ETF,9.0,,,,6960,NO,5,0.0,YES,2026-08-24,6960,NO,,,1300.0,1300.0,19.55,18.02,0,,,,
7198,SLVX,ETF,16.71,66778.0,ETF,ETF,4.0,93.0,12.0,,66778,NO,130,0.0,YES,2026-08-24,66778,NO,0.5754,0.3575,16130.0,23420.0,25.49,12.26,0,14.45,,14.58,
