Rank,Ticker,Type,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,Latest Volume,9M+ Volume,History_Days,Gap (%),HVE,HVE Date,HVE Volume,IPO,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,SMA50,SMA200,SMA10W,SMA30W
2812,ANTW,ETF,25.6,264527.0,ETF,ETF,42.0,90.0,,,264958,NO,28,0.0,YES,2026-09-23,264958.0,NO,0.6343,0.4793,49271.0,54280.0,26.34,23.39,0,,,,
2863,QALT,ETF,26.28,151726.0,ETF,ETF,41.0,64.0,44.0,39.0,151726,NO,271,0.04,YES,2026-09-23,151726.0,NO,0.1434,0.1051,16112.0,8370.0,27.04,24.89,0,26.41,25.93,26.43,26.02
2943,IQGR,ETF,25.3,446443.0,ETF,ETF,39.0,,,,446443,NO,5,0.0,YES,2026-09-23,446443.0,NO,,,24440.0,24440.0,26.13,24.97,0,,,,
2961,FIZY,ETF,26.2,45713.0,ETF,ETF,39.0,80.0,,,45713,NO,35,0.0,YES,2026-09-23,45713.0,NO,0.3143,0.2707,20457.0,11780.0,26.67,25.15,0,,,,
3242,FLRT,ETF,46.82,814744.0,ETF,ETF,33.0,70.0,46.0,33.0,814744,NO,2915,0.0,YES,2026-09-23,814744.0,NO,0.0774,0.0715,129409.0,183890.0,47.61,46.0,0,46.76,46.82,46.76,46.67
3293,TXS,ETF,41.95,6371.0,ETF,ETF,32.0,,,,6371,NO,6,0.0,YES,2026-09-23,6371.0,NO,,,3298.0,2294.0,42.79,34.46,0,,,,
3351,TSEE,ETF,24.95,5337.0,ETF,ETF,31.0,,,,5337,NO,4,0.0,YES,2026-09-23,5337.0,NO,,,1000.0,1000.0,26.14,24.95,0,,,,
3353,CALI,ETF,49.96,380697.0,ETF,ETF,31.0,65.0,41.0,27.0,380697,NO,801,0.0,YES,2026-09-23,380697.0,NO,0.0696,0.0611,124411.0,159900.0,51.39,49.92,0,50.32,50.45,50.27,50.39
3405,GOU,ETF,24.31,401685.0,ETF,ETF,30.0,26.0,11.0,57.0,401685,NO,202,0.0,YES,2026-09-23,401685.0,NO,1.2382,0.9664,111406.0,184010.0,38.51,17.77,0,25.92,26.67,25.46,27.12
3522,GINC,ETF,49.09,2039477.0,ETF,ETF,28.0,53.0,,,2039477,NO,31,0.0,YES,2026-09-23,2039477.0,NO,0.1446,0.0988,28235.0,73640.0,50.25,49.09,0,,,,
3529,EVSM,ETF,49.46,464328.0,ETF,ETF,27.0,59.0,36.0,24.0,464328,NO,625,0.0,YES,2026-09-23,464328.0,NO,0.1094,0.1049,121968.0,167380.0,50.88,49.44,0,50.05,50.33,49.96,50.22
3765,BLDX,ETF,24.7,581350.0,ETF,ETF,23.0,21.0,25.0,20.0,581350,NO,160,0.0,YES,2026-09-23,581350.0,NO,0.2021,0.0975,3007.0,3630.0,32.25,24.5,0,25.99,,25.87,26.13
3766,PJSM,ETF,49.11,3127.0,ETF,ETF,23.0,,,,3127,NO,13,0.0,YES,2026-09-23,3127.0,NO,,,1946.0,2510.0,50.95,49.11,0,,,,
4022,BMOP,ETF,23.79,387334.0,ETF,ETF,18.0,37.0,21.0,19.0,387334,NO,175,0.0,YES,2026-09-23,387334.0,NO,0.1339,0.1179,118826.0,221710.0,25.28,23.75,0,24.57,,24.45,24.73
4061,GOGL,ETF,22.87,64581.0,ETF,ETF,17.0,26.0,,,64581,NO,61,0.0,YES,2026-09-23,64581.0,NO,1.0871,0.6536,8573.0,9730.0,30.06,20.67,0,24.37,,23.95,
4065,GOIB,ETF,24.01,6789.0,ETF,ETF,17.0,42.0,,,6789,NO,39,0.0,YES,2026-09-23,6789.0,NO,0.4635,0.1735,712.0,780.0,27.88,23.58,0,,,,
