Rank,Ticker,Price,Prev_Close,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,Earning_Date,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,History_Days,Gap (%),Latest Volume,9M+ Volume,HVE,HVE Date,HVE Volume,%_From_52WKH
2,ZCSH,117.96,117.72,619354.0,ETF,ETF,98.0,98.0,98.0,98.0,9.7934,6.9291,228112.0,882850.0,124.61,4.12,,0,NO,85.23,56.35,34.19,67.21,41.33,1236,0.0,619354.0,NO,NO,2026-09-17,1509200.0,-5.34
6,DLLL,37.5,36.73,1560473.0,ETF,ETF,98.0,98.0,96.0,98.0,4.4502,3.9547,1815434.0,1981740.0,40.21,2.17,,0,NO,30.6,26.56,12.88,29.12,18.27,401,0.0,1560473.0,NO,NO,2026-05-28,15772800.0,-6.74
9,SNDK,1766.64,1791.8199,10340082.0,Technology,Computer Hardware,98.0,93.0,4.0,97.0,100.9969,90.0055,13841712.0,10549390.0,2354.39,93.53,,258669674496,NO,1599.95,1501.22,1076.04,1551.76,1388.59,402,0.0,10340082.0,YES,NO,2025-11-26,43000900.0,-24.96
13,AMDL,80.37,67.015,4647088.0,ETF,ETF,98.0,98.0,76.0,98.0,5.5381,4.1566,3032304.0,2558360.0,83.79,9.45,,0,NO,54.14,55.71,37.06,57.88,48.02,630,8.68,4647088.0,NO,NO,2025-10-06,106498200.0,-4.08
16,MRNA,172.94,154.04,20952969.0,Healthcare,Biotechnology,98.0,97.0,98.0,98.0,11.1828,10.5035,16205276.0,12482280.0,176.86,22.28,,69043855360,NO,147.28,100.26,61.0,113.1,74.1,1956,4.55,20952969.0,YES,NO,2026-08-19,199252300.0,-2.22
21,TXG,79.1,76.6,2430634.0,Healthcare,Medical Devices,98.0,96.0,98.0,98.0,4.2759,4.0466,3078665.0,2824820.0,80.11,11.16,,10306031616,NO,67.34,57.4,31.63,61.53,38.69,1765,0.0,2430634.0,NO,NO,2025-06-27,17909500.0,-1.26
22,TWST,165.83,166.99,2238970.0,Healthcare,Biotechnology,98.0,96.0,98.0,98.0,10.1371,9.4971,1724495.0,1887640.0,170.23,23.3,,10994723840,NO,140.21,119.81,70.36,128.78,86.46,1981,0.0,2238970.0,NO,NO,2022-11-15,7568500.0,-2.58
35,DELL,575.31,568.06,7599722.0,Technology,Computer Hardware,98.0,97.0,94.0,98.0,37.6618,33.5604,7773533.0,9862680.0,595.51,110.22,,365789413376,NO,510.33,465.54,274.68,492.06,352.21,2537,0.0,7599722.0,NO,NO,2016-09-07,147907159.0,-3.39
37,MU,1043.96,1015.8,27268696.0,Technology,Semiconductors,98.0,90.0,9.0,97.0,44.3664,35.4507,39077752.0,25917470.0,1255.0,154.65,,1179041267712,NO,963.46,928.55,644.17,954.45,783.7,10658,0.0,27268696.0,YES,NO,2013-10-11,153906100.0,-16.82
44,ORKA,93.38,94.96,1185410.0,Healthcare,Biotechnology,98.0,6.0,81.0,97.0,4.585,4.5286,1124404.0,860900.0,115.52,14.89,,6182661632,NO,94.44,96.42,61.44,97.09,74.8,7324,0.0,1185410.0,NO,NO,2026-04-29,7921000.0,-19.17
49,PLSE,53.31,53.87,382207.0,Healthcare,Medical Instruments & Supplies,98.0,93.0,98.0,97.0,4.7496,4.6407,486865.0,787830.0,58.9,12.56,,3802208256,NO,51.58,42.85,26.05,46.38,31.25,2600,0.0,382207.0,NO,NO,2022-09-26,4339700.0,-9.49
