Rank,Ticker,Price,Prev_Close,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,Earning_Date,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,History_Days,Gap (%),Latest Volume,9M+ Volume,HVE,HVE Date,HVE Volume,%_From_52WKH
14,FBRX,76.98,76.53,2368032.0,Healthcare,Biotechnology,98.0,98.0,98.0,98.0,5.7615,4.0919,941719.0,3213520.0,77.19,9.1,,1577319680,NO,48.3,30.69,26.1,33.75,29.94,2336,0.01,2368032.0,NO,NO,2024-11-20,29599400.0,-0.27
21,ORKA,97.86,88.07,1412685.0,Healthcare,Biotechnology,98.0,72.0,96.0,98.0,5.3536,5.1343,1468126.0,951480.0,98.44,12.84,,5902141952,NO,88.8,77.18,48.66,80.62,57.5,7288,2.55,1412685.0,NO,NO,2026-04-29,7921000.0,-0.59
24,SYRE,101.5,97.87,701134.0,Healthcare,Biotechnology,98.0,93.0,95.0,98.0,6.5636,6.3043,1343854.0,943110.0,105.09,14.51,,8814387200,NO,97.56,87.02,51.99,89.24,62.73,2593,0.4,701134.0,NO,NO,2023-06-22,10228380.0,-3.42
28,DFTX,44.49,42.16,1764508.0,Healthcare,Biotechnology,98.0,18.0,98.0,98.0,2.6875,2.6092,2802754.0,1606860.0,49.2,7.96,2026-07-30,5905747456,NO,44.32,34.84,20.95,36.51,24.74,2438,0.31,1768567.0,NO,NO,2024-03-07,38010300.0,-9.57
29,LQDA,86.8,86.82,1452526.0,Healthcare,Drug Manufacturers - Specialty & Generic,98.0,88.0,98.0,97.0,5.8317,5.666,1993672.0,1498100.0,91.1,16.82,,7718959104,NO,81.2,72.77,44.63,75.4,51.74,2013,0.0,1452526.0,NO,NO,2022-07-19,30246200.0,-4.72
30,MBX,66.46,63.96,548013.0,Healthcare,Biotechnology,98.0,96.0,98.0,97.0,4.9698,4.8191,860814.0,630740.0,66.66,9.63,,3163332096,NO,61.03,47.17,34.7,50.28,39.11,470,1.38,548013.0,NO,NO,2025-09-22,28303500.0,-0.3
32,TXG,49.43,46.32,2257352.0,Healthcare,Health Information Services,98.0,97.0,98.0,98.0,2.8593,2.7657,3166493.0,2768290.0,49.83,11.16,,6275444736,NO,44.11,36.09,23.18,38.09,26.77,1729,3.48,2257352.0,NO,NO,2025-06-27,17909500.0,-0.8
35,STX,851.68,764.43,7240837.0,Technology,Computer Hardware,98.0,8.0,94.0,97.0,81.8829,65.0214,4680549.0,6203600.0,1145.0,144.75,,193331363840,NO,841.24,887.91,515.14,885.0,620.68,5945,0.0,7240837.0,NO,NO,2012-06-29,89629700.0,-25.62
39,DNTH,112.64,104.09,927878.0,Healthcare,Biotechnology,98.0,94.0,94.0,98.0,6.1643,6.1186,1007367.0,874230.0,112.96,18.08,,6157604352,NO,101.04,92.24,66.28,94.75,78.12,2037,0.07,927878.0,NO,NO,2025-09-08,5974200.0,-0.28
41,ETON,49.03,48.13,588341.0,Healthcare,Drug Manufacturers - Specialty & Generic,98.0,98.0,98.0,98.0,2.6518,2.6082,473285.0,661830.0,50.18,13.78,,1343047296,NO,40.85,35.69,23.51,36.74,26.56,1936,0.0,590393.0,NO,NO,2023-08-11,15757000.0,-2.29
