Rank,Ticker,Price,Prev_Close,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,Earning_Date,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,History_Days,Gap (%),Latest Volume,9M+ Volume,HVE,HVE Date,HVE Volume,%_From_52WKH
18,MRNA,145.13,133.32,86743104.0,Healthcare,Biotechnology,98.0,98.0,98.0,98.0,16.1045,10.9349,11539425.0,34569470.0,176.66,22.28,,57941106688,NO,72.57,67.6,48.73,71.76,56.64,1936,0.0,86743104,YES,NO,2026-08-19,199252300,-17.85
20,TWST,145.59,136.33,1793489.0,Healthcare,Diagnostics & Research,98.0,98.0,98.0,98.0,9.8557,8.4407,1805546.0,1714080.0,145.93,23.3,,9129573376,NO,113.28,99.96,59.29,103.28,70.09,1961,1.54,1793489,NO,NO,2022-11-15,7568500,-0.23
22,ORKA,107.96,104.86,839819.0,Healthcare,Biotechnology,98.0,90.0,98.0,98.0,5.3127,5.2641,1226467.0,787720.0,115.52,14.34,,7147999232,NO,101.75,91.43,54.82,93.41,64.86,7304,0.0,839819,NO,NO,2026-04-29,7921000,-6.54
24,TXG,65.12,63.87,3138241.0,Healthcare,Health Information Services,98.0,96.0,98.0,98.0,4.0629,3.8729,3257666.0,3575540.0,65.47,11.16,,8484561408,NO,53.49,44.77,26.56,46.38,30.37,1745,0.81,3138241,NO,NO,2025-06-27,17909500,-0.53
26,MU,966.78,974.33,20990385.0,Technology,Semiconductors,98.0,14.0,91.0,97.0,56.2179,47.4271,48573706.0,31590950.0,1255.0,114.25,,0,NO,896.24,964.59,571.1,963.01,686.28,10638,0.0,20990385,YES,NO,2013-10-11,153906100,-22.97
31,SYRE,106.49,107.79,909349.0,Healthcare,Biotechnology,98.0,74.0,95.0,98.0,5.5365,5.3001,1243933.0,798300.0,110.17,14.51,,9389623296,NO,103.18,96.96,58.47,97.63,69.93,2609,0.0,909349,NO,NO,2023-06-22,10228380,-3.34
34,DFTX,44.91,45.4,1354321.0,Healthcare,Biotechnology,98.0,65.0,98.0,98.0,2.9307,2.7679,3025674.0,2792700.0,49.7,8.7,,6034419200,NO,43.93,41.62,23.47,42.53,27.62,2454,0.0,1354321,NO,NO,2024-03-07,38010300,-9.64
40,ETON,63.47,59.91,619777.0,Healthcare,Drug Manufacturers - Specialty & Generic,98.0,97.0,98.0,98.0,4.1586,3.2814,523248.0,806220.0,63.83,14.27,,1814171648,NO,49.86,42.04,26.09,44.05,30.52,1952,0.0,619777,NO,NO,2023-08-11,15757000,-0.56
45,DELL,442.08,434.78,3657279.0,Technology,Computer Hardware,98.0,35.0,97.0,98.0,29.7586,26.6364,8739619.0,5480860.0,514.0,110.22,,285646618624,NO,444.04,428.02,237.07,426.41,283.28,2517,1.05,3657279,NO,NO,2016-09-07,147907159,-13.99
47,LITE,866.71,879.28,3658217.0,Technology,Communication Equipment,98.0,60.0,7.0,88.0,83.6886,76.275,5266190.0,5869270.0,1085.68,115.89,,77743890432,NO,817.31,814.41,652.62,809.01,782.22,2787,0.0,3658217,NO,NO,2026-03-20,22868800,-20.17
49,PRAX,375.94,364.58,408260.0,Healthcare,Biotechnology,98.0,89.0,69.0,71.0,22.3939,20.0824,504503.0,417280.0,392.7,37.19,,10496240640,NO,345.81,323.91,298.78,330.47,321.51,1468,0.66,408260,NO,NO,2025-10-16,13741900,-4.27
50,RVMD,209.46,211.735,2070274.0,Healthcare,Biotechnology,98.0,84.0,94.0,97.0,7.4204,7.3546,2545314.0,1535740.0,220.34,35.62,,44894908416,NO,199.8,187.0,126.66,190.24,143.24,1639,0.0,2070274,NO,NO,2025-06-27,26439100,-4.94
52,MBX,66.33,66.35,404837.0,Healthcare,Biotechnology,98.0,63.0,98.0,96.0,3.6242,3.6007,770253.0,440680.0,72.64,9.63,,3194459136,NO,66.29,58.75,38.74,60.78,42.18,486,0.0,404837,NO,NO,2025-09-22,28303500,-8.69
58,PLSE,50.42,47.85,447280.0,Healthcare,Medical Instruments & Supplies,98.0,98.0,98.0,97.0,3.082,3.073,372208.0,497290.0,50.71,12.56,,3596085760,NO,41.2,33.01,22.31,34.1,25.81,2580,0.0,447280,NO,NO,2022-09-26,4339700,-0.57
61,STX,850.0,850.24,2838852.0,Technology,Computer Hardware,98.0,7.0,60.0,97.0,64.275,59.225,4806488.0,4593210.0,1145.0,154.22,,192647839744,NO,852.11,891.44,565.87,883.23,676.15,5961,0.0,2838852,NO,NO,2012-06-29,89629700,-25.76
67,LABU,317.2,304.91,465875.0,ETF,ETF,98.0,93.0,97.0,96.0,22.5398,19.2808,522835.0,434800.0,341.93,66.6,,0,NO,270.41,262.68,190.42,268.98,203.0,2826,2.23,465875,NO,NO,2025-04-09,7938800,-7.23
74,DNTH,111.1,109.51,713164.0,Healthcare,Biotechnology,98.0,73.0,90.0,97.0,5.2298,5.112,1065533.0,675270.0,117.88,22.76,,6214308864,NO,110.02,100.38,72.41,102.21,84.64,2053,0.85,713164,NO,NO,2025-09-08,5974200,-5.75
77,TRAX,43.11,41.9,507289.0,Healthcare,Biotechnology,98.0,87.0,98.0,,3.1354,3.1354,755885.0,604310.0,49.91,14.72,,1540356736,NO,44.71,33.05,,33.76,,97,2.58,513962,NO,NO,2026-07-09,4512600,-13.62
81,UMAC,27.43,25.98,4089865.0,Technology,Computer Hardware,97.0,94.0,98.0,97.0,3.3172,3.0488,6267183.0,6281450.0,34.93,7.25,,1370306944,NO,25.46,22.69,16.64,23.0,18.62,632,1.39,4089865,NO,NO,2024-11-29,62631500,-21.47
90,VSXY,85.39,86.8,821544.0,Consumer Cyclical,Apparel Retail,97.0,53.0,97.0,89.0,4.307,4.0941,2160161.0,1485410.0,102.46,21.39,,6787798016,NO,89.85,84.67,60.43,85.22,64.83,1278,0.0,821544,NO,NO,2024-03-07,25901500,-16.66
94,CORT,122.25,121.05,639354.0,Healthcare,Biotechnology,97.0,94.0,98.0,98.0,3.5754,3.5469,1102456.0,784720.0,123.44,28.66,,13215029248,NO,111.2,97.31,64.79,99.72,64.95,5625,0.36,639354,NO,NO,2020-09-02,88404100,-0.96
96,PBF,73.53,69.56,2955147.0,Energy,Oil & Gas Refining & Marketing,97.0,90.0,98.0,97.0,4.0528,3.8493,2935830.0,2718640.0,75.68,22.2,,8716014592,NO,68.49,57.52,42.58,58.51,46.71,3442,1.11,2955147,NO,NO,2022-11-30,33081200,-2.84
101,HPE,53.45,52.89,6446479.0,Technology,Communication Equipment,97.0,85.0,96.0,98.0,3.0299,2.8394,26425467.0,16006840.0,64.25,19.84,,70778675200,NO,52.7,49.04,31.77,48.77,35.39,2726,0.78,6446479,NO,NO,2026-06-02,153197800,-16.81
110,LIFE,34.16,33.52,848490.0,Financial Services,Insurance Brokers,97.0,98.0,97.0,98.0,2.9607,2.8043,827716.0,1372760.0,35.69,9.45,,3273841664,NO,28.82,22.44,,23.27,17.9,142,1.13,848490,NO,NO,2026-08-04,5332100,-4.29
117,PACS,44.25,43.58,691947.0,Healthcare,Medical Care Facilities,97.0,17.0,86.0,75.0,2.5988,2.542,905514.0,690360.0,49.49,7.5,,7006350848,NO,45.6,43.33,36.21,44.23,38.31,593,0.18,691947,NO,NO,2024-11-04,13886700,-10.59
122,ARWR,87.11,87.47,1052698.0,Healthcare,Biotechnology,97.0,33.0,84.0,90.0,3.0689,2.898,2066082.0,1004930.0,95.49,20.45,,12304676864,NO,87.16,82.51,68.84,82.71,72.49,8225,0.0,1052698,NO,NO,2014-10-08,54778100,-8.78
129,DK,71.47,64.04,1879331.0,Energy,Oil & Gas Refining & Marketing,97.0,83.0,97.0,97.0,4.0693,3.9089,1220674.0,1346290.0,72.0,21.09,,4376263680,NO,64.99,58.06,43.43,58.71,47.32,5107,1.03,1879331,NO,NO,2014-05-15,9035100,-0.74
