Rank,Ticker,Price,Prev_Close,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,Earning_Date,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,History_Days,Gap (%),Latest Volume,9M+ Volume,HVE,HVE Date,HVE Volume,%_From_52WKH
7,ZCSH,90.04,100.22,603151.0,ETF,ETF,98.0,98.0,98.0,98.0,7.9347,5.1624,140732.0,527720.0,104.0,4.12,,0,NO,63.11,46.25,31.54,50.9,34.4,1229,0.0,603151.0,NO,NO,2026-09-08,1113300.0,-13.42
9,DLLL,29.79,33.38,1301021.0,ETF,ETF,98.0,97.0,97.0,98.0,3.2801,3.1087,1783591.0,3308550.0,36.84,2.17,,0,NO,27.11,24.84,11.72,25.53,15.77,394,0.0,1301021.0,NO,NO,2026-05-28,15772800.0,-19.14
15,MRNA,136.62,135.61,7739916.0,Healthcare,Biotechnology,98.0,98.0,98.0,98.0,12.88,12.1177,16083901.0,18097590.0,176.66,22.28,,54543605760,NO,129.39,89.61,56.53,92.68,66.4,1949,0.0,7739916.0,NO,NO,2026-08-19,199252300.0,-22.67
20,TXG,66.38,67.29,2428161.0,Healthcare,Medical Devices,98.0,94.0,98.0,98.0,3.6648,3.603,3130006.0,2377760.0,67.7,11.16,,8648727552,NO,62.37,52.61,29.7,54.38,34.82,1758,0.0,2428161.0,NO,NO,2025-06-27,17909500.0,-1.95
24,MU,977.41,1027.77,25282097.0,Technology,Semiconductors,98.0,94.0,80.0,98.0,44.5129,39.0979,41770890.0,25197970.0,1255.0,147.61,,1103880126464,NO,961.54,929.75,618.23,931.51,743.13,10651,0.0,25282097.0,YES,NO,2013-10-11,153906100.0,-22.12
25,TWST,126.85,125.52,1284818.0,Healthcare,Biotechnology,98.0,84.0,98.0,98.0,9.1482,8.9339,1783066.0,1451480.0,155.44,23.3,,7954436608,NO,134.07,112.5,66.27,113.91,78.54,1974,0.0,1284818.0,NO,NO,2022-11-15,7568500.0,-18.39
30,PLSE,54.43,52.97,907707.0,Healthcare,Medical Instruments & Supplies,98.0,96.0,98.0,98.0,3.8935,3.8474,446591.0,710860.0,58.9,12.56,,3882089472,NO,49.46,39.38,24.67,41.29,29.06,2593,0.0,907707.0,NO,NO,2022-09-26,4339700.0,-7.59
35,ORKA,91.65,91.5,548526.0,Healthcare,Biotechnology,98.0,6.0,96.0,98.0,5.3125,5.1825,1157540.0,701790.0,115.52,14.67,,6068119040,NO,99.81,95.33,59.17,96.13,70.72,7317,0.0,548526.0,NO,NO,2026-04-29,7921000.0,-20.66
37,DELL,506.62,535.25,5730687.0,Technology,Computer Hardware,98.0,95.0,95.0,98.0,29.6271,28.1571,7541372.0,11879250.0,562.99,110.22,,322115436544,NO,475.73,446.06,259.53,454.78,321.09,2530,0.0,5790852.0,NO,NO,2016-09-07,147907159.0,-10.01
39,ETON,57.88,58.83,281593.0,Healthcare,Drug Manufacturers - Specialty & Generic,98.0,98.0,98.0,98.0,2.8794,2.8401,554861.0,517620.0,66.37,14.27,,1654391936,NO,59.97,49.09,28.9,51.1,34.83,1965,0.0,281593.0,NO,NO,2023-08-11,15757000.0,-12.79
42,CDNA,50.02,50.03,1605833.0,Healthcare,Diagnostics & Research,98.0,89.0,98.0,98.0,2.5333,2.5254,1148582.0,1154700.0,53.67,13.23,,2587745792,NO,48.93,41.99,25.58,44.04,28.7,3056,0.0,1605833.0,NO,NO,2025-07-17,16111000.0,-6.8
48,LITE,935.7,988.98,3941091.0,Technology,Communication Equipment,98.0,94.0,80.0,91.0,60.9603,56.9649,4809732.0,4068420.0,1085.68,144.52,,83932291072,NO,900.72,823.92,695.99,840.67,822.4,2800,0.0,3941091.0,NO,NO,2026-03-20,22868800.0,-13.81
49,LIFE,38.85,39.72,874763.0,Financial Services,Insurance Brokers,98.0,95.0,98.0,98.0,2.6921,2.625,1023466.0,1260980.0,42.55,9.45,,3723323904,NO,36.86,27.99,,29.48,20.54,155,0.0,874763.0,NO,NO,2026-08-04,5332100.0,-8.7
50,RVMD,203.35,207.68,808801.0,Healthcare,Biotechnology,98.0,59.0,95.0,97.0,8.1879,8.0772,2262998.0,1993760.0,224.31,42.18,,43585310720,NO,210.05,197.92,136.09,198.94,154.26,1652,0.0,808801.0,NO,NO,2025-06-27,26439100.0,-9.34
51,SYRE,88.71,86.93,902258.0,Healthcare,Biotechnology,98.0,5.0,88.0,97.0,5.1686,4.2489,1311069.0,1436230.0,110.17,14.51,,7821894144,NO,97.01,98.07,62.96,98.15,75.4,2622,0.0,902258.0,NO,NO,2023-06-22,10228380.0,-19.48
59,STX,862.33,885.92,3056078.0,Technology,Computer Hardware,98.0,88.0,70.0,98.0,43.83,39.81,4804543.0,3258740.0,1145.0,192.99,,196087824384,NO,860.99,849.91,602.92,858.34,718.77,5974,0.0,3056078.0,NO,NO,2012-06-29,89629700.0,-24.69
