Rank,Ticker,Price,Prev_Close,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,Earning_Date,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,History_Days,Gap (%),Latest Volume,9M+ Volume,HVE,HVE Date,HVE Volume,%_From_52WKH
9,DLLL,26.47,27.11,1457794.0,ETF,ETF,98.0,93.0,98.0,98.0,3.7173,3.1437,2584701.0,1104730.0,30.62,2.17,,0,NO,22.85,22.55,8.89,22.38,11.56,369,0.0,1457794,NO,NO,2026-05-28,15772800,-13.55
13,FBRX,76.61,76.56,1366853.0,Healthcare,Biotechnology,98.0,98.0,98.0,97.0,4.5776,2.8908,993603.0,3396320.0,77.2,9.1,,1569738240,NO,59.42,35.14,27.36,39.46,31.69,2340,0.05,1366853,NO,NO,2024-11-20,29599400,-0.76
24,SYRE,104.35,104.94,1037369.0,Healthcare,Biotechnology,98.0,90.0,96.0,98.0,6.3386,6.0172,1309231.0,859050.0,108.14,14.51,,9061884928,NO,99.44,89.34,53.58,92.01,65.08,2597,0.0,1037369,NO,NO,2023-06-22,10228380,-3.5
27,ORKA,97.19,98.13,639813.0,Healthcare,Biotechnology,98.0,93.0,95.0,98.0,5.6439,5.4932,1383162.0,781570.0,99.78,12.84,,5861733376,NO,91.27,80.16,50.06,84.35,59.77,7292,0.0,639813,NO,NO,2026-04-29,7921000,-2.6
32,LITE,826.26,849.47,3389923.0,Technology,Communication Equipment,98.0,95.0,5.0,97.0,80.5285,67.6099,5506545.0,4624760.0,1085.68,108.34,,64283029504,NO,761.01,819.67,611.05,801.85,742.45,2775,0.0,3389923,NO,NO,2026-03-20,22868800,-23.89
34,AEHR,98.78,109.89,1901141.0,Technology,Semiconductor Equipment & Materials,98.0,98.0,71.0,98.0,12.4907,11.1321,2530667.0,2729380.0,126.62,16.38,,3222247936,NO,82.33,91.72,54.18,89.27,67.05,7287,0.0,1901141,NO,NO,2021-07-19,139700300,-21.99
35,MBX,67.48,70.7,484740.0,Healthcare,Biotechnology,98.0,87.0,98.0,96.0,4.8871,4.8264,867459.0,543220.0,72.64,9.63,,3211881984,NO,62.49,50.03,35.76,53.83,40.29,474,0.0,484740,NO,NO,2025-09-22,28303500,-7.1
37,DELL,462.7,467.27,6290014.0,Technology,Computer Hardware,98.0,90.0,98.0,98.0,35.74,30.5429,8950075.0,5884950.0,485.7,110.22,,298970087424,NO,421.64,410.35,218.88,413.02,260.35,2505,0.0,6290014,NO,NO,2016-09-07,147907159,-4.74
38,LQDA,89.12,88.38,922367.0,Healthcare,Drug Manufacturers - Specialty & Generic,98.0,88.0,98.0,97.0,5.5443,5.3286,2010650.0,1519860.0,91.36,19.02,,7925272064,NO,82.53,74.79,45.9,77.86,53.42,2017,0.0,922367,NO,NO,2022-07-19,30246200,-2.45
42,TWST,115.01,99.45,3275535.0,Healthcare,Diagnostics & Research,98.0,97.0,98.0,98.0,8.7979,8.3643,1728449.0,1456460.0,115.56,23.3,,7211980800,NO,93.2,86.36,53.69,91.33,64.07,1949,5.08,3275535,NO,NO,2022-11-15,7568500,-0.48
43,TXG,47.46,47.86,2497311.0,Healthcare,Health Information Services,98.0,97.0,98.0,98.0,2.7993,2.75,3175021.0,2653920.0,50.34,11.16,,6025340928,NO,45.87,37.99,23.89,39.79,27.6,1733,0.0,2497311,NO,NO,2025-06-27,17909500,-5.72
48,RVMD,197.3,193.46,1693397.0,Healthcare,Biotechnology,98.0,71.0,94.0,97.0,8.1734,7.9927,2681104.0,1800820.0,198.29,34.0,2026-08-05,41945284608,NO,186.36,173.96,117.58,178.45,137.13,1627,0.33,1693397,NO,NO,2025-06-27,26439100,-0.5
51,DNTH,112.5,110.4,1051822.0,Healthcare,Biotechnology,98.0,94.0,91.0,97.0,6.3621,6.2721,1034234.0,854650.0,114.55,18.08,,6149950976,NO,103.76,93.94,67.75,96.12,80.4,2041,0.0,1051822,NO,NO,2025-09-08,5974200,-1.79
57,STX,837.66,845.35,4197905.0,Technology,Computer Hardware,98.0,47.0,72.0,96.0,78.4221,65.19,4663265.0,6280410.0,1145.0,144.75,,190148820992,NO,840.94,893.16,527.61,881.23,638.61,5949,0.0,4197905,NO,NO,2012-06-29,89629700,-26.84
62,KOD,43.61,42.89,520295.0,Healthcare,Biotechnology,98.0,93.0,46.0,96.0,2.8007,2.7286,716260.0,515730.0,47.84,7.4,,2729045760,NO,41.62,37.85,30.78,38.63,34.5,1968,0.26,520295,NO,NO,2022-02-23,26802500,-8.84
67,VSXY,89.86,89.21,1190787.0,Consumer Cyclical,Apparel Retail,98.0,93.0,98.0,93.0,4.2688,3.9684,2312568.0,1723410.0,91.97,19.15,,7143126016,NO,85.03,79.19,57.0,82.26,62.71,1266,0.27,1190787,NO,NO,2024-03-07,25901500,-2.29
70,SPCG,35.84,27.75,1720886.0,ETF,ETF,98.0,98.0,,,5.1391,4.6596,2376912.0,912330.0,41.65,12.12,,0,NO,31.35,,,,,34,22.41,1723551,NO,NO,2026-07-01,8717600,-13.95
73,TRAX,46.95,46.01,877327.0,Healthcare,Biotechnology,98.0,98.0,98.0,,4.5679,4.2107,721740.0,858670.0,48.0,14.72,,1638197248,NO,39.46,26.25,,28.63,,85,1.2,891621,NO,NO,2026-07-09,4512600,-2.19
75,ETON,45.97,45.83,388742.0,Healthcare,Drug Manufacturers - Specialty & Generic,98.0,96.0,96.0,98.0,2.7964,2.7529,463034.0,570630.0,50.18,14.27,,1259226752,NO,42.54,36.66,24.05,38.03,27.49,1940,0.0,388742,NO,NO,2023-08-11,15757000,-8.39
81,PLSE,37.9,38.17,224165.0,Healthcare,Medical Instruments & Supplies,97.0,98.0,98.0,98.0,2.6159,2.6102,376055.0,473260.0,38.33,12.56,,2623048192,NO,31.35,28.31,20.67,29.12,23.47,2568,0.0,224165,NO,NO,2022-09-26,4339700,-1.12
82,SNK,35.1,27.07,3086275.0,ETF,ETF,97.0,98.0,,,4.9943,4.5839,4347620.0,1575000.0,40.62,9.94,,0,NO,30.67,,,,,36,22.87,3086275,NO,NO,2026-06-16,23539500,-13.59
92,SPCQ,27.0,20.52,1579735.0,ETF,ETF,97.0,98.0,,,3.9614,3.5429,2753141.0,1043880.0,31.5,7.98,,0,NO,23.82,,,,,36,24.95,1579735,NO,NO,2026-06-16,14670200,-14.29
98,ARWR,86.91,89.59,1662933.0,Healthcare,Biotechnology,97.0,34.0,85.0,82.0,4.7854,3.9764,2234322.0,2314780.0,95.49,15.01,,12241884160,NO,81.16,79.47,65.93,80.02,71.04,8213,0.0,1662933,NO,NO,2014-10-08,54778100,-8.99
100,HPE,53.22,52.39,15011774.0,Technology,Communication Equipment,97.0,96.0,98.0,98.0,2.8878,2.5908,26521734.0,15287590.0,64.25,19.65,,70474113024,NO,47.83,46.97,29.87,47.29,33.07,2714,0.0,15011774,YES,NO,2026-06-02,153197800,-17.17
103,MANE,111.34,107.28,851750.0,Healthcare,Biotechnology,97.0,10.0,18.0,,8.2314,8.0936,664934.0,814900.0,131.24,32.0,,4651638784,NO,110.87,107.75,,109.5,,126,1.25,851750,NO,NO,2026-06-26,4047300,-15.16
104,ELVN,59.7,61.11,1460539.0,Healthcare,Biotechnology,97.0,94.0,96.0,97.0,3.0879,3.0621,1362260.0,924620.0,62.32,14.79,,4264865280,NO,53.74,47.59,33.38,49.76,39.83,1608,0.0,1460539,NO,NO,2022-09-07,25749275,-4.2
106,NBIS,218.99,225.74,15143776.0,Communication Services,Internet Content & Information,97.0,91.0,91.0,98.0,25.7782,22.5717,19752077.0,26533330.0,299.86,53.95,,55601168384,NO,197.89,224.31,142.59,219.73,161.17,448,0.0,15143776,YES,NO,2025-09-09,88378300,-26.97
107,SEZL,174.4,177.23,559870.0,Financial Services,Credit Services,97.0,17.0,98.0,98.0,10.9966,9.9636,666747.0,446400.0,195.71,49.5,,5864551936,NO,168.6,153.57,91.7,160.29,104.05,726,0.0,559870,NO,NO,2023-09-19,10405200,-10.89
108,GH,163.18,159.79,2394173.0,Healthcare,Diagnostics & Research,97.0,37.0,98.0,92.0,8.51,7.8564,2716827.0,2054540.0,176.58,43.66,,21898129408,NO,154.72,144.7,108.75,149.46,115.48,1968,0.13,2394173,NO,NO,2026-06-26,18771300,-7.59
109,MTRN,297.08,227.1,832402.0,Basic Materials,Other Industrial Metals & Mining,97.0,95.0,96.0,97.0,20.2029,17.1636,367131.0,421910.0,304.58,104.63,2026-08-05,6179704832,NO,239.42,246.03,171.7,254.72,195.04,11691,10.34,832402,NO,NO,2007-06-20,4251800,-2.46
111,TVTX,62.76,56.02,6308104.0,Healthcare,Biotechnology,97.0,87.0,95.0,97.0,3.2019,2.8358,2029147.0,1330520.0,66.24,15.6,,5836234752,NO,56.73,53.91,38.83,55.81,41.16,3454,10.67,6308104,NO,NO,2021-08-16,31010800,-5.25
113,VSAT,81.03,86.16,4019346.0,Technology,Communication Equipment,97.0,81.0,90.0,96.0,5.8236,5.4521,2701398.0,1902410.0,93.03,21.28,,11162327040,NO,73.99,72.79,52.92,72.12,60.53,7464,0.0,4019346,NO,NO,2024-06-28,18455500,-12.9
119,SPHR,160.64,158.54,744335.0,Communication Services,Entertainment,97.0,61.0,86.0,96.0,8.8114,8.47,722409.0,831320.0,174.6,37.89,,5769161728,NO,143.69,148.06,114.16,151.47,129.35,1588,0.39,744335,NO,NO,2023-12-05,9793100,-8.0
121,LBRX,45.03,45.0,316441.0,Healthcare,Biotechnology,97.0,97.0,95.0,97.0,3.0117,2.9501,283678.0,485570.0,45.74,13.36,,1291309568,NO,35.82,32.3,25.21,33.68,28.47,226,0.0,316441,NO,NO,2025-12-19,4085700,-1.55
127,CORT,110.69,109.8,846783.0,Healthcare,Biotechnology,97.0,95.0,98.0,98.0,6.4114,5.425,1190452.0,1602240.0,122.21,28.66,,11965412352,NO,97.29,86.83,62.33,91.59,59.68,5613,0.0,846783,NO,NO,2020-09-02,88404100,-9.43
132,DDOG,283.17,288.15,5602353.0,Technology,Software - Application,97.0,89.0,98.0,97.0,12.7263,12.277,5606616.0,4209840.0,292.72,98.01,,100797251584,NO,262.32,248.72,169.12,250.14,177.81,1728,0.0,5602353,NO,NO,2025-07-08,86386000,-3.26
134,PANW,362.66,366.34,5509799.0,Technology,Software - Infrastructure,97.0,85.0,98.0,97.0,15.7457,15.6071,8136837.0,6140490.0,376.98,139.57,,295567917056,NO,338.69,311.59,216.59,319.46,228.16,3530,0.0,5509799,NO,NO,2017-03-01,130718400,-3.8
141,XMTR,92.34,91.66,1236052.0,Industrials,Industrial Distribution,97.0,23.0,97.0,93.0,6.2474,5.9092,953768.0,865020.0,106.08,35.86,,5101402112,NO,92.25,90.79,64.91,90.61,68.23,1280,0.0,1236052,NO,NO,2026-02-24,6999500,-12.95
142,RNG,61.48,60.67,1867767.0,Technology,Software - Application,97.0,98.0,92.0,98.0,3.7771,3.375,2016434.0,3446610.0,62.14,24.14,,5155627008,NO,47.57,42.9,35.58,44.16,39.26,3232,0.69,1867767,NO,NO,2026-02-11,15343500,-1.06
148,LASR,75.25,77.18,930704.0,Technology,Semiconductors,97.0,97.0,80.0,93.0,6.3651,5.5094,1267988.0,861550.0,86.95,19.45,,4244755200,NO,69.8,68.83,55.55,68.02,64.18,2080,0.0,930704,NO,NO,2026-06-26,5746600,-13.46
151,ENVA,263.02,257.79,159847.0,Financial Services,Credit Services,97.0,90.0,97.0,95.0,9.8019,8.689,344755.0,433330.0,265.54,102.43,,6548769280,NO,240.5,214.04,163.76,225.2,176.76,2947,0.28,159847,NO,NO,2015-12-18,2255200,-0.95
160,TER,389.39,403.56,3178991.0,Technology,Semiconductor Equipment & Materials,96.0,93.0,73.0,91.0,32.7136,26.5329,4410772.0,4411880.0,487.91,103.33,,60877529088,NO,353.56,382.5,293.11,379.4,338.33,13477,0.0,3178991,NO,NO,2020-09-18,30212400,-20.19
162,DAVE,430.16,429.26,422587.0,Technology,Software - Application,96.0,91.0,97.0,98.0,25.8829,25.2179,571844.0,410460.0,458.25,152.21,2026-08-05,5469160448,NO,411.54,349.97,247.08,364.24,262.87,1326,0.0,422587,NO,NO,2022-07-27,3887050,-6.13
164,AMD,482.05,518.58,47435209.0,Technology,Semiconductors,96.0,7.0,94.0,97.0,41.5171,33.6536,32232616.0,29638610.0,584.73,149.22,,786030985216,NO,510.04,514.62,315.79,508.85,357.81,11691,0.0,47435209,YES,NO,2018-08-27,325058400,-17.56
166,FTNT,164.13,168.29,4060285.0,Technology,Software - Infrastructure,96.0,70.0,98.0,97.0,7.0929,7.0929,6451972.0,6373910.0,172.09,70.12,,120424423424,NO,159.02,151.72,101.77,154.09,111.79,4202,0.0,4060285,NO,NO,2018-10-10,166853000,-4.63
168,BTSG,63.02,62.77,3164108.0,Healthcare,Health Information Services,96.0,4.0,90.0,95.0,4.0394,3.6964,3776963.0,3396740.0,73.75,19.51,,12469404672,NO,68.88,66.22,47.12,66.27,52.48,633,0.0,3178748,NO,NO,2026-07-16,32760800,-14.55
179,BJRI,67.85,67.38,463729.0,Consumer Cyclical,Restaurants,96.0,92.0,98.0,94.0,3.0293,2.635,505114.0,595260.0,74.6,28.46,,1443424896,NO,66.33,57.65,43.38,60.09,46.55,7502,0.0,464124,NO,NO,2012-10-26,5316700,-9.05
183,ATI,205.11,200.15,2574830.0,Industrials,Metal Fabrication,96.0,91.0,94.0,95.0,9.4043,8.8736,1722313.0,1423160.0,208.57,70.42,,27991449600,NO,190.79,189.38,145.03,192.63,163.4,6711,2.0,2574830,NO,NO,2025-03-21,25961500,-1.66
184,CAKE,105.31,105.83,1484185.0,Consumer Cyclical,Restaurants,96.0,98.0,97.0,96.0,3.5655,3.244,1412193.0,2136720.0,107.95,43.07,,5232365568,NO,89.84,79.57,62.0,83.81,68.08,8528,0.0,1484185,NO,NO,1992-09-18,24816375,-2.45
