Rank,Ticker,Price,Prev_Close,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,Earning_Date,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,History_Days,Gap (%),Latest Volume,9M+ Volume,HVE,HVE Date,HVE Volume,%_From_52WKH
7,MRNA,153.21,140.34,21632393.0,Healthcare,Biotechnology,98.0,98.0,98.0,98.0,21.1895,15.4079,15020504.0,56254160.0,176.66,22.28,,61118025728,NO,104.17,80.21,52.97,87.86,63.54,1943,0.0,25690832.0,YES,NO,2026-08-19,199252300.0,-13.27
14,MU,931.18,958.73,23255018.0,Technology,Semiconductors,98.0,91.0,9.0,98.0,49.45,42.3607,44984636.0,25332960.0,1255.0,114.25,,1051973255168,NO,929.37,945.94,595.45,923.01,721.5,10645,0.0,27573310.0,YES,NO,2013-10-11,153906100.0,-25.8
15,TWST,132.34,139.0,908391.0,Healthcare,Biotechnology,98.0,97.0,98.0,98.0,10.2593,8.2964,1795874.0,1865690.0,155.44,23.3,,8298763264,NO,129.38,107.56,62.7,113.05,76.58,1967,0.0,1275105.0,NO,NO,2022-11-15,7568500.0,-14.86
19,ORKA,91.74,92.62,390679.0,Healthcare,Biotechnology,98.0,13.0,97.0,98.0,5.6511,5.3604,1211771.0,891630.0,115.52,14.67,,6068119040,NO,103.11,94.77,56.91,95.98,68.91,7310,0.0,590692.0,NO,NO,2026-04-29,7921000.0,-20.59
20,ETON,60.96,60.44,324606.0,Healthcare,Drug Manufacturers - Specialty & Generic,98.0,96.0,98.0,98.0,4.3914,3.3722,542380.0,629170.0,66.37,14.27,,1744571648,NO,54.66,45.64,27.42,49.55,33.63,1958,0.0,488657.0,NO,NO,2023-08-11,15757000.0,-8.15
26,TXG,60.85,62.45,1278846.0,Healthcare,Health Information Services,98.0,95.0,98.0,98.0,3.7791,3.3937,3250536.0,3065420.0,66.94,11.16,,7928543232,NO,58.34,48.6,28.02,51.71,33.23,1751,0.0,1960031.0,NO,NO,2025-06-27,17909500.0,-9.1
31,SYRE,87.68,89.33,912611.0,Healthcare,Biotechnology,98.0,5.0,93.0,97.0,5.7815,4.7051,1318830.0,1285430.0,110.17,14.51,,7731515904,NO,102.5,98.45,60.69,98.22,73.76,2615,0.0,1404661.0,NO,NO,2023-06-22,10228380.0,-20.41
34,RVMD,208.25,205.57,1134840.0,Healthcare,Biotechnology,98.0,89.0,94.0,97.0,9.0415,7.9171,2393938.0,2077950.0,224.31,37.88,,44666638336,NO,207.8,193.69,131.2,198.84,151.12,1645,0.0,1829332.0,NO,NO,2025-06-27,26439100.0,-7.16
44,MBX,61.24,61.6,237818.0,Healthcare,Biotechnology,98.0,8.0,98.0,96.0,3.1259,2.7974,755392.0,412090.0,72.64,9.63,,2948361216,NO,66.72,61.83,39.98,63.97,43.94,492,0.0,416083.0,NO,NO,2025-09-22,28303500.0,-15.69
48,DELL,425.17,456.01,8290277.0,Technology,Computer Hardware,98.0,49.0,28.0,98.0,24.1886,23.3936,7163949.0,4886850.0,514.0,110.22,2026-09-01,274898059264,NO,457.18,434.22,247.74,433.64,304.81,2524,0.0,14731371.0,YES,NO,2016-09-07,147907159.0,-17.28
55,LABU,299.94,296.31,186063.0,ETF,ETF,97.0,96.0,97.0,96.0,25.4326,19.6319,507720.0,431490.0,341.93,71.88,,0,NO,294.36,278.09,196.31,283.88,212.98,2832,0.0,212528.0,NO,NO,2025-04-09,7938800.0,-12.28
57,TRAX,41.19,41.84,339265.0,Healthcare,Biotechnology,97.0,9.0,98.0,,2.8986,2.7343,761526.0,569450.0,49.91,14.72,,1471932160,NO,44.54,36.16,,39.0,,103,0.0,490592.0,NO,NO,2026-07-09,4512600.0,-17.47
58,DNTH,106.61,105.61,310685.0,Healthcare,Biotechnology,97.0,39.0,90.0,96.0,4.8761,4.4546,1044074.0,558000.0,117.88,23.39,,5831793664,NO,111.07,103.82,74.63,106.25,88.44,2059,0.0,576598.0,NO,NO,2025-09-08,5974200.0,-9.56
67,VSXY,83.68,85.41,1034888.0,Consumer Cyclical,Apparel Retail,97.0,12.0,97.0,92.0,3.9859,3.6281,1970325.0,1250330.0,102.46,22.02,,6647892480,NO,89.59,85.64,61.98,85.56,66.72,1284,0.0,1493503.0,NO,NO,2024-03-07,25901500.0,-18.33
78,RNG,70.15,69.62,1250790.0,Technology,Software - Application,97.0,95.0,96.0,97.0,2.92,2.8457,1851853.0,1394830.0,70.66,24.14,,5857121792,NO,65.26,51.82,38.92,56.08,44.8,3250,0.56,1982004.0,NO,NO,2026-02-11,15343500.0,-0.72
82,DK,72.57,74.34,1369628.0,Energy,Oil & Gas Refining & Marketing,97.0,84.0,97.0,96.0,4.4671,4.4079,1325492.0,1700710.0,77.14,25.85,,4443313152,NO,66.53,61.21,44.34,64.14,49.94,5113,0.0,1797521.0,NO,NO,2014-05-15,9035100.0,-5.92
87,CORT,113.09,113.35,544534.0,Healthcare,Biotechnology,97.0,29.0,97.0,98.0,4.0714,3.8807,1079544.0,827750.0,126.38,28.66,,12224847872,NO,115.52,101.62,66.09,106.03,69.94,5631,0.0,1014053.0,NO,NO,2020-09-02,88404100.0,-10.52
93,MANE,99.26,98.41,271379.0,Healthcare,Biotechnology,97.0,8.0,20.0,97.0,5.7564,5.6186,722122.0,611320.0,131.24,32.0,,4147096320,NO,106.72,111.3,,110.44,88.63,144,0.0,540462.0,NO,NO,2026-06-26,4047300.0,-24.37
94,KOD,37.24,37.35,215290.0,Healthcare,Biotechnology,97.0,4.0,49.0,91.0,2.6996,2.5575,707906.0,589620.0,47.84,8.29,,2341142272,NO,40.85,40.22,32.79,40.67,36.46,1986,0.0,391545.0,NO,NO,2022-02-23,26802500.0,-22.16
96,AMD,459.8,470.72,12460042.0,Technology,Semiconductors,97.0,15.0,9.0,98.0,19.1707,16.2686,27214974.0,16666110.0,584.73,149.22,,749795737600,NO,478.39,502.9,337.72,496.58,390.39,11710,0.0,16112953.0,YES,NO,2018-08-27,325058400.0,-21.37
99,VLO,360.85,358.92,1899309.0,Energy,Oil & Gas Refining & Marketing,96.0,92.0,96.0,95.0,10.3845,9.9859,2830214.0,2150510.0,364.9,151.25,,104128675840,NO,335.1,305.51,235.94,317.09,263.63,11255,0.0,2714282.0,NO,NO,2004-04-28,84719360.0,-1.11
