Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,Earning_Date,SMA50,SMA200,SMA10W,SMA30W,%_From_52WKH
75,SIMO,321.66,772243.0,Technology,Semiconductors,99.0,91.0,99.0,99.0,26.9314,23.4779,1000919.0,901740.0,355.0,70.12,10906795008,,245.95,140.58,264.07,164.51,-9.39
76,PRAX,308.94,559134.0,Healthcare,Biotechnology,99.0,18.0,52.0,78.0,18.3786,17.7594,449330.0,512040.0,366.52,37.19,8612868096,,315.0,250.63,316.59,307.11,-15.71
82,CDNL,81.94,794570.0,Industrials,Engineering & Construction,99.0,99.0,98.0,99.0,6.2645,6.1638,480993.0,569670.0,82.66,21.98,1253361152,,57.86,,61.25,,-0.87
83,HUT,116.1,3845443.0,Financial Services,Capital Markets,99.0,81.0,98.0,98.0,11.2774,10.6688,4757388.0,3792640.0,140.8,17.03,13072176128,,102.48,61.64,105.87,70.49,-17.54
85,NBIL,51.08,1165330.0,ETF,ETF,99.0,98.0,99.0,99.0,10.8582,10.2128,1617093.0,1594500.0,68.49,6.37,0,,36.7,,38.8,20.91,-25.42
87,AIP,41.03,872040.0,Technology,Semiconductors,99.0,93.0,98.0,98.0,3.1752,2.9472,911132.0,1016630.0,45.3,8.42,1894436480,,33.5,19.46,35.64,22.84,-9.43
88,MRVL,276.7,34013774.0,Technology,Semiconductors,99.0,98.0,99.0,99.0,32.9579,27.0857,41970769.0,75936230.0,329.88,61.44,242265571328,,210.57,117.51,221.26,134.47,-16.12
89,PENG,64.72,2654327.0,Technology,Information Technology Services,99.0,95.0,99.0,99.0,7.6706,7.2443,2766451.0,2960060.0,77.4,16.04,3401693440,,48.33,27.85,51.99,30.66,-16.38
93,TTMI,209.74,1695755.0,Technology,Electronic Components,99.0,85.0,98.0,99.0,15.7929,13.5486,2257661.0,2064330.0,223.83,38.05,21781512192,,169.33,101.27,178.5,120.88,-6.29
94,TNGX,29.12,4692718.0,Healthcare,Biotechnology,99.0,99.0,93.0,99.0,3.0423,2.5801,3828996.0,6634340.0,34.39,4.6,4741163008,,24.96,14.79,24.18,17.5,-15.32
95,KOD,36.0,620504.0,Healthcare,Biotechnology,99.0,21.0,94.0,80.0,2.8339,2.8154,1095054.0,684280.0,47.84,3.55,2252823808,,38.42,26.9,37.51,31.39,-24.75
97,NBIG,35.7,899312.0,ETF,ETF,99.0,98.0,99.0,99.0,7.6288,7.1502,1113330.0,1098950.0,47.81,4.51,0,,25.65,,27.06,14.67,-25.33
103,TSEM,275.32,1248773.0,Technology,Semiconductors,99.0,18.0,93.0,98.0,23.9573,19.5858,2569846.0,2141320.0,319.94,42.08,32760059904,,245.78,147.7,249.72,177.52,-13.95
104,DOCN,148.59,3037734.0,Technology,Software - Infrastructure,98.0,14.0,96.0,98.0,14.7359,14.1927,4284632.0,2868430.0,187.5,25.56,15507473408,,143.64,75.89,149.02,91.2,-20.75
105,LQDA,75.54,1904194.0,Healthcare,Drug Manufacturers - Specialty & Generic,98.0,97.0,98.0,97.0,4.445,4.2414,1749635.0,3215580.0,77.09,11.85,6717628416,,54.91,37.83,57.86,43.64,-2.01
107,ALAB,399.92,3934093.0,Technology,Semiconductors,98.0,96.0,99.0,98.0,39.4668,34.6966,6075798.0,7542920.0,440.99,84.78,68549464064,,278.4,190.53,299.7,197.97,-9.31
110,BRUN,34.26,1605092.0,Technology,Software - Infrastructure,98.0,95.0,99.0,98.0,4.2535,4.0826,1368135.0,1704780.0,42.0,10.19,2104546176,,25.48,15.19,27.25,16.86,-18.43
117,NBIS,259.66,14692843.0,Communication Services,Internet Content & Information,98.0,96.0,98.0,98.0,28.2023,26.5551,17464296.0,19522720.0,299.86,43.89,65927204864,,206.74,129.12,214.8,139.73,-13.41
118,VIAV,49.41,7015265.0,Technology,Communication Equipment,98.0,19.0,91.0,98.0,4.5686,4.3193,7200617.0,10200100.0,60.43,9.62,12188737536,,49.46,28.35,50.24,34.31,-18.24
123,RVMD,169.77,3200042.0,Healthcare,Biotechnology,98.0,93.0,97.0,97.0,6.9227,6.6609,3204279.0,2767100.0,171.25,34.0,36092502016,,150.64,97.8,151.55,116.32,-0.86
124,AMD,519.74,23779030.0,Technology,Semiconductors,98.0,83.0,98.0,98.0,38.1721,31.315,37910643.0,31643170.0,562.99,133.5,847488352256,,433.85,268.64,461.91,299.25,-7.68
125,CRDU,94.0,391733.0,ETF,ETF,98.0,98.0,99.0,96.0,19.8994,17.988,612093.0,799110.0,126.88,12.87,0,,64.98,,70.03,46.5,-25.91
131,SHAZ,83.69,837656.0,Technology,Information Technology Services,98.0,96.0,99.0,,11.5764,10.8721,630040.0,1482470.0,97.48,16.55,1412736768,,59.77,,63.82,,-14.15
133,DELL,434.06,5763090.0,Technology,Computer Hardware,98.0,98.0,98.0,99.0,31.4614,29.1379,8810687.0,8512730.0,469.47,110.22,280464556032,,301.46,179.57,325.37,202.08,-7.54
134,ACMR,101.6,1703992.0,Technology,Semiconductor Equipment & Materials,98.0,96.0,98.0,98.0,10.6694,9.2941,1507824.0,1803960.0,111.41,23.03,7021523968,,72.55,51.04,77.86,58.55,-8.81
136,AMBQ,81.18,2044334.0,Technology,Semiconductors,98.0,50.0,99.0,98.0,7.5734,7.1506,605061.0,757620.0,91.61,22.12,1773412608,,63.26,38.0,68.51,42.65,-11.39
139,TER,427.2,3241692.0,Technology,Semiconductor Equipment & Materials,98.0,95.0,94.0,98.0,34.3214,27.425,3946951.0,5838690.0,459.19,88.6,66874814464,,378.39,259.89,386.49,308.0,-6.97
140,POWL,294.49,367177.0,Industrials,Electrical Equipment & Parts,98.0,83.0,95.0,98.0,21.79,20.2787,667072.0,736240.0,328.0,62.07,10728755200,,281.49,173.48,287.98,202.62,-10.22
143,ATEX,79.09,487020.0,Communication Services,Telecom Services,98.0,97.0,98.0,99.0,6.7189,6.585,392983.0,688940.0,88.12,17.58,1495929728,,59.95,34.78,64.0,41.78,-10.25
146,COHR,392.5,4576456.0,Technology,Scientific & Technical Instruments,98.0,85.0,94.0,97.0,39.7271,36.9093,6185241.0,6480680.0,440.0,81.61,76788432896,,365.11,230.03,368.12,274.32,-10.8
148,DRAM,69.93,68216015.0,ETF,ETF,98.0,97.0,,,6.7557,4.3736,30410541.0,50642990.0,81.34,26.14,0,,54.13,,57.19,,-14.03
154,FORM,141.42,1241068.0,Technology,Semiconductor Equipment & Materials,98.0,88.0,92.0,98.0,12.6986,10.1586,1829419.0,1381540.0,159.09,26.08,11024363520,,135.16,84.03,137.44,102.06,-11.11
155,KLIC,123.28,1775737.0,Technology,Semiconductor Equipment & Materials,98.0,95.0,97.0,98.0,8.8686,8.055,843472.0,1200220.0,129.65,31.32,6451596800,,100.75,64.58,104.97,75.86,-4.91
156,COHU,63.66,1257896.0,Technology,Semiconductor Equipment & Materials,98.0,98.0,98.0,98.0,4.9064,4.05,1365872.0,1489680.0,70.92,17.8,3003182592,,51.6,32.46,53.64,37.24,-10.24
159,CIFR,26.22,22471221.0,Technology,Information Technology Services,98.0,91.0,96.0,94.0,2.7994,2.5858,25676574.0,23465810.0,30.14,3.65,10725269504,,21.91,17.6,22.36,18.07,-13.01
160,MKSI,381.62,1794035.0,Technology,Scientific & Technical Instruments,98.0,96.0,96.0,98.0,26.7064,20.7021,1165666.0,1295760.0,421.58,88.49,25776189440,,317.41,216.86,329.56,253.74,-9.48
163,AMAT,588.97,9714064.0,Technology,Semiconductor Equipment & Materials,98.0,99.0,97.0,98.0,45.8221,32.5914,7696403.0,11675720.0,641.18,154.47,467618267136,,463.56,327.04,486.58,379.45,-8.14
164,FLEX,150.72,6360722.0,Technology,Electronic Components,98.0,92.0,98.0,98.0,10.2778,9.2871,6523253.0,13214330.0,166.86,47.83,55220482048,,127.9,79.14,135.69,88.88,-9.67
165,MANE,117.29,1039822.0,Healthcare,Biotechnology,98.0,94.0,97.0,,7.9864,7.7479,579748.0,493410.0,118.63,32.0,4900222464,,97.15,,97.82,,-1.13
171,LRCX,374.8,11227026.0,Technology,Semiconductor Equipment & Materials,98.0,96.0,96.0,98.0,29.7964,22.1686,10145162.0,14231540.0,409.75,90.94,468713996288,,308.07,215.82,318.77,249.38,-8.53
172,GLW,205.83,19084458.0,Technology,Electronic Components,98.0,94.0,95.0,98.0,16.7286,13.1429,13046664.0,13952560.0,217.09,51.09,177145085952,,182.17,123.35,186.78,140.97,-5.19
174,STRL,867.23,601023.0,Industrials,Engineering & Construction,98.0,92.0,98.0,98.0,71.4729,64.8257,624814.0,673590.0,1005.68,217.07,26611779584,,744.28,461.48,780.25,513.32,-13.77
175,TWST,91.35,2440509.0,Healthcare,Diagnostics & Research,98.0,99.0,98.0,98.0,5.9314,5.5542,1596462.0,2330700.0,93.78,23.3,5688484352,,65.53,44.46,68.44,51.16,-2.59
178,VECO,71.16,1189466.0,Technology,Semiconductor Equipment & Materials,98.0,95.0,98.0,98.0,6.8946,6.2461,1519179.0,2223680.0,86.63,19.29,4343142912,,59.64,38.03,62.83,42.61,-17.86
181,VSXY,80.64,1297576.0,Consumer Cyclical,Apparel Retail,98.0,99.0,97.0,93.0,3.8925,3.7832,2347372.0,1724610.0,83.92,17.53,6410212352,,60.32,49.14,62.5,57.02,-3.91
185,ANAB,58.48,467420.0,Healthcare,Biotechnology,98.0,77.0,92.0,96.0,2.9471,2.9229,713908.0,516210.0,72.36,11.4,1701820672,,58.24,36.95,59.71,43.59,-19.18
189,SMTC,158.48,1782274.0,Technology,Semiconductors,98.0,37.0,98.0,97.0,14.3993,12.7686,3275683.0,4312710.0,177.35,42.38,14762596352,,137.3,90.94,142.46,101.86,-10.64
193,AMKR,82.76,4269819.0,Technology,Semiconductor Equipment & Materials,98.0,94.0,96.0,97.0,7.9152,6.943,5093501.0,7496910.0,96.68,20.59,20513929216,,73.93,49.06,75.53,56.82,-14.4
196,STM,71.84,7197371.0,Technology,Semiconductors,98.0,83.0,98.0,98.0,5.1821,3.7343,12226954.0,14738260.0,81.42,21.11,63850967040,,63.39,37.49,66.43,42.86,-11.77
202,PDFS,63.56,883999.0,Technology,Software - Application,98.0,98.0,98.0,98.0,4.5207,3.8079,727191.0,794870.0,68.16,18.12,2661112320,,50.83,34.99,53.19,39.58,-6.75
205,LABU,248.04,455613.0,ETF,ETF,98.0,98.0,96.0,92.0,18.8211,17.0032,601524.0,685360.0,257.29,55.12,0,,188.19,155.68,189.64,173.49,-3.6
206,ARM,359.08,8495059.0,Technology,Semiconductors,98.0,87.0,98.0,99.0,41.0476,36.996,11631422.0,13957490.0,452.7,100.02,383525715968,,281.8,172.52,303.91,185.42,-20.68
208,MBX,48.4,928630.0,Healthcare,Biotechnology,97.0,99.0,96.0,92.0,3.6456,3.5794,661791.0,1142720.0,49.25,9.63,2303720704,,34.32,29.27,35.77,33.83,-1.73
215,MTRN,269.62,462992.0,Basic Materials,Other Industrial Metals & Mining,97.0,97.0,97.0,97.0,13.1393,12.2386,280808.0,410530.0,281.55,78.4,5608496128,,213.81,153.71,223.84,170.13,-4.24
217,DNTH,90.8,1503949.0,Healthcare,Biotechnology,97.0,82.0,77.0,97.0,5.8564,5.2207,826567.0,1549600.0,96.5,17.11,4963694080,,86.61,58.71,86.38,67.87,-5.91
227,APGE,132.69,6541428.0,Healthcare,Biotechnology,97.0,99.0,96.0,95.0,6.6846,3.6796,2060801.0,8145890.0,133.16,34.34,9976126464,,88.42,71.28,89.21,79.73,-0.35
229,CRDO,268.99,6068895.0,Technology,Semiconductors,97.0,95.0,99.0,96.0,29.2899,25.6356,7830798.0,10390940.0,308.67,84.25,50160689152,,209.13,156.43,219.21,159.57,-12.86
233,AIS,80.27,841737.0,ETF,ETF,97.0,89.0,97.0,98.0,5.4052,3.7016,512850.0,850110.0,88.8,27.32,0,,69.38,47.32,71.96,52.29,-9.61
241,ONTO,322.24,1323767.0,Technology,Semiconductor Equipment & Materials,97.0,96.0,95.0,97.0,25.8507,20.0841,1086595.0,1337010.0,349.38,89.4,16029367296,,287.31,200.05,293.28,231.61,-7.77
243,FIX,1954.47,322349.0,Industrials,Engineering & Construction,97.0,85.0,92.0,97.0,108.1296,94.4181,427825.0,542790.0,2073.99,507.57,68766007296,,1860.83,1278.92,1890.12,1455.37,-5.76
248,SPHR,155.12,571798.0,Communication Services,Entertainment,97.0,95.0,92.0,95.0,7.3704,7.2822,713043.0,726130.0,162.0,37.89,5552086528,,139.63,101.64,142.31,117.59,-4.25
249,MTSI,373.08,1375371.0,Technology,Semiconductors,97.0,22.0,95.0,98.0,24.2428,21.0114,1406412.0,1608590.0,418.9,118.16,28464427008,,344.51,226.4,356.48,263.31,-10.94
251,PSI,168.75,282041.0,ETF,ETF,97.0,89.0,96.0,97.0,11.1221,8.1571,408788.0,580090.0,184.65,57.31,0,,148.82,100.81,154.77,113.81,-8.61
254,ARWR,79.81,1982362.0,Healthcare,Biotechnology,97.0,64.0,89.0,76.0,3.9619,3.9619,1762412.0,1739260.0,84.55,14.3,11241798656,,75.32,59.16,75.96,68.06,-5.61
264,ATRO,84.86,780056.0,Industrials,Aerospace & Defense,97.0,97.0,95.0,97.0,5.0168,4.8232,702414.0,1049871.0,88.28,21.76,4187705856,,66.37,52.37,68.38,59.12,-3.87
268,USD,96.1,815168.0,ETF,ETF,97.0,42.0,97.0,97.0,9.8404,7.3647,1063275.0,1203190.0,116.5,34.27,0,,91.77,62.9,94.27,67.91,-17.51
270,GFS,83.7,3139413.0,Technology,Semiconductors,97.0,23.0,97.0,98.0,5.4361,4.4683,4696432.0,2935130.0,92.55,31.51,45926260736,,73.42,47.93,76.63,54.24,-9.56
271,EWY,197.26,19900800.0,ETF,ETF,97.0,73.0,95.0,98.0,14.3071,9.6429,19488695.0,22667660.0,220.89,69.85,0,,182.77,125.5,187.03,142.39,-10.7
272,KLAC,240.48,11474934.0,Technology,Semiconductor Equipment & Materials,97.0,97.0,96.0,97.0,19.8829,15.699,10793956.0,16170630.0,269.9,83.22,314133053440,,199.93,147.71,208.03,165.33,-10.9
279,SOXX,601.5,8951799.0,ETF,ETF,97.0,89.0,97.0,97.0,39.9064,29.0193,8792338.0,12189260.0,655.95,232.33,0,,526.65,367.67,546.33,407.39,-8.3
280,GLWG,30.38,3113116.0,ETF,ETF,97.0,96.0,98.0,,4.675,3.6393,1057811.0,1195400.0,35.71,13.67,0,,26.2,,27.15,,-14.93
281,FLKR,64.47,750820.0,ETF,ETF,97.0,78.0,96.0,98.0,4.7014,3.0674,729169.0,1112790.0,72.49,23.84,0,,59.19,41.09,60.59,46.3,-11.06
282,WYFI,38.71,4162179.0,Technology,Information Technology Services,97.0,94.0,99.0,97.0,5.3476,5.1583,1632119.0,2822790.0,46.87,10.51,1494756224,,25.31,21.99,26.19,19.9,-17.41
285,SITM,692.47,539970.0,Technology,Semiconductors,97.0,15.0,97.0,96.0,55.2214,50.3647,495493.0,532050.0,901.81,186.49,18279010304,,668.28,420.05,693.51,480.11,-23.21
289,ON,115.74,8278112.0,Technology,Semiconductors,97.0,18.0,97.0,97.0,9.6736,7.5371,11645246.0,13038850.0,134.92,44.56,45000081408,,109.66,69.95,112.9,78.99,-14.22
290,BHE,91.88,417310.0,Technology,Electronic Components,97.0,88.0,96.0,97.0,4.615,4.0714,432932.0,584960.0,94.75,34.44,3296381952,,82.38,56.72,85.73,63.84,-3.03
291,ELVN,47.77,2215292.0,Healthcare,Biotechnology,97.0,93.0,92.0,98.0,3.7484,3.4651,1364924.0,2905090.0,49.94,14.79,3412606720,,41.98,28.78,42.42,32.86,-4.35
292,XMTR,91.68,452449.0,Industrials,Industrial Distribution,97.0,51.0,98.0,92.0,4.8518,4.5989,872340.0,642860.0,99.86,30.63,5064940032,,75.29,59.2,80.55,62.07,-8.19
295,TECL,206.15,905505.0,ETF,ETF,97.0,19.0,98.0,96.0,25.29,20.05,1410958.0,1354370.0,275.4,75.16,0,,192.77,135.72,200.8,140.45,-25.15
297,SNEX,136.13,867647.0,Financial Services,Capital Markets,97.0,95.0,97.0,97.0,6.2936,5.9243,772708.0,1217860.0,141.99,53.53,10788506624,,115.84,81.42,119.14,90.34,-4.13
298,SOXQ,105.84,4266365.0,ETF,ETF,97.0,87.0,96.0,97.0,6.8532,5.0111,2208720.0,3987310.0,115.33,42.67,0,,93.89,66.8,97.12,73.47,-8.23
300,CEVA,45.03,859416.0,Technology,Semiconductors,97.0,81.0,98.0,97.0,4.3121,3.8421,794035.0,838980.0,51.6,17.02,1254646656,,37.57,26.58,39.73,27.36,-12.73
302,EWTX,42.3,1339161.0,Healthcare,Biotechnology,97.0,96.0,89.0,97.0,2.7124,2.6595,1341950.0,1934720.0,42.46,12.15,4551184384,,34.32,26.49,34.64,30.5,-0.38
304,COHX,56.1,596978.0,ETF,ETF,97.0,76.0,96.0,,11.6114,10.7457,883243.0,810230.0,75.64,20.64,0,,54.02,,54.08,,-25.83
305,ACLS,168.91,538758.0,Technology,Semiconductor Equipment & Materials,97.0,89.0,97.0,97.0,14.5836,12.0793,678795.0,725320.0,193.78,65.64,5191262720,,154.54,104.52,160.42,113.74,-12.83
306,SANM,248.81,899475.0,Technology,Electronic Components,97.0,30.0,97.0,95.0,17.1507,15.9486,991667.0,1729040.0,288.68,93.82,13335652352,,231.94,165.68,240.76,179.87,-13.81
319,APLD,41.98,15483198.0,Technology,Information Technology Services,96.0,14.0,93.0,93.0,4.3233,4.0308,23131301.0,21980640.0,50.73,9.02,11996605440,,40.81,31.8,41.53,33.73,-17.25
321,HPE,48.75,20732215.0,Technology,Communication Equipment,96.0,96.0,97.0,96.0,2.9596,2.8291,25353420.0,29310000.0,64.25,18.2,64554921984,,37.68,26.79,39.33,28.44,-24.12
323,GH,136.96,3710191.0,Healthcare,Diagnostics & Research,96.0,95.0,96.0,91.0,6.8343,6.5921,2243454.0,2029450.0,141.07,40.35,18160887808,,109.9,95.37,114.77,104.01,-2.91
330,SEZL,159.27,545756.0,Financial Services,Credit Services,96.0,99.0,98.0,97.0,10.7043,9.8071,717690.0,767030.0,186.74,49.5,5355775488,,108.63,79.71,115.58,83.98,-14.71
331,CAT,994.45,3393783.0,Industrials,Farm & Heavy Construction Machinery,96.0,94.0,94.0,96.0,40.4857,30.2629,2633346.0,3470010.0,1023.29,369.51,458035691520,,890.83,682.23,911.97,756.12,-2.82
332,LGN,79.79,1064868.0,Industrials,Engineering & Construction,96.0,18.0,93.0,96.0,5.5605,5.1627,1765977.0,1098350.0,107.24,26.96,13105299456,,85.29,,85.64,62.65,-25.6
344,CECO,95.4,1047483.0,Industrials,Pollution & Treatment Controls,96.0,83.0,95.0,94.0,5.6543,5.2593,804138.0,896250.0,101.24,28.01,5571649536,,81.25,63.84,82.65,69.76,-5.77
347,ALGM,55.42,2606871.0,Technology,Semiconductors,96.0,94.0,97.0,98.0,4.5236,3.7661,2347679.0,2826900.0,61.67,22.41,10320445440,,47.76,35.29,49.49,38.63,-10.13
348,FPS,60.12,3693390.0,Industrials,Electrical Equipment & Parts,96.0,94.0,97.0,,4.8225,4.4418,5857332.0,4983780.0,66.0,25.95,18302265344,,47.71,,50.26,,-8.91
349,DIOD,113.04,659763.0,Technology,Semiconductors,96.0,84.0,95.0,98.0,8.5957,7.0021,649891.0,575490.0,125.99,42.28,5193592832,,105.4,69.62,107.33,77.69,-10.28
356,WGMI,66.76,902801.0,ETF,ETF,96.0,56.0,95.0,94.0,5.8614,5.3886,602498.0,659590.0,76.94,19.02,0,,59.62,48.45,60.76,48.13,-13.23
364,CRS,580.95,778824.0,Industrials,Metal Fabrication,96.0,97.0,94.0,96.0,21.8264,21.155,724317.0,945430.0,597.52,228.0,28864856064,,472.28,363.58,482.76,402.23,-2.77
366,LSCC,143.93,1212236.0,Technology,Semiconductors,96.0,24.0,93.0,96.0,10.5862,8.997,2091496.0,1895490.0,157.01,46.43,19719538688,,132.81,93.51,135.94,104.09,-8.33
367,AOSL,41.98,705807.0,Technology,Semiconductors,96.0,22.0,98.0,98.0,5.0211,4.3146,970327.0,930540.0,54.34,17.01,1256443648,,42.55,28.26,43.23,29.27,-22.75
372,TSMX,90.35,561828.0,ETF,ETF,96.0,87.0,93.0,96.0,8.5474,6.5554,1048535.0,918880.0,106.32,30.79,0,,81.66,61.39,83.55,66.96,-15.02
385,ATI,197.59,1456742.0,Industrials,Metal Fabrication,96.0,94.0,91.0,95.0,7.9525,7.7725,1842464.0,2116560.0,205.31,70.42,26965192704,,170.39,129.52,173.64,147.78,-3.76
389,SMH,618.92,10673029.0,ETF,ETF,96.0,83.0,95.0,96.0,35.325,25.8357,10161491.0,12378700.0,671.83,272.16,0,,563.27,418.11,580.08,455.3,-7.88
390,MOD,276.7,1269961.0,Consumer Cyclical,Auto Parts,96.0,24.0,85.0,97.0,18.8792,17.1471,1149588.0,1311410.0,323.25,86.48,14614127616,,269.27,194.67,273.43,214.03,-14.4
393,VRT,316.43,5231519.0,Industrials,Electrical Equipment & Parts,96.0,62.0,80.0,97.0,22.0007,17.6285,5866324.0,6930560.0,379.94,110.06,121543540736,,324.04,228.05,326.78,254.35,-16.72
396,ARCB,145.18,398358.0,Industrials,Trucking,96.0,93.0,95.0,97.0,8.888,8.0595,353811.0,585190.0,176.69,59.43,3232255488,,133.62,95.47,137.59,107.48,-17.83
400,SEI,75.98,1779441.0,Energy,Oil & Gas Equipment & Services,96.0,82.0,89.0,96.0,5.9436,5.1747,2341787.0,2209010.0,86.19,24.57,7097076224,,73.21,55.77,74.58,60.58,-11.85
408,ECG,158.99,464096.0,Industrials,Engineering & Construction,96.0,87.0,90.0,96.0,9.3416,8.313,593969.0,604530.0,171.58,60.63,8115105792,,149.17,109.64,152.3,119.81,-7.34
411,POWI,81.86,954676.0,Technology,Semiconductors,96.0,65.0,96.0,98.0,5.895,5.1671,1187419.0,1082740.0,91.18,30.86,4561238016,,75.05,50.71,77.55,55.93,-10.22
413,KYMR,99.87,1120281.0,Healthcare,Biotechnology,95.0,98.0,94.0,90.0,6.7315,6.175,629908.0,1034000.0,105.0,36.65,8215065088,,84.33,74.76,86.14,82.01,-4.89
418,SNX,283.22,1107615.0,Technology,Electronics & Computer Distribution,95.0,93.0,96.0,96.0,10.78,10.3686,864043.0,905530.0,296.47,133.71,22835007488,,247.19,180.12,253.55,193.08,-4.47
428,OUST,40.71,5179453.0,Technology,Electronic Components,95.0,32.0,98.0,96.0,5.9846,5.5311,3944258.0,4740260.0,51.5,16.4,2592125696,,34.88,27.15,36.57,26.73,-20.95
435,IRDM,42.28,1953274.0,Communication Services,Telecom Services,95.0,8.0,93.0,98.0,3.6257,3.4521,2580540.0,3175710.0,53.83,15.65,4470169088,,43.9,26.45,44.32,30.43,-21.46
436,ENTG,171.46,3231005.0,Technology,Semiconductor Equipment & Materials,95.0,96.0,93.0,97.0,14.33,11.3521,3032512.0,3979720.0,186.94,67.97,26113359872,,145.73,113.25,148.55,124.92,-8.28
