Rank,Ticker,Price,Prev_Close,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,Earning_Date,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,History_Days,Gap (%),Latest Volume,9M+ Volume,HVE,HVE Date,HVE Volume,%_From_52WKH
5,DLLL,33.74,32.56,2349258.0,ETF,ETF,98.0,95.0,97.0,98.0,3.9803,3.5541,1804693.0,3684140.0,36.97,2.17,,0,NO,27.91,25.55,12.19,27.1,17.04,397,2.18,2353031.0,NO,NO,2026-05-28,15772800.0,-8.74
6,ZCSH,90.72,95.99,537477.0,ETF,ETF,98.0,98.0,98.0,98.0,7.2762,5.0949,168535.0,624410.0,104.0,4.12,,0,NO,71.46,50.1,32.48,56.53,36.99,1232,0.0,538190.0,NO,NO,2026-09-08,1113300.0,-12.77
14,TXG,74.39,70.11,2865699.0,Healthcare,Medical Devices,98.0,98.0,98.0,98.0,3.8207,3.7679,3100629.0,2363070.0,75.61,11.16,,9692359680,NO,64.41,54.51,30.47,57.77,36.74,1761,0.01,2865699.0,NO,NO,2025-06-27,17909500.0,-1.61
16,MRNA,143.77,146.69,8227087.0,Healthcare,Biotechnology,98.0,98.0,98.0,98.0,10.4196,9.823,16352309.0,14241230.0,176.66,22.28,,57398149120,NO,141.54,93.61,58.34,100.96,69.78,1952,0.0,8227087.0,NO,NO,2026-08-19,199252300.0,-18.62
20,TWST,138.1,134.75,1287249.0,Healthcare,Biotechnology,98.0,95.0,98.0,98.0,8.6621,8.5043,1721808.0,1487400.0,155.44,23.3,,9156193280,NO,135.66,114.48,67.82,118.69,81.54,1977,0.0,1287249.0,NO,NO,2022-11-15,7568500.0,-11.16
25,PLSE,55.2,54.21,466490.0,Healthcare,Medical Instruments & Supplies,98.0,97.0,98.0,98.0,4.1081,4.0678,460606.0,840130.0,58.9,12.56,,3937008128,NO,50.77,40.89,25.28,44.05,30.14,2596,1.51,466490.0,NO,NO,2022-09-26,4339700.0,-6.28
26,DELL,543.51,534.28,9566506.0,Technology,Computer Hardware,98.0,94.0,95.0,98.0,34.5993,31.1257,7679779.0,13528210.0,568.67,110.22,,345570574336,NO,484.73,454.33,265.88,471.7,337.15,2533,1.36,9584257.0,YES,NO,2016-09-07,147907159.0,-4.42
34,ORKA,92.2,95.93,784617.0,Healthcare,Biotechnology,98.0,4.0,95.0,97.0,4.97,4.8711,1140461.0,720090.0,115.52,14.67,,6104534016,NO,97.24,95.71,60.12,96.74,72.74,7320,0.0,784617.0,NO,NO,2026-04-29,7921000.0,-20.19
37,MU,927.6,924.03,20260215.0,Technology,Semiconductors,98.0,31.0,9.0,97.0,42.8643,36.96,40639998.0,25661280.0,1255.0,154.65,,1047625072640,NO,956.22,926.44,629.08,926.13,759.71,10654,0.0,20260215.0,YES,NO,2013-10-11,153906100.0,-26.09
40,LIFE,40.28,39.36,2209310.0,Financial Services,Insurance Brokers,98.0,96.0,98.0,98.0,2.5932,2.5261,1042264.0,1177630.0,42.55,9.45,,3860372992,NO,37.66,29.22,,31.64,21.57,158,0.0,2209310.0,NO,NO,2026-08-04,5332100.0,-5.33
