Rank,Ticker,Price,Prev_Close,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,Earning_Date,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,History_Days,Gap (%),Latest Volume,9M+ Volume,HVE,HVE Date,HVE Volume,%_From_52WKH
12,MU,920.95,990.21,40289721,Technology,Semiconductors,98.0,5.0,98.0,98.0,74.6072,57.444,52281885.0,42165420.0,1255.0,103.38,,0,NO,975.8,955.39,502.06,955.87,612.41,10618,0.0,40289721,YES,NO,2013-10-11,153906100,-26.62
14,BAND,59.8,58.74,1102066,Technology,Software - Infrastructure,98.0,94.0,98.0,98.0,6.1891,6.1134,1391727.0,925140.0,79.08,12.5,,1914635008,NO,67.12,62.26,28.72,64.09,35.38,2186,0.89,1193548,NO,NO,2022-11-02,11116300,-24.38
15,AMDL,63.97,68.31,2765281,ETF,ETF,98.0,17.0,98.0,98.0,9.1121,7.3028,7140849.0,2875100.0,83.79,8.88,,0,NO,68.2,64.97,30.41,65.04,35.56,590,0.0,2765281,NO,NO,2025-10-06,106498200,-23.65
22,SYRE,102.13,99.99,752950,Healthcare,Biotechnology,98.0,96.0,96.0,98.0,6.3219,6.0119,1350385.0,1133400.0,105.09,14.51,,8869097472,NO,95.38,84.98,50.36,86.49,60.36,2589,0.57,752950,NO,NO,2023-06-22,10228380,-2.82
28,FBRX,54.78,59.7,568928,Healthcare,Biotechnology,98.0,98.0,98.0,96.0,6.3519,6.1208,498650.0,943850.0,62.46,9.1,,1121829504,NO,37.22,26.41,24.86,28.21,28.17,2332,0.0,568928,NO,NO,2024-11-20,29599400,-12.3
29,LQDA,86.22,89.03,1367902,Healthcare,Drug Manufacturers - Specialty & Generic,98.0,94.0,98.0,97.0,5.5557,5.3443,1953080.0,1496440.0,91.1,16.82,,7667380736,NO,79.57,70.49,43.39,72.82,49.89,2009,0.0,1372781,NO,NO,2022-07-19,30246200,-5.36
30,ORKA,92.16,91.95,510325,Healthcare,Biotechnology,98.0,93.0,95.0,98.0,5.0786,4.9671,1777540.0,963290.0,97.78,12.84,,5558363136,NO,89.05,74.8,47.29,76.9,55.18,7284,0.0,510325,NO,NO,2026-04-29,7921000,-5.75
31,STX,851.69,913.36,5199348,Technology,Computer Hardware,98.0,4.0,96.0,98.0,72.1907,58.7614,4650986.0,5067720.0,1145.0,138.3,,0,NO,869.65,887.47,503.66,881.1,601.87,5941,0.0,5199348,NO,NO,2012-06-29,89629700,-25.62
35,DELL,437.5,439.34,4218218,Technology,Computer Hardware,98.0,56.0,98.0,98.0,31.1235,28.3907,8777954.0,6602890.0,469.47,110.22,,282687307776,NO,420.05,383.15,208.23,397.82,239.7,2497,0.0,4218218,NO,NO,2016-09-07,147907159,-6.81
36,DMRA,28.82,29.17,546457,Healthcare,Biotechnology,98.0,98.0,85.0,26.0,2.7347,2.7347,577116.0,444190.0,38.33,2.45,,1773963008,NO,29.25,25.48,23.38,25.74,25.53,1439,0.0,554249,NO,NO,2025-10-07,77432200,-24.81
