Rank,Ticker,Price,Prev_Close,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,Earning_Date,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,History_Days,Gap (%),Latest Volume,9M+ Volume,HVE,HVE Date,HVE Volume,%_From_52WKH
12,MU,990.21,959.48,39884211,Technology,Semiconductors,98.0,11.0,98.0,98.0,71.5522,55.66,52199070.0,42233360.0,1255.0,103.38,,0,NO,990.43,952.3,498.41,962.8,614.72,10617,1.64,39884211,YES,NO,2013-10-11,153906100,-21.1
16,AMDL,68.31,71.63,3293649,ETF,ETF,98.0,68.0,98.0,98.0,9.5388,7.5651,7480940.0,3016990.0,83.79,8.88,,0,NO,68.51,64.78,30.17,65.47,35.71,589,0.0,3293649,NO,NO,2025-10-06,106498200,-18.47
19,ABVX,131.16,129.73,745698,Healthcare,Biotechnology,98.0,98.0,85.0,68.0,4.6346,4.516,2090060.0,1015770.0,148.83,65.67,,11431994368,NO,130.53,117.74,115.81,120.17,119.21,690,0.0,745698,NO,NO,2025-07-23,27831900,-11.87
20,LITE,833.64,829.7,4535221,Technology,Communication Equipment,98.0,58.0,18.0,98.0,65.1383,54.3455,5602136.0,4211670.0,1085.68,101.22,,64857194496,NO,784.17,858.83,585.22,835.09,718.05,2766,0.0,4535221,NO,NO,2026-03-20,22868800,-23.21
26,BAND,58.74,64.37,819492,Technology,Software - Infrastructure,98.0,92.0,98.0,98.0,6.1744,6.0987,1386057.0,1033660.0,79.08,12.5,,1880696704,NO,66.75,62.05,28.5,63.98,35.35,2185,0.0,819492,NO,NO,2022-11-02,11116300,-25.72
28,FBRX,59.7,56.63,751916,Healthcare,Biotechnology,98.0,99.0,98.0,97.0,6.0572,5.8261,489422.0,1355310.0,62.46,9.1,,1222585344,NO,35.41,25.8,24.66,28.7,28.33,2331,0.0,751916,NO,NO,2024-11-20,29599400,-4.42
30,STX,913.36,908.1,4542809,Technology,Computer Hardware,98.0,4.0,97.0,98.0,71.3957,56.5036,4620552.0,5067310.0,1145.0,138.3,,204801785856,NO,878.33,886.61,500.62,887.27,603.93,5940,0.0,4551942,NO,NO,2012-06-29,89629700,-20.23
31,LQDA,89.03,87.04,1586218,Healthcare,Drug Manufacturers - Specialty & Generic,98.0,96.0,98.0,97.0,5.3464,5.135,1938668.0,1421780.0,90.89,16.82,,7917268480,NO,79.11,69.9,43.07,73.1,49.98,2008,0.0,1586218,NO,NO,2022-07-19,30246200,-2.05
32,SYRE,99.99,99.17,538496,Healthcare,Biotechnology,98.0,74.0,95.0,98.0,6.3511,6.0411,1349832.0,1202900.0,105.09,14.51,,8683256832,NO,94.71,84.43,49.93,86.28,60.29,2588,0.0,634817,NO,NO,2023-06-22,10228380,-4.85
37,MBX,63.57,58.3,537679,Healthcare,Biotechnology,98.0,98.0,98.0,94.0,4.9295,4.7934,857073.0,847810.0,66.55,9.63,,3025775360,NO,58.72,44.36,33.52,46.98,37.97,465,0.0,537679,NO,NO,2025-09-22,28303500,-4.48
