Rank,Ticker,Price,Prev_Close,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,Earning_Date,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,History_Days,Gap (%),Latest Volume,9M+ Volume,HVE,HVE Date,HVE Volume,%_From_52WKH
4,ZCSH,124.69,121.58,512420.0,ETF,ETF,98.0,98.0,98.0,98.0,10.2214,7.4521,255050.0,805250.0,131.72,4.12,,0,NO,94.13,61.44,35.64,67.88,41.55,1239,0.0,512420.0,NO,NO,2026-09-17,1509200.0,-5.34
9,DLLL,32.48,34.25,2207935.0,ETF,ETF,98.0,97.0,95.0,98.0,3.8577,3.4058,1858079.0,2261150.0,40.21,2.17,,0,NO,31.99,27.1,13.33,28.62,18.1,404,0.0,2207935.0,NO,NO,2026-05-28,15772800.0,-19.22
11,SNDK,1753.62,1816.5699,8145414.0,Technology,Computer Hardware,98.0,96.0,3.0,98.0,108.1659,96.2045,13808139.0,9931440.0,2354.39,93.53,,256763297792,NO,1649.15,1509.42,1100.15,1550.46,1388.15,405,0.0,8145414.0,NO,NO,2025-11-26,43000900.0,-25.52
15,MRNA,194.82,182.11,16480135.0,Healthcare,Biotechnology,98.0,96.0,98.0,98.0,11.9482,11.3125,16774707.0,15365310.0,195.71,22.28,,77779140608,NO,152.89,107.4,63.4,115.29,74.83,1959,0.0,16480135.0,YES,NO,2026-08-19,199252300.0,-0.45
18,AMDL,83.9,80.3,2337722.0,ETF,ETF,98.0,98.0,89.0,98.0,6.1124,4.8569,2994215.0,2607360.0,84.31,9.45,,0,NO,59.12,56.52,38.05,58.23,48.14,633,0.0,2337722.0,NO,NO,2025-10-06,106498200.0,-0.49
21,TXG,84.11,75.62,4085689.0,Healthcare,Medical Devices,98.0,97.0,98.0,98.0,5.1141,4.8949,3072176.0,3044150.0,85.93,11.16,,10958790656,NO,68.9,58.84,32.25,62.03,38.85,1767,0.0,4085689.0,NO,NO,2025-06-27,17909500.0,-2.12
23,TWST,184.03,158.5,3527858.0,Healthcare,Biotechnology,98.0,97.0,98.0,98.0,11.205,10.6257,1723874.0,2102180.0,185.22,23.3,,12201405440,NO,142.73,123.01,71.76,130.6,87.07,1983,0.0,3527858.0,NO,NO,2022-11-15,7568500.0,-0.64
35,MU,1080.53,1071.88,21938990.0,Technology,Semiconductors,98.0,95.0,12.0,98.0,46.2772,37.3614,37437457.0,25248950.0,1255.0,154.65,,1220343234560,NO,986.8,937.03,656.92,958.1,784.92,10661,0.0,21938990.0,YES,NO,2013-10-11,153906100.0,-13.9
45,DELL,536.02,549.83,7927868.0,Technology,Computer Hardware,98.0,96.0,93.0,98.0,31.16,27.5271,7860657.0,9935010.0,595.51,110.22,,340808368128,NO,524.65,472.29,280.8,488.13,350.9,2540,0.0,7927868.0,NO,NO,2016-09-07,147907159.0,-9.99
46,BAND,61.83,59.13,1064033.0,Technology,Software - Infrastructure,98.0,97.0,89.0,98.0,4.7493,4.525,1086782.0,1116420.0,79.08,12.5,,1989738240,NO,50.52,52.19,35.93,51.21,46.24,2228,0.0,1064033.0,NO,NO,2022-11-02,11116300.0,-21.81
50,ETON,59.49,55.61,720531.0,Healthcare,Drug Manufacturers - Specialty & Generic,98.0,16.0,97.0,98.0,2.76,2.73,564663.0,429870.0,66.37,14.27,,1700410752,NO,58.56,52.57,30.72,54.62,37.47,1974,1.04,720531.0,NO,NO,2023-08-11,15757000.0,-10.37
51,PLSE,51.83,51.98,642008.0,Healthcare,Medical Instruments & Supplies,98.0,88.0,98.0,97.0,4.7017,4.5929,496701.0,633840.0,58.9,12.56,,3696651008,NO,51.86,43.9,26.43,46.24,31.2,2602,0.0,642008.0,NO,NO,2022-09-26,4339700.0,-12.0
