Rank,Ticker,Price,Prev_Close,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,Earning_Date,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,History_Days,Gap (%),Latest Volume,9M+ Volume,HVE,HVE Date,HVE Volume,%_From_52WKH
4,SNDK,1737.99,1740.0,10879063.0,Technology,Computer Hardware,98.0,97.0,68.0,98.0,101.7493,94.2429,14119288.0,11825320.0,2354.39,69.57,,254474764288,NO,1554.79,1543.2,1011.43,1533.45,1316.3,393,0.0,11033512.0,YES,NO,2025-11-26,43000900.0,-26.18
9,DLLL,33.18,31.98,945235.0,ETF,ETF,98.0,97.0,96.0,98.0,3.1961,3.0762,1810393.0,3175790.0,33.75,2.17,,0,NO,26.58,24.54,11.43,25.86,15.88,392,0.0,948466.0,NO,NO,2026-05-28,15772800.0,-1.69
15,MRNA,140.33,145.55,10008338.0,Healthcare,Biotechnology,98.0,98.0,98.0,98.0,23.1871,17.362,15928011.0,24282610.0,176.66,22.28,,56024776704,NO,121.99,86.96,55.4,93.05,66.52,1947,0.0,10210458.0,YES,NO,2026-08-19,199252300.0,-20.56
24,MU,1000.26,1016.59,26209832.0,Technology,Semiconductors,98.0,93.0,66.0,98.0,43.7007,40.3407,43040188.0,25069080.0,1255.0,131.56,,1129686761472,NO,950.27,935.64,610.34,933.8,743.89,10649,0.0,26248193.0,YES,NO,2013-10-11,153906100.0,-20.3
28,TXG,65.6,62.65,3257158.0,Healthcare,Medical Devices,98.0,96.0,98.0,98.0,3.8626,3.6437,3136372.0,2550410.0,66.94,11.16,,8547100672,NO,61.5,51.45,29.19,54.3,34.79,1756,0.0,3257158.0,NO,NO,2025-06-27,17909500.0,-2.0
33,TWST,128.06,124.72,1805070.0,Healthcare,Biotechnology,98.0,91.0,98.0,98.0,10.543,9.4966,1771803.0,1475730.0,155.44,23.3,,8030312448,NO,133.87,111.48,65.26,114.03,78.58,1972,0.0,1805070.0,NO,NO,2022-11-15,7568500.0,-17.61
38,ORKA,94.31,92.51,856270.0,Healthcare,Biotechnology,98.0,16.0,96.0,98.0,5.8185,5.6399,1176740.0,792480.0,115.52,14.67,,6244236800,NO,101.25,95.42,58.53,96.4,70.81,7315,0.0,867809.0,NO,NO,2026-04-29,7921000.0,-18.36
40,DELL,533.49,524.14,6258523.0,Technology,Computer Hardware,98.0,94.0,94.0,98.0,29.3657,28.2386,7635059.0,11308160.0,538.42,110.22,,344807440384,NO,469.91,442.14,255.51,457.51,321.99,2528,0.0,6515076.0,NO,NO,2016-09-07,147907159.0,-0.92
41,ETON,59.35,58.45,386868.0,Healthcare,Drug Manufacturers - Specialty & Generic,98.0,97.0,98.0,98.0,3.0971,3.0579,550259.0,574430.0,66.37,14.27,,1696266240,NO,58.32,48.21,28.49,51.24,34.88,1963,0.0,386868.0,NO,NO,2023-08-11,15757000.0,-10.58
48,CDNA,50.31,50.88,921782.0,Healthcare,Diagnostics & Research,98.0,88.0,98.0,98.0,2.5349,2.5106,1138258.0,1194930.0,53.67,13.12,,2602748928,NO,48.65,41.14,25.24,44.07,28.71,3054,0.0,934640.0,NO,NO,2025-07-17,16111000.0,-6.26
