Rank,Ticker,Price,Prev_Close,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,Earning_Date,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,History_Days,Gap (%),Latest Volume,9M+ Volume,HVE,HVE Date,HVE Volume,%_From_52WKH
9,CCUP,26.38,2.65,178811.0,ETF,ETF,98.0,98.0,98.0,98.0,2.1302,0.441,6038512.0,7236670.0,28.89,1.18,,0,NO,2.95,2.29,4.19,4.19,4.41,261,0.0,178811,NO,NO,2026-07-10,17968000,-8.69
13,CRWU,36.23,3.77,206621.0,ETF,ETF,98.0,98.0,98.0,98.0,3.1009,0.8222,5543179.0,8252310.0,37.17,2.04,,0,NO,5.69,5.32,6.87,7.29,7.06,271,851.99,206621,NO,NO,2026-08-12,17483800,-2.53
19,MRNA,138.89,145.13,31457113.0,Healthcare,Biotechnology,98.0,98.0,98.0,98.0,16.9831,11.8659,12883224.0,42640750.0,176.66,22.28,,55449874432,NO,76.73,69.39,49.3,79.25,59.8,1937,0.0,31457113,YES,NO,2026-08-19,199252300,-21.38
20,TWST,140.8,145.59,1804771.0,Healthcare,Diagnostics & Research,98.0,97.0,98.0,98.0,9.8979,8.47,1808412.0,1737490.0,145.93,23.3,,8829205504,NO,115.99,101.3,59.85,108.6,73.41,1962,0.0,1804771,NO,NO,2022-11-15,7568500,-3.52
24,TXG,63.8,65.12,3741921.0,Healthcare,Health Information Services,98.0,96.0,98.0,98.0,4.208,3.9648,3248804.0,3356970.0,65.47,11.16,,8312576512,NO,54.38,45.46,26.81,49.28,31.82,1746,0.0,3741921,NO,NO,2025-06-27,17909500,-2.55
27,ORKA,102.42,107.96,992186.0,Healthcare,Biotechnology,98.0,85.0,97.0,98.0,5.5157,5.4146,1223790.0,850430.0,115.52,14.34,,6781197312,NO,102.36,92.11,55.2,96.42,67.13,7305,0.0,992186,NO,NO,2026-04-29,7921000,-11.34
30,SYRE,106.65,106.49,640568.0,Healthcare,Biotechnology,98.0,67.0,95.0,97.0,5.0151,4.9286,1251030.0,847130.0,110.17,14.51,,9261620224,NO,103.51,97.47,58.89,99.46,72.42,2610,0.0,640568,NO,NO,2023-06-22,10228380,-3.2
38,ETON,64.43,63.47,790378.0,Healthcare,Drug Manufacturers - Specialty & Generic,98.0,97.0,98.0,98.0,4.3579,3.4807,525143.0,842540.0,66.37,14.27,,1841611520,NO,50.97,42.68,26.32,47.25,32.17,1953,0.84,790378,NO,NO,2023-08-11,15757000,-2.92
41,DFTX,43.27,44.91,1726448.0,Healthcare,Biotechnology,98.0,32.0,98.0,98.0,3.1046,2.9146,3026914.0,2673420.0,49.7,8.7,,5814057984,NO,43.96,42.01,23.62,44.41,28.5,2455,0.0,1726448,NO,NO,2024-03-07,38010300,-12.94
47,ATEX,90.38,93.25,376895.0,Communication Services,Telecom Services,98.0,11.0,95.0,97.0,7.1371,6.8807,452633.0,407630.0,113.0,17.58,,1772332416,NO,93.23,94.22,50.43,95.76,64.08,2906,0.0,376895,NO,NO,2020-12-21,3077900,-20.02
49,RVMD,211.58,209.46,1597915.0,Healthcare,Biotechnology,98.0,85.0,95.0,97.0,6.9576,6.8917,2548395.0,1581620.0,220.34,35.62,,45349298176,NO,200.98,188.25,127.43,195.1,147.06,1640,0.0,1597915,NO,NO,2025-06-27,26439100,-3.98
51,DELL,433.19,442.08,4334912.0,Technology,Computer Hardware,98.0,19.0,95.0,98.0,28.28,26.2157,8552385.0,5328320.0,514.0,110.22,,279902420992,NO,444.35,428.85,238.47,428.78,293.91,2518,0.0,4334912,NO,NO,2016-09-07,147907159,-15.72
55,LITE,830.17,866.71,3905688.0,Technology,Communication Equipment,98.0,82.0,7.0,83.0,83.2644,76.6123,5275764.0,5654440.0,1085.68,119.25,,74466246656,NO,823.22,813.22,655.83,807.02,796.84,2788,0.0,3905688,NO,NO,2026-03-20,22868800,-23.53
57,PRAX,368.03,375.94,265005.0,Healthcare,Biotechnology,98.0,87.0,70.0,54.0,22.686,20.1517,507137.0,413130.0,392.7,37.19,,10275393536,NO,348.42,326.31,299.76,339.04,323.31,1469,0.0,265005,NO,NO,2025-10-16,13741900,-6.28
58,MBX,66.39,66.33,531026.0,Healthcare,Biotechnology,98.0,78.0,98.0,96.0,3.3703,3.3703,770740.0,432760.0,72.64,9.63,,3197348864,NO,66.55,59.33,38.97,63.11,43.17,487,0.0,531026,NO,NO,2025-09-22,28303500,-8.6
59,PLSE,49.13,50.42,345859.0,Healthcare,Medical Instruments & Supplies,98.0,98.0,98.0,97.0,3.2841,3.2694,375469.0,469110.0,50.71,12.56,,3504079872,NO,42.01,33.46,22.48,36.45,26.98,2581,0.0,345859,NO,NO,2022-09-26,4339700,-3.12
71,LABU,308.33,317.2,353512.0,ETF,ETF,98.0,93.0,97.0,96.0,22.6241,19.3584,523938.0,436470.0,341.93,66.6,,0,NO,273.51,265.36,191.38,279.13,207.75,2827,0.0,353512,NO,NO,2025-04-09,7938800,-9.83
73,DNTH,110.07,111.1,531928.0,Healthcare,Biotechnology,98.0,75.0,92.0,97.0,5.3068,5.2439,1069745.0,691310.0,117.88,22.81,,6017112064,NO,110.3,101.05,72.79,104.97,86.53,2054,0.0,531928,NO,NO,2025-09-08,5974200,-6.63
75,TRAX,43.28,43.11,677249.0,Healthcare,Biotechnology,98.0,92.0,98.0,,3.0082,3.0082,759264.0,594180.0,49.91,14.72,,1546430848,NO,44.77,33.58,,36.34,,98,0.0,677249,NO,NO,2026-07-09,4512600,-13.28
76,LIFE,36.72,34.16,2614965.0,Financial Services,Insurance Brokers,98.0,98.0,98.0,98.0,2.8614,2.8614,832306.0,1303770.0,37.17,9.45,,3519188224,NO,29.68,22.83,,25.33,18.62,143,0.0,2614965,NO,NO,2026-08-04,5332100,-1.21
89,VSXY,87.12,85.39,968810.0,Consumer Cyclical,Apparel Retail,97.0,65.0,97.0,91.0,4.2939,4.0367,2144941.0,1444200.0,102.46,21.39,,6925318656,NO,89.94,84.84,60.69,85.73,65.91,1279,0.98,968810,NO,NO,2024-03-07,25901500,-14.97
96,CORT,123.24,122.25,1012150.0,Healthcare,Biotechnology,97.0,94.0,98.0,98.0,3.6047,3.5761,1104429.0,773650.0,124.01,28.66,,13322046464,NO,112.8,98.11,65.05,104.05,67.73,5626,0.0,1012150,NO,NO,2020-09-02,88404100,-0.62
106,PBF,69.51,73.53,2885285.0,Energy,Oil & Gas Refining & Marketing,97.0,86.0,97.0,97.0,4.1193,3.9921,2944829.0,2726610.0,75.68,24.18,,8239496704,NO,68.83,58.09,42.75,61.74,47.91,3443,0.0,2885285,NO,NO,2022-11-30,33081200,-8.15
110,HPE,52.43,53.45,10477405.0,Technology,Communication Equipment,97.0,83.0,95.0,98.0,3.0402,2.8602,26057396.0,15392850.0,64.25,19.84,,69427994624,NO,52.91,49.15,31.91,49.27,36.42,2727,0.0,10477405,YES,NO,2026-06-02,153197800,-18.4
122,ARWR,86.73,87.11,1104361.0,Healthcare,Biotechnology,97.0,43.0,84.0,90.0,2.9196,2.7634,2061053.0,1019080.0,95.49,20.45,,12250999808,NO,87.22,82.75,69.08,83.2,73.07,8226,0.0,1104361,NO,NO,2014-10-08,54778100,-9.17
124,CAKE,114.61,113.33,2112932.0,Consumer Cyclical,Restaurants,97.0,96.0,98.0,95.0,4.4921,4.3871,1597790.0,1944370.0,118.46,43.07,,5703066112,NO,107.29,90.99,65.75,96.26,73.64,8541,0.0,2112932,NO,NO,1992-09-18,24816375,-3.25
130,RNG,67.08,67.01,1041980.0,Technology,Software - Application,97.0,96.0,96.0,96.0,2.7502,2.7052,1880154.0,1415280.0,68.45,24.14,,5601593344,NO,62.27,48.72,37.89,52.58,43.3,3245,0.0,1041980,NO,NO,2026-02-11,15343500,-2.0
131,DK,68.08,71.47,1672123.0,Energy,Oil & Gas Refining & Marketing,97.0,79.0,96.0,97.0,4.1343,3.9564,1263719.0,1554170.0,72.0,24.7,,4168686592,NO,65.18,58.48,43.57,61.37,48.61,5108,0.0,1672123,NO,NO,2014-05-15,9035100,-5.44
133,PACS,44.25,44.25,544941.0,Healthcare,Medical Care Facilities,97.0,9.0,86.0,57.0,2.5957,2.5389,901267.0,662700.0,49.49,7.5,,7006350848,NO,45.46,43.52,36.37,45.0,38.66,594,0.0,544941,NO,NO,2024-11-04,13886700,-10.59
137,SPHR,157.31,158.36,521353.0,Communication Services,Entertainment,97.0,89.0,89.0,91.0,7.6609,7.4402,740888.0,790600.0,181.63,42.4,,5649569792,NO,158.26,154.19,120.49,154.72,135.83,1601,0.0,521353,NO,NO,2023-12-05,9793100,-13.39
148,SEPN,40.52,40.0,520473.0,Healthcare,Biotechnology,97.0,92.0,95.0,92.0,2.7855,2.7619,442620.0,607370.0,51.1,11.7,,1891350016,NO,40.3,36.98,28.85,37.21,30.62,457,0.6,520473,NO,NO,2025-05-14,37815800,-20.7
153,PTGX,154.72,154.32,483338.0,Healthcare,Biotechnology,97.0,87.0,96.0,95.0,5.4813,5.1751,690880.0,482620.0,160.81,54.5,,10011665408,NO,146.5,135.1,103.13,140.86,111.97,2522,0.0,483338,NO,NO,2021-10-11,45683600,-3.79
161,LQDA,70.27,68.62,1291327.0,Healthcare,Drug Manufacturers - Specialty & Generic,96.0,1.0,84.0,97.0,4.9236,4.7186,1940117.0,2176720.0,93.61,21.15,,6289789440,NO,81.36,79.12,49.47,78.89,56.54,2030,0.0,1291327,NO,NO,2022-07-19,30246200,-24.93
167,MANE,98.46,102.82,717276.0,Healthcare,Biotechnology,96.0,4.0,17.0,97.0,6.2393,5.9671,725669.0,658260.0,131.24,32.0,,4113672192,NO,108.11,110.62,,113.04,86.55,139,0.0,717276,NO,NO,2026-06-26,4047300,-24.98
168,CRL,298.58,295.19,786058.0,Healthcare,Diagnostics & Research,96.0,95.0,98.0,96.0,12.0875,10.6989,904332.0,967190.0,299.32,144.26,,14253872128,NO,267.34,236.35,194.63,250.46,197.92,6580,0.83,786058,NO,NO,2025-04-11,11604900,-0.25
179,HNGE,89.98,88.42,2580174.0,Healthcare,Health Information Services,96.0,91.0,97.0,97.0,5.0212,5.0012,1946662.0,1451570.0,93.13,30.08,,7260883968,NO,83.89,81.47,54.64,84.42,59.87,315,0.0,2580174,NO,NO,2025-05-22,9172800,-3.38
