Rank,Ticker,Price,Prev_Close,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,Earning_Date,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,History_Days,Gap (%),Latest Volume,9M+ Volume,HVE,HVE Date,HVE Volume,%_From_52WKH
10,DLLL,28.33,21.53,13123860.0,ETF,ETF,98.0,95.0,76.0,98.0,3.0345,2.8976,1693474.0,1350820.0,32.1,2.17,,0,NO,25.6,23.99,10.89,24.42,14.79,388,17.42,13218706.0,YES,NO,2026-05-28,15772800.0,-11.74
15,MRNA,150.81,154.27,16192441.0,Healthcare,Biotechnology,98.0,98.0,98.0,98.0,21.6806,15.899,15339760.0,58403980.0,176.66,22.28,,60208766976,NO,108.89,82.01,53.6,87.52,63.43,1944,0.0,16499865.0,YES,NO,2026-08-19,199252300.0,-14.63
22,MU,956.08,933.44,20963502.0,Technology,Semiconductors,98.0,86.0,9.0,98.0,46.5459,39.4566,44670842.0,24381000.0,1255.0,117.3,,1079790206976,NO,932.52,944.03,599.05,925.27,722.26,10646,0.0,20995040.0,YES,NO,2013-10-11,153906100.0,-23.82
26,ETON,61.96,60.43,504657.0,Healthcare,Drug Manufacturers - Specialty & Generic,98.0,97.0,98.0,98.0,4.4679,3.5564,544626.0,598320.0,66.37,14.27,,1771011072,NO,56.16,46.75,27.85,49.41,33.58,1960,1.19,510129.0,NO,NO,2023-08-11,15757000.0,-6.64
28,TWST,131.0,132.06,1872113.0,Healthcare,Biotechnology,98.0,96.0,98.0,98.0,10.9379,8.975,1798850.0,1863270.0,155.44,23.3,,8624047104,NO,130.95,108.48,63.2,112.95,76.55,1968,0.0,1899285.0,NO,NO,2022-11-15,7568500.0,-15.72
31,ORKA,91.63,92.11,666201.0,Healthcare,Biotechnology,98.0,13.0,97.0,98.0,5.6064,5.4279,1202800.0,893760.0,115.52,14.67,,6066794496,NO,102.48,95.05,57.55,95.4,68.71,7312,0.0,671734.0,NO,NO,2026-04-29,7921000.0,-20.68
32,TXG,61.65,59.98,1561925.0,Healthcare,Medical Devices,98.0,97.0,98.0,98.0,3.7419,3.523,3232530.0,3064500.0,66.94,11.16,,8032450560,NO,59.74,49.76,28.47,51.55,33.18,1753,0.43,1591998.0,NO,NO,2025-06-27,17909500.0,-7.9
33,PLSE,52.68,52.09,975551.0,Healthcare,Medical Instruments & Supplies,98.0,97.0,98.0,98.0,2.8672,2.8565,399068.0,440800.0,54.39,12.56,,3757275136,NO,46.74,36.86,23.68,38.72,28.0,2588,0.1,977698.0,NO,NO,2022-09-26,4339700.0,-3.14
42,DELL,492.0,425.0,34995636.0,Technology,Computer Hardware,98.0,84.0,86.0,98.0,27.3071,26.1803,7154280.0,5874770.0,514.0,110.22,,317902061568,NO,458.66,435.51,249.53,440.36,307.05,2525,8.72,35832489.0,YES,NO,2016-09-07,147907159.0,-4.28
47,SYRE,87.05,88.5,1311437.0,Healthcare,Biotechnology,98.0,8.0,92.0,97.0,5.7626,4.6861,1328587.0,1333390.0,110.17,14.51,,7559531520,NO,101.6,98.18,61.01,98.08,73.71,2616,0.0,1361506.0,NO,NO,2023-06-22,10228380.0,-20.99
49,RVMD,209.23,209.87,1289507.0,Healthcare,Biotechnology,98.0,88.0,94.0,97.0,8.9365,8.7599,2363458.0,2095780.0,224.31,38.49,,44845608960,NO,209.12,195.33,132.64,197.45,150.66,1647,0.0,1305998.0,NO,NO,2025-06-27,26439100.0,-6.72
50,TRAX,45.28,41.17,1357816.0,Healthcare,Biotechnology,98.0,24.0,98.0,,3.2169,2.8319,758942.0,552730.0,49.91,14.72,,1617892608,NO,44.5,36.69,,39.41,,104,8.04,1365054.0,NO,NO,2026-07-09,4512600.0,-9.28
53,LITE,870.58,868.95,2728827.0,Technology,Communication Equipment,98.0,78.0,13.0,88.0,65.8426,59.889,5005441.0,3860370.0,1085.68,130.97,,78091026432,NO,883.87,815.91,678.95,818.87,809.62,2795,0.0,2760129.0,NO,NO,2026-03-20,22868800.0,-19.81
56,LABU,311.71,300.7,606659.0,ETF,ETF,98.0,97.0,98.0,97.0,26.6441,20.8434,489869.0,419400.0,341.93,74.95,,0,NO,297.48,279.72,197.19,284.99,213.35,2833,1.34,611369.0,NO,NO,2025-04-09,7938800.0,-8.84
70,LIFE,36.8,35.0,1208749.0,Financial Services,Insurance Brokers,98.0,97.0,98.0,98.0,2.53,2.5071,932934.0,1394140.0,40.97,9.45,,3526855168,NO,35.0,25.89,,27.25,19.49,150,1.89,1223478.0,NO,NO,2026-08-04,5332100.0,-10.18
71,DNTH,106.24,106.62,555415.0,Healthcare,Biotechnology,98.0,43.0,94.0,97.0,5.01,4.5886,1036434.0,569230.0,117.88,23.66,,5942468096,NO,110.86,104.2,74.97,106.21,88.43,2060,0.0,565134.0,NO,NO,2025-09-08,5974200.0,-9.87
94,PBF,75.49,74.99,2334250.0,Energy,Oil & Gas Refining & Marketing,97.0,93.0,98.0,96.0,4.1127,4.0505,2935004.0,2656230.0,77.93,25.62,,8947753984,NO,70.57,62.56,43.92,65.15,49.3,3450,0.0,2712802.0,NO,NO,2022-11-30,33081200.0,-3.13
97,RNG,72.62,70.77,1290748.0,Technology,Software - Application,97.0,96.0,97.0,97.0,3.01,2.9479,1849331.0,1448560.0,72.85,24.14,,6064217600,NO,65.85,52.57,39.14,56.26,44.86,3251,0.0,1552783.0,NO,NO,2026-02-11,15343500.0,-0.32
125,MANE,98.45,97.51,379242.0,Healthcare,Biotechnology,97.0,10.0,53.0,97.0,5.6562,5.5491,724025.0,619740.0,131.24,32.0,,4113254144,NO,105.61,111.1,,110.15,88.54,146,0.3,427006.0,NO,NO,2026-06-26,4047300.0,-24.98
128,KYMR,118.63,119.05,973519.0,Healthcare,Biotechnology,97.0,92.0,97.0,92.0,5.3129,5.0511,855250.0,612210.0,130.05,40.1,,9758217216,NO,117.87,113.69,88.56,114.41,94.5,1515,0.0,982819.0,NO,NO,2025-12-08,7495500.0,-8.78
131,VSXY,84.84,84.17,2322059.0,Consumer Cyclical,Apparel Retail,97.0,18.0,74.0,92.0,3.8394,3.6144,1836484.0,1285520.0,102.46,22.54,,6744077312,NO,89.27,85.9,62.5,85.44,66.68,1286,0.0,2631900.0,NO,NO,2024-03-07,25901500.0,-17.2
134,DK,71.46,73.34,1554952.0,Energy,Oil & Gas Refining & Marketing,97.0,85.0,97.0,96.0,4.4789,4.4196,1341871.0,1753340.0,77.4,25.85,,4375651328,NO,66.79,61.78,44.5,63.96,49.88,5114,0.0,1808760.0,NO,NO,2014-05-15,9035100.0,-7.67
136,ARWR,85.37,82.74,1396518.0,Healthcare,Biotechnology,97.0,32.0,89.0,90.0,3.1369,2.6715,2002065.0,1136270.0,95.49,25.61,,12058894336,NO,87.09,83.63,70.46,84.03,73.83,8232,0.37,1524696.0,NO,NO,2014-10-08,54778100.0,-10.6
138,CORT,110.43,113.38,942284.0,Healthcare,Biotechnology,97.0,23.0,97.0,98.0,4.3325,4.1418,1081569.0,858570.0,126.38,28.66,,11937306624,NO,115.55,102.23,66.25,105.73,69.84,5632,0.0,950997.0,NO,NO,2020-09-02,88404100.0,-12.62
141,LQDA,69.68,66.91,1254594.0,Healthcare,Drug Manufacturers - Specialty & Generic,97.0,2.0,91.0,97.0,3.5175,3.3939,1886566.0,1144660.0,93.61,21.15,,6236979200,NO,75.28,78.8,50.95,77.78,57.34,2037,0.73,1281842.0,NO,NO,2022-07-19,30246200.0,-25.56
142,CAKE,108.57,108.36,1153384.0,Consumer Cyclical,Restaurants,97.0,75.0,97.0,96.0,4.2957,4.1185,1658206.0,1648670.0,118.46,43.07,,5402511872,NO,110.38,95.26,67.67,98.63,75.0,8547,0.0,1236380.0,NO,NO,1992-09-18,24816375.0,-8.35
148,VLO,365.96,361.99,2404326.0,Energy,Oil & Gas Refining & Marketing,97.0,93.0,96.0,95.0,10.4071,10.0086,2836179.0,2247050.0,370.11,153.2,,105369927680,NO,337.96,307.95,236.88,317.5,263.77,11256,0.0,2825763.0,NO,NO,2004-04-28,84719360.0,-1.12
