Rank,Ticker,Price,Prev_Close,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,Earning_Date,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,History_Days,Gap (%),Latest Volume,9M+ Volume,HVE,HVE Date,HVE Volume,%_From_52WKH
12,DLLL,29.73,28.69,2699141,ETF,ETF,98.0,97.0,98.0,98.0,4.022,3.361,2495488.0,1280850.0,32.11,2.17,,0,NO,23.46,23.2,9.54,23.1,12.43,375,0.0,2699141,NO,NO,2026-05-28,15772800,-7.41
18,ORKA,108.12,107.4,719319,Healthcare,Biotechnology,98.0,95.0,97.0,98.0,5.55,5.4421,1297691.0,792270.0,109.42,14.08,,7158593024,NO,96.56,85.74,52.35,89.31,62.31,7298,0.0,719319,NO,NO,2026-04-29,7921000,-1.19
23,AEHR,123.3,129.23,2932147,Technology,Semiconductor Equipment & Materials,98.0,97.0,86.0,98.0,12.5129,11.5129,2478608.0,2433490.0,133.35,16.38,,4022101504,NO,93.23,93.04,56.8,92.19,70.34,7293,0.0,2932147,NO,NO,2021-07-19,139700300,-7.54
26,SYRE,101.85,104.09,504488,Healthcare,Biotechnology,98.0,29.0,93.0,98.0,5.9001,5.639,1274691.0,788540.0,108.14,14.51,,8980497408,NO,101.29,93.15,56.0,94.88,67.39,2603,0.0,515119,NO,NO,2023-06-22,10228380,-5.82
27,TXG,58.15,57.75,2849350,Healthcare,Health Information Services,98.0,96.0,98.0,98.0,3.6864,3.6043,3277491.0,3570170.0,60.69,11.16,,7576431616,NO,49.22,41.26,25.15,42.95,29.01,1739,0.0,2849350,NO,NO,2025-06-27,17909500,-4.19
31,MU,949.83,911.29,36294784,Technology,Semiconductors,98.0,73.0,85.0,97.0,78.3364,66.775,50449630.0,39663560.0,1255.0,113.46,,0,NO,883.92,962.88,548.84,962.31,666.65,10632,0.18,36294784,YES,NO,2013-10-11,153906100,-24.32
34,TWST,125.29,125.21,911996,Healthcare,Diagnostics & Research,98.0,97.0,98.0,98.0,8.7514,8.2157,1795401.0,1932920.0,126.33,23.3,,7856613376,NO,100.22,91.7,55.91,97.01,66.89,1954,0.0,911996,NO,NO,2022-11-15,7568500,-0.82
37,DELL,494.51,484.5,8035699,Technology,Computer Hardware,98.0,93.0,98.0,98.0,37.5657,31.8528,8676716.0,5775810.0,514.0,110.22,,319523880960,NO,431.41,420.74,228.17,422.13,272.52,2511,0.0,8035699,NO,NO,2016-09-07,147907159,-3.79
39,DFTX,43.9,42.79,2662729,Healthcare,Biotechnology,98.0,10.0,98.0,98.0,3.0143,2.8543,2978617.0,2673280.0,49.7,8.7,,5898708992,NO,43.51,39.04,22.51,40.65,26.74,2448,0.0,2662729,NO,NO,2024-03-07,38010300,-11.67
43,RVMD,202.0,205.26,909133,Healthcare,Biotechnology,98.0,84.0,94.0,97.0,7.3585,7.1778,2612006.0,1706320.0,208.76,35.22,,43295956992,NO,190.65,178.63,121.32,184.51,140.12,1632,0.0,909133,NO,NO,2025-06-27,26439100,-3.24
44,LITE,880.41,932.47,4607915,Technology,Communication Equipment,98.0,92.0,6.0,93.0,88.6914,77.7235,5393909.0,5828720.0,1085.68,111.2,,78004322304,NO,788.33,813.92,631.95,809.92,763.12,2781,0.0,4607915,NO,NO,2026-03-20,22868800,-18.91
50,MBX,67.08,66.97,319099,Healthcare,Biotechnology,98.0,87.0,97.0,96.0,4.1582,4.0975,792930.0,477920.0,72.64,9.63,,3230579200,NO,64.43,54.28,37.31,57.54,41.18,480,0.0,319099,NO,NO,2025-09-22,28303500,-7.65
51,STX,921.37,878.21,4513759,Technology,Computer Hardware,98.0,87.0,79.0,97.0,78.5202,67.4345,4669380.0,5161420.0,1145.0,152.05,,208823451648,NO,839.62,888.4,546.39,886.13,657.62,5955,0.0,4516151,NO,NO,2012-06-29,89629700,-19.53
55,DNTH,109.6,112.41,369461,Healthcare,Biotechnology,98.0,86.0,91.0,97.0,5.7,5.6443,1054074.0,810690.0,114.55,19.84,,5991418880,NO,107.18,96.6,70.02,98.68,82.47,2047,0.0,403288,NO,NO,2025-09-08,5974200,-4.32
58,PRAX,368.46,386.33,274204,Healthcare,Biotechnology,98.0,91.0,63.0,73.0,20.8336,18.7164,496217.0,520600.0,388.0,37.19,,10272212992,NO,328.64,309.95,293.4,319.69,319.42,1462,0.0,274204,NO,NO,2025-10-16,13741900,-5.04
67,VSXY,91.06,93.02,1389239,Consumer Cyclical,Apparel Retail,98.0,82.0,98.0,94.0,4.467,4.2763,2233140.0,1535420.0,102.46,21.23,,7238515712,NO,89.44,83.36,58.9,84.77,64.04,1272,0.0,1389239,NO,NO,2024-03-07,25901500,-11.13
72,TRAX,44.03,46.13,714865,Healthcare,Biotechnology,98.0,96.0,98.0,,4.1229,3.7807,730001.0,653020.0,49.91,14.72,,1536311424,NO,42.19,29.17,,31.21,,90,0.0,714865,NO,NO,2026-07-09,4512600,-11.78
74,TSEM,252.95,260.31,1380231,Technology,Semiconductors,98.0,39.0,12.0,96.0,25.2179,21.5364,2051032.0,2648920.0,319.94,46.0,,28591251456,NO,233.95,244.48,175.52,243.4,203.16,8002,0.0,1380231,NO,NO,2022-02-15,19691500,-20.94
83,HPE,59.82,58.79,23626313,Technology,Communication Equipment,97.0,95.0,98.0,98.0,3.4391,3.0558,26490464.0,17809090.0,64.25,19.84,,79213854720,NO,50.15,48.44,30.84,48.35,34.35,2720,0.0,23626313,YES,NO,2026-06-02,153197800,-6.89
87,PLSE,44.92,43.32,493630,Healthcare,Medical Instruments & Supplies,97.0,98.0,98.0,96.0,3.2112,3.2023,381175.0,410520.0,46.91,12.56,,3203811328,NO,36.16,30.42,21.41,31.53,24.64,2574,0.25,493630,NO,NO,2022-09-26,4339700,-4.24
88,INTC,104.56,100.95,111938635,Technology,Semiconductors,97.0,44.0,7.0,97.0,7.0793,6.02,122751006.0,113798620.0,142.35,21.9,,549413289984,NO,96.45,109.61,69.83,110.08,82.88,11697,0.53,111979671,YES,NO,1993-04-19,567708800,-26.55
91,ELVN,58.06,57.92,489935,Healthcare,Biotechnology,97.0,88.0,93.0,97.0,2.9271,2.9271,1421693.0,1368660.0,62.32,14.79,,4254100480,NO,55.59,49.48,34.33,52.17,40.9,1613,0.0,489935,NO,NO,2022-09-07,25749275,-6.84
95,SPHR,176.38,175.09,1581662,Communication Services,Entertainment,97.0,96.0,91.0,96.0,9.0416,8.5737,708156.0,884690.0,181.63,38.83,,6334442496,NO,148.8,150.94,116.72,155.05,131.98,1593,0.01,1581662,NO,NO,2023-12-05,9793100,-2.89
98,LABU,273.91,286.75,602090,ETF,ETF,97.0,17.0,94.0,95.0,19.1064,18.7043,531227.0,402470.0,333.0,65.82,,0,NO,256.22,246.22,185.14,254.86,198.35,2820,0.0,602090,NO,NO,2025-04-09,7938800,-17.74
99,NBIS,255.04,259.2,36012698,Communication Services,Internet Content & Information,97.0,96.0,89.0,98.0,27.3524,22.9845,20605559.0,28521400.0,299.86,62.01,,64754192384,NO,200.78,221.72,145.69,219.35,165.01,454,0.0,36012698,YES,NO,2025-09-09,88378300,-14.95
100,PBF,74.36,70.34,2111563,Energy,Oil & Gas Refining & Marketing,97.0,96.0,98.0,97.0,4.8385,4.5142,2924298.0,3832250.0,74.74,22.08,,8814400512,NO,65.57,53.8,41.4,55.6,45.45,3436,0.0,2111563,NO,NO,2022-11-30,33081200,-0.51
102,PACS,44.99,45.47,480396,Healthcare,Medical Care Facilities,97.0,32.0,72.0,74.0,2.7399,2.6881,931643.0,1064150.0,49.49,7.5,,7120674816,NO,46.03,42.35,35.25,43.49,38.01,587,0.0,480396,NO,NO,2024-11-04,13886700,-9.09
103,ARWR,85.59,87.25,1046920,Healthcare,Biotechnology,97.0,91.0,73.0,90.0,3.3557,3.1848,2134930.0,1304350.0,95.49,18.14,,12089968640,NO,84.07,80.47,67.0,81.61,71.88,8217,0.0,1046920,NO,NO,2014-10-08,54778100,-10.37
104,RNG,67.78,62.88,1327098,Technology,Software - Application,97.0,98.0,97.0,97.0,3.4671,3.1586,1907417.0,2007810.0,68.45,24.14,,5660047360,NO,54.3,45.26,36.63,46.87,40.69,3238,0.56,1327098,NO,NO,2026-02-11,15343500,-0.98
114,KOD,39.98,43.41,756240,Healthcare,Biotechnology,97.0,7.0,41.0,95.0,2.8407,2.7964,709130.0,545490.0,47.84,8.29,2026-08-13,2501885952,NO,42.13,38.76,31.56,39.7,34.99,1974,0.0,756240,NO,NO,2022-02-23,26802500,-16.43
119,MANE,111.0,109.05,571576,Healthcare,Biotechnology,97.0,4.0,51.0,98.0,6.7443,6.5264,700754.0,1053310.0,131.24,32.0,,4637595136,NO,109.29,108.88,,111.74,,132,0.0,571576,NO,NO,2026-06-26,4047300,-15.42
122,ATRO,92.61,87.89,1515889,Industrials,Aerospace & Defense,97.0,96.0,95.0,93.0,5.0771,4.5543,731464.0,684480.0,94.46,25.97,,4570156032,NO,73.27,74.16,58.78,76.18,65.37,11697,0.0,1515889,NO,NO,2025-09-10,7185830,-1.96
124,LIFE,34.8,33.59,1472684,Financial Services,Insurance Brokers,97.0,98.0,95.0,98.0,2.7571,2.5514,756064.0,2067550.0,35.3,9.45,,3335178240,NO,24.27,20.4,,21.49,,136,0.74,1472684,NO,NO,2026-08-04,5332100,-1.42
