Rank,Ticker,Price,Prev_Close,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,Earning_Date,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,History_Days,Gap (%),Latest Volume,9M+ Volume,HVE,HVE Date,HVE Volume,%_From_52WKH
10,DLLL,27.11,22.94,1998303.0,ETF,ETF,98.0,96.0,98.0,98.0,3.6737,3.1001,2577340.0,1100110.0,30.62,2.17,,0,NO,22.77,22.28,8.78,22.44,11.58,368,9.24,1998303,NO,NO,2026-05-28,15772800,-11.46
14,FBRX,76.56,76.61,1058600.0,Healthcare,Biotechnology,98.0,98.0,98.0,97.0,4.9751,3.2883,985436.0,3391560.0,77.2,9.1,,1568713728,NO,56.61,34.04,27.04,39.46,31.69,2339,0.0,1058600,NO,NO,2024-11-20,29599400,-0.83
22,AEHR,109.89,91.71,3434172.0,Technology,Semiconductor Equipment & Materials,98.0,98.0,92.0,98.0,12.2557,10.9471,2529018.0,2828490.0,126.62,16.38,,3584661248,NO,80.79,91.65,53.82,90.38,67.42,7286,5.56,3434172,NO,NO,2021-07-19,139700300,-13.21
25,SYRE,104.94,94.93,818354.0,Healthcare,Biotechnology,98.0,95.0,96.0,98.0,6.5308,6.2094,1327468.0,844230.0,105.25,14.51,2026-08-04,9113121792,NO,98.99,88.73,53.17,92.07,65.1,2596,2.71,818354,NO,NO,2023-06-22,10228380,-0.29
27,ORKA,98.13,94.79,614944.0,Healthcare,Biotechnology,98.0,95.0,96.0,98.0,5.6593,5.5086,1403300.0,834770.0,99.0,12.84,,5918426112,NO,90.63,79.43,49.7,84.45,59.8,7291,1.3,614944,NO,NO,2026-04-29,7921000,-0.88
28,LITE,849.47,779.89,6620147.0,Technology,Communication Equipment,98.0,94.0,6.0,97.0,80.4827,66.5641,5545785.0,4648180.0,1085.68,106.16,,66088763392,NO,755.05,822.08,607.73,804.17,743.22,2774,0.0,6620147,NO,NO,2026-03-20,22868800,-21.76
35,LQDA,88.38,83.85,1069211.0,Healthcare,Drug Manufacturers - Specialty & Generic,98.0,91.0,98.0,97.0,5.8164,5.6005,2009944.0,1510930.0,91.1,19.02,,7859464704,NO,82.05,74.22,45.57,77.78,53.4,2016,2.54,1069211,NO,NO,2022-07-19,30246200,-2.99
37,MBX,70.7,64.41,689900.0,Healthcare,Biotechnology,98.0,96.0,98.0,96.0,4.7634,4.7026,866181.0,568830.0,71.12,9.63,,3365145600,NO,62.21,49.32,35.49,54.15,40.39,473,0.57,689900,NO,NO,2025-09-22,28303500,-0.59
38,DELL,467.27,429.02,7399596.0,Technology,Computer Hardware,98.0,93.0,98.0,98.0,35.4657,30.2686,8942219.0,5873530.0,476.9,110.22,,301922942976,NO,420.1,407.0,217.32,413.47,260.5,2504,4.72,7399596,NO,NO,2016-09-07,147907159,-2.02
39,AMDL,62.62,53.22,6048186.0,ETF,ETF,98.0,3.0,98.0,98.0,9.5288,7.8288,6194785.0,3205420.0,83.79,8.88,,0,NO,61.85,65.24,31.6,63.7,38.35,597,8.31,6048186,NO,NO,2025-10-06,106498200,-25.27
43,TXG,47.86,47.01,2525176.0,Healthcare,Health Information Services,98.0,95.0,98.0,98.0,2.9214,2.8707,3169526.0,2552500.0,50.34,11.16,,6076123648,NO,45.37,37.51,23.71,39.83,27.62,1732,0.02,2525176,NO,NO,2025-06-27,17909500,-4.93
49,CDNA,47.09,47.85,1619368.0,Healthcare,Diagnostics & Research,98.0,98.0,98.0,97.0,3.1539,2.5002,939795.0,1139240.0,47.99,11.26,,2436164608,NO,36.32,29.38,21.28,32.56,23.89,3030,0.0,1619368,NO,NO,2025-07-17,16111000,-1.88
53,DNTH,110.4,106.02,622534.0,Healthcare,Biotechnology,98.0,95.0,89.0,97.0,6.4764,6.3725,1025690.0,851920.0,114.55,18.08,,6035151872,NO,103.04,93.42,67.37,95.91,80.33,2040,0.88,622534,NO,NO,2025-09-08,5974200,-3.62
54,RVMD,193.46,182.45,1612781.0,Healthcare,Biotechnology,98.0,59.0,92.0,97.0,8.3124,8.1316,2705654.0,1872250.0,194.56,34.0,,41128914944,NO,185.98,173.05,116.84,178.07,137.01,1626,0.69,1612781,NO,NO,2025-06-27,26439100,-0.57
59,STX,845.35,831.06,4873985.0,Technology,Computer Hardware,98.0,17.0,81.0,97.0,81.3143,65.9862,4682767.0,6233870.0,1145.0,144.75,,191262212096,NO,842.06,892.66,524.55,882.0,638.87,5948,0.0,4873985,NO,NO,2012-06-29,89629700,-26.17
64,VSXY,89.21,89.11,1558732.0,Consumer Cyclical,Apparel Retail,98.0,93.0,98.0,94.0,4.4188,4.1199,2314318.0,1896120.0,91.97,19.15,,7091456512,NO,84.37,78.45,56.7,82.19,62.69,1265,0.0,1558732,NO,NO,2024-03-07,25901500,-3.0
67,KOD,42.89,39.83,697005.0,Healthcare,Biotechnology,98.0,94.0,39.0,96.0,2.8343,2.7621,722744.0,508060.0,47.84,7.19,,2683989248,NO,41.47,37.7,30.64,38.56,34.47,1967,1.66,697005,NO,NO,2022-02-23,26802500,-10.35
69,TSEM,239.53,234.32,6312080.0,Technology,Semiconductors,98.0,89.0,75.0,96.0,24.515,21.465,2027559.0,1519560.0,319.94,45.51,2026-08-04,27074373632,NO,230.77,248.56,169.61,240.35,198.62,7995,0.0,6312080,NO,NO,2022-02-15,19691500,-25.13
70,VSAT,86.16,81.29,3699196.0,Technology,Communication Equipment,98.0,67.0,94.0,97.0,5.3568,4.9374,2655801.0,1716500.0,93.03,19.71,2026-08-04,11869012992,NO,73.63,72.66,52.7,72.63,60.7,7463,4.18,3716557,NO,NO,2024-06-28,18455500,-7.38
78,ETON,45.83,45.14,335648.0,Healthcare,Drug Manufacturers - Specialty & Generic,97.0,96.0,96.0,98.0,2.7721,2.7286,464721.0,597640.0,50.18,13.99,,1255391872,NO,42.05,36.4,23.92,38.02,27.49,1939,0.0,335648,NO,NO,2023-08-11,15757000,-8.67
79,TWST,99.44,101.06,1237002.0,Healthcare,Diagnostics & Research,97.0,33.0,97.0,97.0,8.01,7.9364,1707159.0,1255940.0,106.58,23.3,,6192570368,NO,91.92,85.27,53.27,89.78,63.55,1948,0.0,1237002,NO,NO,2022-11-15,7568500,-6.7
80,TRAX,46.01,46.16,689999.0,Healthcare,Biotechnology,97.0,98.0,98.0,,4.5236,4.1665,723101.0,907540.0,49.58,14.72,,1598794112,NO,38.15,25.66,,28.53,,84,0.0,689999,NO,NO,2026-07-09,4512600,-7.2
87,PLSE,38.17,37.73,342488.0,Healthcare,Medical Instruments & Supplies,97.0,97.0,98.0,98.0,2.6383,2.6326,376288.0,464760.0,38.9,12.56,,2641734656,NO,30.86,28.07,20.57,29.15,23.48,2567,0.82,342488,NO,NO,2022-09-26,4339700,-1.88
