Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA50,SMA200,SMA10W,SMA30W,History_Days,Gap (%),Latest Volume,9M+ Volume,HVE,HVE Date,HVE Volume,%_From_52WKH
248,SNEX,135.42,2305380,Financial Services,Capital Markets,95.0,95.0,96.0,96.0,6.4936,6.1243,797685.0,1381480.0,141.99,53.53,10732237824,NO,116.5,81.78,118.96,90.28,7880,0.0,2524700.0,NO,NO,2006-12-21,8230275.0,-4.63
249,APLD,39.16,47827881,Technology,Information Technology Services,95.0,9.0,92.0,91.0,4.324,4.0315,23539209.0,21382980.0,50.73,9.02,11190734848,NO,40.81,31.8,41.53,33.73,1053,0.0,12988400.0,YES,NO,2025-06-02,239746500.0,-22.81
250,WGMI,65.73,561214,ETF,ETF,95.0,19.0,96.0,93.0,5.4714,5.2029,613946.0,702900.0,76.94,21.89,0,NO,59.99,48.61,60.84,48.15,1099,0.0,561500.0,NO,NO,2025-03-04,2252000.0,-14.57
253,EWTX,41.46,2481054,Healthcare,Biotechnology,95.0,95.0,88.0,96.0,2.6456,2.5927,1393741.0,2057490.0,43.93,12.3,4460806144,NO,34.48,26.62,34.62,30.49,1319,0.0,2810700.0,NO,NO,2025-04-02,16114400.0,-5.62
257,LGN,80.51,5154853,Industrials,Engineering & Construction,95.0,11.0,93.0,95.0,5.3656,5.1091,1834927.0,1720710.0,107.24,26.96,13223558144,NO,85.51,,85.58,62.63,198,0.0,6931700.0,NO,NO,2025-09-12,9811600.0,-24.93
259,CAT,997.47,13879126,Industrials,Farm & Heavy Construction Machinery,95.0,92.0,93.0,95.0,40.4857,30.2629,2891319.0,4669260.0,1057.07,384.25,459426660352,NO,890.83,682.23,911.97,756.12,16228,3.04,4642100.0,NO,NO,2006-10-20,67780400.0,-5.64
264,SOXQ,103.69,3971389,ETF,ETF,95.0,76.0,95.0,95.0,6.5168,4.7104,2356293.0,3577600.0,115.33,42.67,0,NO,94.51,67.09,96.51,73.27,1266,0.0,3975800.0,NO,NO,2026-06-05,6881000.0,-10.09
270,CECO,91.87,1352329,Industrials,Pollution & Treatment Controls,95.0,79.0,94.0,93.0,5.6543,5.2593,828432.0,874050.0,101.24,28.01,5365486592,NO,81.25,63.84,82.65,69.76,11483,0.0,615800.0,NO,NO,2023-06-23,4359900.0,-9.26
271,SANM,236.55,8280906,Technology,Electronic Components,95.0,9.0,96.0,93.0,16.5743,15.65,1126332.0,2498830.0,288.68,95.49,12678544384,NO,233.58,166.27,239.06,179.3,8358,0.0,8281100.0,NO,NO,2009-06-26,15827533.0,-18.06
273,ALGM,57.89,12163915,Technology,Semiconductors,95.0,94.0,96.0,97.0,4.5236,3.7661,2577098.0,4181680.0,61.67,22.41,10785431552,NO,47.76,35.29,49.49,38.63,1419,5.4,3602900.0,NO,NO,2024-09-20,19368900.0,-6.13
274,MRNA,67.27,14417066,Healthcare,Biotechnology,95.0,98.0,84.0,96.0,4.8581,4.836,7231327.0,10912070.0,69.28,22.28,26691811328,NO,51.16,40.14,52.21,46.35,1897,0.0,14442100.0,YES,NO,2020-12-01,125130400.0,-2.9
275,DIOD,104.14,2875685,Technology,Semiconductors,95.0,80.0,94.0,97.0,8.5957,7.0021,692696.0,846930.0,125.99,42.28,4784684544,NO,105.4,69.62,107.33,77.69,13449,0.0,527900.0,NO,NO,2008-12-22,4679400.0,-17.34
276,TSMX,86.65,1040353,ETF,ETF,95.0,65.0,95.0,95.0,8.0491,6.3971,1062232.0,894000.0,106.32,30.79,0,NO,81.99,61.63,83.42,66.92,433,0.0,1044800.0,NO,NO,2025-01-27,3911500.0,-18.5
282,IRDM,43.52,3455294,Communication Services,Telecom Services,95.0,4.0,94.0,97.0,3.3836,3.2893,2587493.0,3019520.0,53.83,15.65,4601271296,NO,44.01,26.57,44.49,30.49,4596,0.0,3822200.0,NO,NO,2021-02-11,24324300.0,-19.15
284,CRS,591.78,3099675,Industrials,Metal Fabrication,95.0,97.0,93.0,95.0,21.8264,21.155,762754.0,1185230.0,605.11,228.0,29402953728,NO,472.28,363.58,482.76,402.23,13449,1.29,875600.0,NO,NO,2020-07-31,10557100.0,-2.2
286,AOSL,43.99,1116220,Technology,Semiconductors,95.0,16.0,97.0,97.0,5.0214,4.315,999651.0,920320.0,54.34,17.01,1316602240,NO,42.55,28.26,43.23,29.27,4064,0.0,650600.0,NO,NO,2022-05-18,5137100.0,-19.05
294,OUST,42.02,4993541,,,95.0,17.0,97.0,96.0,5.5811,5.2768,4083933.0,4933830.0,51.5,16.4,2675537408,NO,35.23,27.22,36.59,26.73,1434,0.0,5292000.0,NO,NO,2025-06-11,17407500.0,-18.41
295,LSCC,138.76,4606443,Technology,Semiconductors,95.0,14.0,92.0,95.0,9.8236,8.345,2144075.0,2067050.0,157.01,46.43,19011209216,NO,133.42,93.87,135.39,103.91,9223,0.0,4606500.0,NO,NO,2016-11-03,33890700.0,-11.62
297,FPS,55.13,14504509,Industrials,Electrical Equipment & Parts,95.0,93.0,96.0,,4.7071,4.3457,5731709.0,5249800.0,66.0,25.95,16783165440,NO,48.16,,49.9,,98,0.0,14506300.0,YES,NO,2026-05-29,32074600.0,-16.47
298,KRYS,372.25,1296187,Healthcare,Biotechnology,95.0,95.0,93.0,92.0,13.2739,12.8649,315425.0,492080.0,376.28,130.5,10973839360,NO,302.83,249.32,309.83,276.77,2203,0.14,1307700.0,NO,NO,2021-11-29,8480400.0,-1.07
299,ATI,197.4,1262722,Industrials,Metal Fabrication,95.0,93.0,90.0,95.0,7.9529,7.7729,1899793.0,2327270.0,205.31,70.42,26939262976,NO,170.39,129.52,173.64,147.78,6683,0.0,1639500.0,NO,NO,2025-03-21,25961500.0,-3.85
307,ARCB,146.29,1142206,Industrials,Trucking,95.0,92.0,94.0,96.0,8.8893,8.0607,380440.0,609920.0,176.69,59.43,3256968192,NO,133.62,95.47,137.59,107.48,8589,0.73,358500.0,NO,NO,1992-05-13,9338300.0,-17.21
308,VCYT,60.49,3332934,Healthcare,Diagnostics & Research,95.0,97.0,96.0,90.0,2.6276,2.5124,1135180.0,1762510.0,60.83,22.61,4826657280,NO,43.12,39.05,44.79,39.87,3182,0.0,3333000.0,NO,NO,2025-07-28,15571600.0,-0.56
317,SEI,76.8,4155328,Energy,Oil & Gas Equipment & Services,95.0,84.0,85.0,95.0,5.7314,4.9949,2378635.0,2317610.0,86.19,24.57,7173670400,NO,73.43,56.02,74.32,60.5,2293,0.0,4155400.0,NO,NO,2025-10-07,12906400.0,-10.89
319,KGS,76.27,2073731,Energy,Oil & Gas Equipment & Services,95.0,85.0,87.0,96.0,2.7659,2.6866,1796648.0,2477720.0,77.68,30.06,7697084928,NO,69.29,49.05,69.79,54.99,751,0.0,7107100.0,NO,NO,2025-08-05,10519400.0,-1.82
322,SMH,611.61,11885261,ETF,ETF,95.0,72.0,94.0,94.0,33.185,24.0786,10250888.0,11809800.0,671.83,272.16,0,NO,566.44,419.68,577.55,454.45,6554,0.0,12702300.0,YES,NO,2004-12-09,106899600.0,-8.96
324,ROG,160.53,279349,Technology,Electronic Components,95.0,88.0,93.0,95.0,7.975,6.8943,283996.0,425630.0,169.0,61.17,2865225472,NO,141.34,105.9,143.49,115.69,11664,0.0,581500.0,NO,NO,2022-11-02,4498800.0,-5.01
330,HLIO,90.47,295598,Industrials,Specialty Industrial Machinery,94.0,87.0,90.0,94.0,3.5821,3.24,389337.0,441310.0,95.05,32.76,2989703936,NO,77.8,64.63,78.93,69.27,7412,0.0,931800.0,NO,NO,2018-02-02,3161100.0,-4.82
331,ENVA,231.04,386211,Financial Services,Credit Services,94.0,98.0,95.0,91.0,7.6974,7.4967,280604.0,541200.0,231.06,99.61,5749406208,NO,174.81,147.13,178.73,159.76,2920,1.02,1136000.0,NO,NO,2015-12-18,2255200.0,-0.01
334,HUM,383.84,1670545,Healthcare,Healthcare Plans,94.0,96.0,97.0,92.0,12.3693,12.2836,1713127.0,1724640.0,385.49,163.11,46084407296,NO,299.02,250.57,311.61,248.47,11211,0.0,1704900.0,NO,NO,2008-03-12,64314100.0,-0.43
336,LGND,303.59,1011487,Healthcare,Biotechnology,94.0,97.0,93.0,93.0,13.1157,12.4029,298669.0,721990.0,305.71,111.72,6084265472,NO,237.63,204.37,242.56,212.57,8458,0.0,1251000.0,NO,NO,2019-01-16,13747168.0,-0.69
341,ECG,155.33,526220,Industrials,Engineering & Construction,94.0,72.0,90.0,95.0,9.5407,8.3807,622746.0,675820.0,171.58,60.78,7928292864,NO,149.71,110.04,151.47,119.54,416,0.0,1838800.0,NO,NO,2025-05-14,3734500.0,-9.47
342,COCO,73.71,3179582,Consumer Defensive,Beverages - Non-Alcoholic,94.0,83.0,94.0,93.0,3.2859,3.2809,1267125.0,1241810.0,85.83,31.79,4209773056,NO,70.58,54.73,73.99,60.29,1173,0.0,806700.0,NO,NO,2021-10-21,9664500.0,-14.12
343,FTNT,151.35,9168698,Technology,Software - Infrastructure,94.0,94.0,96.0,96.0,5.9571,5.8764,6423393.0,7358290.0,152.77,70.12,110886338560,NO,120.96,91.63,126.64,96.26,4175,0.59,9197400.0,YES,NO,2018-10-10,166853000.0,-0.93
344,VRT,303.95,7492452,Industrials,Electrical Equipment & Parts,94.0,17.0,80.0,95.0,21.7048,17.2861,6130967.0,8027800.0,379.94,110.06,116749877248,NO,324.09,228.94,324.62,253.63,1985,0.0,21974500.0,YES,NO,2026-03-20,87826600.0,-20.0
347,AEIS,348.11,5546460,Industrials,Electrical Equipment & Parts,94.0,87.0,59.0,95.0,23.0793,18.6757,901104.0,1347560.0,397.44,128.4,13928109056,NO,347.79,269.77,348.09,304.17,7699,0.0,620500.0,NO,NO,2000-10-13,10704900.0,-12.41
349,ARW,215.15,635131,Technology,Electronics & Computer Distribution,94.0,69.0,94.0,96.0,7.5507,6.8657,689614.0,595200.0,237.33,101.79,11001467904,NO,206.51,146.69,211.44,160.68,11663,1.66,870100.0,NO,NO,2000-02-24,10397800.0,-9.35
351,CGON,71.96,4071243,Healthcare,Biotechnology,94.0,93.0,62.0,95.0,3.617,3.5695,1105314.0,1544820.0,75.5,23.65,6347049984,NO,64.49,52.61,64.52,58.26,606,0.0,1362600.0,NO,NO,2025-04-28,9040400.0,-4.69
355,FROG,87.58,19803660,Technology,Software - Application,94.0,95.0,96.0,87.0,4.9771,4.94,2983293.0,4618310.0,89.16,34.05,10607666176,NO,67.65,56.12,71.74,58.55,1451,0.08,26088500.0,YES,YES,2026-06-26,26088500.0,-1.77
360,HNGE,78.97,2326471,Healthcare,Health Information Services,94.0,98.0,97.0,94.0,3.7153,3.6681,1629025.0,2707790.0,79.26,30.08,6110708736,NO,56.38,48.25,58.9,47.99,275,0.0,8945900.0,NO,NO,2025-05-22,9172800.0,-0.37
361,SNX,266.27,1764285,Technology,Electronics & Computer Distribution,94.0,85.0,95.0,95.0,11.4971,11.2543,914985.0,1162700.0,296.47,133.78,21125595136,NO,248.41,180.71,252.42,192.7,5681,0.0,1774700.0,NO,NO,2019-06-28,10486600.0,-10.19
365,AXSM,241.67,7213948,Healthcare,Biotechnology,94.0,61.0,93.0,93.0,8.9414,8.6817,871056.0,1503190.0,260.19,96.09,12436282368,NO,222.93,170.45,228.34,188.66,2663,0.0,1384200.0,NO,NO,2019-01-07,51674500.0,-7.12
367,ENS,221.9,944275,Industrials,Electrical Equipment & Parts,94.0,14.0,88.0,92.0,10.4857,9.8836,456933.0,784780.0,244.3,85.0,8103293440,NO,222.8,167.63,224.99,186.15,5511,0.0,2558000.0,NO,NO,2016-08-25,6830000.0,-9.17
369,TNA,73.25,7165956,ETF,ETF,94.0,82.0,95.0,92.0,4.3707,3.9621,7967966.0,6689000.0,75.92,31.34,0,NO,65.06,52.55,65.91,55.6,4426,0.0,7288900.0,NO,NO,2011-10-04,222000000.0,-3.52
376,POWI,79.37,2459778,Technology,Semiconductors,94.0,10.0,94.0,96.0,5.6643,4.9393,1220901.0,1179300.0,91.18,30.86,4422495232,NO,75.54,50.89,77.01,55.75,7177,0.0,2544700.0,NO,NO,2000-03-24,19421400.0,-12.95
382,URTY,84.87,1185020,ETF,ETF,94.0,81.0,95.0,92.0,5.0721,4.585,1144440.0,1148470.0,88.4,36.8,0,NO,75.82,61.4,76.78,64.88,4118,0.0,1185300.0,NO,NO,2011-10-05,8068400.0,-3.99
385,MTZ,396.25,3298454,Industrials,Engineering & Construction,94.0,70.0,87.0,95.0,18.7743,17.3207,1060601.0,1229020.0,441.43,160.08,31311104000,NO,386.96,279.02,388.6,310.38,13450,0.0,3304700.0,NO,NO,2018-11-09,13817900.0,-10.23
386,ESTA,88.38,5269660,Healthcare,Medical Devices,94.0,96.0,93.0,75.0,4.645,4.5914,583138.0,1060820.0,90.5,33.35,2601057792,NO,73.28,64.53,74.66,70.49,1995,0.0,5278900.0,NO,NO,2023-11-08,10486500.0,-2.34
393,ASML,1794.62,2824973,Technology,Semiconductor Equipment & Materials,94.0,90.0,89.0,95.0,104.1764,73.9257,1894154.0,2266840.0,1959.04,683.48,691678216192,NO,1607.32,1288.84,1650.04,1422.37,7872,0.0,2197000.0,NO,NO,1995-03-15,71337728.0,-8.39
395,MOD,255.99,9419951,Consumer Cyclical,Auto Parts,94.0,11.0,77.0,96.0,19.1236,17.6479,1296408.0,2161090.0,323.25,86.48,13520313344,NO,269.62,195.25,270.66,213.11,11030,0.0,9421600.0,YES,YES,2026-06-26,9421600.0,-20.81
398,KSTR,29.47,344449,ETF,ETF,94.0,91.0,95.0,93.0,0.9743,0.5275,372222.0,451770.0,29.92,13.26,0,NO,24.4,20.63,24.83,21.43,1357,0.0,364900.0,NO,NO,2026-02-05,4388000.0,-1.5
399,SYNA,121.0,7663969,Technology,Semiconductors,94.0,5.0,95.0,94.0,9.7,8.6821,995343.0,1363750.0,149.11,58.28,4726583808,NO,120.22,86.34,124.81,94.24,6142,0.0,7694500.0,NO,NO,2005-02-09,38096250.0,-18.85
400,PANW,304.2,7110661,,,94.0,95.0,97.0,94.0,11.6571,11.5922,8269966.0,7050220.0,306.24,139.57,247923015680,NO,237.56,198.57,249.62,197.6,3503,0.7,8266600.0,NO,NO,2017-03-01,130718400.0,-0.67
404,NPO,379.26,544656,,,94.0,94.0,93.0,95.0,15.7886,13.7529,267803.0,425880.0,390.42,189.31,8012498944,NO,316.68,256.36,322.23,271.22,6061,0.0,1476900.0,NO,NO,2014-01-13,3043000.0,-2.86
407,GNRC,278.62,1188533,Industrials,Specialty Industrial Machinery,94.0,42.0,91.0,96.0,16.45,13.0557,862920.0,1012300.0,296.44,134.8,16401991680,NO,258.67,198.26,264.31,210.52,4118,0.0,1196200.0,NO,NO,2020-02-12,13312000.0,-6.01
408,MIRM,123.77,3345924,Healthcare,Biotechnology,93.0,96.0,91.0,93.0,5.2303,5.036,1019066.0,1437120.0,124.44,47.89,7547646464,NO,100.44,87.14,102.12,93.57,1745,0.0,3372800.0,NO,NO,2019-12-16,8442800.0,-0.54
411,DDOG,239.77,9557192,Technology,Software - Application,93.0,31.0,96.0,93.0,11.2116,10.9948,5815596.0,5001070.0,278.7,98.01,85348573184,NO,195.07,153.19,205.58,152.54,1700,0.0,2837900.0,NO,NO,2025-07-08,86386000.0,-13.97
412,TIGO,89.26,6102779,Communication Services,Telecom Services,93.0,80.0,81.0,94.0,3.7594,3.5394,1755290.0,1926550.0,94.73,36.36,14954748928,NO,84.66,64.92,84.94,71.74,1876,0.0,6182800.0,NO,NO,2026-05-29,15237500.0,-5.77
421,TGTX,55.83,6842694,Healthcare,Biotechnology,93.0,98.0,96.0,95.0,2.8599,2.7039,2329288.0,3718420.0,57.38,25.28,8546656768,NO,41.74,34.21,42.84,34.66,4063,0.63,6843000.0,NO,NO,2023-11-01,50843300.0,-2.7
422,ENTG,161.43,4966868,Technology,Semiconductor Equipment & Materials,93.0,92.0,91.0,96.0,14.6243,11.4,3124996.0,4039370.0,186.94,67.97,24585787392,NO,146.22,113.66,147.06,124.43,6529,0.0,4975200.0,NO,NO,2025-03-05,22198800.0,-13.65
423,KYMR,108.12,3640437,Healthcare,Biotechnology,93.0,97.0,90.0,86.0,7.4079,6.8514,744427.0,1779290.0,130.05,36.65,8893689856,NO,84.71,75.08,85.31,81.73,1468,0.0,4263200.0,NO,NO,2025-12-08,7495500.0,-16.86
427,MRX,64.23,691782,Financial Services,Capital Markets,93.0,94.0,94.0,94.0,2.8774,2.8399,1126783.0,1086250.0,67.35,27.91,4620120064,NO,56.12,41.91,57.03,46.07,544,0.0,2785300.0,NO,NO,2024-04-25,7269100.0,-4.63
431,LLYX,28.12,1172975,ETF,ETF,93.0,95.0,95.0,59.0,1.5932,1.5444,563491.0,450690.0,28.46,9.6,0,NO,21.13,20.71,22.01,21.99,472,0.0,1182600.0,NO,NO,2025-08-07,17207100.0,-1.19
437,TKR,141.22,835992,Industrials,Tools & Accessories,93.0,89.0,92.0,94.0,5.1493,4.4364,979240.0,1085510.0,145.61,70.57,9814014976,NO,122.63,97.36,124.91,106.11,13450,0.0,1359900.0,NO,NO,2012-08-01,14754136.0,-3.01
438,CHAT,93.61,568293,ETF,ETF,93.0,74.0,93.0,93.0,5.3,3.7811,683070.0,664390.0,105.2,47.59,0,NO,88.19,68.84,90.21,72.0,778,0.0,813800.0,NO,NO,2026-06-05,1714000.0,-11.02
444,NVT,162.92,1572900,,,93.0,24.0,90.0,93.0,9.0139,7.1342,2132350.0,2376230.0,184.64,68.9,26347495424,NO,161.46,121.81,164.03,129.88,2055,0.0,3841200.0,NO,NO,2018-05-01,40727700.0,-11.76
448,JBHT,280.3,1338096,Industrials,Integrated Freight & Logistics,93.0,75.0,90.0,91.0,9.7907,9.61,972140.0,1093960.0,293.54,130.12,26432065536,NO,262.46,206.77,266.6,229.53,10731,0.13,1357500.0,NO,NO,2002-07-15,28216800.0,-4.51
450,AVT,86.37,1669033,Technology,Electronics & Computer Distribution,93.0,65.0,93.0,95.0,3.0607,2.81,1393846.0,1599060.0,95.26,44.25,7084420096,NO,84.25,62.14,85.78,67.53,13399,1.81,1667400.0,NO,NO,2008-04-15,8983800.0,-9.33
453,SBIT,67.46,746666,ETF,ETF,93.0,98.0,79.0,93.0,4.8819,3.3849,1040601.0,896360.0,76.52,23.6,0,NO,49.37,44.83,51.24,50.36,561,0.0,751900.0,NO,NO,2026-02-05,7663200.0,-11.84
458,DGII,70.55,1637061,Technology,Communication Equipment,93.0,58.0,90.0,93.0,2.8793,2.7414,333382.0,421190.0,71.55,30.69,2659890432,NO,63.03,48.13,64.78,52.79,9246,1.8,258400.0,NO,NO,1996-07-03,3106100.0,-1.4
461,DY,488.25,4271800,Industrials,Engineering & Construction,93.0,12.0,92.0,90.0,23.1043,22.7821,546238.0,966290.0,566.47,233.0,14656581632,NO,446.69,366.26,451.14,396.38,10598,0.0,4271900.0,NO,NO,2005-05-24,7972600.0,-13.81
462,ARTY,72.28,800504,ETF,ETF,93.0,75.0,94.0,93.0,4.1046,3.0786,889693.0,798950.0,81.85,39.97,0,NO,68.61,53.76,70.01,56.72,2008,0.0,890600.0,NO,NO,2026-03-12,3072000.0,-11.69
463,MSGE,80.3,1800003,Communication Services,Entertainment,93.0,92.0,91.0,92.0,2.61,2.5398,451424.0,706140.0,82.78,35.31,3798610176,NO,69.23,57.13,70.42,62.32,802,0.61,1800000.0,NO,NO,2023-06-23,5614100.0,-3.0
474,AAON,126.78,1485284,Industrials,Building Products & Equipment,93.0,14.0,93.0,95.0,8.14,7.355,1092962.0,936520.0,150.46,62.0,10384766976,NO,121.9,98.66,127.29,101.16,8438,0.0,711100.0,NO,NO,2000-01-28,30539405.0,-15.74
477,TQQQ,71.83,69700382,ETF,ETF,93.0,7.0,96.0,87.0,6.1836,5.0436,80110951.0,75329400.0,88.09,37.32,0,NO,73.3,56.95,74.71,58.69,4118,0.0,70073600.0,YES,NO,2011-10-17,1094342400.0,-18.46
481,Q,158.2,1204470,Technology,Semiconductor Equipment & Materials,93.0,44.0,91.0,96.0,10.4091,8.4119,1847309.0,2384210.0,177.28,70.5,33117460480,NO,150.96,,152.52,119.57,167,0.0,1912100.0,NO,NO,2025-11-03,10626200.0,-10.76
482,VIK,103.26,3741344,Consumer Cyclical,Travel Services,93.0,90.0,92.0,90.0,3.8101,3.5208,3229656.0,3279750.0,105.53,52.5,46070185984,NO,87.7,73.13,88.87,78.2,540,0.19,3760200.0,NO,NO,2024-05-01,35017400.0,-2.15
486,BRKR,60.91,2093326,Healthcare,Medical Devices,93.0,97.0,95.0,83.0,2.7529,2.63,2416019.0,2299640.0,64.54,28.53,9272062976,NO,47.48,42.4,49.37,44.54,6510,3.15,2794100.0,NO,NO,2025-09-03,18329700.0,-5.62
489,CGNX,66.56,4220524,Technology,Scientific & Technical Instruments,93.0,22.0,87.0,95.0,3.1757,2.5929,2206720.0,2214720.0,71.9,31.42,11076878336,NO,61.68,48.58,62.91,51.19,9301,2.58,2188200.0,NO,NO,1989-07-20,33836800.0,-7.43
490,CMI,685.87,4242900,Industrials,Specialty Industrial Machinery,92.0,85.0,89.0,90.0,28.5243,23.3107,981646.0,1449570.0,737.76,322.45,94642561024,NO,669.88,549.25,673.57,595.55,13449,1.88,914700.0,NO,NO,2007-04-27,31219200.0,-7.03
491,EWT,102.81,7485676,ETF,ETF,92.0,50.0,93.0,94.0,3.8657,2.5379,6402930.0,6240160.0,112.78,57.04,0,NO,96.62,74.72,97.86,79.04,6540,0.0,7586900.0,NO,NO,2009-04-29,37344000.0,-8.84
492,OPLN,42.9,2075913,,,92.0,93.0,94.0,90.0,1.3236,1.2721,970875.0,1464100.0,42.9,23.93,4545088000,NO,35.69,30.03,36.49,31.55,4159,0.0,6639300.0,NO,NO,2013-11-07,40911634.0,0.0
493,MRCY,109.38,2452050,Industrials,Aerospace & Defense,92.0,90.0,92.0,91.0,7.0279,6.8886,651841.0,960920.0,122.17,49.54,6567534080,NO,97.6,84.33,100.4,88.36,7145,0.0,3026100.0,NO,NO,2023-08-18,13314400.0,-10.47
496,NUE,239.78,2241599,,,92.0,25.0,92.0,92.0,8.8214,7.9857,1597648.0,2232910.0,270.9,128.46,54607724544,NO,235.41,179.51,238.12,194.66,11664,0.0,2250000.0,NO,NO,2001-06-26,358280000.0,-11.49
497,LNTH,109.8,2499855,Healthcare,Drug Manufacturers - Specialty & Generic,92.0,89.0,92.0,94.0,3.1196,3.0654,943022.0,1094990.0,111.46,47.25,7148647936,NO,95.2,72.18,97.83,80.03,2767,0.0,2499900.0,NO,NO,2022-10-11,15528900.0,-1.49
500,CSCO,113.77,50087461,Technology,Communication Equipment,92.0,50.0,93.0,92.0,4.0086,3.8957,23905570.0,27190310.0,130.37,65.75,448417005568,NO,108.06,83.7,111.77,89.68,9154,0.0,26918700.0,YES,NO,1990-02-16,940636800.0,-12.73
506,STLD,245.49,1547574,Basic Materials,Steel,92.0,17.0,91.0,90.0,10.0714,9.0407,1191809.0,1628060.0,288.74,119.89,35402797056,NO,243.76,186.89,246.73,202.43,7443,0.0,1667800.0,NO,NO,2022-12-21,38999600.0,-14.98
507,CYTK,82.19,5863001,Healthcare,Biotechnology,92.0,79.0,88.0,82.0,3.3471,3.2264,2532272.0,3010940.0,84.55,32.66,11158985728,NO,72.1,64.3,73.63,66.88,5573,0.0,2386600.0,NO,NO,2021-07-19,40137500.0,-2.79
508,ILMN,176.55,2146098,Healthcare,Diagnostics & Research,92.0,94.0,91.0,87.0,6.7371,6.3771,1749566.0,2124140.0,182.84,88.0,26712014848,NO,149.0,128.54,151.72,137.33,6516,0.0,2195700.0,NO,NO,2024-06-21,36257766.0,-3.44
511,KNX,76.61,4167607,Industrials,Trucking,92.0,74.0,90.0,91.0,2.92,2.7757,4131819.0,4844400.0,82.86,38.63,12448665600,NO,70.68,56.24,71.89,61.8,7970,0.0,4167600.0,NO,NO,2018-07-26,20546000.0,-7.54
513,TWLO,191.57,1233008,Technology,Software - Infrastructure,92.0,80.0,93.0,89.0,10.8804,10.7075,2741267.0,2327800.0,238.48,91.84,29075318784,NO,186.13,137.86,191.34,148.03,2516,0.0,2158700.0,NO,NO,2022-11-04,44840800.0,-19.67
516,DAVE,348.71,647570,Technology,Software - Application,92.0,96.0,96.0,92.0,25.2099,24.5371,603069.0,717920.0,353.02,152.21,4433585152,NO,267.69,220.97,273.26,224.46,1298,0.0,413300.0,NO,NO,2022-07-27,3887050.0,-1.22
517,PTGX,121.88,2343324,Healthcare,Biotechnology,92.0,94.0,78.0,89.0,4.7896,4.7225,700695.0,1043450.0,126.25,49.38,7838269952,NO,104.1,89.04,104.06,94.88,2482,0.0,2593900.0,NO,NO,2021-10-11,45683600.0,-3.46
521,KEYS,328.66,1186394,Technology,Scientific & Technical Instruments,92.0,16.0,74.0,94.0,15.8491,12.9834,1486641.0,1773700.0,374.96,152.85,56166469632,NO,346.56,251.11,346.64,280.85,2938,0.0,5526600.0,NO,NO,2018-11-05,47677800.0,-12.35
528,OUT,33.24,1872576,,,92.0,69.0,83.0,90.0,0.9864,0.945,1708374.0,2695890.0,34.96,16.06,5852350976,NO,31.51,25.3,31.99,27.91,3080,0.28,8970100.0,NO,NO,2014-07-10,35135707.0,-4.92
531,BAI,49.12,5492250,ETF,ETF,92.0,70.0,93.0,92.0,2.9856,2.1338,4236798.0,4501870.0,54.46,28.04,0,NO,46.71,37.63,47.69,38.98,419,0.0,5364800.0,NO,NO,2025-09-16,79352700.0,-9.81
534,AIR,143.14,696167,Industrials,Aerospace & Defense,92.0,95.0,76.0,93.0,5.3736,5.0879,419096.0,612830.0,143.4,68.16,5691857408,NO,116.58,100.03,118.33,108.28,11663,0.92,394100.0,NO,NO,2008-02-06,4345300.0,-0.18
540,BFH,106.27,390991,Financial Services,Credit Services,92.0,94.0,91.0,88.0,3.3193,3.2514,692945.0,814320.0,107.76,53.83,4294058496,NO,90.97,74.68,92.15,80.84,6293,0.0,700000.0,NO,NO,2008-01-28,42684447.0,-1.38
542,CRWD,701.09,2867901,Technology,Software - Infrastructure,92.0,57.0,96.0,90.0,32.9446,32.0254,3378179.0,2837630.0,785.66,342.72,178472861696,NO,588.23,494.59,613.74,494.19,1769,0.0,3007200.0,NO,NO,2024-06-21,52256000.0,-10.76
545,GEV,1045.17,3627455,Industrials,Specialty Industrial Machinery,92.0,66.0,79.0,93.0,53.3128,42.2239,2713762.0,3450050.0,1181.95,482.2,280858099712,NO,1030.85,784.57,1033.77,860.23,564,0.0,3648300.0,NO,NO,2024-04-02,18246100.0,-11.57
547,JAZZ,230.02,515153,Healthcare,Biotechnology,92.0,23.0,81.0,89.0,6.6964,6.5636,933543.0,877250.0,243.32,105.0,14432103424,NO,223.34,177.52,225.39,192.27,4798,0.0,845900.0,NO,NO,2009-06-15,27415800.0,-5.47
548,DVA,217.04,477887,Healthcare,Medical Care Facilities,92.0,85.0,91.0,95.0,5.49,5.31,851575.0,928360.0,217.04,101.0,13930712064,NO,185.21,143.85,191.69,152.62,7712,0.0,885800.0,NO,NO,1999-02-18,56235600.0,0.0
550,ALGT,116.1,1870239,Industrials,Airlines,92.0,96.0,88.0,85.0,5.8936,5.2557,606324.0,763640.0,118.0,42.56,3120477696,NO,85.03,80.95,87.04,88.86,4915,0.68,928900.0,NO,NO,2006-12-08,5542000.0,-1.61
551,VLUE,200.09,1444236,ETF,ETF,92.0,70.0,91.0,91.0,5.8079,4.2757,1399037.0,3094860.0,206.57,110.53,0,NO,184.05,149.45,186.88,159.06,3318,0.0,1457000.0,NO,NO,2022-01-27,17944500.0,-3.14
