Rank,Ticker,Price,Prev_Close,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,Earning_Date,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,History_Days,Gap (%),Latest Volume,9M+ Volume,HVE,HVE Date,HVE Volume,%_From_52WKH
4,ZCSH,121.86,117.96,474522.0,ETF,ETF,98.0,98.0,98.0,98.0,10.0782,7.0304,236182.0,870400.0,125.37,4.12,,0,NO,88.12,58.08,34.67,67.6,41.46,1237,0.0,477098.0,NO,NO,2026-09-17,1509200.0,-2.8
8,DLLL,34.11,37.5,3260577.0,ETF,ETF,98.0,98.0,94.0,98.0,4.3849,3.8823,1812628.0,1918320.0,40.21,2.17,,0,NO,31.17,26.76,13.03,28.78,18.16,402,0.0,3275687.0,NO,NO,2026-05-28,15772800.0,-15.17
9,SNDK,1887.04,1766.64,12728127.0,Technology,Computer Hardware,98.0,96.0,22.0,98.0,104.9066,93.9151,13849617.0,9941250.0,2354.39,93.53,,276298530816,NO,1619.64,1505.48,1084.51,1563.8,1392.6,403,0.0,12728127.0,YES,NO,2025-11-26,43000900.0,-19.85
14,AMDL,82.63,80.37,2596266.0,ETF,ETF,98.0,98.0,91.0,98.0,5.6189,4.3634,3045474.0,2810780.0,83.79,9.45,,0,NO,55.97,56.0,37.39,58.1,48.1,631,0.0,2596266.0,NO,NO,2025-10-06,106498200.0,-1.38
16,MRNA,182.56,172.94,23710518.0,Healthcare,Biotechnology,98.0,97.0,98.0,98.0,11.3464,10.6671,16405415.0,13082860.0,187.2,22.28,,72884502528,NO,149.47,102.57,61.78,114.06,74.42,1957,0.0,23710518.0,YES,NO,2026-08-19,199252300.0,-2.48
19,TXG,80.7,79.1,3828752.0,Healthcare,Medical Devices,98.0,96.0,98.0,98.0,4.4534,4.2341,3049749.0,2922450.0,82.68,11.16,,10514496512,NO,68.19,58.18,31.95,61.69,38.74,1766,0.01,3885180.0,NO,NO,2025-06-27,17909500.0,-2.39
24,TWST,164.6,165.83,2312496.0,Healthcare,Biotechnology,98.0,94.0,98.0,98.0,10.1021,9.5229,1722668.0,2021490.0,170.66,23.3,,10913173504,NO,141.4,121.3,71.03,128.66,86.42,1982,0.0,2313660.0,NO,NO,2022-11-15,7568500.0,-3.55
34,MU,1096.16,1043.96,28578068.0,Technology,Semiconductors,98.0,94.0,65.0,98.0,45.8082,36.8925,38681988.0,25213290.0,1255.0,154.65,,1237995618304,NO,972.75,931.73,648.48,959.67,785.44,10659,0.0,28578068.0,YES,NO,2013-10-11,153906100.0,-12.66
40,DELL,548.92,575.31,9573048.0,Technology,Computer Hardware,98.0,96.0,92.0,98.0,36.7007,32.5486,7780100.0,9525870.0,595.51,110.22,,349010329600,NO,516.12,467.98,276.76,489.42,351.33,2538,0.0,9687163.0,YES,NO,2016-09-07,147907159.0,-7.82
45,ORKA,94.55,93.38,953882.0,Healthcare,Biotechnology,98.0,5.0,84.0,97.0,4.7536,4.6971,1076536.0,919390.0,115.52,14.89,,6260127232,NO,94.05,96.62,61.77,97.2,74.84,7325,0.0,953882.0,NO,NO,2026-04-29,7921000.0,-18.15
49,PLSE,52.69,53.31,371815.0,Healthcare,Medical Instruments & Supplies,98.0,86.0,98.0,97.0,4.4704,4.3616,489588.0,774530.0,58.9,12.56,,3757988096,NO,51.75,43.38,26.25,46.32,31.23,2601,0.0,372186.0,NO,NO,2022-09-26,4339700.0,-10.54
50,MBX,61.98,60.94,431777.0,Healthcare,Biotechnology,98.0,15.0,94.0,97.0,2.9558,2.8894,658923.0,628700.0,72.64,12.94,,2984962816,NO,62.45,63.68,42.41,63.93,46.47,507,0.33,431777.0,NO,NO,2025-09-22,28303500.0,-14.68
52,BAND,58.4,54.31,1833126.0,Technology,Software - Infrastructure,98.0,96.0,82.0,98.0,4.5682,4.4482,1077428.0,994150.0,79.08,12.5,,1879358080,NO,49.72,52.45,35.69,50.87,46.13,2227,0.72,1833126.0,NO,NO,2022-11-02,11116300.0,-26.15
53,SYRE,91.97,92.03,1223356.0,Healthcare,Biotechnology,98.0,4.0,18.0,97.0,3.8245,3.7374,1286569.0,1350510.0,110.17,15.11,,7986790400,NO,91.15,97.8,65.46,96.77,78.67,2630,0.0,1223356.0,NO,NO,2023-06-22,10228380.0,-16.52
59,LIFE,36.19,36.49,1909670.0,Financial Services,Insurance Brokers,98.0,88.0,98.0,98.0,2.7214,2.6771,1197552.0,1880610.0,42.55,9.45,,3468393472,NO,38.28,30.96,,32.96,22.22,163,0.0,1909670.0,NO,NO,2026-08-04,5332100.0,-14.95
60,AMD,623.77,615.52,27878184.0,Technology,Semiconductors,98.0,97.0,89.0,98.0,25.5084,19.9748,25241950.0,25421440.0,624.52,154.78,,1018288996352,NO,506.22,498.79,358.66,511.2,427.39,11724,0.0,27878184.0,YES,NO,2018-08-27,325058400.0,-0.12
61,ETON,57.09,55.31,464598.0,Healthcare,Drug Manufacturers - Specialty & Generic,98.0,7.0,97.0,97.0,2.6743,2.6443,566293.0,414860.0,66.37,14.27,,1631811200,NO,58.82,52.16,30.52,54.38,37.39,1973,0.0,464598.0,NO,NO,2023-08-11,15757000.0,-13.98
64,INTC,123.86,121.78,107356649.0,Technology,Semiconductors,98.0,97.0,16.0,98.0,6.5582,4.7925,109723734.0,123745420.0,142.35,28.82,,654736949248,NO,99.28,97.75,77.95,99.74,93.88,11724,0.0,107684537.0,YES,NO,1993-04-19,567708800.0,-12.99
