Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,Earning_Date,MCAP,IPO,SMA50,SMA200,SMA10W,SMA30W,History_Days,Gap (%),Latest Volume,9M+ Volume,HVE,HVE Date,HVE Volume,%_From_52WKH
359,DGII,70.16,366735,Technology,Communication Equipment,94.0,63.0,92.0,94.0,2.8071,2.7243,354188.0,552440.0,76.41,30.69,,2645186560,NO,65.48,49.43,67.73,54.56,9253,0.0,366735,NO,NO,1996-07-03,3106100.0,-8.18
361,SYNA,119.37,719221,Technology,Semiconductors,94.0,5.0,95.0,93.0,9.1786,8.0814,1090539.0,2030440.0,149.11,58.28,,4662911488,NO,124.87,87.86,129.66,97.04,6148,0.0,729802,NO,NO,2005-02-09,38096250.0,-19.95
363,MRCY,115.83,511635,Industrials,Aerospace & Defense,94.0,30.0,94.0,92.0,6.6893,6.6793,670400.0,864420.0,128.45,49.86,,6954813440,NO,102.06,85.74,108.95,91.59,7151,0.0,519584,NO,NO,2023-08-18,13314400.0,-9.82
366,AAMI,78.28,388324,Financial Services,Asset Management,94.0,72.0,92.0,94.0,3.7864,3.2207,475857.0,642930.0,85.73,37.2,,2789037056,NO,72.39,56.1,73.26,60.8,2951,0.0,448311,NO,NO,2020-06-19,12096900.0,-8.69
368,CHEF,98.21,361679,Consumer Defensive,Food Distribution,94.0,96.0,96.0,93.0,3.1386,3.0196,499375.0,496980.0,99.47,53.2,,4004770816,NO,83.44,67.42,87.17,72.26,3756,2.28,361679,NO,NO,2011-07-28,6574100.0,-1.27
374,LLYX,29.31,683386,ETF,ETF,93.0,93.0,96.0,68.0,1.717,1.6414,584209.0,553260.0,29.95,9.6,,0,NO,22.49,21.14,24.34,22.33,478,0.0,689970,NO,NO,2025-08-07,17207100.0,-2.14
376,BELFB,251.53,430728,Technology,Electronic Components,93.0,10.0,82.0,91.0,21.3521,20.5493,290216.0,429840.0,335.29,95.45,,3577437440,NO,281.84,209.52,278.12,235.39,7040,0.0,431279,NO,NO,2021-08-02,2749000.0,-24.98
377,JAZZ,247.72,1056190,Healthcare,Biotechnology,93.0,72.0,89.0,91.0,6.8329,6.8164,943278.0,856770.0,249.64,105.0,,15561183232,NO,228.27,180.96,234.59,197.4,4804,0.0,906621,NO,NO,2009-06-15,27415800.0,-0.77
379,KSTR,28.54,670473,ETF,ETF,93.0,91.0,95.0,92.0,1.2486,0.5989,450155.0,768830.0,32.54,13.26,,0,NO,25.51,20.98,26.08,22.1,1363,0.0,679764,NO,NO,2026-02-05,4388000.0,-12.29
382,TNA,71.91,4779022,ETF,ETF,93.0,71.0,94.0,92.0,3.5686,3.4171,7140281.0,5429710.0,76.84,31.34,,0,NO,66.75,53.46,68.13,57.16,4432,0.0,4779781,NO,NO,2011-10-04,222000000.0,-6.42
384,KGS,68.01,1234394,Energy,Oil & Gas Equipment & Services,93.0,48.0,76.0,96.0,3.2313,3.2102,1870557.0,2412660.0,77.68,30.06,,6863495168,NO,70.16,50.17,69.93,57.05,757,0.0,1712068,NO,NO,2025-08-05,10519400.0,-12.45
388,CECO,78.84,719153,Industrials,Pollution & Treatment Controls,93.0,24.0,89.0,87.0,4.895,4.7143,863062.0,936940.0,101.24,29.49,,4604494848,NO,84.27,65.15,84.51,71.15,11490,0.0,719153,NO,NO,2023-06-23,4359900.0,-22.13
390,URTY,83.7,371504,ETF,ETF,93.0,71.0,94.0,92.0,4.1293,3.9507,1072113.0,867770.0,89.4,36.8,,0,NO,77.77,62.44,79.32,66.67,4124,0.0,371504,NO,NO,2011-10-05,8068400.0,-6.38
391,INSW,85.23,577696,Energy,Oil & Gas Midstream,93.0,84.0,65.0,96.0,4.2096,4.096,587373.0,788550.0,92.66,37.72,,4219285504,NO,83.06,64.25,83.16,71.3,2420,0.0,577696,NO,NO,2024-12-27,7364100.0,-8.02
392,ASML,1747.28,1859169,Technology,Semiconductor Equipment & Materials,93.0,40.0,90.0,92.0,104.735,71.6886,1950229.0,2297200.0,1999.96,683.48,,673432600576,NO,1661.37,1323.93,1708.57,1465.36,7879,0.0,1859764,NO,NO,1995-03-15,71337728.0,-12.63
402,CGON,69.2,967607,Healthcare,Biotechnology,93.0,95.0,37.0,94.0,3.9269,3.8826,1070498.0,1485170.0,77.0,23.65,,6103610880,NO,64.63,53.88,64.9,60.07,613,0.0,967607,NO,NO,2025-04-28,9040400.0,-10.13
403,CYTK,85.56,2293371,Healthcare,Biotechnology,93.0,93.0,89.0,90.0,3.2764,3.0171,2586791.0,2939820.0,88.31,32.89,,11616531456,NO,74.83,65.51,78.11,68.36,5580,0.0,2293371,NO,NO,2021-07-19,40137500.0,-3.11
404,TKR,138.06,759220,Industrials,Tools & Accessories,93.0,72.0,92.0,93.0,4.7879,4.2129,1012991.0,1020520.0,146.37,70.57,,9594412032,NO,126.75,99.29,131.01,109.67,13456,0.0,955710,NO,NO,2012-08-01,14754136.0,-5.68
422,BEAM,37.92,3935937,Healthcare,Biotechnology,93.0,91.0,95.0,90.0,2.7391,2.6445,2209247.0,2764410.0,38.26,15.6,,3901179648,NO,31.2,27.77,32.19,29.06,1611,3.34,3938115,NO,NO,2025-03-10,8844200.0,-0.89
429,VIRT,63.23,1093291,Financial Services,Capital Markets,93.0,95.0,90.0,96.0,2.859,2.714,1380959.0,1348360.0,64.88,31.55,,13605710848,NO,54.58,41.96,56.7,46.02,2822,0.21,1093291,NO,NO,2024-06-21,16222000.0,-2.54
435,GEV,1077.08,4192802,Industrials,Specialty Industrial Machinery,93.0,88.0,81.0,93.0,65.5906,51.1554,2764445.0,3105790.0,1195.94,511.5,,289432928256,NO,1041.14,799.52,1031.58,889.8,570,0.0,4192802,NO,NO,2024-04-02,18246100.0,-9.94
446,JBHT,275.0,847667,Industrials,Integrated Freight & Logistics,93.0,24.0,86.0,90.0,8.8816,8.7516,991570.0,924010.0,294.98,130.12,,25932279808,NO,266.85,211.17,272.95,235.32,10737,0.0,847667,NO,NO,2002-07-15,28216800.0,-6.77
448,NTAP,165.78,3663796,Technology,Software - Infrastructure,93.0,13.0,95.0,93.0,6.5439,6.4568,3080113.0,2888540.0,192.83,93.69,,32479604736,NO,142.11,116.72,151.23,119.31,7704,0.04,3663796,NO,NO,2012-05-24,54215800.0,-14.03
452,EWT,101.88,5135559,ETF,ETF,92.0,21.0,93.0,93.0,3.8171,2.4164,6214724.0,5939500.0,112.78,57.42,,0,NO,99.26,76.0,100.72,81.62,6546,0.0,5135559,NO,NO,2009-04-29,37344000.0,-9.66
457,TQQQ,72.23,69631128,ETF,ETF,92.0,5.0,95.0,89.0,5.3757,4.4221,75707877.0,73404430.0,88.09,37.32,,0,NO,75.45,57.78,76.49,59.91,4124,0.0,70013410,YES,NO,2011-10-17,1094342400.0,-18.0
461,CGNX,64.21,3370102,Technology,Scientific & Technical Instruments,92.0,39.0,88.0,95.0,3.7857,3.2793,2358078.0,2800570.0,72.88,32.09,,10684961792,NO,63.63,49.43,65.1,53.13,9308,0.0,3370102,NO,NO,1989-07-20,33836800.0,-11.9
463,ALGT,111.14,543751,Industrials,Airlines,92.0,97.0,91.0,83.0,6.381,5.9395,634186.0,814940.0,123.63,42.56,,2987165440,NO,89.28,82.82,95.22,91.11,4922,0.0,543751,NO,NO,2006-12-08,5542000.0,-10.1
465,BLBD,79.6,638075,Industrials,Farm & Heavy Construction Machinery,92.0,87.0,91.0,95.0,2.9716,2.7802,462429.0,537450.0,81.51,42.0,,2519068416,NO,70.7,58.44,72.67,61.24,3092,0.0,638075,NO,NO,2023-12-12,3311600.0,-2.34
467,ARKG,42.6,2790061,ETF,ETF,92.0,93.0,95.0,91.0,1.7653,1.6174,3177144.0,5167620.0,44.47,22.73,,0,NO,33.71,30.5,35.46,31.16,2935,0.0,2858078,NO,NO,2020-12-29,15040000.0,-4.21
472,HLIO,80.01,379693,Industrials,Specialty Industrial Machinery,92.0,14.0,82.0,91.0,3.7386,3.4671,376826.0,477350.0,95.05,33.85,,2644039168,NO,79.77,65.53,81.67,70.98,7418,0.0,379693,NO,NO,2018-02-02,3161100.0,-15.82
475,BFH,102.36,345175,Financial Services,Credit Services,92.0,89.0,91.0,89.0,3.3404,3.2746,689421.0,689310.0,109.91,53.83,,4136067072,NO,93.18,76.14,95.58,82.81,6300,0.0,431529,NO,NO,2008-01-28,42684447.0,-6.87
479,NVT,153.18,3156756,Industrials,Electrical Equipment & Parts,92.0,7.0,88.0,91.0,8.9657,6.8824,2168442.0,2364800.0,184.64,68.9,,24772337664,NO,164.16,123.71,164.46,133.07,2061,0.0,3156756,NO,NO,2018-05-01,40727700.0,-17.04
485,SBIT,58.3,520447,ETF,ETF,92.0,17.0,56.0,90.0,4.6094,3.7564,999288.0,889570.0,76.52,23.6,,0,NO,51.75,45.87,54.95,51.58,567,0.0,520447,NO,NO,2026-02-05,7663200.0,-23.81
487,RAL,67.75,1666678,Technology,Electronic Components,92.0,84.0,95.0,87.0,2.7375,2.5736,1632326.0,1822910.0,75.41,37.27,,7583471104,NO,60.3,49.96,63.27,52.22,259,0.0,1666678,NO,NO,2025-06-30,27065700.0,-10.16
490,TXN,293.3,7856884,Technology,Semiconductors,92.0,20.0,93.0,94.0,16.4979,12.8114,8938670.0,11628930.0,334.03,152.73,,266930208768,NO,297.39,216.7,298.63,238.21,13636,0.0,8283788,NO,NO,1987-09-16,136944000.0,-12.19
492,AIR,136.63,340834,Industrials,Aerospace & Defense,92.0,93.0,81.0,94.0,5.5686,5.2671,421332.0,636190.0,146.75,69.17,,5432992256,NO,119.87,102.38,124.38,112.12,11670,0.0,340892,NO,NO,2008-02-06,4345300.0,-6.9
494,VIK,100.01,1798339,Consumer Cyclical,Travel Services,92.0,88.0,91.0,89.0,3.5596,3.3271,3192763.0,3149840.0,105.76,54.78,,44620173312,NO,90.06,74.31,92.6,80.36,546,0.0,1798339,NO,NO,2024-05-01,35017400.0,-5.44
495,IESC,609.47,351078,Industrials,Engineering & Construction,92.0,3.0,85.0,92.0,52.4175,46.9661,255304.0,489860.0,804.0,291.0,,12143011840,NO,684.46,499.23,684.82,544.73,7153,0.0,351078,NO,NO,2007-09-06,1946500.0,-24.2
503,LNTH,103.41,1154195,Healthcare,Drug Manufacturers - Specialty & Generic,92.0,59.0,91.0,92.0,3.7531,3.6988,975652.0,1071890.0,111.86,47.25,,6732619776,NO,98.14,73.83,102.17,82.81,2773,0.0,1154195,NO,NO,2022-10-11,15528900.0,-7.55
506,ARTY,69.93,591088,ETF,ETF,92.0,8.0,93.0,90.0,3.2659,2.4691,900570.0,798240.0,81.85,40.56,,0,NO,70.54,54.76,71.37,58.09,2015,0.0,594521,NO,NO,2026-03-12,3072000.0,-14.56
507,CSCO,111.79,15979313,Technology,Communication Equipment,92.0,6.0,92.0,91.0,3.4479,3.245,24640616.0,27723640.0,130.37,65.75,,440612978688,NO,111.97,85.37,115.61,91.8,9161,0.0,15979313,YES,NO,1990-02-16,940636800.0,-14.25
512,YOU,55.91,1541297,Technology,Software - Application,92.0,69.0,52.0,94.0,2.5824,2.5824,1539618.0,1705070.0,62.73,28.06,,7473002496,NO,55.66,42.75,55.23,46.49,1259,0.0,1541297,NO,NO,2024-09-20,17915700.0,-10.87
517,NTRA,281.27,1759031,Healthcare,Diagnostics & Research,92.0,96.0,91.0,81.0,13.3107,12.8236,1589580.0,2011070.0,288.04,131.81,,40282185728,NO,221.16,211.72,228.85,217.83,2769,0.0,1759031,NO,NO,2022-03-09,41733200.0,-2.35
519,MTZ,358.85,842667,Industrials,Engineering & Construction,92.0,19.0,47.0,93.0,22.645,20.4371,1087834.0,1330460.0,441.43,160.08,,28355811328,NO,389.31,285.03,382.47,320.1,13456,0.0,945753,NO,NO,2018-11-09,13817900.0,-18.71
529,XBI,163.87,9472783,ETF,ETF,91.0,95.0,87.0,88.0,4.3625,4.0754,8779937.0,11031300.0,164.35,83.45,,0,NO,137.84,124.27,141.66,131.17,5135,0.76,9472783,YES,NO,2025-04-09,36123800.0,-0.29
530,PSMT,191.95,217534,Consumer Defensive,Discount Stores,91.0,87.0,84.0,93.0,5.2525,5.2018,277468.0,424630.0,199.84,101.3,,5930464256,NO,172.05,144.5,177.65,156.71,7255,0.0,217534,NO,NO,2019-09-25,4886600.0,-3.95
536,ARW,193.88,436599,Technology,Electronics & Computer Distribution,91.0,6.0,89.0,95.0,8.0743,7.0,717986.0,702040.0,237.33,101.79,,9913848832,NO,210.58,149.48,212.04,165.73,11670,0.0,639847,NO,NO,2000-02-24,10397800.0,-18.31
538,ENS,195.98,763013,Industrials,Electrical Equipment & Parts,91.0,4.0,60.0,86.0,10.9207,9.4429,480834.0,777340.0,244.3,85.56,,7144671744,NO,224.66,170.89,223.09,189.74,5517,0.0,763013,NO,NO,2016-08-25,6830000.0,-19.78
539,ECG,133.43,772968,Industrials,Engineering & Construction,91.0,6.0,59.0,92.0,9.8905,8.4841,649157.0,733210.0,171.58,62.92,,6810481152,NO,151.9,112.14,150.12,122.6,422,0.0,772968,NO,NO,2025-05-14,3734500.0,-22.23
548,CHAT,87.6,591115,ETF,ETF,91.0,7.0,91.0,91.0,4.7118,3.2421,703667.0,657070.0,105.2,47.87,,0,NO,90.57,70.03,91.59,73.68,785,0.0,591115,NO,NO,2026-06-05,1714000.0,-16.73
552,STT,179.94,2383701,Financial Services,Asset Management,91.0,87.0,91.0,90.0,4.7561,4.4811,2237701.0,2504330.0,180.82,101.98,,49801461760,NO,160.06,133.75,162.84,141.86,11670,0.39,2384033,NO,NO,2009-01-20,76692600.0,-0.49
553,MSGE,74.98,351752,Communication Services,Entertainment,91.0,77.0,85.0,89.0,2.8492,2.8058,476577.0,716830.0,82.79,35.31,,3546946560,NO,71.21,58.16,72.64,63.88,808,0.0,673200,NO,NO,2023-06-23,5614100.0,-9.43
559,VAC,99.35,290815,Consumer Cyclical,Resorts & Casinos,91.0,91.0,93.0,95.0,4.0749,3.9871,507668.0,457420.0,105.97,44.58,,3411983360,NO,84.83,67.87,88.98,72.02,3684,0.01,290815,NO,NO,2018-08-31,7085300.0,-6.25
563,NUE,227.42,1535154,Basic Materials,Steel,91.0,6.0,90.0,88.0,7.9679,7.4036,1646926.0,1934790.0,270.9,131.32,,51792846848,NO,237.75,181.96,238.9,198.78,11670,0.0,1535154,NO,NO,2001-06-26,358280000.0,-16.05
571,IBX,34.76,552298,ETF,ETF,91.0,57.0,93.0,,2.4271,2.2,510911.0,916300.0,42.33,17.98,,0,NO,25.9,,27.56,,72,3.69,552298,NO,NO,2026-06-01,4197000.0,-17.88
572,AVT,81.48,936687,Technology,Electronics & Computer Distribution,91.0,13.0,88.0,94.0,3.0315,2.7094,1424073.0,1380190.0,95.26,44.25,,6683322368,NO,85.78,63.26,85.79,69.52,13406,0.0,936687,NO,NO,2008-04-15,8983800.0,-14.47
584,VLO,266.22,2244029,Energy,Oil & Gas Refining & Marketing,91.0,70.0,53.0,94.0,9.0393,8.6337,3127868.0,3363450.0,274.92,130.78,,79049441280,NO,250.74,206.42,252.77,223.46,11216,0.0,2244029,NO,NO,2004-04-28,84719360.0,-3.16
585,DAL,88.63,8258796,Industrials,Airlines,91.0,88.0,90.0,85.0,2.8929,2.6964,8344411.0,7982980.0,95.68,49.83,,58229407744,NO,78.91,68.38,82.28,72.65,4824,0.0,8258796,NO,NO,2013-09-10,206372300.0,-7.37
589,POWI,66.83,1107526,Technology,Semiconductors,91.0,2.0,88.0,96.0,5.715,4.8211,1234929.0,1094320.0,91.18,30.86,,3724045056,NO,76.9,51.82,76.31,57.98,7183,0.0,1106908,NO,NO,2000-03-24,19421400.0,-26.71
590,TSM,432.57,13193335,Technology,Semiconductors,91.0,24.0,86.0,88.0,23.5279,18.5993,14083386.0,15640370.0,479.0,223.7,,2243513024512,NO,421.79,345.82,423.93,371.86,7228,0.0,14824086,YES,NO,2025-01-27,68667500.0,-9.69
592,KEYS,309.12,1584010,Technology,Scientific & Technical Instruments,91.0,9.0,45.0,92.0,16.6396,13.0611,1547080.0,1879900.0,374.96,152.85,,52827172864,NO,345.44,255.8,339.0,287.64,2944,0.0,1605318,NO,NO,2018-11-05,47677800.0,-17.56
593,STLD,229.62,1217972,Basic Materials,Steel,91.0,4.0,88.0,86.0,9.53,8.4771,1217611.0,1360490.0,288.74,119.89,,33114138624,NO,245.45,189.68,246.13,206.19,7449,0.0,1234553,NO,NO,2022-12-21,38999600.0,-20.48
599,SION,44.93,630726,Healthcare,Biotechnology,91.0,93.0,81.0,69.0,2.8748,2.8341,428240.0,502000.0,48.45,16.38,,2028604288,NO,39.99,38.25,40.81,39.57,353,1.28,630726,NO,NO,2025-06-27,2248200.0,-7.27
606,GKOS,150.65,710243,Healthcare,Medical Devices,90.0,95.0,88.0,89.0,5.7452,5.657,989278.0,988350.0,151.47,73.16,,8848263168,NO,130.42,110.77,132.7,121.0,2773,0.0,710243,NO,NO,2018-08-29,11054300.0,-0.54
609,YANG,37.51,481602,ETF,ETF,90.0,96.0,85.0,95.0,1.88,1.2943,971050.0,705160.0,42.22,19.94,,0,NO,31.06,26.24,32.96,28.3,4171,0.0,481602,NO,NO,2025-10-10,18624300.0,-11.16
612,CMI,660.14,1036733,Industrials,Specialty Industrial Machinery,90.0,25.0,80.0,84.0,28.9464,22.9543,995096.0,1196160.0,737.76,328.03,,91092107264,NO,677.14,558.8,669.76,604.2,13456,0.0,1036733,NO,NO,2007-04-27,31219200.0,-10.52
614,VLUE,191.87,602050,ETF,ETF,90.0,20.0,89.0,89.0,5.1636,3.8054,1494109.0,3763570.0,206.57,110.53,,0,NO,188.56,151.68,192.3,162.81,3324,0.0,602050,NO,NO,2022-01-27,17944500.0,-7.12
619,COCO,65.55,978883,Consumer Defensive,Beverages - Non-Alcoholic,90.0,8.0,89.0,81.0,4.0008,3.9965,1301188.0,1418330.0,85.83,31.79,,3743734016,NO,73.47,55.74,74.56,60.75,1180,0.0,978883,NO,NO,2021-10-21,9664500.0,-23.63
621,GOOGL,367.03,23978816,Communication Services,Internet Content & Information,90.0,32.0,83.0,72.0,11.7807,10.8021,31796745.0,43981180.0,408.61,172.77,,4478710317056,NO,372.08,317.32,372.15,336.6,5504,0.0,23927397,YES,NO,2006-01-20,1643023332.0,-10.18
628,HXL,100.11,1054404,Industrials,Aerospace & Defense,90.0,88.0,86.0,86.0,3.1293,3.0579,1048008.0,1156950.0,102.47,56.82,,7551015424,NO,93.25,81.18,94.04,87.19,11670,0.0,1054404,NO,NO,2020-06-19,12921200.0,-2.3
629,IBKR,94.57,4783001,Financial Services,Capital Markets,90.0,84.0,91.0,90.0,3.9564,3.8057,5052427.0,5183140.0,97.84,56.33,,160411729920,NO,86.8,73.83,88.67,77.19,4823,0.0,4783001,NO,NO,2025-08-27,98998600.0,-3.34
630,PWR,656.79,1185049,Industrials,Engineering & Construction,90.0,11.0,79.0,92.0,30.8093,26.5143,1254047.0,1777770.0,788.75,363.01,,98558001152,NO,713.31,541.01,706.82,588.91,7142,0.0,1185049,NO,NO,2009-06-30,41581400.0,-16.73
632,SEI,65.35,2490664,Energy,Oil & Gas Equipment & Services,90.0,5.0,79.0,86.0,5.7931,5.3141,2388927.0,2348920.0,86.19,24.57,,6104157696,NO,74.11,57.25,73.1,61.53,2299,0.0,2490664,NO,NO,2025-10-07,12906400.0,-24.18
637,SNX,235.67,1384866,Technology,Electronics & Computer Distribution,90.0,5.0,83.0,92.0,11.8643,11.8129,846055.0,1236990.0,296.47,139.12,,18843879424,NO,252.72,183.76,254.86,198.37,5687,0.0,1593209,NO,NO,2019-06-28,10486600.0,-20.51
638,QTUM,151.44,517233,ETF,ETF,90.0,10.0,91.0,88.0,5.9921,5.0614,733518.0,707120.0,170.0,89.23,,0,NO,152.26,122.6,154.57,129.06,1968,0.0,517233,NO,NO,2025-01-08,2103300.0,-10.92
641,GOOG,363.62,16372310,Communication Services,Internet Content & Information,90.0,31.0,83.0,70.0,11.3955,10.2355,21703852.0,29240200.0,404.47,173.88,,4437099675648,NO,369.3,316.7,369.2,335.34,5504,0.0,16372310,YES,NO,2006-01-20,1650832619.0,-10.1
650,AKTS,27.58,486306,Healthcare,Biotechnology,90.0,97.0,96.0,,3.0801,2.9286,309904.0,722080.0,34.19,14.72,,1524552064,NO,21.87,,23.29,,122,0.83,486533,NO,NO,2026-03-20,3904300.0,-19.33
663,NPO,323.45,243610,Industrials,Specialty Industrial Machinery,90.0,66.0,87.0,92.0,16.4014,14.7029,270067.0,434730.0,390.42,198.25,,6833419776,NO,325.06,260.26,330.08,278.34,6067,0.0,243610,NO,NO,2014-01-13,3043000.0,-17.15
673,GNRC,235.8,1746973,Industrials,Specialty Industrial Machinery,90.0,5.0,81.0,94.0,17.6854,14.28,878540.0,1035170.0,296.44,134.8,,13881234432,NO,264.88,200.69,265.13,216.03,4124,0.0,1746973,NO,NO,2020-02-12,13312000.0,-20.46
676,SN,150.94,1309019,Consumer Cyclical,"Furnishings, Fixtures & Appliances",89.0,95.0,92.0,87.0,5.3102,4.9354,1991929.0,1589630.0,154.03,83.12,,21361086464,NO,124.19,112.27,129.32,120.25,736,0.17,1444447,NO,NO,2026-05-15,11957600.0,-2.01
677,SNOW,262.74,4731112,Technology,Software - Application,89.0,82.0,96.0,79.0,12.6271,12.5449,9060380.0,7601950.0,284.99,118.3,,91065679872,NO,202.86,206.96,221.28,192.59,1457,0.0,5527178,NO,NO,2024-11-21,55121600.0,-7.81
678,FFIV,417.11,433207,Technology,Software - Infrastructure,89.0,67.0,90.0,94.0,13.6414,13.4707,727129.0,659410.0,427.54,223.76,,23533031424,NO,376.89,303.85,388.85,317.0,6813,0.0,433207,NO,NO,2005-07-21,26240600.0,-2.44
679,WLY,52.29,521602,Communication Services,Publishing,89.0,93.0,91.0,95.0,2.5344,2.5166,480920.0,771653.0,53.24,28.38,,2654258944,NO,43.55,37.05,45.4,37.96,13636,0.0,521602,NO,NO,1991-07-03,10067200.0,-1.78
688,PTCT,89.2,1410792,Healthcare,Biotechnology,89.0,96.0,88.0,72.0,3.4421,3.2864,1786211.0,3240750.0,89.8,43.17,,7399080448,NO,73.74,71.65,76.98,72.95,3280,1.63,1410792,NO,NO,2016-04-15,28675100.0,-0.67
697,Q,140.54,2524421,Technology,Semiconductor Equipment & Materials,89.0,10.0,78.0,94.0,11.3876,9.1662,1958819.0,2432430.0,177.28,70.5,,29420529664,NO,152.64,,151.97,123.61,173,0.0,2524421,NO,NO,2025-11-03,10626200.0,-20.72
699,WST,356.08,756205,Healthcare,Medical Instruments & Supplies,89.0,89.0,92.0,85.0,8.2811,7.9532,855418.0,910400.0,367.66,206.8,,25156194304,NO,322.4,276.97,331.2,282.89,11670,0.0,756205,NO,NO,2020-05-21,16495700.0,-3.15
703,TRGP,273.81,844184,Energy,Oil & Gas Midstream,89.0,68.0,62.0,91.0,7.8393,7.6793,1257498.0,1522420.0,280.0,144.14,,58771648512,NO,262.68,212.59,265.25,234.7,3917,0.42,1151013,NO,NO,2022-10-11,49033200.0,-2.21
709,QLYS,157.55,999939,Technology,Software - Infrastructure,89.0,98.0,96.0,78.0,7.1561,6.5004,865309.0,952760.0,164.1,74.51,,5548439552,NO,107.11,117.46,115.73,109.99,3460,0.0,999939,NO,NO,2015-05-05,9904700.0,-3.99
712,LSTR,203.95,353739,Industrials,Integrated Freight & Logistics,89.0,13.0,84.0,90.0,5.715,5.6957,490416.0,490970.0,228.46,119.32,,6919657984,NO,198.97,158.34,203.14,172.43,8391,0.13,363369,NO,NO,1993-09-29,29786400.0,-10.73
720,QTEC,311.3,215507,ETF,ETF,89.0,16.0,92.0,88.0,11.8614,9.4793,283603.0,738370.0,340.23,205.57,,0,NO,304.88,249.75,311.17,259.0,5076,0.0,215507,NO,NO,2016-11-11,18972200.0,-8.5
725,UNH,428.19,5541320,Healthcare,Healthcare Plans,89.0,83.0,94.0,84.0,10.3171,9.6807,7360857.0,6219480.0,430.2,234.6,,388858347520,NO,393.22,338.13,403.3,341.1,10509,1.43,5541320,NO,NO,1998-08-06,161821600.0,-0.47
728,AIA,135.19,94727,ETF,ETF,89.0,13.0,86.0,87.0,4.9732,3.1761,524255.0,690530.0,150.83,80.27,,0,NO,136.87,111.8,137.69,118.93,4684,0.0,94727,NO,NO,2021-03-08,4956000.0,-10.37
731,LLY,1235.56,2359094,Healthcare,Drug Manufacturers - General,89.0,86.0,90.0,68.0,39.655,37.9136,3277000.0,3549500.0,1249.45,623.78,,1101800013824,NO,1066.85,989.57,1114.4,1038.21,13636,2.73,2899521,NO,NO,2019-03-06,74822500.0,-1.11
732,FCFS,223.25,407576,Financial Services,Credit Services,89.0,57.0,77.0,90.0,8.4036,8.4036,418286.0,585950.0,235.97,119.21,,9786541056,NO,222.47,184.12,223.68,198.09,8831,0.0,407576,NO,NO,2019-09-20,6973400.0,-5.39
734,QLD,89.69,4409388,ETF,ETF,89.0,10.0,92.0,85.0,4.3354,3.5611,5024644.0,4475530.0,101.19,56.6,,0,NO,91.39,75.06,92.46,77.35,5041,0.0,4409388,NO,NO,2008-11-20,5974124800.0,-11.36
735,R,265.94,306111,Industrials,Rental & Leasing Services,89.0,57.0,87.0,89.0,7.6114,7.4486,429477.0,424690.0,284.25,157.67,,10289488896,NO,253.68,208.57,256.14,223.86,11722,0.27,306111,NO,NO,2017-06-16,9940400.0,-6.44
736,BMO,178.25,751909,Financial Services,Banks - Diversified,89.0,83.0,88.0,88.0,2.9264,2.735,793824.0,744660.0,179.32,109.64,,124849266688,NO,162.44,141.0,165.93,148.27,7974,0.01,751909,NO,NO,2010-12-17,10489300.0,-0.6
740,BAI,45.56,2560657,ETF,ETF,89.0,9.0,89.0,88.0,2.8191,2.0,4138036.0,4154200.0,54.46,28.62,,0,NO,47.89,38.15,48.08,39.69,426,0.0,2560726,NO,NO,2025-09-16,79352700.0,-16.34
741,BNY,152.91,3502765,Financial Services,Banks - Diversified,89.0,79.0,84.0,86.0,3.4668,3.3093,3902383.0,4785550.0,153.22,92.47,,104954224640,NO,139.82,121.94,141.72,127.95,13406,0.13,3502765,NO,NO,2008-09-18,66396000.0,-0.2
742,AFRM,83.62,3917208,Financial Services,Credit Services,89.0,94.0,96.0,65.0,4.0532,3.9104,5041277.0,4347410.0,100.0,42.09,,28004218880,NO,70.03,66.3,72.01,63.83,1375,0.0,4031105,NO,NO,2022-02-10,86940400.0,-16.38
743,UAL,128.31,3358080,Industrials,Airlines,89.0,95.0,92.0,67.0,5.0329,4.7129,6465140.0,5898200.0,138.77,79.86,,41645539328,NO,108.62,103.62,114.45,106.8,5135,0.0,3358080,NO,NO,2020-06-04,142812800.0,-7.54
744,UDOW,72.5,2007368,ETF,ETF,89.0,80.0,92.0,81.0,2.2189,2.0732,2726045.0,1347620.0,74.2,44.37,,0,NO,64.6,58.79,66.29,60.82,4124,0.0,2007368,NO,NO,2020-03-25,67061200.0,-2.29
745,AAPU,40.09,1373733,ETF,ETF,89.0,24.0,91.0,78.0,2.1467,2.0645,2244370.0,1785470.0,42.86,20.93,,0,NO,37.1,33.52,38.46,33.2,980,0.0,1382807,NO,NO,2025-08-08,17954100.0,-6.46
750,MS,222.04,3840065,Financial Services,Capital Markets,88.0,65.0,90.0,80.0,6.0927,5.5434,5910380.0,5909810.0,230.47,135.26,,350220320768,NO,205.14,179.11,209.18,186.94,8399,0.0,5343497,NO,NO,2008-09-17,329786100.0,-3.66
753,CVLT,153.72,881124,Technology,Software - Application,88.0,96.0,97.0,82.0,6.15,5.9121,955155.0,926500.0,200.68,71.75,,6367342080,NO,117.17,118.84,125.52,107.22,4976,1.16,881124,NO,NO,2006-09-22,8587700.0,-23.4
