Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,Earning_Date,SMA50,SMA200,SMA10W,SMA30W,%_From_52WKH
62,LITE,893.93,6860200.0,Technology,Communication Equipment,99.0,68.0,85.0,98.0,85.768,83.175,6097490.0,6051840.0,1085.68,86.63,69547753472,,905.57,516.25,903.71,664.65,-17.66
65,VSH,64.27,7465922.0,Technology,Semiconductors,99.0,99.0,99.0,99.0,7.0407,6.4436,5459046.0,9344960.0,69.47,11.77,8747521024,,41.57,22.82,47.43,27.83,-7.49
66,VPG,140.92,411920.0,Technology,Scientific & Technical Instruments,99.0,98.0,99.0,99.0,12.3821,11.9771,459603.0,604550.0,148.39,25.5,1874376832,,93.09,52.77,106.38,64.89,-5.03
68,UCTT,123.14,1027416.0,Technology,Semiconductor Equipment & Materials,99.0,98.0,97.0,99.0,9.19,7.9871,1107977.0,1322330.0,125.0,19.51,5520163328,,86.57,50.26,93.56,63.2,-1.49
69,ORKA,85.38,4200169.0,Healthcare,Biotechnology,99.0,98.0,98.0,98.0,5.1362,4.5154,1597220.0,1264450.0,91.0,10.77,5149447168,,65.09,39.05,66.5,47.26,-6.18
71,HQ,38.39,2335623.0,Technology,Software - Infrastructure,99.0,99.0,,,4.0964,3.9733,504027.0,2068840.0,44.95,8.29,1980084608,,12.83,,16.32,,-14.59
73,CRDU,122.82,459374.0,ETF,ETF,99.0,99.0,99.0,98.0,19.2375,17.5283,611891.0,941890.0,126.88,12.87,0,,61.16,,72.85,47.44,-3.2
74,TSEM,316.85,3013109.0,Technology,Semiconductors,99.0,94.0,97.0,98.0,22.3475,19.2546,2653498.0,1942070.0,319.84,38.9,37701672960,,241.76,144.52,254.42,179.09,-0.93
77,MRVL,307.86,46596718.0,Technology,Semiconductors,99.0,99.0,99.0,99.0,37.9958,30.7444,40881875.0,84254490.0,329.88,61.44,269547782144,,201.7,114.29,223.92,135.36,-6.68
78,KOD,36.63,589652.0,Healthcare,Biotechnology,99.0,57.0,95.0,88.0,2.7225,2.6861,1091435.0,791780.0,47.84,3.51,2292248320,,38.88,26.51,37.76,31.48,-23.43
79,TTMI,221.47,2310107.0,Technology,Electronic Components,99.0,97.0,98.0,99.0,14.9118,13.2025,2262314.0,2073870.0,223.83,35.52,22999672832,,163.97,98.8,179.59,121.24,-1.05
81,HUT,121.04,3693613.0,Financial Services,Capital Markets,99.0,96.0,98.0,98.0,10.9015,10.245,4823940.0,4014480.0,140.8,15.26,13628391424,,99.54,60.25,106.21,70.6,-14.03
83,DOCN,166.24,2820143.0,Technology,Software - Infrastructure,99.0,72.0,97.0,99.0,15.4862,15.3573,4263891.0,2791400.0,187.5,25.56,17349502976,,139.2,74.12,151.11,91.9,-11.34
87,AIP,44.5,1161607.0,Technology,Semiconductors,99.0,96.0,99.0,98.0,3.082,2.9619,896035.0,1001260.0,45.3,8.1,2054653312,,32.17,18.96,35.74,22.87,-1.77
92,SIMO,336.9,1033213.0,Technology,Semiconductors,99.0,97.0,98.0,99.0,26.8364,24.0671,989553.0,938960.0,355.0,68.79,11423549440,,234.29,136.99,265.23,164.9,-5.1
96,NBIS,283.61,14196104.0,Communication Services,Internet Content & Information,99.0,98.0,98.0,99.0,26.3943,24.7471,17333948.0,19672730.0,299.86,43.89,72008065024,,200.14,126.14,217.5,140.63,-5.42
102,PENG,67.94,4988370.0,Technology,Information Technology Services,99.0,98.0,99.0,99.0,8.0261,7.5628,2628906.0,2831300.0,77.4,16.04,3570937088,,45.82,27.23,52.11,30.7,-12.22
104,PRAX,303.39,641200.0,Healthcare,Biotechnology,98.0,11.0,35.0,72.0,23.2608,21.6665,448651.0,528810.0,366.52,37.19,8458141696,,315.69,246.59,314.14,306.29,-17.22
107,ALAB,439.66,5423832.0,Technology,Semiconductors,98.0,98.0,99.0,98.0,37.5075,33.9989,5989785.0,7573800.0,440.99,84.78,75361214464,,264.23,187.53,303.87,199.36,-0.3
114,VIAV,52.94,9252235.0,Technology,Communication Equipment,98.0,87.0,95.0,98.0,4.8218,4.6568,7212154.0,10072930.0,60.43,9.28,13059537920,,48.94,27.77,50.49,34.4,-12.39
115,SHAZ,91.91,1171533.0,Technology,Information Technology Services,98.0,99.0,99.0,,11.3654,10.5832,592875.0,1384950.0,97.48,16.55,1551495296,,56.76,,64.93,,-5.71
118,AMD,551.63,25248056.0,Technology,Semiconductors,98.0,95.0,98.0,98.0,36.6479,30.5086,37960051.0,33243780.0,562.99,126.82,899488219136,,417.35,263.1,463.82,299.88,-2.02
128,BRUN,34.71,1879732.0,Technology,Software - Infrastructure,98.0,98.0,99.0,98.0,4.8128,4.5758,1316470.0,1837140.0,42.0,10.19,2132189184,,24.14,14.83,27.27,16.87,-17.36
131,AMBQ,88.56,657873.0,Technology,Semiconductors,98.0,92.0,99.0,99.0,7.4939,7.1103,594059.0,718630.0,91.61,22.12,1893036672,,60.14,37.32,69.02,42.82,-3.33
134,FORM,156.66,1206845.0,Technology,Semiconductor Equipment & Materials,98.0,96.0,95.0,98.0,12.0536,10.2671,1847317.0,1474570.0,159.09,26.08,12212393984,,134.11,82.3,138.23,102.33,-1.53
135,DELL,418.71,6966620.0,Technology,Computer Hardware,98.0,99.0,98.0,99.0,30.5571,29.5476,9014559.0,9071960.0,469.47,110.22,270546272256,,287.08,175.08,326.3,202.38,-10.81
136,ARM,407.72,9090813.0,Technology,Semiconductors,98.0,98.0,99.0,99.0,41.9371,38.1383,11606303.0,14307380.0,452.7,100.02,435477086208,,269.69,169.21,309.91,187.43,-9.94
144,LQDA,75.49,2906989.0,Healthcare,Drug Manufacturers - Specialty & Generic,98.0,95.0,97.0,97.0,5.165,4.9614,1702911.0,3240520.0,76.66,11.85,6713181696,,52.7,37.13,57.72,43.59,-1.53
145,COHR,425.48,8880213.0,Technology,Scientific & Technical Instruments,98.0,93.0,95.0,98.0,42.1193,40.1343,6240753.0,6168160.0,440.0,77.84,83240624128,,360.06,225.59,369.94,274.93,-3.3
146,CDNL,79.1,485628.0,Industrials,Engineering & Construction,98.0,98.0,98.0,99.0,5.2596,5.1775,476841.0,551970.0,82.33,21.98,1209675008,,55.72,,59.96,,-3.92
148,STRL,932.75,635135.0,Industrials,Engineering & Construction,98.0,95.0,98.0,99.0,72.4914,67.9964,614445.0,685590.0,1005.68,214.68,28622323712,,718.85,452.58,785.33,515.01,-7.25
149,TER,457.0,4283314.0,Technology,Semiconductor Equipment & Materials,98.0,97.0,94.0,98.0,32.0455,27.1026,3873469.0,5479180.0,459.19,85.58,71539769344,,374.08,255.09,385.0,307.5,-0.48
151,POWL,307.8,844194.0,Industrials,Electrical Equipment & Parts,98.0,90.0,96.0,98.0,21.7893,21.0821,658675.0,631950.0,328.0,56.7,11213661184,,277.47,170.35,287.84,202.57,-6.16
152,COHU,70.07,897241.0,Technology,Semiconductor Equipment & Materials,98.0,98.0,98.0,98.0,4.5329,3.9179,1346620.0,1514820.0,70.92,17.8,3305576704,,49.96,31.79,53.91,37.33,-1.2
154,DRAM,80.72,55065261.0,ETF,ETF,98.0,98.0,,,5.7343,3.9686,28992361.0,49124660.0,81.34,26.14,0,,51.84,,57.58,,-0.76
156,ACMR,103.17,2022214.0,Technology,Semiconductor Equipment & Materials,98.0,98.0,98.0,98.0,10.3617,9.0656,1468980.0,1752110.0,111.41,23.03,7130025984,,69.37,49.9,77.5,58.42,-7.4
157,SMTC,174.73,3121198.0,Technology,Semiconductors,98.0,95.0,98.0,98.0,14.2871,12.6414,3282254.0,4384330.0,177.35,40.25,16276302848,,132.96,89.43,143.71,102.28,-1.48
160,MKSI,420.56,1540755.0,Technology,Scientific & Technical Instruments,98.0,97.0,96.0,98.0,23.8314,19.6443,1141982.0,1182480.0,421.58,88.49,28406358016,,310.11,212.53,330.59,254.08,-0.24
162,WYFI,44.77,5520749.0,Technology,Information Technology Services,98.0,99.0,99.0,98.0,4.3151,4.1251,1488511.0,2016340.0,46.87,10.51,1728758528,,23.82,21.63,26.98,20.17,-4.48
163,AMKR,93.55,7219169.0,Technology,Semiconductor Equipment & Materials,98.0,97.0,97.0,97.0,7.345,6.7321,5001267.0,7124730.0,96.68,19.84,23188473856,,72.42,48.16,76.32,57.08,-3.24
164,VECO,77.46,1355749.0,Technology,Semiconductor Equipment & Materials,98.0,97.0,98.0,98.0,6.585,6.0264,1525070.0,2180810.0,86.63,19.29,4727653376,,57.63,37.29,63.03,42.68,-10.59
172,ATEX,77.02,429593.0,Communication Services,Telecom Services,98.0,96.0,97.0,99.0,6.4556,6.3217,391216.0,692450.0,88.12,17.58,1456777216,,57.35,33.91,63.6,41.64,-12.6
174,LRCX,409.54,14091931.0,Technology,Semiconductor Equipment & Materials,98.0,98.0,96.0,98.0,26.65,20.9768,9926993.0,13666880.0,409.75,90.29,512158859264,,301.18,211.63,319.55,249.64,-0.05
175,STM,79.91,10390359.0,Technology,Semiconductors,98.0,95.0,98.0,98.0,5.4586,3.8807,12061567.0,15612260.0,81.42,21.11,71023542272,,61.43,36.8,66.93,43.03,-1.85
181,FLEX,155.81,7411679.0,Technology,Electronic Components,98.0,93.0,98.0,98.0,10.0714,9.505,6384193.0,12880710.0,166.86,45.31,57085341696,,123.33,77.65,135.14,88.7,-6.62
187,RVMD,165.81,3127997.0,Healthcare,Biotechnology,98.0,87.0,96.0,97.0,6.4899,6.1474,3150120.0,2629310.0,166.84,34.0,35250618368,,147.89,95.81,150.32,115.91,-0.62
188,CRDO,302.52,9349502.0,Technology,Semiconductors,98.0,99.0,99.0,97.0,29.3764,27.045,7722946.0,10868080.0,308.67,81.72,56413294592,,201.22,154.49,222.66,160.72,-1.99
191,MBX,43.91,660796.0,Healthcare,Biotechnology,98.0,98.0,94.0,93.0,3.0911,3.0249,655295.0,1141660.0,46.01,9.48,2090007808,,33.35,28.72,35.12,33.61,-4.56
192,AMAT,640.18,10445873.0,Technology,Semiconductor Equipment & Materials,98.0,98.0,96.0,98.0,39.6207,31.0425,7537466.0,11564250.0,641.18,154.47,508276932608,,450.52,320.24,483.79,378.52,-0.16
195,KLIC,124.22,1707484.0,Technology,Semiconductor Equipment & Materials,98.0,95.0,97.0,98.0,7.7352,6.9323,795487.0,958840.0,125.14,31.32,6500789760,,97.82,63.24,104.24,75.62,-0.74
200,ANAB,59.99,395834.0,Healthcare,Biotechnology,98.0,35.0,92.0,96.0,2.7693,2.7071,716232.0,534550.0,72.36,11.4,1745763200,,57.48,36.28,59.74,43.6,-17.1
201,AGX,790.0,286638.0,Industrials,Engineering & Construction,98.0,96.0,95.0,98.0,53.2279,51.24,385462.0,458800.0,791.38,196.9,11075205120,,663.55,432.57,694.64,510.13,-0.17
203,USD,110.49,1223055.0,ETF,ETF,98.0,91.0,98.0,97.0,9.5414,7.2771,1045132.0,1284320.0,116.5,30.6,0,,89.73,62.06,95.25,68.24,-5.16
209,GLW,209.83,14256501.0,Technology,Electronic Components,97.0,92.0,95.0,98.0,15.3445,12.607,13014145.0,13069990.0,212.39,50.26,180587642880,,180.0,121.28,184.96,140.36,-1.21
210,PDFS,64.95,487354.0,Technology,Software - Application,97.0,98.0,97.0,97.0,4.5086,4.01,719559.0,855820.0,68.16,18.12,2719308288,,49.39,34.32,52.82,39.45,-4.71
212,SITM,753.12,766293.0,Technology,Semiconductors,97.0,83.0,98.0,97.0,52.5229,48.3968,489970.0,523160.0,901.81,186.49,19879979008,,653.05,413.22,701.25,482.69,-16.49
215,AIS,88.41,1198606.0,ETF,ETF,97.0,96.0,97.0,98.0,4.969,3.5872,481351.0,836490.0,88.8,26.13,0,,67.5,46.56,72.4,52.44,-0.44
216,APGE,132.55,61218507.0,Healthcare,Biotechnology,97.0,99.0,97.0,95.0,7.8375,4.8289,974516.0,1110130.0,133.0,34.34,9992861696,,85.68,69.85,89.2,79.73,-0.34
217,TECL,239.87,800210.0,ETF,ETF,97.0,94.0,98.0,97.0,23.7374,19.3774,1476309.0,1518160.0,275.4,75.16,0,,186.96,134.11,203.72,141.43,-12.9
219,VSXY,80.57,930871.0,Consumer Cyclical,Apparel Retail,97.0,99.0,96.0,92.0,6.0898,4.4877,2406816.0,2074760.0,83.92,17.53,6404647936,,58.45,48.31,62.26,56.94,-3.99
221,FLNC,25.19,9211818.0,Utilities,Utilities - Renewable,97.0,97.0,95.0,88.0,3.3902,3.3309,10197795.0,12331530.0,33.51,5.42,4642786304,,19.1,18.15,20.75,19.86,-24.83
226,MTRN,277.68,169447.0,Basic Materials,Other Industrial Metals & Mining,97.0,97.0,97.0,97.0,11.4422,10.8615,283061.0,417490.0,281.55,76.09,5776156160,,207.4,151.31,223.42,170.0,-1.37
228,ONTO,347.87,1058943.0,Technology,Semiconductor Equipment & Materials,97.0,97.0,96.0,97.0,23.4664,19.3145,1069377.0,1334840.0,349.38,89.4,17304295424,,283.09,196.69,293.65,231.73,-0.43
235,PSI,184.45,291499.0,ETF,ETF,97.0,95.0,97.0,97.0,10.2743,7.8814,406595.0,592290.0,184.62,55.52,0,,145.23,99.18,155.48,114.04,-0.09
237,TWST,85.17,2052792.0,Healthcare,Diagnostics & Research,97.0,98.0,97.0,98.0,5.5093,5.2057,1581880.0,2305350.0,89.71,23.3,5303647744,,63.18,43.48,67.29,50.78,-5.06
238,FIX,2066.51,348409.0,Industrials,Engineering & Construction,97.0,90.0,93.0,97.0,107.9614,99.1693,425153.0,483580.0,2073.99,489.98,72708022272,,1840.65,1260.25,1895.02,1457.0,-0.36
240,APLD,45.2,15969601.0,Technology,Information Technology Services,97.0,91.0,96.0,96.0,3.9933,3.7044,23036564.0,22375610.0,50.73,9.02,12916783104,,39.95,31.37,41.96,33.87,-10.9
243,ARWR,82.0,1510230.0,Healthcare,Biotechnology,97.0,80.0,92.0,84.0,4.1116,4.0551,1779830.0,1692110.0,84.55,14.3,11550275584,,74.46,58.39,76.24,68.15,-3.02
244,TSMX,102.53,775515.0,ETF,ETF,97.0,97.0,97.0,98.0,8.1185,6.7899,1047382.0,934790.0,106.32,27.36,0,,80.46,60.59,85.01,67.45,-3.56
248,MTSI,396.26,1391017.0,Technology,Semiconductors,97.0,77.0,96.0,97.0,23.3375,21.0768,1389635.0,1729890.0,418.9,118.16,30232965120,,337.52,222.68,357.09,263.51,-5.4
249,COHX,67.11,1045303.0,ETF,ETF,97.0,96.0,98.0,,12.465,11.89,876183.0,820880.0,75.64,20.64,0,,53.12,,54.74,,-11.28
250,ON,131.55,11862938.0,Technology,Semiconductors,97.0,93.0,98.0,98.0,9.4923,7.7195,11397811.0,13406040.0,134.92,44.56,51147063296,,106.86,68.93,114.18,79.42,-2.5
252,EWY,219.02,10598127.0,ETF,ETF,97.0,94.0,96.0,98.0,12.8957,8.9879,19545543.0,25278780.0,220.89,67.98,0,,179.42,123.64,188.44,142.86,-0.85
257,IREN,56.87,34306662.0,Financial Services,Capital Markets,97.0,83.0,90.0,94.0,5.6573,5.1944,44619300.0,43820590.0,76.87,9.82,20324124672,,54.37,48.47,56.18,47.52,-26.02
260,CEVA,48.41,558919.0,Technology,Semiconductors,97.0,96.0,98.0,97.0,4.2771,3.775,787590.0,974370.0,51.6,17.02,1348672000,,36.14,26.25,40.18,27.51,-6.18
262,GFS,89.67,3891515.0,Technology,Semiconductors,97.0,96.0,97.0,98.0,5.4129,4.6723,4682079.0,3215940.0,92.55,31.51,49202003968,,71.28,47.17,76.99,54.36,-3.11
265,FLKR,72.25,742861.0,ETF,ETF,97.0,95.0,96.0,97.0,4.2485,2.9171,724983.0,1116170.0,72.49,23.15,0,,58.06,40.49,61.11,46.47,-0.33
266,MANE,102.79,749690.0,Healthcare,Biotechnology,97.0,23.0,96.0,,7.0479,6.79,568743.0,439580.0,117.71,32.0,4294431488,,94.65,,96.17,,-12.68
270,DNTH,87.37,1000439.0,Healthcare,Biotechnology,97.0,26.0,65.0,97.0,6.2071,5.5825,826935.0,1490130.0,96.5,16.64,4776188928,,86.71,57.78,85.96,67.73,-9.46
271,LGN,88.2,1052877.0,Industrials,Engineering & Construction,97.0,81.0,96.0,97.0,5.1947,4.9833,1747256.0,1076980.0,107.24,26.96,14486619136,,84.35,,86.35,62.89,-17.75
273,SOXX,655.01,7460121.0,ETF,ETF,97.0,96.0,97.0,97.0,37.9843,28.5721,8679111.0,13665430.0,655.94,221.86,0,,513.67,362.22,549.31,408.38,-0.14
274,KLAC,269.16,10780566.0,Technology,Semiconductor Equipment & Materials,97.0,98.0,96.0,97.0,18.1937,15.4316,10629422.0,16218920.0,269.9,83.22,351597035520,,195.66,145.33,209.07,165.67,-0.27
278,LABU,230.01,764432.0,ETF,ETF,97.0,97.0,95.0,91.0,17.63,15.5843,604348.0,685520.0,233.48,53.14,0,,184.44,153.18,186.86,172.56,-1.49
279,SPHR,157.24,622681.0,Communication Services,Entertainment,97.0,92.0,92.0,95.0,7.2053,7.1343,723667.0,735570.0,160.36,37.89,5627966464,,137.95,100.02,141.89,117.45,-1.95
280,WGMI,71.98,681984.0,ETF,ETF,97.0,96.0,97.0,96.0,5.2206,4.736,594950.0,803290.0,76.94,17.21,0,,58.25,47.88,61.47,48.36,-6.45
285,ACLS,183.92,503127.0,Technology,Semiconductor Equipment & Materials,97.0,95.0,98.0,97.0,14.245,12.225,690270.0,714960.0,193.78,65.0,5652578304,,150.81,103.12,160.74,113.85,-5.09
291,HPE,48.4,23244865.0,Technology,Communication Equipment,97.0,98.0,98.0,96.0,3.9978,3.3874,25369341.0,31581820.0,64.25,17.49,64091451392,,36.27,26.42,39.5,28.5,-24.67
292,SOXQ,115.11,2185458.0,ETF,ETF,97.0,95.0,97.0,97.0,6.6007,4.9943,2121270.0,4324340.0,115.34,40.45,0,,91.73,65.87,97.65,73.65,-0.2
294,SNDG,28.92,835638.0,ETF,ETF,97.0,99.0,,,3.6036,3.0957,480766.0,801770.0,30.79,10.06,0,,,,,,-6.07
300,AOSL,49.36,717468.0,Technology,Semiconductors,97.0,94.0,98.0,98.0,5.4793,4.7829,956127.0,1008010.0,54.34,17.01,1477324032,,41.57,28.02,43.6,29.39,-9.16
301,LSCC,155.27,2180317.0,Technology,Semiconductors,97.0,89.0,96.0,97.0,9.9564,8.7336,2081941.0,2032360.0,156.64,46.43,21273210880,,130.65,92.34,137.05,104.46,-0.87
302,DIOD,122.76,827365.0,Technology,Semiconductors,97.0,96.0,97.0,98.0,8.8336,7.425,644095.0,525270.0,125.99,42.28,5640176128,,103.78,68.72,108.11,77.95,-2.56
304,SANM,253.45,1097531.0,Technology,Electronic Components,97.0,86.0,97.0,95.0,17.3664,16.0793,978232.0,1684390.0,288.68,89.68,13584346112,,226.06,163.73,240.75,179.87,-12.2
309,OUST,47.68,6114915.0,Technology,Electronic Components,96.0,98.0,98.0,97.0,5.8961,5.4468,3826501.0,4602960.0,51.5,16.4,3035926272,,33.64,26.94,37.15,26.92,-7.42
310,SNEX,138.79,913792.0,Financial Services,Capital Markets,96.0,95.0,97.0,97.0,6.6829,6.3136,787393.0,1167100.0,141.96,53.53,10999314432,,113.5,80.38,119.3,90.39,-2.23
312,ATRO,81.85,566505.0,Industrials,Aerospace & Defense,96.0,94.0,94.0,96.0,4.6361,4.5119,703845.0,1025575.0,83.78,21.76,3520239360,,64.84,51.56,67.85,58.94,-2.3
313,XMTR,91.56,534251.0,Industrials,Industrial Distribution,96.0,34.0,98.0,93.0,5.4307,4.4707,868619.0,756820.0,99.86,30.63,5058310656,,72.31,58.57,80.45,62.04,-8.31
316,VRT,357.96,7239517.0,Industrials,Electrical Equipment & Parts,96.0,90.0,90.0,97.0,20.8287,17.3308,5837075.0,6388110.0,379.94,110.06,137495576576,,322.94,225.1,330.02,255.43,-5.79
317,CECO,99.67,927225.0,Industrials,Pollution & Treatment Controls,96.0,95.0,96.0,95.0,5.7079,5.3464,796190.0,911140.0,101.24,27.5,3575464960,,79.45,63.1,83.11,69.91,-1.55
328,BULZ,41.84,798738.0,ETF,ETF,96.0,22.0,98.0,95.0,4.3866,3.6907,1578400.0,1348870.0,56.09,14.87,0,,39.54,28.39,41.9,29.7,-25.41
335,ELVN,45.96,1886828.0,Healthcare,Biotechnology,96.0,87.0,94.0,98.0,3.4437,3.1598,1326179.0,2646210.0,48.53,14.79,3209767168,,41.75,28.36,42.1,32.75,-5.3
337,ALGM,61.58,3462647.0,Technology,Semiconductors,96.0,98.0,97.0,97.0,4.4529,3.8439,2289664.0,2560680.0,61.67,22.41,11467575296,,46.62,34.89,49.64,38.68,-0.15
338,GLWG,31.96,2203042.0,ETF,ETF,96.0,95.0,98.0,,4.2643,3.5171,1015441.0,1168350.0,35.71,13.67,0,,25.83,,26.64,,-10.5
339,BHE,93.66,356894.0,Technology,Electronic Components,96.0,89.0,96.0,97.0,4.2111,3.8661,431624.0,542960.0,94.75,34.44,3360243200,,80.61,55.93,85.37,63.72,-1.15
350,MOD,295.58,1350174.0,Consumer Cyclical,Auto Parts,96.0,91.0,93.0,97.0,19.2186,17.8257,1155450.0,1237840.0,323.25,86.48,15611288576,,267.55,192.53,274.62,214.43,-8.56
354,SYNA,143.79,506867.0,Technology,Semiconductors,96.0,88.0,97.0,96.0,9.5713,8.5663,869722.0,878570.0,149.11,58.28,5555712512,,116.04,85.18,127.09,95.0,-3.57
361,SMH,668.91,7907156.0,ETF,ETF,96.0,93.0,96.0,96.0,33.1943,25.2943,10029003.0,13251510.0,671.83,257.12,0,,552.36,413.12,583.28,456.36,-0.43
362,FPS,61.84,6306920.0,Industrials,Electrical Equipment & Parts,96.0,98.0,96.0,,4.8086,4.4714,5753372.0,5510260.0,65.56,25.95,18825883648,,46.1,,50.57,,-5.67
382,CAT,1022.28,3922466.0,Industrials,Farm & Heavy Construction Machinery,96.0,92.0,93.0,95.0,38.3586,30.8129,2581106.0,3171300.0,1023.25,357.73,470853976064,,877.65,673.38,908.49,754.96,-0.09
385,IRDM,43.3,2096001.0,Communication Services,Telecom Services,96.0,18.0,95.0,98.0,3.9779,3.7908,2554137.0,3147390.0,53.83,15.65,4578011136,,43.44,26.16,44.46,30.48,-19.56
386,CRS,587.77,601911.0,Industrials,Metal Fabrication,96.0,98.0,95.0,96.0,19.8307,19.3271,712162.0,807850.0,597.52,228.0,29203714048,,463.47,358.49,481.61,401.84,-1.63
