Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,Earning_Date,MCAP,IPO,SMA50,SMA200,SMA10W,SMA30W,History_Days,Gap (%),Latest Volume,9M+ Volume,HVE,HVE Date,HVE Volume,%_From_52WKH
49,INTC,127.02,110803268,Technology,Semiconductors,98.0,91.0,98.0,98.0,11.1557,9.4357,136835729.0,129245990.0,142.35,18.97,,638402494464,NO,112.3,59.86,118.09,71.41,11667,0.0,110803268,YES,NO,1993-04-19,567708800,-10.77
53,STX,915.19,3590865,Technology,Computer Hardware,98.0,39.0,97.0,98.0,88.3179,74.3864,4294744.0,5959800.0,1145.0,138.3,,205212139520,NO,834.99,453.76,866.14,549.06,5925,0.0,3590865,NO,NO,2012-06-29,89629700,-20.07
54,DFTX,43.4,3111644,Healthcare,Biotechnology,98.0,98.0,97.0,98.0,3.799,2.819,2814173.0,7315220.0,49.2,6.66,,5761057280,NO,25.89,17.62,27.26,20.48,2418,0.0,3111644,NO,NO,2024-03-07,38010300,-11.79
58,LITE,801.16,4001562,Technology,Communication Equipment,98.0,8.0,63.0,96.0,71.4239,64.7357,6005775.0,5924860.0,1085.68,88.37,,62330245120,NO,900.25,540.13,887.96,677.74,2751,0.0,4001562,NO,NO,2026-03-20,22868800,-26.21
60,SYRE,88.89,1437542,Healthcare,Biotechnology,98.0,95.0,95.0,97.0,5.9921,4.8614,1433860.0,2481690.0,102.06,14.51,,7719319040,NO,76.98,43.87,78.65,53.77,2573,0.0,1437542,NO,NO,2023-06-22,10228380,-12.9
62,PENG,68.81,3095034,Technology,Information Technology Services,98.0,90.0,98.0,98.0,7.4971,7.0854,2960493.0,3446690.0,77.4,16.04,,3616664320,NO,51.68,28.72,55.36,32.08,2288,0.0,3095034,NO,NO,2019-01-09,15604200,-11.1
63,ALAB,430.86,5808120,Technology,Semiconductors,98.0,97.0,98.0,97.0,40.7765,36.1549,6244439.0,7369900.0,499.48,87.14,,73852821504,NO,299.78,194.8,320.88,206.75,572,0.0,5808120,NO,NO,2024-11-05,24756900,-13.74
64,AIP,43.81,1324554,Technology,Semiconductors,98.0,94.0,97.0,97.0,3.4149,3.2256,988752.0,1200000.0,50.26,8.42,,2022794624,NO,35.43,20.2,37.32,23.71,1173,0.0,1324554,NO,NO,2025-08-05,21920200,-12.83
66,SIMO,316.98,601693,Technology,Semiconductors,98.0,93.0,98.0,98.0,27.0243,23.1886,1033932.0,1028030.0,355.0,70.12,,10748105728,NO,260.61,145.29,278.42,171.34,5283,0.0,601693,NO,NO,2023-07-26,17771600,-10.71
68,PRAX,319.6,607029,Healthcare,Biotechnology,98.0,19.0,19.0,45.0,20.57,19.8871,492739.0,783410.0,366.52,37.19,,8910056448,NO,314.74,256.51,314.06,309.5,1432,0.0,607029,NO,NO,2025-10-16,13741900,-12.8
69,ACMR,117.16,1805569,Technology,Semiconductor Equipment & Materials,98.0,97.0,98.0,97.0,10.5742,8.9296,1616765.0,2159430.0,127.19,23.03,,8096867840,NO,77.94,52.79,83.73,61.2,2175,0.0,1808814,NO,NO,2024-02-28,12244400,-7.89
70,LQDA,79.32,1310066,Healthcare,Drug Manufacturers - Specialty & Generic,97.0,97.0,97.0,96.0,4.6414,4.4757,1857198.0,3281320.0,80.69,11.86,,7053776384,NO,57.98,38.85,62.18,45.18,1993,0.0,1310066,NO,NO,2022-07-19,30246200,-1.7
77,KOD,37.24,691161,Healthcare,Biotechnology,97.0,60.0,15.0,85.0,2.7821,2.7482,785424.0,1045020.0,47.84,3.7,,2330421248,NO,37.94,27.46,36.94,31.89,1944,0.0,691161,NO,NO,2022-02-23,26802500,-22.16
80,MRVL,272.05,33434689,Technology,Semiconductors,97.0,95.0,97.0,97.0,27.4525,23.0911,42723431.0,64207870.0,329.88,61.44,,237989330944,NO,221.75,121.74,230.59,139.76,6538,0.0,33434689,YES,NO,2026-06-18,250989400,-17.53
81,DOCN,144.58,3309230,Technology,Software - Infrastructure,97.0,4.0,94.0,97.0,13.7609,12.8813,4150400.0,4334250.0,187.5,25.56,,15088973824,NO,148.63,78.14,153.35,94.21,1324,0.0,3309230,NO,NO,2026-04-08,16602000,-22.89
82,HUT,105.79,6178945,Financial Services,Capital Markets,97.0,2.0,97.0,96.0,10.764,10.3015,4829357.0,4624180.0,140.8,18.68,,11911330816,NO,105.81,63.33,109.3,72.78,2090,0.0,6178945,NO,NO,2025-12-17,22652500,-24.87
84,RVMD,187.51,2078285,Healthcare,Biotechnology,97.0,90.0,96.0,97.0,7.5788,7.4052,3511295.0,4370020.0,193.09,34.0,,39863963648,NO,153.7,100.67,157.17,120.04,1603,0.0,2078285,NO,NO,2025-06-27,26439100,-2.89
85,CDNL,86.0,1083538,Industrials,Engineering & Construction,97.0,98.0,97.0,98.0,7.3791,7.3141,574132.0,1035310.0,96.4,21.98,,1659463168,NO,61.08,,65.03,42.88,139,0.0,1148893,NO,NO,2025-12-10,3595800,-10.79
86,AMBQ,88.4,649274,Technology,Semiconductors,97.0,89.0,98.0,97.0,6.9519,6.5879,678637.0,1032310.0,91.61,22.12,,2107936768,NO,67.42,38.99,73.47,44.52,232,0.0,649274,NO,NO,2025-07-30,5479500,-3.5
87,DELL,425.25,5248514,Technology,Computer Hardware,97.0,11.0,97.0,98.0,29.8756,27.7428,8668159.0,8846760.0,469.47,110.22,,274772049920,NO,319.45,185.44,345.29,211.29,2481,0.0,5248514,NO,NO,2016-09-07,147907159,-9.42
90,BRUN,33.5,1829319,Technology,Software - Infrastructure,97.0,6.0,98.0,97.0,4.4157,4.1955,1487409.0,1615910.0,42.0,10.21,,2057860480,NO,27.18,15.69,28.89,17.59,376,0.0,1829319,NO,NO,2025-09-16,5067100,-20.24
92,AMD,540.88,27754556,Technology,Semiconductors,97.0,77.0,97.0,97.0,36.7064,29.7457,37160860.0,32285420.0,584.73,133.5,,881959239680,NO,455.71,276.4,480.12,309.64,11667,0.0,27754556,YES,NO,2018-08-27,325058400,-7.5
99,COHU,69.11,1164793,Technology,Semiconductor Equipment & Materials,97.0,96.0,97.0,97.0,5.1143,4.2564,1471750.0,1578560.0,74.6,17.8,,3260288256,NO,53.83,33.42,55.53,38.6,11667,0.0,1164793,NO,NO,2025-09-25,6205800,-7.36
101,SHAZ,79.11,2192407,Technology,Information Technology Services,97.0,40.0,98.0,,11.2179,10.5021,754629.0,1706200.0,97.48,16.55,,1867034624,NO,63.43,,67.64,,93,0.0,2192407,NO,NO,2026-06-17,3956900,-18.84
104,MANE,128.48,530818,Healthcare,Biotechnology,97.0,95.0,96.0,,8.0864,7.92,659529.0,1072110.0,131.24,32.0,,5367725568,NO,101.09,,104.64,,102,0.0,530818,NO,NO,2026-06-26,4047300,-2.1
106,KLIC,133.81,1564674,Technology,Semiconductor Equipment & Materials,97.0,96.0,96.0,97.0,8.9421,8.3086,963980.0,1775340.0,135.8,31.32,,7002661888,NO,104.69,66.42,108.95,78.49,13453,0.0,1564674,NO,NO,2000-08-03,23567800,-1.47
108,ANAB,65.43,698054,Healthcare,Biotechnology,97.0,94.0,95.0,95.0,3.2521,3.2278,665409.0,627630.0,72.36,11.4,,1937282816,NO,59.77,37.95,60.72,44.91,2370,0.0,698054,NO,NO,2019-11-08,26495100,-9.58
110,OUST,60.02,5270870,Technology,Electronic Components,97.0,97.0,98.0,97.0,6.4674,6.061,4343232.0,5760390.0,63.79,16.4,,3821650432,NO,37.25,27.66,39.77,27.91,1437,0.0,5270870,NO,NO,2025-06-11,17407500,-5.91
111,TWST,102.25,1501547,Healthcare,Diagnostics & Research,97.0,98.0,97.0,97.0,6.2964,5.9357,1712698.0,2567770.0,104.65,23.3,,6367241728,NO,68.89,45.98,72.89,53.6,1925,0.0,1501547,NO,NO,2022-11-15,7568500,-2.29
112,TSEM,245.46,1155014,Technology,Semiconductors,97.0,25.0,89.0,96.0,23.2357,17.7286,2285693.0,1771180.0,319.94,42.25,,29207046144,NO,248.38,151.44,252.22,181.24,7972,0.0,1155014,NO,NO,2022-02-15,19691500,-23.28
113,FORM,147.13,1445349,Technology,Semiconductor Equipment & Materials,97.0,96.0,92.0,97.0,13.5464,10.5043,2012752.0,2475000.0,160.27,26.08,,11469485056,NO,136.03,86.34,134.84,104.45,5800,0.0,1445349,NO,NO,2018-03-09,14323200,-8.2
115,TTMI,179.7,2213556,Technology,Electronic Components,97.0,72.0,95.0,97.0,14.78,12.2896,2583326.0,3809330.0,223.83,39.2,,18661855232,NO,174.52,104.03,179.66,123.77,6479,0.0,2213556,NO,NO,2016-11-17,20793200,-19.72
117,MKSI,411.05,1504234,Technology,Scientific & Technical Instruments,97.0,96.0,95.0,97.0,27.03,20.4189,1258998.0,1820420.0,447.62,88.49,,27764013056,NO,328.67,222.91,340.4,261.29,6856,0.0,1504234,NO,NO,2017-11-21,9564400,-8.17
118,MBX,55.92,1047446,Healthcare,Biotechnology,97.0,98.0,96.0,95.0,4.0279,3.9778,754460.0,1128370.0,58.5,9.63,,2661654016,NO,35.99,30.14,38.36,34.69,450,0.0,1047446,NO,NO,2025-09-22,28303500,-4.41
123,NBIS,229.18,29872292,Communication Services,Internet Content & Information,97.0,7.0,97.0,97.0,29.0362,25.3469,17421240.0,17919570.0,299.86,43.89,,58188386304,NO,213.91,132.31,221.37,143.56,424,0.0,29872292,YES,NO,2025-09-09,88378300,-23.57
125,LABU,282.17,343260,ETF,ETF,97.0,98.0,94.0,94.0,19.2268,17.4411,586768.0,669250.0,301.57,56.42,,0,NO,194.73,159.79,201.06,177.95,2790,0.0,343260,NO,NO,2025-04-09,7938800,-6.43
128,AMAT,650.91,15759418,Technology,Semiconductor Equipment & Materials,97.0,97.0,96.0,97.0,50.4364,36.5764,8555657.0,14737820.0,739.67,154.47,,516796121088,NO,486.01,337.19,505.85,390.84,11667,0.0,15759418,YES,NO,1997-10-24,245229200,-12.0
129,TER,427.34,5419256,Technology,Semiconductor Equipment & Materials,97.0,91.0,91.0,96.0,36.48,28.7636,4244052.0,6935170.0,487.91,88.6,,66896728064,NO,384.89,266.64,383.91,314.38,13453,0.0,5419256,NO,NO,2020-09-18,30212400,-12.41
132,LRCX,391.26,18332088,Technology,Semiconductor Equipment & Materials,97.0,95.0,95.0,96.0,30.5079,22.2957,10559606.0,15583690.0,438.5,90.94,,489298427904,NO,319.22,221.67,328.85,256.38,10621,0.0,18339093,YES,NO,2012-06-04,298766000,-10.77
133,FLEX,153.53,4424570,Technology,Electronic Components,97.0,71.0,97.0,97.0,10.7236,9.4432,6926103.0,14601840.0,166.86,47.83,,56251789312,NO,133.85,81.1,140.44,91.43,8125,0.0,4424570,NO,NO,2005-10-26,102901552,-7.99
140,GLW,220.63,20500490,Technology,Electronic Components,96.0,95.0,94.0,97.0,20.13,16.4328,14354749.0,22110430.0,271.78,51.32,,189882531840,NO,187.94,126.61,190.56,145.22,11214,0.0,20500490,YES,NO,2002-07-31,244754000,-18.82
142,COHR,368.65,4293626,Technology,Scientific & Technical Instruments,96.0,63.0,93.0,95.0,36.2714,32.2071,6124944.0,6251500.0,440.0,84.35,,72122433536,NO,369.23,235.66,368.71,279.66,9759,0.0,4293626,NO,NO,2026-03-20,51484800,-16.22
144,IRDM,55.72,3177337,Communication Services,Telecom Services,96.0,91.0,96.0,98.0,3.8,3.15,2844396.0,4262640.0,56.61,15.65,,5903883776,NO,44.77,27.12,46.16,31.75,4599,0.0,3177337,NO,NO,2021-02-11,24324300,-1.57
148,AMKR,79.99,4584073,Technology,Semiconductor Equipment & Materials,96.0,84.0,95.0,96.0,7.6086,6.4711,5328403.0,7043310.0,96.68,20.59,,19827320832,NO,75.29,50.2,75.03,57.81,7085,0.0,4584073,NO,NO,2021-02-12,27265800,-17.26
149,MTRN,283.55,365392,Basic Materials,Other Industrial Metals & Mining,96.0,96.0,96.0,96.0,14.495,13.1596,318791.0,529500.0,298.87,80.69,,5898260480,NO,223.11,157.26,234.12,175.58,11667,0.0,365392,NO,NO,2007-06-20,4251800,-5.13
152,PDFS,66.88,741596,Technology,Software - Application,96.0,96.0,96.0,96.0,4.7534,3.9298,780345.0,842370.0,71.69,18.12,,2800112896,NO,52.74,35.93,54.66,40.63,6266,0.0,741596,NO,NO,2026-05-14,5406700,-6.71
153,ARM,337.47,4855606,Technology,Semiconductors,96.0,4.0,97.0,97.0,36.2351,32.4685,11123554.0,11821120.0,452.7,100.02,,360444559360,NO,295.93,176.36,312.83,191.52,701,0.0,4866344,NO,NO,2023-09-14,130534500,-25.45
155,STRL,776.55,648767,Industrials,Engineering & Construction,96.0,12.0,96.0,97.0,60.9229,53.3007,714798.0,1155180.0,1005.68,222.0,,23829176320,NO,772.29,471.57,800.47,525.79,8805,0.0,648767,NO,NO,2025-04-16,7646100,-22.78
158,CRDO,259.09,7920753,Technology,Semiconductors,96.0,90.0,97.0,94.0,27.6605,23.8769,8575281.0,11595980.0,308.67,85.02,,48314560512,NO,216.18,158.33,222.61,161.34,1110,0.0,7920753,NO,NO,2026-06-26,38637200,-16.06
159,DRAM,65.86,70388795,ETF,ETF,96.0,24.0,,,6.2579,3.905,33551059.0,62200160.0,81.34,26.14,,0,NO,57.0,,59.56,,62,0.0,70388795,YES,NO,2026-06-25,104823000,-19.03
163,ONTO,351.36,1348955,Technology,Semiconductor Equipment & Materials,96.0,97.0,94.0,96.0,28.2621,21.2211,1191763.0,1591550.0,386.46,89.4,,17477900288,NO,293.17,204.93,295.6,237.4,1677,0.0,1348955,NO,NO,2023-10-17,9552200,-9.08
165,POWL,264.86,760962,Industrials,Electrical Equipment & Parts,96.0,12.0,91.0,97.0,20.0643,17.3655,711878.0,1015100.0,328.0,68.33,,9649286144,NO,284.83,177.15,286.25,206.66,11667,0.0,760962,NO,NO,2024-07-31,5279700,-19.25
166,SITM,703.84,297609,Technology,Semiconductors,96.0,76.0,96.0,95.0,53.5107,49.0618,557636.0,849340.0,901.81,186.49,,18579144704,NO,685.79,429.15,706.52,491.72,1660,0.0,297609,NO,NO,2026-03-20,4028500,-21.95
167,STM,70.72,14282281,Technology,Semiconductors,96.0,66.0,96.0,97.0,4.3629,3.145,12291765.0,11388590.0,81.42,21.11,,62855520256,NO,65.81,38.43,68.1,44.24,7942,0.0,14282281,YES,NO,1994-12-08,41167800,-13.14
172,AGX,764.56,263159,Industrials,Engineering & Construction,96.0,93.0,90.0,97.0,46.6979,40.0929,334531.0,408690.0,805.75,196.9,,10718555136,NO,685.93,451.48,703.35,524.34,7767,0.0,263159,NO,NO,2026-03-20,2581700,-5.11
173,GEVX,26.55,217894,ETF,ETF,96.0,97.0,93.0,97.0,2.4575,1.9283,295626.0,414640.0,30.85,7.21,,0,NO,23.45,15.29,22.91,17.8,245,0.0,217894,NO,NO,2025-10-22,2438700,-13.94
174,SPHR,169.12,722851,Communication Services,Entertainment,96.0,91.0,91.0,95.0,7.4871,7.4633,710236.0,851520.0,174.6,37.89,,6053177344,NO,142.67,103.95,146.93,120.7,1564,0.0,722851,NO,NO,2023-12-05,9793100,-3.14
175,DNTH,90.21,1613545,Healthcare,Biotechnology,96.0,60.0,48.0,96.0,5.3393,5.1529,889072.0,1768070.0,98.7,17.88,,4931440640,NO,86.71,59.86,87.04,69.53,2017,0.0,1613545,NO,NO,2025-09-08,5974200,-8.6
176,GH,170.77,6663081,Healthcare,Diagnostics & Research,96.0,97.0,95.0,94.0,7.7961,6.9482,2585701.0,4286140.0,172.6,40.35,,22644090880,NO,115.33,97.35,123.59,106.51,1944,7.15,6663081,NO,NO,2026-06-26,18771300,-1.06
178,SMTC,147.03,4382763,Technology,Semiconductors,96.0,30.0,96.0,95.0,13.375,10.9582,3541421.0,6046070.0,177.35,42.42,,13696016384,NO,141.41,92.79,144.93,103.69,11667,0.0,4382763,NO,NO,2023-10-19,23292100,-17.1
185,PSI,174.41,598779,ETF,ETF,96.0,88.0,95.0,96.0,10.9546,7.7775,420983.0,544970.0,189.24,57.31,,0,NO,153.55,103.02,157.81,116.62,5288,0.0,598779,NO,NO,2007-10-25,9293700,-7.84
188,SEZL,175.18,594240,Financial Services,Credit Services,96.0,97.0,98.0,97.0,11.0963,10.3141,723204.0,770170.0,186.74,49.5,,5890781184,NO,116.17,81.35,125.91,87.77,702,0.48,594240,NO,NO,2023-09-19,10405200,-6.19
189,KLAC,266.19,22784349,Technology,Semiconductor Equipment & Materials,96.0,97.0,95.0,96.0,22.1289,17.7351,11355550.0,16327280.0,307.37,83.22,,347717402624,NO,207.67,151.29,214.28,169.81,11524,0.0,22784349,YES,NO,2002-10-23,329584000,-13.4
190,ARWR,80.44,1927530,Healthcare,Biotechnology,96.0,79.0,84.0,70.0,3.8809,3.8809,2034963.0,3855430.0,84.55,14.3,,11330539520,NO,76.2,60.19,76.58,68.68,8189,0.0,1934558,NO,NO,2014-10-08,54778100,-4.86
192,AIS,79.49,721771,ETF,ETF,96.0,61.0,96.0,96.0,4.9388,3.2166,574175.0,852200.0,88.8,27.39,,0,NO,71.71,48.31,73.68,53.55,394,0.0,721771,NO,NO,2026-06-09,1459100,-10.48
200,CEVA,45.51,483367,Technology,Semiconductors,96.0,64.0,97.0,96.0,3.8114,3.42,844227.0,860340.0,51.6,17.02,,1267879808,NO,39.29,27.0,41.23,28.06,5952,0.0,483367,NO,NO,2025-11-19,4236800,-11.8
201,TECL,213.09,824724,ETF,ETF,96.0,3.0,97.0,94.0,20.4721,15.9836,1278652.0,951380.0,275.4,75.16,,0,NO,199.51,137.82,206.07,142.74,4402,0.0,824724,NO,NO,2010-05-04,332400000,-22.63
202,MRNA,72.5,6696737,Healthcare,Biotechnology,96.0,98.0,90.0,97.0,5.1892,5.167,7332273.0,11758560.0,73.9,22.28,,28767004672,NO,52.14,40.84,54.39,47.85,1900,0.1,6696737,NO,NO,2020-12-01,125130400,-1.89
212,FIX,1865.15,438175,Industrials,Engineering & Construction,95.0,73.0,88.0,96.0,107.3893,86.0496,446883.0,617530.0,2073.99,513.99,,65623379968,NO,1882.12,1302.27,1887.69,1478.71,7297,0.0,438175,NO,NO,2025-12-19,8010000,-10.07
213,BHE,95.01,307315,Technology,Electronic Components,95.0,86.0,94.0,96.0,4.7861,4.1839,478437.0,759870.0,100.41,34.44,,3408677376,NO,84.87,57.84,87.76,65.27,9068,0.0,307315,NO,NO,2003-04-22,6885225,-5.38
214,MTSI,350.63,2329848,Technology,Semiconductors,95.0,37.0,93.0,96.0,22.9736,19.4321,1502934.0,2069400.0,418.9,118.16,,26751588352,NO,352.35,231.14,360.68,268.16,3594,0.0,2329848,NO,NO,2018-02-07,14046200,-16.3
216,ACLS,178.33,574519,Technology,Semiconductor Equipment & Materials,95.0,93.0,96.0,96.0,13.3514,10.7932,686185.0,723160.0,193.78,65.64,,5480775680,NO,159.16,106.41,163.19,116.41,6532,0.0,574519,NO,NO,2017-10-18,5688300,-7.97
218,ALGM,63.2,3745244,Technology,Semiconductors,95.0,97.0,96.0,97.0,5.1146,4.3706,2699972.0,4889880.0,71.77,22.41,,11774732288,NO,49.78,35.97,51.17,39.69,1423,0.0,3745244,NO,NO,2024-09-20,19368900,-11.94
220,ELVN,48.76,1056016,Healthcare,Biotechnology,95.0,96.0,81.0,97.0,3.7709,3.5284,1382262.0,2787440.0,52.39,14.79,,3483330304,NO,42.32,29.39,42.97,33.79,1584,0.0,1056016,NO,NO,2022-09-07,25749275,-6.93
221,SOXX,599.7,9535797,ETF,ETF,95.0,74.0,95.0,96.0,36.32,25.7371,8842062.0,10426700.0,655.95,232.33,,0,NO,542.72,374.83,556.61,415.89,6278,0.0,9535797,YES,NO,2025-10-10,26691200,-8.58
222,USD,94.8,687978,ETF,ETF,95.0,7.0,96.0,94.0,8.7079,6.2536,1059385.0,968760.0,116.5,34.95,,0,NO,93.98,63.93,94.92,68.98,4884,0.0,687978,NO,NO,2008-12-09,144076800,-18.63
225,DDOG,264.48,3543688,Technology,Software - Application,95.0,18.0,97.0,95.0,11.4722,11.059,5877009.0,4926750.0,278.7,98.01,,94144356352,NO,205.31,155.47,220.96,156.94,1704,0.0,3543688,NO,NO,2025-07-08,86386000,-5.1
228,LSCC,146.3,1581972,Technology,Semiconductors,95.0,61.0,93.0,96.0,9.6907,8.16,2176367.0,2212620.0,157.01,46.43,,20044249088,NO,135.38,95.12,137.74,106.16,9226,0.0,1583603,NO,NO,2016-11-03,33890700,-6.82
232,SANM,246.39,658424,Technology,Electronic Components,95.0,13.0,96.0,93.0,15.0136,13.8879,1130306.0,2510090.0,288.68,95.49,,13205946368,NO,238.01,168.18,244.48,182.25,8361,0.0,658424,NO,NO,2009-06-26,15827533,-14.65
238,SOXQ,105.11,3085914,ETF,ETF,95.0,68.0,95.0,95.0,6.1864,4.3721,2398055.0,3311970.0,115.33,42.67,,0,NO,96.52,68.01,98.75,74.86,1269,0.0,3085914,NO,NO,2026-06-05,6881000,-8.86
243,TSMX,90.67,1493891,ETF,ETF,95.0,41.0,93.0,95.0,8.4914,6.8572,1072518.0,931960.0,106.32,30.79,,0,NO,83.84,62.48,84.54,68.28,436,0.0,1493891,NO,NO,2025-01-27,3911500,-14.72
244,LGN,80.0,1853707,Industrials,Engineering & Construction,95.0,12.0,90.0,95.0,5.422,5.0698,1853819.0,2104810.0,107.24,26.96,,13139791872,NO,86.06,55.57,85.54,63.74,201,0.0,2188442,NO,NO,2025-09-12,9811600,-25.4
248,EWY,185.5,27502722,ETF,ETF,95.0,6.0,92.0,95.0,12.2357,8.1836,18636880.0,19713910.0,220.89,69.85,,0,NO,186.52,127.87,189.35,145.17,6572,0.0,27502722,YES,NO,2026-03-03,65699600,-16.02
249,LASR,66.96,1177050,Technology,Semiconductors,95.0,17.0,72.0,94.0,4.9768,4.7868,1264009.0,1548460.0,86.95,17.84,,3777126912,NO,71.11,50.97,70.17,58.84,2056,0.0,1192910,NO,NO,2026-06-26,5746600,-22.99
252,GFS,77.23,3041518,Technology,Semiconductors,95.0,22.0,95.0,96.0,5.1406,3.9256,4707822.0,3043480.0,92.55,31.51,,42376171520,NO,75.58,48.9,77.54,55.3,1172,0.0,3041518,NO,NO,2025-12-19,52580300,-16.55
253,PANW,352.04,7229245,Technology,Software - Infrastructure,95.0,92.0,97.0,95.0,13.4207,13.275,8280542.0,7630390.0,358.09,139.57,,286912610304,NO,247.98,200.74,266.98,202.71,3506,1.33,7229245,NO,NO,2017-03-01,130718400,-1.69
254,FLKR,61.11,795206,ETF,ETF,95.0,7.0,92.0,95.0,3.965,2.522,759657.0,1088070.0,72.49,23.84,,0,NO,60.46,41.85,61.43,47.2,2144,0.0,795206,NO,NO,2024-07-25,4655000,-15.7
255,CRS,610.16,600273,Industrials,Metal Fabrication,95.0,95.0,93.0,95.0,22.3614,21.3821,750662.0,1207730.0,624.5,228.0,,30316171264,NO,485.74,370.84,500.28,412.08,13453,0.0,600273,NO,NO,2020-07-31,10557100,-2.3
258,ATRO,76.06,1107755,Industrials,Aerospace & Defense,95.0,87.0,90.0,94.0,5.5761,5.3525,717229.0,936960.0,88.72,21.76,,3753439744,NO,68.04,53.36,69.86,60.2,11667,0.0,1107755,NO,NO,2025-09-10,7185830,-14.27
259,HUM,409.42,1460519,Healthcare,Healthcare Plans,95.0,95.0,97.0,92.0,13.5496,13.4639,1708693.0,1726140.0,414.82,163.11,,49155584000,NO,310.6,252.4,331.03,253.52,11214,0.0,1460519,NO,NO,2008-03-12,64314100,-1.3
261,HNGE,85.07,1835445,Healthcare,Health Information Services,95.0,97.0,97.0,95.0,3.9881,3.941,1713270.0,3011380.0,86.66,30.08,,6582727680,NO,58.77,48.63,62.98,49.15,278,0.7,1835445,NO,NO,2025-05-22,9172800,-1.83
