Rank,Ticker,Price,Prev_Close,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,Earning_Date,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,History_Days,Gap (%),Latest Volume,9M+ Volume,HVE,HVE Date,HVE Volume,%_From_52WKH
21,SYRE,103.42,104.35,405241.0,Healthcare,Biotechnology,98.0,85.0,96.0,98.0,6.0615,5.7401,1319193.0,859050.0,106.75,14.51,,9118929920,NO,99.68,89.93,53.98,91.91,65.05,2598,0.0,444248,NO,NO,2023-06-22,10228380,-3.12
23,ORKA,98.42,97.19,639769.0,Healthcare,Biotechnology,98.0,94.0,96.0,98.0,4.9921,4.8414,1374663.0,781570.0,99.5,12.84,,5935916544,NO,91.77,80.95,50.41,84.48,59.81,7293,0.0,639769,NO,NO,2026-04-29,7921000,-1.09
28,LITE,838.06,826.26,4047735.0,Technology,Communication Equipment,98.0,95.0,9.0,96.0,80.0013,67.0827,5433551.0,4626350.0,1085.68,108.71,,65201065984,NO,763.63,818.22,614.41,803.03,742.84,2776,0.0,4047735,NO,NO,2026-03-20,22868800,-22.81
29,AEHR,99.74,98.78,1518941.0,Technology,Semiconductor Equipment & Materials,98.0,98.0,56.0,98.0,12.6314,11.2729,2535401.0,2730820.0,126.62,16.38,,3253563648,NO,83.51,91.52,54.55,89.37,67.08,7288,0.0,1518941,NO,NO,2021-07-19,139700300,-21.23
35,MBX,67.11,67.48,520059.0,Healthcare,Biotechnology,98.0,85.0,98.0,96.0,4.6503,4.5896,874158.0,543220.0,69.4,9.63,,3194270720,NO,62.56,50.73,36.03,53.79,40.27,475,0.0,520059,NO,NO,2025-09-22,28303500,-3.3
37,LQDA,89.42,89.12,681872.0,Healthcare,Drug Manufacturers - Specialty & Generic,98.0,90.0,98.0,97.0,5.2444,5.0286,2027998.0,1519860.0,91.57,19.02,,7951950336,NO,82.93,75.37,46.23,77.89,53.43,2018,0.15,681872,NO,NO,2022-07-19,30246200,-2.35
41,TWST,109.08,115.01,1832334.0,Healthcare,Diagnostics & Research,98.0,96.0,98.0,97.0,8.6164,8.0643,1733168.0,1456580.0,113.35,23.3,,6840125952,NO,93.97,87.24,54.1,90.74,63.87,1950,0.0,1832334,NO,NO,2022-11-15,7568500,-3.77
42,DELL,437.65,462.7,5269253.0,Technology,Computer Hardware,98.0,47.0,98.0,98.0,35.5757,29.8907,8946281.0,5885900.0,469.47,110.22,,282784202752,NO,421.01,413.0,220.32,410.51,259.52,2506,0.0,5269253,NO,NO,2016-09-07,147907159,-6.78
47,TXG,45.6,47.46,2495004.0,Healthcare,Health Information Services,98.0,96.0,98.0,98.0,2.8664,2.7843,3181241.0,2653920.0,50.34,11.16,,5789201920,NO,46.0,38.41,24.06,39.6,27.54,1734,0.0,2495004,NO,NO,2025-06-27,17909500,-9.42
48,RVMD,197.81,197.3,1674712.0,Healthcare,Biotechnology,98.0,72.0,94.0,97.0,7.9534,7.7727,2676731.0,1801100.0,203.0,34.0,,42053705728,NO,186.69,174.82,118.3,178.5,137.15,1628,0.0,1685555,NO,NO,2025-06-27,26439100,-2.56
49,DNTH,109.92,112.5,548651.0,Healthcare,Biotechnology,98.0,90.0,90.0,97.0,5.8314,5.7414,1043690.0,854650.0,114.55,18.08,,6148306432,NO,104.26,94.41,68.12,95.87,80.32,2042,0.0,548651,NO,NO,2025-09-08,5974200,-4.04
50,STX,852.95,837.66,5474780.0,Technology,Computer Hardware,98.0,23.0,77.0,97.0,78.3521,65.12,4648176.0,6281050.0,1145.0,144.75,,193316438016,NO,839.09,893.31,530.74,882.76,639.12,5950,0.0,5475828,NO,NO,2012-06-29,89629700,-25.51
56,VSXY,93.52,89.86,1816580.0,Consumer Cyclical,Apparel Retail,98.0,96.0,98.0,94.0,4.2934,3.9931,2323303.0,1723410.0,94.34,20.48,,7434065408,NO,85.9,79.95,57.31,82.62,62.83,1267,0.0,1816580,NO,NO,2024-03-07,25901500,-0.87
68,KOD,45.4,43.61,638663.0,Healthcare,Biotechnology,98.0,89.0,32.0,97.0,2.6593,2.5871,721753.0,515850.0,47.84,7.69,,2841061376,NO,41.88,38.04,30.94,38.81,34.56,1969,0.09,638663,NO,NO,2022-02-23,26802500,-5.1
70,ETON,46.18,45.97,521106.0,Healthcare,Drug Manufacturers - Specialty & Generic,98.0,97.0,97.0,98.0,2.6036,2.56,462546.0,570740.0,50.18,14.27,,1264979072,NO,42.99,36.96,24.19,38.05,27.5,1941,0.0,521106,NO,NO,2023-08-11,15757000,-7.97
74,TRAX,45.31,46.95,415632.0,Healthcare,Biotechnology,98.0,98.0,98.0,,4.4434,4.0863,722983.0,858670.0,48.0,14.72,2026-08-07,1580973824,NO,40.1,26.82,,28.46,,86,0.0,415632,NO,NO,2026-07-09,4512600,-5.6
78,PLSE,38.24,37.9,266632.0,Healthcare,Medical Instruments & Supplies,97.0,98.0,98.0,98.0,2.5473,2.5416,378393.0,473260.0,39.05,12.56,,2646579456,NO,31.9,28.56,20.77,29.15,23.48,2569,0.03,266632,NO,NO,2022-09-26,4339700,-2.07
80,ELVN,60.27,59.7,1488460.0,Healthcare,Biotechnology,97.0,95.0,96.0,97.0,2.96,2.9343,1378838.0,924890.0,61.86,14.79,,4305585152,NO,54.14,47.95,33.57,49.82,39.85,1609,0.0,1488460,NO,NO,2022-09-07,25749275,-2.57
86,LBRX,48.18,45.03,456427.0,Healthcare,Biotechnology,97.0,98.0,97.0,97.0,3.1053,3.0436,284766.0,485570.0,48.55,13.36,,1381641088,NO,36.54,32.69,25.37,33.99,28.58,227,0.0,464255,NO,NO,2025-12-19,4085700,-0.76
87,SEZL,178.53,174.4,887828.0,Financial Services,Credit Services,97.0,82.0,98.0,98.0,10.9624,10.1994,657946.0,446400.0,195.71,49.5,,6003431936,NO,168.68,154.94,92.23,160.7,104.19,727,0.0,887828,NO,NO,2023-09-19,10405200,-8.78
92,ARWR,85.83,86.91,939906.0,Healthcare,Biotechnology,97.0,37.0,77.0,86.0,4.6239,3.815,2243695.0,2314780.0,95.49,15.01,,12123871232,NO,81.25,79.62,66.18,79.91,71.0,8214,0.0,1024040,NO,NO,2014-10-08,54778100,-10.12
95,MANE,108.65,111.34,390213.0,Healthcare,Biotechnology,97.0,6.0,33.0,,7.6393,7.5014,660991.0,814900.0,131.24,32.0,,4539254272,NO,110.05,107.87,,109.23,,127,0.0,390213,NO,NO,2026-06-26,4047300,-17.21
97,SIMO,267.43,246.65,1184792.0,Technology,Semiconductors,97.0,3.0,78.0,97.0,28.8653,24.6653,1014216.0,1240710.0,355.0,71.35,,9067972608,NO,267.76,285.77,168.2,284.94,201.1,5308,0.0,1184792,NO,NO,2023-07-26,17771600,-24.67
103,VSAT,81.99,81.03,2235164.0,Technology,Communication Equipment,97.0,88.0,91.0,97.0,6.04,5.6686,2724785.0,1902510.0,93.03,24.95,,11294572544,NO,74.57,72.8,53.15,72.21,60.56,7465,0.0,2235840,NO,NO,2024-06-28,18455500,-11.87
104,HPE,52.43,53.22,14711624.0,Technology,Communication Equipment,97.0,94.0,98.0,97.0,2.9574,2.6605,26750416.0,15294700.0,64.25,19.84,,69427994624,NO,48.0,47.26,30.02,47.21,33.04,2715,0.0,14712124,YES,NO,2026-06-02,153197800,-18.4
107,SPCG,31.32,35.84,2133640.0,ETF,ETF,97.0,98.0,,,5.3711,4.9232,2376978.0,912540.0,41.65,12.12,,0,NO,31.86,,,,,35,0.0,2133640,NO,NO,2026-07-01,8717600,-24.8
113,TVTX,62.45,62.76,2586748.0,Healthcare,Biotechnology,97.0,82.0,95.0,97.0,3.1326,2.7666,2023131.0,1330520.0,65.45,15.6,,5886604288,NO,56.93,54.27,39.0,55.78,41.15,3455,0.0,2586748,NO,NO,2021-08-16,31010800,-4.58
122,SNK,30.83,35.1,2420212.0,ETF,ETF,97.0,98.0,,,5.2219,4.8411,4349273.0,1580620.0,40.62,9.94,,0,NO,31.18,,,,,37,0.0,2420212,NO,NO,2026-06-16,23539500,-24.1
129,SITM,687.5,543.12,1395945.0,Technology,Semiconductors,97.0,90.0,80.0,97.0,50.7953,37.2021,595723.0,438090.0,901.81,192.0,,20594419712,NO,567.86,638.74,464.2,631.95,526.42,1685,26.22,1395945,NO,NO,2026-03-20,4028500,-23.76
131,GH,157.58,163.18,1487915.0,Healthcare,Diagnostics & Research,97.0,44.0,98.0,93.0,8.4043,7.7021,2734060.0,2054540.0,176.58,48.25,,21146632192,NO,154.4,145.46,109.21,148.9,115.29,1969,0.0,1487915,NO,NO,2026-06-26,18771300,-10.76
132,SPHR,154.23,160.64,554826.0,Communication Services,Entertainment,97.0,53.0,73.0,95.0,8.7136,8.3721,724093.0,831320.0,174.6,37.89,,5538955776,NO,143.8,148.46,114.64,150.83,129.14,1589,0.0,554826,NO,NO,2023-12-05,9793100,-11.67
134,PANW,359.49,362.66,5473013.0,Technology,Software - Infrastructure,97.0,90.0,98.0,97.0,15.0243,14.8007,8179276.0,6141000.0,368.8,139.57,,292984356864,NO,339.74,313.64,217.35,319.14,228.05,3531,0.0,5478231,NO,NO,2017-03-01,130718400,-2.52
135,CORT,107.95,110.69,736715.0,Healthcare,Biotechnology,97.0,93.0,98.0,98.0,6.3721,5.3857,1184718.0,1602240.0,122.21,28.66,,11669222400,NO,98.02,87.78,62.48,91.32,59.59,5614,0.0,741844,NO,NO,2020-09-02,88404100,-11.67
136,LASR,75.44,75.25,1140263.0,Technology,Semiconductors,97.0,97.0,68.0,96.0,6.1567,5.301,1270356.0,861600.0,86.95,19.83,,4255473152,NO,69.84,68.71,55.78,68.04,64.19,2081,0.0,1140263,NO,NO,2026-06-26,5746600,-13.24
