Ticker,Days,Start_Date,End_Date,Sufficient,3M_Return,6M_Return,9M_Return,12M_Return,Strength_Stock,Strength_Ref,RS,Recomputed_RS,Match
SNXX,102,2026-01-27,2026-06-23,Short: 102d,4.8193,9.3546,9.3546,9.3546,7.5405,0.1326,700.0,700.0,OK
INTW,340,2025-02-13,2026-06-23,Sufficient,6.0174,7.7579,10.8882,19.8212,10.1004,0.1326,700.0,700.0,OK
LINT,147,2025-11-19,2026-06-23,Short: 147d,5.9684,7.6852,7.871,7.871,7.0728,0.1326,700.0,700.0,OK
BWET,501,2024-06-24,2026-06-23,Sufficient,1.2178,7.743,12.9589,15.4516,7.7178,0.1326,700.0,700.0,OK
DUKR,501,2024-06-24,2026-06-23,Sufficient,-0.1589,22.3333,16.847,20.0,11.7725,0.1326,700.0,700.0,OK
QMMM,482,2024-07-19,2026-06-22,Sufficient,0.0,0.0,0.3413,123.375,24.7433,0.1326,700.0,700.0,OK
MUU,425,2024-10-10,2026-06-23,Sufficient,4.1266,10.7,21.9621,35.7877,15.3406,0.1326,700.0,700.0,OK
MI,500,2024-06-24,2026-06-22,Sufficient,34.277,2.0025,2.3705,4.4751,15.4804,0.1326,700.0,700.0,OK
MGRT,236,2025-07-16,2026-06-23,Short: 236d,8.7386,7.4852,17.1265,18.5538,12.1285,0.1326,700.0,700.0,OK
MRVU,90,2026-02-12,2026-06-23,Short: 90d,6.1374,8.0145,8.0145,8.0145,7.2637,0.1326,700.0,700.0,OK
QH,501,2024-06-24,2026-06-23,Sufficient,73.898,5.6126,0.2233,-0.9269,30.541,0.1326,700.0,700.0,OK
MULL,402,2024-11-12,2026-06-23,Sufficient,4.0602,10.3614,21.867,35.3255,15.1349,0.1326,700.0,700.0,OK
AXTI,501,2024-06-24,2026-06-23,Sufficient,0.209,4.561,16.9516,41.3424,12.6546,0.1326,700.0,700.0,OK
SNDK,340,2025-02-13,2026-06-23,Sufficient,1.7952,7.9474,18.2114,41.1554,14.1809,0.1326,700.0,700.0,OK
HQWWW,65,2026-03-20,2026-06-23,Short: 65d,7.3308,8.6267,8.6267,8.6267,8.1083,0.1326,700.0,700.0,OK
MVLL,325,2025-03-07,2026-06-23,Sufficient,5.9307,6.1401,7.1924,6.2761,6.294,0.1326,644.03,644.03,OK
DLLL,339,2025-02-14,2026-06-23,Sufficient,4.5086,7.9982,6.2506,7.4524,6.1437,0.1326,630.76,630.76,OK
BMGL,332,2025-02-25,2026-06-23,Sufficient,8.3271,8.24,2.7561,1.5955,5.8491,0.1326,604.75,604.75,OK
AGL,501,2024-06-24,2026-06-23,Sufficient,9.1573,5.3937,2.8528,1.1181,5.5358,0.1326,577.09,577.09,OK
SOXL,501,2024-06-24,2026-06-23,Sufficient,3.3639,4.9984,6.0085,9.9109,5.5291,0.1326,576.5,576.5,OK
AMDL,501,2024-06-24,2026-06-23,Sufficient,4.4375,3.8579,5.8427,8.5427,5.4237,0.1326,567.19,567.19,OK
BVC,501,2024-06-24,2026-06-23,Sufficient,0.2346,9.4384,5.9444,9.5263,5.0757,0.1326,536.46,536.46,OK
AMUU,306,2025-04-03,2026-06-23,Sufficient,4.4141,3.8041,5.0286,7.4047,5.0131,0.1326,530.94,530.94,OK
AMDG,354,2025-01-24,2026-06-23,Sufficient,4.4333,3.3563,5.0982,7.5082,4.9659,0.1326,526.76,526.76,OK
LESL,501,2024-06-24,2026-06-23,Sufficient,9.0816,3.8911,0.758,0.0041,4.5633,0.1326,491.22,491.22,OK
MXL,501,2024-06-24,2026-06-23,Sufficient,4.1972,4.1432,4.5022,5.7639,4.5607,0.1326,490.99,490.99,OK
RXT,501,2024-06-24,2026-06-23,Sufficient,3.7516,6.0583,4.0486,5.0583,4.5337,0.1326,488.6,488.6,OK
NUAI,501,2024-06-24,2026-06-23,Sufficient,0.2429,0.6983,10.3327,10.6321,4.4298,0.1326,479.43,479.43,OK
BW,501,2024-06-24,2026-06-23,Sufficient,0.1293,2.3056,3.8624,15.358,4.3569,0.1326,473.0,473.0,OK
BNAI,501,2024-06-24,2026-06-23,Sufficient,-0.4939,10.6163,5.5941,6.1103,4.2666,0.1326,465.02,465.02,OK
OPTX,501,2024-06-24,2026-06-23,Sufficient,0.5163,6.7832,5.5471,7.7638,4.2254,0.1326,461.38,461.38,OK
WDC,501,2024-06-24,2026-06-23,Sufficient,1.2753,2.8326,5.2904,10.313,4.1974,0.1326,458.91,458.91,OK
MAAS,501,2024-06-24,2026-06-23,Sufficient,2.8133,3.6991,4.7405,6.8667,4.1866,0.1326,457.96,457.96,OK
ERAS,501,2024-06-24,2026-06-23,Sufficient,0.0524,3.1861,7.1902,10.0,4.0962,0.1326,449.98,449.98,OK
CHRN,501,2024-06-24,2026-06-23,Sufficient,1.4358,4.3568,4.8416,7.9653,4.0071,0.1326,442.11,442.11,OK
KORU,501,2024-06-24,2026-06-23,Sufficient,0.8533,3.7698,5.612,8.833,3.9843,0.1326,440.09,440.09,OK
WDCX,102,2026-01-27,2026-06-23,Short: 102d,3.3786,4.274,4.274,4.274,3.9158,0.1326,434.05,434.05,OK
MU,501,2024-06-24,2026-06-23,Sufficient,1.6011,3.2316,5.4633,7.5095,3.8813,0.1326,431.0,431.0,OK
LRCU,212,2025-08-19,2026-06-23,Short: 212d,1.2084,2.9825,5.2094,8.7312,3.868,0.1326,429.82,429.82,OK
ARMG,361,2025-01-14,2026-06-23,Sufficient,4.1487,5.5811,2.7812,2.374,3.8068,0.1326,424.42,424.42,OK
KEEX,120,2025-12-30,2026-06-23,Short: 120d,4.8536,3.0717,3.0717,3.0717,3.7844,0.1326,422.45,422.45,OK
JLHL,249,2025-06-26,2026-06-23,Short: 249d,2.7864,5.3934,3.7677,3.6099,3.6688,0.1326,412.24,412.24,OK
NEBX,198,2025-09-09,2026-06-23,Short: 198d,3.4382,6.1976,2.4947,2.5939,3.6325,0.1326,409.04,409.04,OK
ANL,501,2024-06-24,2026-06-23,Sufficient,0.5274,5.8387,5.0023,6.2109,3.6213,0.1326,408.05,408.05,OK
AEHR,501,2024-06-24,2026-06-23,Sufficient,1.7561,3.769,2.4187,8.183,3.5766,0.1326,404.09,404.09,OK
LABX,217,2025-08-12,2026-06-23,Short: 217d,6.7737,3.2437,0.1568,0.787,3.547,0.1326,401.48,401.48,OK
CLYM,501,2024-06-24,2026-06-23,Sufficient,0.8807,1.8082,4.3247,9.1653,3.4119,0.1326,389.56,389.56,OK
QTTB,501,2024-06-24,2026-06-23,Sufficient,0.7574,2.9208,5.4216,6.6645,3.3043,0.1326,380.06,380.06,OK
ANRO,501,2024-06-24,2026-06-23,Sufficient,0.2208,0.2566,5.7889,9.8622,3.2698,0.1326,377.01,377.01,OK
STX,501,2024-06-24,2026-06-23,Sufficient,1.5706,2.5568,3.6946,6.9306,3.2647,0.1326,376.55,376.55,OK
NBIL,178,2025-10-07,2026-06-23,Short: 178d,3.4468,6.1791,1.607,1.607,3.2574,0.1326,375.91,375.91,OK
VICR,501,2024-06-24,2026-06-23,Sufficient,0.9421,2.4197,5.3563,6.627,3.2574,0.1326,375.91,375.91,OK
NBIG,164,2025-10-27,2026-06-23,Short: 164d,3.4109,6.0094,1.3605,1.3605,3.1105,0.1326,362.94,362.94,OK
SYRE,501,2024-06-24,2026-06-23,Sufficient,1.2696,1.8996,5.5222,5.4657,3.0854,0.1326,360.72,360.72,OK
INTC,501,2024-06-24,2026-06-23,Sufficient,2.0057,2.6461,3.4719,5.2751,3.0809,0.1326,360.33,360.33,OK
ABVX,501,2024-06-24,2026-06-23,Sufficient,-0.1472,-0.1336,0.196,15.4874,3.0511,0.1326,357.7,357.7,OK
EVC,501,2024-06-24,2026-06-23,Sufficient,2.4855,2.4304,3.336,3.8178,2.911,0.1326,345.33,345.33,OK
AAOI,501,2024-06-24,2026-06-23,Sufficient,0.5397,4.0407,4.0859,5.2874,2.8987,0.1326,344.24,344.24,OK
ICHR,501,2024-06-24,2026-06-23,Sufficient,0.8905,4.348,4.0,4.3574,2.8973,0.1326,344.12,344.12,OK
ORKA,501,2024-06-24,2026-06-23,Sufficient,1.0067,1.9627,4.3633,6.1404,2.896,0.1326,344.0,344.0,OK
VATE,501,2024-06-24,2026-06-23,Sufficient,3.5037,2.3736,2.6012,2.4053,2.8775,0.1326,342.37,342.37,OK
KEEL,501,2024-06-24,2026-06-23,Sufficient,1.8571,1.9075,1.1154,7.5052,2.8485,0.1326,339.8,339.8,OK
VPG,501,2024-06-24,2026-06-23,Sufficient,2.1832,2.5123,3.0756,4.1743,2.8257,0.1326,337.8,337.8,OK
RVMDW,74,2026-03-06,2026-06-23,Short: 74d,2.9415,2.6683,2.6683,2.6683,2.7776,0.1326,333.55,333.55,OK
LITE,501,2024-06-24,2026-06-23,Sufficient,0.1358,1.4558,3.9068,8.234,2.7736,0.1326,333.2,333.2,OK
KOD,501,2024-06-24,2026-06-23,Sufficient,0.6659,0.4045,2.8877,9.2348,2.7718,0.1326,333.03,333.03,OK
ALMS,497,2024-06-28,2026-06-23,Sufficient,0.0492,1.2161,4.8777,7.5699,2.7524,0.1326,331.33,331.33,OK
SLS,501,2024-06-24,2026-06-23,Sufficient,0.6551,2.8761,4.5644,4.8896,2.7281,0.1326,329.17,329.17,OK
VSH,501,2024-06-24,2026-06-23,Sufficient,2.3769,2.9784,2.8385,2.8688,2.6879,0.1326,325.63,325.63,OK
RLMD,501,2024-06-24,2026-06-23,Sufficient,0.1553,0.6313,3.4248,8.9705,2.6675,0.1326,323.82,323.82,OK
HUT,501,2024-06-24,2026-06-23,Sufficient,1.2764,2.1228,2.3253,6.2162,2.6434,0.1326,321.7,321.7,OK
LIXT,501,2024-06-24,2026-06-23,Sufficient,1.7444,0.8622,0.3394,8.359,2.6099,0.1326,318.74,318.74,OK
OCC,501,2024-06-24,2026-06-23,Sufficient,1.3971,2.6,1.2,6.3333,2.5855,0.1326,316.59,316.59,OK
RILYP,501,2024-06-24,2026-06-23,Sufficient,0.5661,2.306,1.4461,8.0196,2.5808,0.1326,316.17,316.17,OK
UCTT,501,2024-06-24,2026-06-23,Sufficient,0.8264,3.421,3.0314,4.5955,2.5401,0.1326,312.58,312.58,OK
DMRA,501,2024-06-24,2026-06-23,Sufficient,-0.0048,-0.1177,6.993,5.8071,2.5346,0.1326,312.09,312.09,OK
PRAX,501,2024-06-24,2026-06-23,Sufficient,0.0383,0.1341,6.2328,6.2123,2.5312,0.1326,311.79,311.79,OK
ASTC,501,2024-06-24,2026-06-23,Sufficient,4.0128,2.1582,1.4139,1.0137,2.5223,0.1326,311.0,311.0,OK
MOVE,501,2024-06-24,2026-06-23,Sufficient,1.1848,2.8495,3.9493,3.3501,2.5037,0.1326,309.36,309.36,OK
HYLN,501,2024-06-24,2026-06-23,Sufficient,2.2105,2.3516,2.0808,3.5522,2.4811,0.1326,307.37,307.37,OK
TTMI,501,2024-06-24,2026-06-23,Sufficient,1.1019,2.1774,3.09,4.81,2.4562,0.1326,305.17,305.17,OK
OSCG,157,2025-11-05,2026-06-23,Short: 157d,4.0841,2.0899,1.0012,1.0012,2.4521,0.1326,304.81,304.81,OK
DOCN,501,2024-06-24,2026-06-23,Sufficient,0.8272,2.4244,3.2981,4.7449,2.4244,0.1326,302.36,302.36,OK
TSEM,501,2024-06-24,2026-06-23,Sufficient,0.6421,1.4222,3.2174,6.1593,2.4166,0.1326,301.67,301.67,OK
MRVL,501,2024-06-24,2026-06-23,Sufficient,2.0949,2.3034,2.7576,2.7959,2.4094,0.1326,301.03,301.03,OK
AIP,501,2024-06-24,2026-06-23,Sufficient,1.573,1.7262,3.1763,3.9783,2.4054,0.1326,300.68,300.68,OK
TRT,501,2024-06-24,2026-06-23,Sufficient,1.2063,1.6554,3.853,4.0263,2.3895,0.1326,299.28,299.28,OK
NBIS,418,2024-10-21,2026-06-23,Sufficient,1.4113,2.5248,1.7716,4.738,2.3714,0.1326,297.68,297.68,OK
SIMO,501,2024-06-24,2026-06-23,Sufficient,1.5782,2.6853,2.4535,3.5597,2.371,0.1326,297.65,297.65,OK
PENG,501,2024-06-24,2026-06-23,Sufficient,2.7429,2.4233,1.4323,2.4146,2.3512,0.1326,295.9,295.9,OK
ASBP,501,2024-06-24,2026-06-23,Sufficient,6.1001,0.5425,-0.6256,-0.4681,2.3298,0.1326,294.01,294.01,OK
RILYL,501,2024-06-24,2026-06-23,Sufficient,0.462,2.0367,1.3741,7.275,2.322,0.1326,293.32,293.32,OK
WULF,501,2024-06-24,2026-06-23,Sufficient,0.7776,1.4411,1.6211,6.6952,2.2625,0.1326,288.07,288.07,OK
ALOT,501,2024-06-24,2026-06-23,Sufficient,2.31,2.4804,1.8343,2.1521,2.2174,0.1326,284.08,284.08,OK
HQ,65,2026-03-20,2026-06-23,Short: 65d,1.947,2.3898,2.3898,2.3898,2.2127,0.1326,283.67,283.67,OK
SLGL,501,2024-06-24,2026-06-23,Sufficient,0.0764,0.6669,1.3364,8.8712,2.2055,0.1326,283.03,283.03,OK
DFTX,501,2024-06-24,2026-06-23,Sufficient,0.9989,1.8852,3.0022,4.1319,2.2034,0.1326,282.85,282.85,OK
UMC,501,2024-06-24,2026-06-23,Sufficient,1.8823,2.2466,2.6695,2.2029,2.1767,0.1326,280.49,280.49,OK
OSCX,186,2025-09-25,2026-06-23,Short: 186d,3.9543,1.8994,0.506,0.506,2.164,0.1326,279.37,279.37,OK
TE,501,2024-06-24,2026-06-23,Sufficient,0.3509,0.5349,3.7385,5.7941,2.1538,0.1326,278.47,278.47,OK
QXL,501,2024-06-24,2026-06-23,Sufficient,2.3128,4.4907,1.1254,0.4719,2.1428,0.1326,277.49,277.49,OK
RLYB,501,2024-06-24,2026-06-23,Sufficient,0.7234,1.5225,2.3319,5.3925,2.1387,0.1326,277.14,277.14,OK
BRUN,370,2024-12-30,2026-06-23,Sufficient,2.1518,1.9468,1.9974,2.4206,2.1337,0.1326,276.69,276.69,OK
WYY,501,2024-06-24,2026-06-23,Sufficient,1.7027,1.4789,1.7764,3.9902,2.1302,0.1326,276.38,276.38,OK
TNGX,501,2024-06-24,2026-06-23,Sufficient,0.4974,2.3558,2.7355,4.5019,2.1176,0.1326,275.27,275.27,OK
DELL,501,2024-06-24,2026-06-23,Sufficient,1.5991,2.4796,2.2422,2.5836,2.1007,0.1326,273.78,273.78,OK
NBTX,501,2024-06-24,2026-06-23,Sufficient,0.1984,0.6561,2.1634,7.1879,2.0808,0.1326,272.03,272.03,OK
LWLG,501,2024-06-24,2026-06-23,Sufficient,0.2514,2.097,1.21,6.5902,2.08,0.1326,271.95,271.95,OK
ARTV,483,2024-07-19,2026-06-23,Sufficient,0.825,1.1075,2.4028,5.2025,2.0725,0.1326,271.29,271.29,OK
WATT,501,2024-06-24,2026-06-23,Sufficient,0.3071,5.1731,2.2241,2.254,2.0531,0.1326,269.58,269.58,OK
VIAV,501,2024-06-24,2026-06-23,Sufficient,0.4868,1.8718,3.0825,4.316,2.0488,0.1326,269.19,269.19,OK
QURE,501,2024-06-24,2026-06-23,Sufficient,2.0804,1.0493,2.5357,2.4511,2.0394,0.1326,268.37,268.37,OK
LNOK,106,2026-01-21,2026-06-23,Short: 106d,1.3651,2.4887,2.4887,2.4887,2.0393,0.1326,268.36,268.36,OK
VNCE,501,2024-06-24,2026-06-23,Sufficient,2.1324,0.927,1.164,3.831,2.0374,0.1326,268.19,268.19,OK
LQDA,501,2024-06-24,2026-06-23,Sufficient,1.0856,1.199,2.1135,4.6219,2.0211,0.1326,266.75,266.75,OK
CIFR,501,2024-06-24,2026-06-23,Sufficient,0.8563,0.8244,1.2508,6.2929,2.0161,0.1326,266.31,266.31,OK
AMD,501,2024-06-24,2026-06-23,Sufficient,1.5649,1.5855,2.3029,3.0537,2.0144,0.1326,266.16,266.16,OK
FCEL,501,2024-06-24,2026-06-23,Sufficient,2.2519,1.2635,1.61,2.6611,2.0077,0.1326,265.57,265.57,OK
SHAZ,87,2026-02-18,2026-06-23,Short: 87d,2.5209,1.6612,1.6612,1.6612,2.0051,0.1326,265.34,265.34,OK
ALAB,501,2024-06-24,2026-06-23,Sufficient,2.2051,1.7216,0.6192,3.2656,2.0033,0.1326,265.18,265.18,OK
RLAY,501,2024-06-24,2026-06-23,Sufficient,0.776,1.1451,2.7425,4.4671,1.9813,0.1326,263.24,263.24,OK
CRDU,193,2025-09-16,2026-06-23,Short: 193d,4.0123,1.3148,0.1698,0.289,1.9597,0.1326,261.33,261.33,OK
TERG,149,2025-11-17,2026-06-23,Short: 149d,0.5019,2.3542,3.1976,3.1976,1.9506,0.1326,260.53,260.53,OK
RFIL,501,2024-06-24,2026-06-23,Sufficient,1.0076,2.5676,1.7252,3.3457,1.9307,0.1326,258.77,258.77,OK
STXX,41,2026-04-24,2026-06-23,Short: 41d,1.8789,1.8789,1.8789,1.8789,1.8789,0.1326,254.2,254.2,OK
ATEX,501,2024-06-24,2026-06-23,Sufficient,1.0709,2.6976,2.5946,1.8973,1.8663,0.1326,253.08,253.08,OK
MBX,444,2024-09-13,2026-06-23,Sufficient,0.6485,0.6181,3.639,3.7628,1.8634,0.1326,252.83,252.83,OK
HUTG,111,2026-01-13,2026-06-23,Short: 111d,2.8354,1.2101,1.2101,1.2101,1.8602,0.1326,252.55,252.55,OK
ALTO,501,2024-06-24,2026-06-23,Sufficient,0.2373,0.7264,4.5543,3.5221,1.8555,0.1326,252.13,252.13,OK
SIF,501,2024-06-24,2026-06-23,Sufficient,0.3986,1.9013,1.8644,4.6966,1.8519,0.1326,251.81,251.81,OK
QUIK,501,2024-06-24,2026-06-23,Sufficient,1.1528,2.1003,2.4312,2.3788,1.8432,0.1326,251.04,251.04,OK
AMPG,501,2024-06-24,2026-06-23,Sufficient,2.0195,1.6473,0.6342,2.865,1.8371,0.1326,250.51,250.51,OK
EDSA,501,2024-06-24,2026-06-23,Sufficient,-0.018,4.1973,2.0931,2.898,1.8305,0.1326,249.92,249.92,OK
MRAM,501,2024-06-24,2026-06-23,Sufficient,1.4726,1.5366,1.8365,2.7458,1.8128,0.1326,248.36,248.36,OK
PIII,501,2024-06-24,2026-06-23,Sufficient,2.9571,1.7755,0.4551,0.9184,1.8126,0.1326,248.34,248.34,OK
VELO,501,2024-06-24,2026-06-23,Sufficient,0.564,0.8044,5.4562,1.6235,1.8024,0.1326,247.44,247.44,OK
PSIG,483,2024-07-19,2026-06-23,Sufficient,1.2139,1.6941,1.8809,3.0082,1.8022,0.1326,247.42,247.42,OK
STXL,42,2026-04-23,2026-06-23,Short: 42d,1.7956,1.7956,1.7956,1.7956,1.7956,0.1326,246.84,246.84,OK
FORM,501,2024-06-24,2026-06-23,Sufficient,0.469,1.5957,3.0531,3.3868,1.7947,0.1326,246.76,246.76,OK
NVTX,198,2025-09-09,2026-06-23,Short: 198d,2.0242,2.2151,0.9384,1.7434,1.7891,0.1326,246.26,246.26,OK
CIEN,501,2024-06-24,2026-06-23,Sufficient,0.1274,1.1824,2.3233,5.17,1.7861,0.1326,246.0,246.0,OK
RVMD,501,2024-06-24,2026-06-23,Sufficient,0.7542,1.2316,2.8932,3.2741,1.7815,0.1326,245.59,245.59,OK
BIOA,435,2024-09-26,2026-06-23,Sufficient,0.1981,0.8029,3.5551,4.1429,1.7794,0.1326,245.41,245.41,OK
KLAG,127,2025-12-18,2026-06-23,Short: 127d,1.2854,2.1075,2.1075,2.1075,1.7787,0.1326,245.35,245.35,OK
ACMR,501,2024-06-24,2026-06-23,Sufficient,1.211,1.6215,1.7618,3.059,1.7729,0.1326,244.83,244.83,OK
POWL,501,2024-06-24,2026-06-23,Sufficient,0.6117,1.66,1.9414,3.9852,1.762,0.1326,243.87,243.87,OK
WYFI,220,2025-08-07,2026-06-23,Short: 220d,2.1062,2.1301,0.7019,1.7596,1.7608,0.1326,243.77,243.77,OK
WULX,166,2025-10-23,2026-06-23,Short: 166d,1.5623,2.7678,1.4272,1.4272,1.7494,0.1326,242.76,242.76,OK
STRL,501,2024-06-24,2026-06-23,Sufficient,1.1116,1.9515,1.4768,3.0935,1.749,0.1326,242.72,242.72,OK
ASX,501,2024-06-24,2026-06-23,Sufficient,0.8344,1.6745,2.4703,2.926,1.7479,0.1326,242.63,242.63,OK
VECO,501,2024-06-24,2026-06-23,Sufficient,1.3684,1.5745,1.6214,2.7971,1.7459,0.1326,242.45,242.45,OK
AMBQ,226,2025-07-30,2026-06-23,Short: 226d,2.1459,1.7653,1.5562,1.0706,1.7368,0.1326,241.65,241.65,OK
NVTS,501,2024-06-24,2026-06-23,Sufficient,1.3312,1.9037,2.0528,2.0528,1.7343,0.1326,241.43,241.43,OK
ARM,501,2024-06-24,2026-06-23,Sufficient,1.6765,2.2278,1.5638,1.5261,1.7342,0.1326,241.42,241.42,OK
ARMH,317,2025-03-19,2026-06-23,Sufficient,1.7025,2.2076,1.5341,1.5128,1.7319,0.1326,241.22,241.22,OK
INBX,501,2024-06-24,2026-06-23,Sufficient,0.4376,0.089,2.3663,5.223,1.7107,0.1326,239.34,239.34,OK
DGXX,501,2024-06-24,2026-06-23,Sufficient,1.8117,1.7317,1.7654,1.4,1.7041,0.1326,238.76,238.76,OK
STI,501,2024-06-24,2026-06-23,Sufficient,1.4234,1.1987,1.9187,2.5413,1.7011,0.1326,238.5,238.5,OK
CDNL,133,2025-12-10,2026-06-23,Short: 133d,1.1601,1.9955,2.0949,2.0949,1.7011,0.1326,238.5,238.5,OK
KLIC,501,2024-06-24,2026-06-23,Sufficient,0.9464,1.7867,2.0269,2.7986,1.701,0.1326,238.49,238.49,OK
HYMC,501,2024-06-24,2026-06-23,Sufficient,-0.2807,0.5065,2.582,5.9075,1.6869,0.1326,237.25,237.25,OK
COHU,501,2024-06-24,2026-06-23,Sufficient,1.1286,1.7627,1.8583,2.5368,1.683,0.1326,236.9,236.9,OK
COHR,501,2024-06-24,2026-06-23,Sufficient,0.4947,1.1696,2.4939,3.6948,1.6695,0.1326,235.71,235.71,OK
TER,501,2024-06-24,2026-06-23,Sufficient,0.3823,1.2059,2.5054,3.8687,1.6689,0.1326,235.66,235.66,OK
AMKR,501,2024-06-24,2026-06-23,Sufficient,0.8803,1.2066,2.0632,3.3016,1.6664,0.1326,235.43,235.43,OK
BUUU,215,2025-08-14,2026-06-23,Short: 215d,0.4166,1.6002,1.6769,4.22,1.6661,0.1326,235.4,235.4,OK
VRTL,313,2025-03-25,2026-06-23,Sufficient,0.312,2.1384,2.188,3.3191,1.6539,0.1326,234.33,234.33,OK
NCEW,377,2024-12-18,2026-06-23,Sufficient,0.8836,2.3043,2.7698,1.4112,1.6505,0.1326,234.03,234.03,OK
AP,501,2024-06-24,2026-06-23,Sufficient,0.4047,1.8132,3.1626,2.4247,1.642,0.1326,233.28,233.28,OK
CNCG,127,2025-12-18,2026-06-23,Short: 127d,2.4106,1.1143,1.1143,1.1143,1.6328,0.1326,232.47,232.47,OK
SMTC,501,2024-06-24,2026-06-23,Sufficient,1.1338,1.2994,1.6824,2.8988,1.6296,0.1326,232.19,232.19,OK
MKDW,501,2024-06-24,2026-06-23,Sufficient,3.3428,0.7441,0.4667,0.2176,1.6228,0.1326,231.58,231.58,OK
MKSI,501,2024-06-24,2026-06-23,Sufficient,0.6559,1.4786,2.0257,3.2903,1.6213,0.1326,231.45,231.45,OK
ELA,501,2024-06-24,2026-06-23,Sufficient,0.6054,0.9889,2.3681,3.5364,1.6208,0.1326,231.41,231.41,OK
WOLF,184,2025-09-29,2026-06-23,Short: 184d,1.9464,1.7339,1.2131,1.2131,1.6106,0.1326,230.51,230.51,OK
FLEX,501,2024-06-24,2026-06-23,Sufficient,1.3347,1.4088,1.5891,2.2989,1.5932,0.1326,228.97,228.97,OK
IMMX,501,2024-06-24,2026-06-23,Sufficient,0.1249,0.7356,3.5251,3.4241,1.5869,0.1326,228.41,228.41,OK
STRO,501,2024-06-24,2026-06-23,Sufficient,0.3685,2.2688,2.2798,2.6488,1.5869,0.1326,228.41,228.41,OK
ELVR,203,2025-09-02,2026-06-23,Short: 203d,0.769,0.9004,2.8,2.6218,1.5721,0.1326,227.1,227.1,OK
ANAB,501,2024-06-24,2026-06-23,Sufficient,0.4213,0.8756,3.2776,2.8474,1.5686,0.1326,226.8,226.8,OK
STHH,306,2025-04-03,2026-06-23,Sufficient,1.322,1.8636,1.6773,1.5725,1.5515,0.1326,225.29,225.29,OK
ABSI,501,2024-06-24,2026-06-23,Sufficient,1.529,1.173,1.8391,1.6559,1.5452,0.1326,224.73,224.73,OK
OSS,501,2024-06-24,2026-06-23,Sufficient,0.848,1.3738,1.481,3.1614,1.5424,0.1326,224.49,224.49,OK
IMOS,501,2024-06-24,2026-06-23,Sufficient,0.6732,1.3178,2.3715,2.5148,1.5101,0.1326,221.63,221.63,OK
ASYS,501,2024-06-24,2026-06-23,Sufficient,0.7991,0.697,1.2489,3.9828,1.5054,0.1326,221.22,221.22,OK
STM,501,2024-06-24,2026-06-23,Sufficient,1.2877,1.8128,1.6054,1.5263,1.504,0.1326,221.09,221.09,OK
SILC,501,2024-06-24,2026-06-23,Sufficient,1.1915,1.9366,1.435,1.7485,1.5006,0.1326,220.79,220.79,OK
DRAM,56,2026-04-02,2026-06-23,Short: 56d,1.4935,1.4935,1.4935,1.4935,1.4935,0.1326,220.17,220.17,OK
LRCX,501,2024-06-24,2026-06-23,Sufficient,0.5916,1.2546,1.9257,3.1035,1.4934,0.1326,220.16,220.16,OK
BLZE,501,2024-06-24,2026-06-23,Sufficient,2.1945,1.5348,0.1672,1.332,1.4846,0.1326,219.38,219.38,OK
NKTR,501,2024-06-24,2026-06-23,Sufficient,-0.1029,0.5157,0.2095,6.8367,1.4712,0.1326,218.2,218.2,OK
KORE,501,2024-06-24,2026-06-23,Sufficient,0.0268,1.1369,3.13,3.0218,1.4685,0.1326,217.96,217.96,OK
CORZW,74,2026-03-06,2026-06-23,Short: 74d,1.4525,1.4498,1.4498,1.4498,1.4509,0.1326,216.4,216.4,OK
TH,501,2024-06-24,2026-06-23,Sufficient,1.2184,1.4634,1.3695,1.8983,1.4336,0.1326,214.88,214.88,OK
MAMK,242,2025-07-07,2026-06-22,Short: 242d,0.0,0.0,4.6277,2.523,1.4301,0.1326,214.57,214.57,OK
CELC,501,2024-06-24,2026-06-23,Sufficient,-0.1549,-0.0903,0.7388,6.7767,1.4231,0.1326,213.95,213.95,OK
WYHG,392,2024-11-26,2026-06-23,Sufficient,2.7106,1.1678,0.2026,0.318,1.4219,0.1326,213.84,213.84,OK
AMAT,501,2024-06-24,2026-06-23,Sufficient,0.6194,1.3112,2.082,2.4573,1.4178,0.1326,213.49,213.49,OK
CMPS,501,2024-06-24,2026-06-23,Sufficient,1.3689,1.037,1.5816,1.7322,1.4177,0.1326,213.48,213.48,OK
NWPX,501,2024-06-24,2026-06-23,Sufficient,0.823,1.1965,1.6289,2.5912,1.4125,0.1326,213.01,213.01,OK
ENLT,501,2024-06-24,2026-06-23,Sufficient,0.2203,1.1997,2.1046,3.3103,1.411,0.1326,212.89,212.89,OK
VSXY,501,2024-06-24,2026-06-23,Sufficient,0.7348,0.4443,1.9587,3.1827,1.4111,0.1326,212.89,212.89,OK
NDLS,501,2024-06-24,2026-06-23,Sufficient,1.1733,1.7123,1.8012,1.163,1.4046,0.1326,212.32,212.32,OK
WLDSW,74,2026-03-06,2026-06-23,Short: 74d,0.0913,2.2738,2.2738,2.2738,1.4008,0.1326,211.98,211.98,OK
TWST,501,2024-06-24,2026-06-23,Sufficient,0.9101,1.6629,2.0477,1.4538,1.3969,0.1326,211.64,211.64,OK
AGX,501,2024-06-24,2026-06-23,Sufficient,0.5908,1.3471,1.8268,2.623,1.3957,0.1326,211.53,211.53,OK
